Time (min),CLK,clk,CLK/CYC_data,clk_data,CLK_data,CRY,cry,CRY_data,CWO,cwo,cwo_data,CWO_data,CYC/CLK,pdp1,PDP1,pdp1_data,PDP1_data,per,PER,PER/TIM-p,PER/TIM_data,per_data,PER_data,tim,TIM,tim_data,TIM_data,VRI,vri,vri_data,VRI_data,
0.5431, , , , , , , , , , , , , , , , , ,76.4706, , , , , , , , , , , , , ,
0.5436, , , , , , , , , , , , , , , , , , , ,20, , , , , , , , , , , ,
0.5437, , , , , , , , , , , , , ,86.7647, , , , , , , , , , , , , , , , , ,
0.5443, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,84.9057, , ,
0.545, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,86.7925, , ,
0.546, , , , , , , , , ,98.8095, , ,95.5556, ,70.7692, , , , , , , , , , , , , , , , ,
0.5463, , , , , , , , , , , , , ,85.2941, , , , , , , , , , , , , , , , , ,
0.5466, , , , , , , , , ,100, , ,96.6667, ,69.2308, , ,76.4706, , , , , , , , , , , , , ,
0.5469, , , , , , , , , , , , , ,86.7647, , , , , , , , , , , , , , , , , ,
0.5472, , , , , ,14.8936, , , ,98.8095, , ,95.5556, , , , , , , , , , , , , , , , , , ,
0.5473, , ,86.0775,37.9139,16.5331, , ,32.286, , ,99.5645,48.1445, , , ,98.2354,86.6924, , , ,75.2724,91.9708,96.6615, , ,99.7456,97.8577, , ,99.4681,74.8164,
0.5479, , , , , , , , , , , , ,96.6667, , , , , , , , , , , , , , , , , , ,
0.5482, , , , , , , , ,78.2609, , , , , , , , , , , , , , , , , , , , , , ,
0.5486, , , , , , , , , , , , ,97.7778, , , , , , , , , , , , , , , , , , ,
0.5493, , , , , , , , , , , , ,96.6667, , , , , , , , , , , , , , , , , , ,
0.5497, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,88.6792, , ,
0.5504, , , , , , , , , , , , , , ,70.7692, , , , , , , , , , , , ,42.1053, , , ,
0.5504, , , , , , , , , , , , , ,88.2353, , , , , , , , , , , , , , ,86.7925, , ,
0.551, , , , , , , , ,76.8116,98.8095, , , ,86.7647, , , , , , , , , , , , , , , , , ,
0.5515, , , , , , , , , ,100, , , , , , , , , , , , , , , , , , , , , ,
0.5522, , , , , , , , , ,98.8095, , , , , , , , , , , , , , , , , , ,84.9057, , ,
0.5525, , , , , , , , ,78.2609, , , , , , , , , , , , , , , , , , , , , , ,
0.5525, , ,85.7464,38.4759,16.949, , ,31.837, , ,99.6645,48.8457, , , ,98.385,87.1066, , , ,75.8935,91.6767,96.8843, , ,99.6837,98.0139, , ,99.379,75.3536,
0.5535, , , , , , , , , , , , ,97.7778,88.2353, , , , , , , , , , , , , , , , , ,
0.554, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,86.7925, , ,
0.5542, , , , , , , , , , , , ,96.6667, , , , , , , , , , , , , , , , , , ,
0.5545, , , , , , , , , , , , , , ,72.3077, , , , , , , , , , , , , , , , ,
0.5558, , , , , , , , , ,98.8095, , , , , , , , , , , , , , , , , , , , , ,
0.5559, , ,85.4124,39.0399,17.3694, , ,31.3877, , ,99.7514,49.5482, , , ,98.5281,87.5151, , , ,76.5091,91.3785,97.0993, , ,99.6153,98.1641, , ,99.2832,75.8869,
0.5561, , , , , , , , , , , , , ,86.7647, , , , , , , , , , , , , , , , , ,
0.5565, , , , , , , , , ,100, , , , , , , , , , , , , , , , , , , , , ,
0.5566, , , , , , , , ,79.7101, , , , ,88.2353, , , , , , , , , , , , , , , , , ,
0.5568, , ,85.0686,39.6174,17.8031, , ,30.9289, , ,99.8266,50.266, , , ,98.6673,87.926, , , ,77.1315,91.0702,97.3107, , ,99.5387,98.3112, , ,99.1787,76.427,
0.5572, , , , , , , , , ,98.8095, , , , , , , , , , , , , , , , , , , , , ,
0.5581, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,88.6792, , ,
0.5585, , , , , , , , ,78.2609, , , , , , , , , , , , , , , , , , , , , , ,
0.5591, , , , , , , , , , , , ,97.7778, , , , , , , , , , , , , , , , , , ,
0.5593, , , , , ,13.8298, , , , , , , ,86.7647, , , , , , , , , , , , , , , , , ,
0.5598, , , , , , , , , , , , ,97.7778, , , , , , , , , , , , , , , , , , ,
0.56, , , , , , , , , , , , , ,88.2353, , , , , , , , , , , , , , ,86.7925, , ,
0.5607, , , , , , , , , ,98.8095, , , ,86.7647, , , , , , , , , ,100, , , , , , , ,
0.561, , ,84.7217,40.1967,18.2414, , ,30.47, , ,99.8882,50.9847, , , ,98.7996,88.3308, , , ,77.7478,90.7578,97.5141, , ,99.4553,98.452, , ,99.0674,76.9628,
0.5611, , , , , , , , ,79.7101, , , , , , , , , , , , , , , , , , , , , , ,
0.5614, , , , , , , , , ,100, , , , , , , , , , , , , ,94.1176,20, , , , , , ,
0.5616, , , , , , , , , , , , ,96.6667, , , , , , , , , , , , , , , , , , ,
0.5621, , , , , , , , , , , , , , , , , ,76.4706, , , , , , , , , , , , , ,
0.5623, , , , , , , , , , , , ,97.7778, , , , , , , , , , , , , , , ,88.6792, , ,
0.5627, , ,84.3717,40.7779,18.6843, , ,30.0107, , ,99.9363,51.7042, , , ,98.925,88.7294, , , ,78.3579,90.4415,97.7094, , ,99.3652,98.5866, , ,98.9494,77.4943,
0.5629, , ,84.0187,41.3607,19.1317, , ,29.5513, , ,99.9709,52.4242, , , ,99.0435,89.1218, , , ,78.9616,90.1211,97.8967, , ,99.2684,98.7149, , ,98.8246,78.0214,
0.563, , , , , , , , , ,98.8095, , ,96.6667, , , , , , , , , , , , , , , , , , ,
0.5631, , , , , , , , , , , , , , ,73.8462, , , , , , , , , , , , , , , , ,
0.5637, , , , , , , , , ,100, , , , , , , , , , , , , , , , , , , , , ,
0.5638, , , , , , , , , , , , , ,88.2353, , , , , , , , , , , , , , , , , ,
0.5644, ,94.4444, , , , , , , ,98.8095, , ,97.7778, , , , , , , , , , , , , , , , , , ,
0.5651, , , , , , , , , ,100, , , , , , , , , , , , , , , , , , , , , ,
0.5657, , , , , , , , , , , , , , , , , , , , , , , , ,10, , , , , , ,
0.5658, , , , , , , , , ,98.8095, , , ,86.7647, , , ,70.5882, , , , , , , , , , , , , ,
0.5665, , , , , , , , , ,100, , , ,88.2353, , , ,76.4706, , , , , , , , , , ,90.566, , ,
0.5672, , , , , , , , , ,98.8095, , , , , , , , , , , , , , , , , , ,88.6792, , ,
0.5675, , , , , , , , , , , , , , ,75.3846, , , , , , , , , , , , , , , , ,
0.5679, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,86.7925, , ,
0.5682, , , , , , , , , , , , , , , , , , , , , , , , , , , ,43.8596, , , ,
0.5685, , , , , , , , , , , , ,96.6667, , , , , , , , , , , , , , , , , , ,
0.5686, , ,83.6549,41.9579,19.5934, , ,29.0817, , ,99.9924,53.1601, , , ,99.1574,89.5163, , , ,79.5717,89.7898,98.0797, , ,99.1625,98.8396, , ,98.6903,78.5552,
0.5688, , , , , , , , , , , , , , , , , , , , , , , ,100, , , , , , , ,
0.5692, , , , , , , , , , , , ,97.7778, , , , , , , , , , , , , , , , , , ,
0.5695, , , , , , , , , , , , , , , , , ,70.5882, , , , , , , , , , , , , ,
0.5698, , , , , , , , ,81.1594, , , , , , , , , , , , , , , , , , , , , , ,
0.5702, , , , , , , , , , , , , , , , , ,76.4706, , , , , , , , , , , , , ,
0.5703, , ,83.2879,42.5567,20.0597, , ,28.6118, , ,100,53.8963, , , ,99.2641,89.9041, , , ,80.1747,89.4544,98.2543, , ,99.0498,98.9578, , ,98.549,79.0842,
0.5704, , , , , , , , , ,98.8095, , , , , , , , , , , , , , , , , , , , , ,
0.5705, , , , , , , , , , , , , , ,73.8462, , , , , , , , , , , , , ,88.6792, , ,
0.571, ,100, , , , , , , ,100, , , , , , , , , , , , , ,94.1176, , , , , , , ,
0.5712, , , , , , , , , , , , , , ,75.3846, , , , , , , , , , , , , , , , ,
0.5721, , , , , ,12.766, , , , , , , , , , , , , , , , , , , , , , , , , ,
0.5727, , , , , , , , ,79.7101,98.8095, , , , , , , , , , , , , , , , , , , , , ,
0.5732, , , , , , , , , , , , , , , , , ,70.5882, , , , , , , , , , , , , ,
0.5734, , , , , , , , ,81.1594,100, , , , , , , , , , , , , , ,20, , , , , , ,
0.5737, , , , , , , , , , , , , ,89.7059, , , , , , , , , , , , , , , , , ,
0.5741, , , , , , , , , ,98.8095, , , , , , , , , , , , , , , , , , , , , ,
0.5744, , , , , , , , , , , , , ,88.2353, , , , , , , , , , , , , , , , , ,
0.5747, , , , , , , , , , , , , , , , , ,76.4706, , , , , , , , , , , , , ,
0.5748, , , , , , , , , ,100, , , , , , , , , , , , , , , , , , , , , ,
0.5754, , , , , , , , , ,98.8095, , ,98.8889, , , , , , , , , , , , , , , , , , ,
0.5758, , , , , , , , , , , , , , ,76.9231, , , , , , , , , , , , , , , , ,
0.5761, , , , , , , , , ,100, , , , , , , , , , , , , , , , , , , , , ,
0.5768, , , , , , , , , , , , , , , , , ,70.5882, , , , , , , , , , , , , ,
0.5769, , , , , , , , , , , , , ,89.7059, , , , , , , , , , , , , , , , , ,
0.577, , , , , , , , , , , , ,97.7778, , , , , , , , , , ,100, , , ,45.614, , , ,
0.5776, , , , , , , , , , , , ,98.8889, , , , , , , , , , , , , , , , , , ,
0.5783, , , , , , , , ,82.6087, , , ,97.7778, , , , , , , , , , , , , , , , , , ,
0.5786, , , , , , , , , ,98.8095, , , , , , , , , , , , , , , , , , , , , ,
0.5788, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,90.566, , ,
0.5799, , , , , , , , ,81.1594, , , , , , , , , , , , , , , , , , , , , , ,
0.5802, , , , , , , , , ,98.8095, , , , , , , , , , , , , ,94.1176, , , , , , , ,
0.5803, , , , , , , , , , , , , , ,78.4615, , , , , , , , , , , , , , , , ,
0.5804, , , , , , , , , , , , ,98.8889, , , , ,64.7059, , , , , , , , , , , , , ,
0.5809, , , , , , , , , ,100, , , , , , , , , , , , , , , , , , , , , ,
0.5821, , , , , , , , , , , , , , ,76.9231, , , , , , , , , , , , , , , , ,
0.5824, , , , , , , , ,82.6087, , , , , , , , ,70.5882, , , , , , , , , , , , , ,
0.5831, , , , , , , , , , , , , , , , , , , , , , , , ,10, , , , , , ,
0.5834, , , , , , , , , , , , , ,91.1765, , , , , , , , , , , , , , , , , ,
0.5838, , , , , , , , , ,98.8095, , , , , , , , , , , , , , , , , , , , , ,
0.5839, , ,82.9177,43.157,20.5306, , ,28.1418, , ,99.9937,54.6324, , , ,99.3637,90.2853, , , ,80.7706,89.115,98.4205, , ,98.9301,99.0695, , ,98.401,79.6082,
0.584, , , , , , , , , , , , ,97.7778,89.7059, , , ,64.7059, , , , , , , , , , , , , ,
0.5845, , , , , , , , , ,100, , , , ,78.4615, , , , , , , , , , , , , , , , ,
0.5847, ,94.4444, , , , , , , , , , ,98.8889, , , , , , , , , , , , , , , , , , ,
0.5851, , , , , , , , , ,98.8095, , , , , , , , , , , , , ,100,20, , , , , , ,
0.5854, , , , , , , , , , , , ,97.7778, , , , , , , , , , , , , , , , , , ,
0.5856, , ,82.5444,43.7587,21.006, , ,27.6716, , ,99.9737,55.3683, , , ,99.4559,90.6598, , , ,81.3593,88.7717,98.5783, , ,98.8037,99.1749, , ,98.2462,80.1273,
0.5858, , , , , , , , , ,100, , , , , , , , , , , , , , , , , ,47.3684, , , ,
0.5859, , , , , ,11.7021, , , , , , , , , , , , , , , , , , , , , , ,88.6792, , ,
0.5861, , , , , , , , , , , , ,98.8889, , , , , , , , , , , , , , , , , , ,
0.5865, , , , , , , , , , , , , , , , , ,70.5882, , , , , , , , , , , , , ,
0.5866, , , , , , , , , , , , , ,91.1765, , , , , , , , , , , , , , ,90.566, , ,
0.5872, , , , , , , , , , , , , , , , , ,64.7059, , , , , , , , , , , , , ,
0.5878, , , , , , , , , , , , , , , , , , , , , , , , , , , ,45.614, , , ,
0.5882, , ,82.159,44.3759,21.4972, , ,27.1902, , ,99.939,56.1211, , , ,99.5429,91.036, , , ,81.954,88.4163,98.7311, , ,98.6672,99.276, , ,98.0807,80.6533,
0.5885, , , , , , , , , ,98.8095, , ,96.6667, ,80, , , , , , , , , , , , , , , , ,
0.5888, , , , , , , , , , , , , ,89.7059, , , , , , , , , ,94.1176, , , , , , , ,
0.5892, , , , , , , , , ,100, , ,97.7778, , , , , , , , , , , , , , , , , , ,
0.5895, , , , , , , , , , , , , ,91.1765, , , , , , , , , , , , , , , , , ,
0.5899, , , , , , , , , ,98.8095, , , , , , , , , , , , , , , , , , ,88.6792, , ,
0.5905, , , , , , , , , ,100, , , , , , , , , , , , , , , , , , ,90.566, , ,
0.5908, , , , , , , , , , , , ,96.6667, , , , , , , , , , , , , , , , , , ,
0.5911, , , , , , , , ,84.058, , , , , , , , , , , , , , , , , , , , , , ,
0.5915, , , , , , , , , , , , ,98.8889, , , , , , , , , , , , , , , , , , ,
0.5916, , ,81.7704,44.9945,21.9929, , ,26.7086, , ,99.89,56.8733, , , ,99.6223,91.4051, , , ,82.5408,88.0568,98.8751, , ,98.5236,99.3705, , ,97.9083,81.1738,
0.5921, , , , , , , , , , , , ,97.7778, , , , , , , , , , , , , , , , , , ,
0.5929, , , , , , , , , , , , , ,91.1765, , , , , , , , , , , , , , , , , ,
0.5933, , , , , , , , , , , , , , , , , , , , , , , ,100, , , , , , , ,
0.5935, , , , , , , , , ,98.8095, , , , , , , , , , , , , , , , , , , , , ,
0.5939, , , , , , , , ,82.6087, , , , , , , , , , , , , , , , , , , , , , ,
0.594, , , , , , , , , ,100, , , , , , , , , , , , , , , , , , , , , ,
0.5945, , , , , , , , , , , , , , , , , , , , , , , , , , , ,47.3684, , , ,
0.5947, , , , , , , , , ,98.8095, , , , , , , , , , , , , , , , , , , , , ,
0.5953, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,92.4528, , ,
0.5955, , , , , , , , ,84.058,100, , , , , , , , , , , , , , , , , , , , , ,
0.5962, ,100, , , , , , , ,98.8095, , , ,92.6471, , , , , , , , , , , , , , , , , ,
0.5966, , , , , , , , , , , , , , , , , , , , , , , , ,30, , , , , , ,
0.5969, , , , , , , , , ,100, , , ,91.1765,81.5385, , , , , , , , , , , , , , , , ,
0.5971, , , , , , , , , , , , ,97.7778, , , , , , , , , , , , , , , ,90.566, , ,
0.5976, , , , , , , , , ,98.8095, , , ,89.7059, , , , , , , , , , , , , , , , , ,
0.5977, , , , , , , , , , , , ,98.8889, , , , , , , , , , ,94.1176, , , , , , , ,
0.5982, , , , , , , , , ,100, , , , , , , , , , , , , , , , , , , , , ,
0.5983, , ,81.3785,45.6142,22.4932, , ,26.2268, , ,99.8269,57.6246, , , ,99.6942,91.7669, , , ,83.1194,87.6934,99.0104, , ,98.373,99.4582, , ,97.729,81.6888,
0.5989, , , , , , , , , ,100, , , , , , , , , , , , , , , , , , , , , ,
0.5992, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,92.4528, , ,
0.5995, , , , , , , , , , , , ,97.7778, , , , , ,80, , , , , , , , , , , , ,
0.5996, , , , , , , , ,85.5072,98.8095, , , ,91.1765, , , , , , , , , , , , , , , , , ,
0.6001, , , , , ,10.6383, , , , , , ,98.8889, , , , , , , , , , , , , , , , , , ,
0.6003, , , , , , , , ,84.058,100, , , , , , , , , , , , , , , , , , , , , ,
0.6006, , , , , , , , , , , , ,97.7778, , , , , , , , , , , , , , , , , , ,
0.601, , , , , , , , , ,98.8095, , , , ,83.0769, , , , , , , , , , , , , , , , ,
0.6016, , , , , , , , , , , , , , , , , , , , , , , ,100, , , , , , , ,
0.6017, , , , , , , , , ,100, , , , , , , , , , , , , , , , , , , , , ,
0.6022, ,94.4444, , , , , , , , , , ,96.6667, , , , , , , , , , , , , , , , , , ,
0.6025, , , , , , , , , ,98.8095, , , , , , , , , ,25, , , , , , , , , , , ,
0.6027, , , , , , , , , , , , ,98.8889, , , , , , , , , , , , , , , , , , ,
0.603, , , , , , , , , ,100, , , , , , , , , , , , , , , , , ,49.1228, , , ,
0.6037, , , , , , , , , ,97.619, , , , , , , , , , , , , , ,20, , , , , , ,
0.604, , , , , , , , ,85.5072, , , , , , , , , , , , , , , , , , , , , , ,
0.6044, , , , , , , , , ,98.8095, , , , ,81.5385, , , , , , , , , , , , , , , , ,
0.6045, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,90.566, , ,
0.605, , , , , , , , , ,100, , , , ,83.0769, , , , , , , , , , , , , , , , ,
0.6052, , , , , , , , , , , , , , , , , ,58.8235, , , , , , , , , , , , , ,
0.6057, , , , , , , , , ,98.8095, , , , , , , , , , , , , , , , , , , , , ,
0.6059, , , , , , , , , , , , , , , , , ,64.7059, , , , , , , , , , , , , ,
0.606, , , , , , , , , , , , ,97.7778,92.6471, , , , , , , , , , , , , , , , , ,
0.6062, , , , , , , , , ,100, , , , , , , , , , , , , ,94.1176, , , , , , , ,
0.6067, , , , , , , , , ,98.8095, , ,98.8889,91.1765, , , , , , , , , , , , , , , , , ,
0.6074, , , , , , , , , ,100, , ,97.7778, , , , , , , , , , , , , , , ,92.4528, , ,
0.6081, , , , , , , , , , , , ,98.8889, , , , , , , , , , , , , , , , , , ,
0.6082, ,100, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
0.6086, , , , , , , , , , , , , , , , , ,58.8235, , , , , , ,30, , , , , , ,
0.6088, , , , , , , , , ,98.8095, , ,98.8889, , , , , , , , , , , , , , , , , , ,
0.6092, , , , , , , , , , , , , ,92.6471,84.6154, , , , , , , , , , , , , , , , ,
0.6097, , , , , , , , , , , , , , , , , , , , , , , ,100, , , , , , , ,
0.6103, , , , , , , , , , , , , , , , , ,64.7059, , , , , , , , , , , , , ,
0.611, , , , , , , , , , , , ,97.7778, , , , , , , , , , , , , , , , , , ,
0.6111, , ,80.9833,46.2349,22.9979, , ,25.745, , ,99.7498,58.3749, , , ,99.7585,92.1215, , , ,83.6898,87.3259,99.1369, , ,98.2154,99.5393, , ,97.5428,82.1981,
0.6115, , , , , , , , , , , , ,98.8889,91.1765, , , , , , , , , , , , , ,50.8772, , , ,
0.6119, , ,80.5744,46.8729,23.5204, , ,25.2504, , ,99.6562,59.1434, , , ,99.8166,92.4777, , , ,84.2663,86.9449,99.2577, , ,98.0464,99.6157, , ,97.3447,82.7148,
0.6121, , , , , , , , , , , , ,97.7778,92.6471, , , ,58.8235, , , , , , , , , , , , , ,
0.6126, , , , , , , , ,86.9565, , , , , , , , , , , , , , , , , , , , , , ,
0.6128, , , , , , , , , ,98.8095, , , , , , , , , , , , , , , , , , , , , ,
0.6134, , , , , , , , , , , , , , ,86.1538, , , , , , , , , , , , , , , , ,
0.6135, , , , , , , , , ,100, , , , , , , , , , , , , , , , , , , , , ,
0.6138, , , , , , , , , , , , ,98.8889, , , , , , , , , , , , , , , , , , ,
0.6141, , , , , , , , , ,98.8095, , , , , , , ,64.7059, , , , , , , , , , , , , ,
0.6145, , , , , , , , ,85.5072, , , , , , , , , , , , , , , , , , , , , , ,
0.6148, , , , , , , , , , , , , , , , , ,58.8235, , , , , , , , , , , , , ,
0.6149, , , , , , , , , , , , , , , , , , , , , , , ,94.1176, , , , , , , ,
0.6152, , , , , , , , , , , , , , ,84.6154, , , , , , , , , , , , ,49.1228, , , ,
0.6155, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,94.3396, , ,
0.6162, , ,80.1621,47.5118,24.0474, , ,24.7557, , ,99.548,59.9104, , , ,99.8667,92.8262, , , ,84.8339,86.5597,99.3692, , ,97.8702,99.685, , ,97.1396,83.2253,
0.6162, , , , , ,9.5745, , , , , , , , , , , , , , , , , , , , , , , , , ,
0.6168, , , , , , , , ,86.9565, , , , , , , , , , , , , , , , , , , , , , ,
0.6174, , , , , , , , , , , , ,97.7778, ,86.1538, , , , , , , , , , , , , , , , ,
0.6179, , , , , , , , , , , , , , , , , , , , , , , ,100, , , , , , , ,
0.6181, , , , , , , , , , , , ,98.8889, , , , ,64.7059, ,20, , , , , , , , , , , ,
0.6186, , , , , , , , , , , , ,98.8889, , , , ,58.8235, , , , , , , , , , ,92.4528, , ,
0.6191, , , , , , , , , , , , , ,94.1176, , , , , , , , , , , , , , , , , ,
0.62, , , , , , , , , , , , , , , , , , , , , , , , ,40, , ,50.8772, , , ,
0.6206, , , , , , , , , , , , , ,92.6471, , , , , , , , , , , , , , , , , ,
0.6209, , , , , , , , , , , , , , , , , , , ,25, , , ,94.1176, , , , , , , ,
0.6215, , , , , , , , , , , , , , ,87.6923, , , , , , , , , , , , , , , , ,
0.6223, , , , , , , , , , , , , ,94.1176, , , , , , , , , , , , , , , , , ,
0.6234, , , , , , , , , , , , , , , , , , , , , , , ,88.2353, , , , , , , ,
0.6237, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,94.3396, , ,
0.624, , , , , , , , , , , , ,98.8889, , , , , , , , , , , , , , , , , , ,
0.6245, , , , , , , , , , , , ,100, , , , , , , , , , , , , , , , , , ,
0.6252, , , , , , , , , ,97.619, , ,98.8889, , , , , , , , , , , , , , , , , , ,
0.6259, , , , , , , , ,88.4058,98.8095, , , , , , , , , , , , , , , , , , ,92.4528, , ,
0.626, , , , , , , , , , , , , , , , , , , , , , , ,94.1176, , , , , , , ,
0.6263, , , , , , , , , , , , , , , , , , , , , , , , ,30, , , , , , ,
0.6265, , , , , , , , , ,97.619, , , , , , , , , , , , , , , , , , , , , ,
0.6271, , , , , , , , , ,98.8095, , , , , , , , , , , , , , , , , , , , , ,
0.6277, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,94.3396, , ,
0.628, , , , , , , , ,86.9565, , , , , , , , , , , , , , , , , , , , , , ,
0.6281, , ,79.7464,48.1515,24.5789, , ,24.2609, , ,99.4254,60.6756, , , ,99.9088,93.1668, , , ,85.3922,86.1706,99.4716, , ,97.6868,99.7474, , ,96.9274,83.7296,
0.6283, , , , , , , , , , , , , , , , , , , , , , , , , , , ,52.6316, , , ,
0.6288, , , , , , , , , , , , , ,94.1176, , , , , , , , , , , , , , , , , ,
0.6289, , , , , , , , , , , , , , , , , ,52.9412, , , , , , , , , , , , , ,
0.6295, , , , , , , , , , , , , , ,89.2308, , ,58.8235, , , , , , , , , , , , , ,
0.63, , , , , , , , , ,97.619, , , , , , , , , , , , , , , , , , , , , ,
0.6301, , , , , , , , ,88.4058, , , , , , , , , , , , , , , , , , , , , , ,
0.6305, , , , , , , , , ,98.8095, , , , , , , , , , , , , , , , , , , , , ,
0.6311, , , , , , , , , ,97.619, , , , , , , , , , , , , , , , , , , , , ,
0.6317, , , , , , , , , ,98.8095, , , , , , , , , , , , , ,88.2353, , , , ,96.2264, , ,
0.632, , , , , , , , , , , , , ,95.5882, , , , , , , , , , , , , , , , , ,
0.6323, , , , , , , , , , , , , , , , , ,52.9412, , , , , , , , , , , , , ,
0.6324, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,94.3396, , ,
0.6329, , , , , , , , , , , , , , , , , , , , , , , , ,40, , , , , , ,
0.6335, , , , , , , , , , , , , , ,90.7692, , , , , , , , , , , , , , , , ,
0.6339, , , , , , , , , , , , , ,94.1176, , , ,58.8235, , , , , , , , , , , , , ,
0.6342, , , , , , , , , , , , , , , , , , , , , , , ,94.1176, , , , , , , ,
0.6346, , , , , , , , , , , , , ,94.1176, , , , , , , , , , , , , , , , , ,
0.6348, , ,79.3273,48.7918,25.1147, , ,23.7661, , ,99.2885,61.4388, , , ,99.943,93.4995, , , ,85.9413,85.7775,99.5648, , ,97.4962,99.8028, , ,96.7082,84.2276,
0.6352, , , , , ,8.5106, , , , , , , , , , , , , , , , , , , , , , , , , ,
0.6356, , , , , , , , , , , , , , , , , ,52.9412, , , , , , , , , , , , , ,
0.6357, , , , , , , , , ,97.619, , , , , , , , , , , , , , , , , , , , , ,
0.6361, , , , , , , , , , , , ,100, , , , , , , , , , , , , , , , , , ,
0.6364, , , , , , , , , , , , , , ,89.2308, , , , , , , , , , , , , , , , ,
0.6366, , , , , , , , , , , , ,98.8889, , , , , , , , , , , , , , ,54.386, , , ,
0.6371, , , , , , , , , , , , , , ,90.7692, , , , , , , , , , , , , , , , ,
0.6378, ,94.4444, , , , , , , , , , , , , , , ,58.8235, , , , , , , , , , , , , ,
0.6385, , , , , , , , , ,97.619, , , , , , , ,52.9412, , , , , , , , , , , , , ,
0.6386, , , , , , , , ,89.8551, , , , , , , , , , , , , , , , , , , , , , ,
0.6393, , , , , , , , , ,98.8095, , , , , , , , , , , , , , , , , , , , , ,
0.64, , , , , , , , , ,97.619, , , , , , , , , , , , , , , , , , , , , ,
0.6401, , , , , , , , , , , , , , , , , , , , , , , ,88.2353, , , , , , , ,
0.6412, , , , , , , , ,88.4058, , , ,98.8889, , , , , , , , , , , , , , , , , , ,
0.6416, , , , , , , , , , , , , ,95.5882,92.3077, , , , ,30, , , , , , , ,52.6316, , , ,
