Time (min),clk_data,CLK_data,CLK/CYC_data,per_data,PER_data,tim_data,TIM_data,PER/TIM_data,cwo_data,CWO_data,pdp1_data,PDP1_data,vri_data,VRI_data,CRY_data
1092.829306,3.2827820401,0.2015489684,97.9848337996,94.0566496358,54.2969986025,77.9200856693,62.8572199472,19.6991567737,51.8967237762,4.5863304253,63.338296076,38.8528512572,78.3420451373,24.7010182398,68.9983378324
1092.870553,3.4692801175,0.1588474963,98.1440813045,94.3177378336,54.9001391489,78.4160151765,63.4050404056,20.1709198319,52.5939557026,4.8136922346,63.8819808621,39.3970936829,78.8495436088,25.1828480767,68.6268207468
1092.9118,3.6610006574,0.1211826222,98.2990034269,94.5748425349,55.5037293434,78.9092568608,63.9521053038,20.6486407867,53.2948952815,5.047229225,64.425441507,39.943838289,79.3542718233,25.6687897168,68.253785708
1092.953312,3.8592306824,0.0883774647,98.4503346839,94.8295173985,56.1115798409,79.4028793991,64.5018685298,21.1354347868,54.0039500394,5.2885485736,64.9721023136,40.4965781578,79.8593607003,26.1619774033,67.8768311832
1092.994825,4.0627540825,0.060707507,98.5968188178,95.0800229489,56.7197240741,79.8936130149,65.0507433351,21.6282250538,54.7164687195,5.5362106118,65.5183871562,41.0517481636,80.3614544095,26.6592598929,67.4983692299
1093.036337,4.2715723712,0.0381894022,98.7381875888,95.3262790306,57.3280790359,80.3813683305,65.5986657095,22.1269893831,55.4322927398,5.7902581978,66.0642159779,41.609293968,80.8604512807,27.1606001543,67.1184150382
1093.07785,4.485686197,0.020839333,98.8741481676,95.5681961693,57.9365601528,80.8660516538,66.1455696305,22.6317030614,56.1512549187,6.0507334351,66.6095043917,42.1691600902,81.3562443231,27.6659598779,66.7369838539
1093.11998,4.7084014332,0.0085314127,99.0062761707,95.8091758335,58.5541390104,81.3547071492,66.6995027669,23.1499849646,56.8839461307,6.3217002931,67.162266114,42.7396735333,81.8560259375,28.1829106662,66.3483806448
1093.162111,4.9365708954,0.0015796055,99.1321458063,96.0454689046,59.1716674372,81.839988367,67.252243638,23.6743371809,57.6194933444,6.5993724742,67.7142824494,43.3124568721,82.3522680825,28.7039175322,65.9582878354
1093.204241,5.1701937187,0,99.2513694536,96.2769476314,59.7890514628,82.3217803154,67.8037164321,24.2047271932,58.3576909174,6.8837907239,68.2654504014,43.8874472011,82.8448394644,29.2289357467,65.5667214768
1093.246371,5.4092681737,0.0038086849,99.363532846,96.5034710084,60.4061950027,82.7999613718,68.3538416395,24.74111979,59.0983216629,7.1749951837,68.8156607095,44.4645798202,83.3336010237,29.7579188571,65.1736976199
1093.289696,5.6608046745,0.0133613983,99.4710507603,96.7310860081,61.0404815557,83.2877987985,68.9180715589,25.2989409508,59.8622473218,7.4815739129,69.3803508349,45.0602394091,83.832092277,30.3059840927,64.768027504
1093.333021,5.9181015367,0.0286454387,99.5701352627,96.9531134724,61.6742997447,83.7715334839,69.4806954577,25.8630264132,60.6282406085,7.7954096872,69.9437736827,45.6580190958,84.3262295501,30.858136523,64.3608506261
1093.376346,6.1811548688,0.049677177,99.6602686075,97.1693532538,62.3075363356,84.251008472,70.041615118,26.4333292595,61.3960235641,8.1165411393,70.5057886694,46.2578413703,84.8158336622,31.4143189961,63.9521845367
1093.419671,6.4499605629,0.0764727019,99.7409233913,97.3795890179,62.9400746483,84.7260578602,70.6007268836,27.0097993202,62.1653031299,8.4450044872,71.0662475652,46.8596261937,85.3007142156,31.974471982,63.5420468142
1093.465099,6.7379881445,0.110776457,99.8147365921,97.5933294242,63.6024400936,85.2192257444,71.1849217415,27.6208210556,62.9732001827,8.7973258858,71.6520732033,47.4926436423,85.803843176,32.5660155168,63.1104365605
1093.510527,7.0323273906,0.1514520749,99.876949207,97.7999276712,64.2637621547,85.7071233012,71.766877764,28.2384995289,63.7820295996,9.1577827687,72.2358258345,48.1276286983,86.3013155717,33.1617811468,62.6772480099
1093.555956,7.3329700858,0.198516679,99.9270045498,97.9990832964,64.9238923584,86.1895285399,72.3464559994,28.8627651532,64.5913991233,9.5264089393,72.8173065601,48.764478396,86.792877012,33.7616902915,62.2425015175
1093.601384,7.6399075821,0.2519870168,99.9644007378,98.1904828801,65.5826771414,86.6662108408,72.9235098278,29.4935439751,65.4008987899,9.9032348813,73.3963080056,49.4030858534,87.2782630395,34.3656606853,61.8062174387
1093.64986,7.9743665648,0.3161275242,99.9898569293,98.3858041078,66.2839933801,87.1682910086,73.5363170968,30.173733537,66.2643659745,10.3144142675,74.0111749938,50.0863479455,87.7890924633,35.0145306028,61.3389922964
1093.698335,8.3159674098,0.3875994749,100,98.5715264963,66.9833958341,87.6632860473,74.1458778994,30.8611489809,67.1269563869,10.7349893759,74.6227045535,50.7713447076,88.2922379613,35.6678172835,60.870064393
1093.746811,8.6646947669,0.4664214036,99.9945712127,98.7472553566,67.6806769071,88.1508960789,74.7519866089,31.5556829999,67.9881154975,11.1649837482,75.230622427,51.4579303395,88.7873558398,36.3254057396,60.3994584711
1093.795287,9.0205311244,0.5526109986,99.9734698418,98.9126058009,68.3756217987,88.6308211342,75.3544284077,32.257221691,68.8472750312,11.6044151917,75.8346515932,52.1459530852,89.2741019739,36.987175693,59.9271993849
1093.840185,9.3564317108,0.6390264933,99.9399939232,99.0561733928,69.0170032706,89.0682133892,75.9089445974,32.9131300931,69.6407404346,12.0198453722,76.3903923762,52.7843449021,89.7171616254,37.6037274912,59.4883401008
1093.885083,9.6983981454,0.7317897649,99.8932969274,99.1902476953,69.6560097983,89.4985270551,76.4599420734,33.5748430964,70.4315278858,12.4433874952,76.9423398938,53.4237055918,90.152482849,38.2236546237,59.0481036564
1093.929982,10.0464127,0.8309129502,99.8336553942,99.3145806309,70.29245626,89.921539914,77.0072354398,34.2422544159,71.2191706104,12.8750427679,77.4902795859,54.0639021637,90.5798113978,38.8468492057,58.6065097961
1093.97488,10.4004554845,0.9364078101,99.7614387153,99.4289519297,70.9261537755,90.3370397395,77.5506357115,34.915252564,72.0032021385,13.3148083231,78.0340026041,54.7047979559,90.9989051044,39.4731997564,58.1635782364
1094.019463,10.7579587233,1.0474780028,99.6777300496,99.5324752771,71.5524948211,90.7419913714,78.0861817589,35.5889409132,72.7777002205,13.7595057233,78.5695377887,55.3417500481,91.406683093,40.098164301,57.7224505756
1094.064046,11.1213639327,1.1648517519,99.5825625974,99.6258352066,72.1757451033,91.1391534351,78.6175143885,36.2679029968,73.5477297673,14.2121809082,79.1005254769,55.9791129424,91.8059067049,40.7260110309,57.2800426434
1094.108629,11.490647331,1.2885386543,99.4764644601,99.7089112065,72.795712061,91.5283564403,79.1444483132,36.9520135771,74.3128473652,14.6728183342,79.6267842737,56.6167436128,92.1963839606,41.3566207975,56.8363737399
1094.153213,11.8657840555,1.4185475539,99.3599827053,99.7816155845,73.4122019586,91.9094451115,79.6667988986,37.6411421206,75.0726170826,15.1413976287,80.1481419966,57.2544964223,92.5779394182,41.9898715692,56.3914630816
1094.192303,12.1995006166,1.5377478836,99.2497470618,99.8367847968,73.9497285611,92.2367974437,80.1208830326,38.2493945044,75.7340484535,15.558765476,80.6011093791,57.8136647113,92.9050231715,42.5471831461,56.0003570353
1094.231394,12.5376777608,1.6618197849,99.132325305,99.8839196321,74.4843012052,92.557717585,80.5711844718,38.8613048888,76.3907570636,15.9822010575,81.0500798989,58.3727124114,93.2250307184,43.1063433849,55.6083240884
1094.270485,12.8802955979,1.7907676796,99.0080752298,99.9230190511,75.0157891939,92.8721280565,81.017587106,39.4767750718,77.0424662743,16.4116827932,81.4949552583,58.9315375359,93.5378766389,43.667265235,55.2153772094
1094.309576,13.2273331569,1.9245957076,98.8773405909,99.9540979041,75.5440622216,93.1799594635,81.4599769457,40.0957035067,77.6889053382,16.8471865378,81.9356426869,59.4900376902,93.8434845724,44.2298604566,54.821529339
1094.345668,13.5516613494,2.0524966162,98.7511585391,99.9756975014,76.0288550844,93.4582880823,81.8647806509,40.6701457941,78.2808599011,17.2546149391,82.3387389709,60.0053279928,94.1191707383,44.7507181267,54.4570971365
1094.381761,13.8797208914,2.1845634532,98.6199715853,99.9905184054,76.5106957117,93.7309126107,82.2659861326,41.2473621712,78.8678920535,17.6671315266,82.7381250867,60.5201715125,94.388583848,45.2728548395,54.0919179818
1094.417854,14.2114927576,2.3207982885,98.4840089121,99.9986026428,76.9894842599,93.997795036,82.6635130652,41.827265585,79.449802349,18.0847117023,83.1337390339,61.0344861705,94.6516836361,45.7961986422,53.7260020385
1094.453947,14.5469577065,2.4612030039,98.3434850026,100,77.465121747,94.2589020687,83.0572836795,42.4097666595,80.0263957423,18.5073290572,83.5255223128,61.5481898062,94.9084363086,46.3206770768,53.3593593871
1094.488782,14.8742149402,2.600670343,98.2037202779,99.9950608372,77.9211035318,94.5054057617,83.4336990911,42.9743455473,80.5776741284,18.9199687862,83.8999673979,62.0433345707,95.1501947345,46.827885076,53.0048144023
1094.523617,15.2048749036,2.7440240818,98.0600599124,99.9840025657,78.3739723134,94.7464807182,83.8064823433,43.5411748121,81.1236544703,19.3372477483,84.270745061,62.5377594728,95.3859924484,47.3360157121,52.6496109675
1094.558452,15.5389179227,2.891264973,97.9126588926,99.966886221,78.823642892,94.9821080454,84.1755727436,44.1101684225,81.664172735,19.7591372708,84.6378104371,63.0313906744,95.615811906,47.8450024414,52.2937581636
1094.593287,15.8763241072,3.0423930166,97.7616605691,99.9437769596,79.2700310859,95.2122721204,84.5409119375,44.6812386749,82.1990686475,20.1856077757,85.0011206877,63.5241542554,95.8396395899,48.354778304,51.937264988
1094.627679,16.2127187045,3.1954125599,97.6091825452,99.9151495889,79.707442526,95.4341375655,84.8978711749,45.2469969156,82.7214942978,20.6111186527,85.356087597,64.0097286777,96.0547335723,48.8587804638,51.58468555
1094.662071,16.5523508567,3.3522205597,97.4534442236,99.8808165473,80.1414959353,95.650655704,85.2510699064,45.814604085,83.2381396232,21.0410322889,85.7073172532,64.4943146457,96.2639711013,49.3634213426,51.2314993974
1094.696463,16.8951991602,3.5128161691,97.2945536216,99.8408486343,80.5721148844,95.861819224,85.6004607087,46.3839706213,83.7488605322,21.4753159373,86.0547742802,64.9778417478,96.4673488693,49.8686357933,50.8777151664
1094.730855,17.2412422114,3.6771980709,97.1326101849,99.7953187289,80.9992241971,96.0676230391,85.9459983343,46.9550056623,84.2535163862,21.9139348887,86.3984244993,65.4602394911,96.6648660135,50.3743584017,50.5233414657
1094.765242,17.5904080168,3.8453408621,96.9677283691,99.7443088058,81.4226906705,96.2680362213,86.2875920703,47.5275357518,84.7518998166,22.3567907509,86.7381878537,65.9413701526,96.8564977994,50.8804521275,50.1684371673
1094.79963,17.9427223037,4.0172655237,96.7999689508,99.687888031,81.8425031063,96.4630870644,86.6252517058,48.1015473254,85.243948528,22.8039076691,87.0740822155,66.4212321822,97.042276727,51.3869227661,49.8129607554
1094.834017,18.2981617228,4.1929697036,96.6294085699,99.6261323279,82.2585910268,96.6527762497,86.9589402052,48.6769450614,85.7295316666,23.2552473126,87.4060778284,66.8997563107,97.222208836,51.8937045168,49.4569208385
1094.868404,18.6567020601,4.3724508615,96.4561173116,99.5591182134,82.6708859119,96.8371059571,87.2886224906,49.2536324299,86.2085216623,23.7107695398,87.7341462254,67.3768738397,97.3963027548,52.4007316382,49.100325942
1094.903051,19.0210652399,4.5571061706,96.278818478,99.4863569209,83.0823942651,97.0174129905,87.6167128954,49.8358858162,86.6843397788,24.1739248763,88.0606962109,67.8561074686,97.5658187892,52.9117744177,48.7404816727
1094.937699,19.3885258786,4.7455890758,96.0988720004,99.4084135857,83.4899169437,97.19228829,87.9406724375,50.4192472961,87.153214477,24.6412406128,88.3832050214,68.3337740121,97.7294304831,53.4229319473,48.3800913378
1094.972346,19.759057384,4.9378957196,95.9163326437,99.3253662473,83.8933886384,97.3617382592,88.2604727829,51.0036141153,87.6150250935,25.1126716277,88.7016469539,68.8098044454,97.8871516418,53.9341368807,48.0191636295
1095.006993,20.1326327315,5.1340218682,95.7312502082,99.2372925366,84.2927458407,97.525770755,88.5760872289,51.5888823117,88.0696542494,25.588171592,89.0159972268,69.2841303969,98.0389976524,54.445321753,47.6577071562
1095.04207,20.5139185402,5.3364686967,95.5413259244,99.1430840871,84.6928060979,97.6863298767,88.8913302306,52.1822270402,88.5224947181,26.0736703094,89.3300575808,69.7625386685,98.1867607551,54.9627632234,47.291233734
1095.077148,20.8982670001,5.5428200836,95.3488843541,99.0438818249,85.0885235149,97.8413554885,89.2022346764,52.7762777639,88.9677422726,26.5632391835,89.6398761107,70.2390601063,98.3285376922,55.4800452147,46.9242360735
1095.112225,21.285648276,5.7530703835,95.1539645154,98.9397638266,85.4798374807,97.9908588534,89.5087796826,53.3709235526,89.4052853567,27.056825698,89.9454299693,70.7136254407,98.4643485966,55.9970980031,46.5567231164
1095.147302,21.6760321003,5.9672131987,94.956601897,98.8308072776,85.8666894204,98.1348521428,89.8109457255,53.9660520826,89.8350156649,27.5543756768,90.2466971387,71.1861660553,98.5942144637,56.5138518945,46.1887037213
1095.182922,22.0754888613,6.1886412609,94.7537229139,98.7152940872,86.2548943768,98.2754454041,90.1132815014,54.570754423,90.263283659,28.0636124726,90.54821102,71.6638662951,98.7200263276,57.0382133202,45.8144884935
1095.218541,22.4779764925,6.4140687198,94.5483885459,98.5949482121,86.6383817861,98.4103848953,90.4110676563,55.1757187592,90.683281447,28.5768195235,90.8452614232,72.139338005,98.8397551016,57.5621221058,45.4397693826
1095.254161,22.8834614834,6.6434874841,94.3406264855,98.4698463922,87.0170958925,98.5396857399,90.7042898326,55.7808248705,91.094906377,29.0939354098,91.1378276203,72.612511263,98.9534259514,58.0855057337,45.0645555525
1095.28978,23.2919096747,6.8768890858,94.1304617107,98.3400640308,87.3909825065,98.6633637877,90.9929347606,56.3859520716,91.4980596568,29.6148976553,91.4258896199,73.0833170445,99.0610649059,58.608291835,44.6888561674
1095.326015,23.7104205541,7.1184013489,93.9142229153,98.2033127041,87.7663229986,98.7834267653,91.2818588428,57.0014324742,91.8993887683,30.1487428196,91.7142879695,73.5597587695,99.1644025127,59.1394244361,44.3061756472
1095.36225,24.1319246853,7.3640158444,93.6955421934,98.0618701807,88.1365608217,98.8977060392,91.5660240334,57.6166801466,92.2917557558,30.6864329849,91.997985526,74.0336085659,99.2615546406,59.6697882921,43.9230116547
1095.398485,24.5563835853,7.6137221287,93.4744388213,97.9158108245,88.5016447621,99.0062201389,91.8454215765,58.2315659488,92.6750679891,31.2278975259,92.2769633114,74.5047961853,99.352551057,60.1993078241,43.539373687
1095.43472,24.9837594195,7.8675090056,93.2509300198,97.7652073658,88.8615257984,99.108988139,92.1200437496,58.8459603695,93.0492366973,31.7730641574,92.5512029008,74.973252032,99.4374221049,60.7279078695,43.1552712694
1095.471617,25.4219094472,8.1301195256,93.02087677,97.6072528385,89.2225943851,99.2077515405,92.3947755068,59.4709541935,93.4207663201,32.3319314817,92.8255719264,75.4473990582,99.5175831117,61.2651550058,42.7636750582
1095.508515,25.8630010555,8.3969362427,92.7883598351,97.4447330468,89.5781708741,99.3005979893,92.6645440509,60.0951657463,93.7826413257,32.8944815802,93.0949914201,75.9185708493,99.5914576885,61.8012920891,42.3716169519
1095.545413,26.30699187,8.6679456086,92.5533923634,97.2777191987,89.9282091414,99.3875490579,92.9293457925,60.7184572479,94.1347802901,33.460633264,93.3594439703,76.386696749,99.6590796293,62.3362405387,41.9791068642
1095.582311,26.7538382186,8.9431335104,92.3159858741,97.1062807203,90.2726650994,99.4686266364,93.1891776317,61.3406904535,94.4771060213,34.0303041371,93.6189124415,76.85170708,99.7204828723,62.8699222201,41.5861546811
1095.619901,27.2119640137,9.2277686556,92.0716255571,96.9271440431,90.6178026558,99.5452091748,93.4487740415,61.9733726472,94.8156907516,34.6141998085,93.8781095112,77.3221714103,99.7766798036,63.4122386287,41.1853816873
1095.657491,27.6729609093,9.5167091642,91.8247541204,96.7435545938,90.9570599384,99.6157426017,93.7032099866,62.6046669134,95.1439415754,35.2015693966,94.1321001111,77.7892590863,99.8264952498,63.9530775819,40.7841702916
1095.695082,28.1367813419,9.8099379127,91.5753802133,96.555579831,91.2903960703,99.6802510325,93.9524861196,63.2344272033,95.4617899677,35.7923205453,94.3808680272,78.2528996147,99.8699663126,64.4923575569,40.3825307965
1095.732672,28.6033773156,10.1074374952,91.3235113601,96.3632854679,91.6177724451,99.7387588555,94.1966034193,63.862507654,95.7691718728,36.3863587858,94.6243976903,78.7130233999,99.9071306689,65.0299975659,39.9804734214
1095.770974,29.081613353,10.414944978,91.0643131981,96.1629724695,91.9451801434,99.792228197,94.4400394479,64.5006041494,96.0715475058,36.9949290746,94.8671357193,79.178172759,99.9385508833,65.5760489838,39.5703826299
1095.809277,29.5626277422,10.7268473939,90.8025377486,95.9583064573,92.266324952,99.8395194924,94.6781250476,65.1366520603,96.3629360459,37.6067096428,95.1044040763,79.6395283793,99.9635024669,66.1202292415,39.1598792345
1095.847579,30.0463668662,11.0431241381,90.5381904029,95.7493509915,92.5811717103,99.8806594461,94.9108646236,65.7704980915,96.6432836956,38.2215960614,95.3361881131,80.0970201756,99.9820261165,66.6624540522,38.748973899
1095.885881,30.5327773243,11.3637534769,90.2712758928,95.5361678128,92.8896872938,99.9156747622,95.1382626897,66.4019900623,96.9125413975,38.8394816382,95.5624732739,80.5505788785,99.9941620974,67.2026397236,38.3376772036
1095.92491,31.0311080377,11.6949206068,89.9966607815,95.3146532474,93.197511647,99.9450823142,95.3644859479,67.0428847102,97.1754541558,39.4720639046,95.7873813436,81.0086271137,100,67.7508906813,37.9181852772
1095.963939,31.5320975459,12.030559726,89.7193883686,95.0888726921,93.4986988734,99.9681873818,95.5851753935,67.6810179035,97.4267639105,40.1075322985,96.006551564,81.4624505739,99.9992913296,68.296850531,37.4983090166
1096.002968,32.0356872591,12.3706457137,89.4394619508,94.8588858088,93.7932199991,99.9850188037,95.8003385318,68.3162309583,97.6664334198,40.7457688095,96.2199705768,81.9119797449,99.9920790838,68.8404324596,37.0780595021
1096.041997,32.5418172909,12.7151526962,89.1568846311,94.6247504772,94.0810476941,99.9956056005,96.0099827588,68.9483662124,97.8944304865,41.3866543706,96.4276253002,82.3571464997,99.9784066916,69.3815502784,36.6574476193
1096.081769,33.060129393,13.0707351699,88.8662061737,94.3819506623,94.3674403834,100,96.2179468396,69.5892014932,98.1147297526,42.0423344101,96.6332885478,82.8062267664,99.9578736566,69.9303408973,36.2284709986
1096.12154,33.5809528432,13.4308517296,88.5727802775,94.1349589243,94.6468314194,99.9979711554,96.4201980207,70.2265143237,98.322855844,42.7005100256,96.8329405178,83.2506379228,99.9307231526,70.4763940984,35.7991409237
1096.161312,34.1042229985,13.7954721736,88.2766092308,93.8838310639,94.9191980924,99.9895499945,96.6167463632,70.860142025,98.518790072,43.3610496248,97.0265691416,83.6903119234,99.897001485,71.0196207507,35.3694687804
1096.201083,34.6298741348,14.1645659242,87.9776953221,93.6286213598,95.1845192593,99.9747678542,96.8076018737,71.4899235905,98.7025188265,44.0238207099,97.2141629037,84.1251817017,99.8567543837,71.5599325252,34.939465871
1096.24162,35.1680139093,14.5453264007,87.6702137265,93.3643589434,95.44767206,99.9531882009,96.9962794592,72.1276912903,98.8772116508,44.7014916078,97.3991421455,84.5634014547,99.8090663867,72.1075427133,34.5008665123
1096.282156,35.7084875338,14.9306663124,87.3598871082,93.095964934,95.7034676862,99.9250662697,97.1790659823,72.761131228,99.0392125566,45.3811967539,97.5778297719,84.9964944631,99.7546959211,72.6519418907,34.0619471065
1096.322692,36.2512240957,15.3205501891,87.0467175616,92.8234917539,95.9518896147,99.8904353499,97.3559737881,73.3900786805,99.1885232031,46.0627906725,97.7502152806,85.4243943131,99.6936917367,73.1930389648,33.6227193726
1096.363229,36.796151385,15.7149418078,86.7307073749,92.5469905259,96.1929233584,99.8493288221,97.52701495,74.0143711547,99.3251503951,46.7461262275,97.9162888141,85.8470357333,99.6261020081,73.7307436748,33.1831950572
1096.404563,37.3539821952,16.1216970454,86.4055562926,92.2609520882,96.4310790249,99.8007801997,97.6953934603,74.6459884562,99.4514182885,47.4445476656,98.0791209138,86.272513034,99.5504512974,74.275443265,32.7347285584
1096.445897,37.913938225,16.5330598499,86.0774567081,91.970828057,96.6615278687,99.7455689939,97.857699156,75.2724316188,99.5645294527,48.1444667209,98.2353712028,86.6923906986,99.4680549876,74.8164289473,32.2859779468
1096.48723,38.4759409948,16.9489888236,85.7464114917,91.67666807,96.8842602579,99.6837309464,98.0139463403,75.893535641,99.6645075531,48.8457229776,98.3850308372,87.1066041898,99.3789639857,75.3536079053,31.8369553299
1096.528564,39.0399118088,17.3694414397,85.4124236685,91.378520577,97.0992679702,99.6153017538,98.1641489899,76.5091384013,99.7513815707,49.5481551144,98.5280918942,87.5150905207,99.2832294863,75.8868882735,31.387672732
1096.570745,39.6173761461,17.8031210056,85.0685676854,91.0702068817,97.3107080193,99.5387137656,98.3112100259,77.1315085509,99.8265606313,50.2660117731,98.6672715218,87.92597215,99.1787384206,76.426973728,30.9289358478
1096.612925,40.1967226973,18.2414187701,84.7216548338,90.7578385189,97.5140928507,99.4553375292,98.4520073044,77.7478178637,99.8881712722,50.9847486819,98.7995644957,88.3307618333,99.0674358932,76.9628092988,30.4699533119
1096.655105,40.7778658482,18.6842865612,84.3716894189,90.4414630846,97.7094196452,99.3652111936,98.5865568688,78.3579033822,99.9362609596,51.7041900321,98.924964275,88.7293975628,98.9493752558,77.4943006834,30.0107376485
1096.697285,41.3607195522,19.131674984,84.0186761727,90.1211270608,97.89668715,99.2683732258,98.7148744904,78.9616055861,99.9708826108,52.424158959,99.0434648716,89.1218187992,98.8246104351,78.0213547086,29.5513012429
1096.740382,41.9579071386,19.5933952996,83.6548545316,89.7897914992,98.0796983455,99.1625405,98.8395586475,79.5716624894,99.9924067471,53.1601228424,99.1574078379,89.5162819707,98.6902677785,78.5551754216,29.0816726239
1096.783478,42.5566973957,20.0597273217,83.2878627689,89.4544163064,98.2542998201,99.0497827801,98.9577717888,80.1747299573,100,53.8962610253,99.2641383029,89.9041351043,98.5490391693,79.084170955,28.6118395358
1096.826574,43.1569964939,20.5306148814,82.917707478,89.1150478529,98.4204958807,98.9301413033,99.0695319155,80.7706492129,99.9937355664,54.6323820046,99.3636521208,90.2853188028,98.4009814105,79.6082457284,28.141814836
1096.86967,43.7587108197,21.0060008685,82.5443959894,88.7717316928,98.5782925571,98.8036574887,99.1748564849,81.3592651956,99.9736920263,55.36829307,99.4559459751,90.6597754644,98.2461511612,80.1273053799,27.6716114097
1096.91378,44.3759465997,21.4971673865,82.1590424987,88.4162979754,98.7311113102,98.6671559782,99.2760126121,81.9540071423,99.9389954854,56.1210965457,99.5429314689,91.0360159126,98.0807243621,80.6532847786,27.1901751798
1096.95789,44.9944642136,21.9929217133,81.7703998929,88.0568224735,98.8751494727,98.5235746979,99.3704653942,82.5407828366,99.8900474435,56.8732698269,99.6223483965,91.4050922499,97.9083221639,81.1738146338,26.7085785793
1097.002,45.6141611839,22.493199024,81.3784781009,87.6933514462,99.0104188691,98.3729584272,99.4582346813,83.1194395405,99.8269488934,57.6246040561,99.6941955602,91.7669480165,97.7290049645,81.6887981762,26.2268349932
1097.04611,46.234935033,22.9979331762,80.9832878276,87.3259304847,99.1369334385,98.2153523546,99.5393401605,83.6898288825,99.7498062111,58.3748903758,99.7584725915,92.1215287925,97.5428328744,82.1981400928,25.7449576954
1097.09137,46.8729054331,23.5203896949,80.5744081826,86.9448712012,99.2576626442,98.0464187592,99.6156540632,84.2663463254,99.6561711243,59.1434303016,99.8165573185,92.4777373564,97.3447443935,82.7147997113,25.250391151
1097.13663,47.5117886183,24.0473936596,80.1621128271,86.5597486741,99.3692093011,97.870222869,99.6849950924,84.8338590091,99.5479937463,59.9104197921,99.8666739313,92.8261761721,97.1395666199,83.225321286,24.7557118334
1097.18189,48.1514723821,24.5788699901,79.7464159177,86.1706103509,99.471593926,97.68681396,99.7473856001,85.3922221854,99.4254055741,60.6756324844,99.908824825,93.1667923698,96.9273645534,83.7296068883,24.2609337386
1097.227151,48.7918440858,25.1147421004,79.3273327357,85.7775032703,99.5648385236,97.4962416258,99.8028475576,85.9412966807,99.2885434544,61.4388415628,99.9430133161,93.4995348745,96.7082023311,84.2275603136,23.7660707237
1097.273753,49.4518011047,25.6710132225,78.8923031067,85.3686434174,99.6513224235,97.2925866884,99.852737416,86.4968033592,99.1328583419,62.2223460411,99.969899852,93.8338636383,96.475337949,84.7335610149,23.256461497
1097.320355,50.1122432704,26.2317759978,78.4537194585,84.9556759179,99.7281695845,97.0814448769,99.895330543,87.0421803688,98.9623512865,63.0032391964,99.9883550669,94.1597417096,96.2352331354,85.23264717,22.746791621
1097.366956,50.7730462694,26.7969426443,78.0116017656,84.5386509666,99.7954098421,96.8628713712,99.9306523359,87.5772934597,98.7771879123,63.7812748968,99.9983857779,94.4771198087,95.9879582107,85.7247195725,22.2370758137
1097.413558,51.4340857883,27.3664242511,77.565971166,84.1176186467,99.8530746765,96.636921578,99.9587279202,88.1020147928,98.5775390574,64.5562071612,100,94.7859510215,95.7335834957,86.2096810372,21.7273285711
1097.46178,52.1182136675,27.9601429093,77.1011795496,83.6777889063,99.9026987019,96.3954136759,99.9801777113,88.6339016189,98.3558898796,65.3545420342,99.9928196504,95.0964694193,95.4629688963,86.7039088449,21.1998487238
1097.510001,52.8023223051,28.558283409,76.6326766782,83.2337769327,99.9421447974,96.1461299212,99.9939252277,89.1544030541,98.1191193692,66.1490211917,99.9766485939,95.3977412212,95.1849050606,87.1903178961,20.6723664605
1097.558223,53.4862726863,29.1607424443,76.160490128,82.7856378213,99.9714537617,95.8891330781,100,89.6633975769,97.8674326942,66.9393758654,99.951499544,95.689721553,94.8994694995,87.6688074985,20.1448974434
1097.606445,54.16992558,29.767415674,75.6846489107,82.3334267789,99.9906683515,95.624486274,99.998431287,90.1607710985,97.6010401012,67.7253381925,99.9173862272,95.9723678252,94.6067401552,88.139279248,19.6174571403
1097.656709,54.8820732804,30.4041608704,75.1847921066,81.8577839223,100,95.3405540692,99.98869216,90.6667289783,97.3079407432,68.5396340676,99.8723024277,96.2570092003,94.2939296108,88.6210436111,19.0677197926
1097.706973,55.5935886036,31.0452479355,74.6810335338,81.3778396945,99.9984648375,95.0484520327,99.9707154543,91.1598298311,96.9993454344,69.3485695173,99.8175142256,96.5314226235,93.9733665456,89.0938862974,18.5180474541
1097.757238,56.3043132933,31.6905536171,74.1734111243,80.8936570616,99.9861173669,94.7482535559,99.9445365198,91.6399681154,96.6755076895,70.151848157,99.7530419805,96.7955683608,93.6451391121,89.5577042073,17.9684570643
1097.807502,57.0140895253,32.3399530634,73.6619644391,80.4052995095,99.9630142835,94.4400327114,99.9101908694,92.1070461867,96.3366859323,70.9491758658,99.6789077104,97.0494090443,93.3093357503,90.0123972724,17.418965424
1097.860519,57.7615387887,33.029217767,73.1184064595,79.8857401423,99.9270551149,94.1063191272,99.8651536066,92.5854551127,95.9633589553,71.7834045073,99.5902688411,97.3059479673,92.947027856,90.4819990494,16.8395025807
1097.913537,58.5075713112,33.72274606,72.5706904563,79.3616823378,99.8792662524,93.763851941,99.8111142317,93.0491384799,95.573967583,72.6103506002,99.4909364183,97.5509466561,92.5764938916,90.9412302851,16.2601873061
1097.966554,59.2520018115,34.4203857117,72.0188692163,78.8332021306,99.8197212277,93.4127207121,99.7481170136,93.4980102569,95.1688300631,73.4296804854,99.3809421329,97.7843712513,92.1978381155,91.3899840757,15.6810385949
1098.019571,59.9946447924,35.1219830802,71.4629976983,78.3003762977,99.7484959219,93.0530156811,99.6762068736,93.9319937961,94.7482690446,74.2410647294,99.2603197951,98.0061911569,91.8111650739,91.828157143,15.1020752471
