Time (min),CLK,clk,CRY,cry,CWO,cwo,CYC/CLK,pdp1,PDP1,per,PER,PER/TIM-p,tim,TIM,VRI,vri
0.2043642568,,,,,,60.7142857143,60,,,,,,,,,
0.2044717541,,,,,,,,,10.7692307692,,,,,,,
0.2048778549,,,,21,,,,,,,,,,,,
0.2055825592,,,,,,,,,,,,,,,7.0175438596,
0.2057856096,,,,,,,61.1111111111,39.7058823529,,,,,,,,
0.2061917104,,,,,,61.9047619048,,,,,,,,,,
0.2064903139,,,,,,,60,,,,,,52.9411764706,,,
0.2068008616,,,,,,60.7142857143,,,,,,,,,,
0.2075055659,,,,,27.5362318841,61.9047619048,,41.1764705882,,,,,,,,
0.2078161136,,,,,,,,,,76.4705882353,,,,,,
0.208019164,,,,,,,62.2222222222,,12.3076923077,,,,,,,
0.2086283152,,,,,,,61.1111111111,,,,,,,,,
0.2091299691,,,85.1063829787,20,,,,,,,,,,,,
0.2098346735,,,86.170212766,,,,,,,,,,,,,
0.2102407743,,,,,,,61.1111111111,,,,,,,,,
0.2108499255,,,85.1063829787,,,,,,,,,,,,,
0.2113635236,,,,,,61.9047619048,,,,,,,,,,
0.2122712783,,,,,,,,,,70.5882352941,,,,,,
0.2128804295,,,,,,,,42.6470588235,,,,,,10,,43.3962264151
0.2132865303,,,,,26.0869565217,,,,,,,,,,,
0.2134895807,,,,19,,,,,,,,,,,,
0.2138956815,,,,,27.5362318841,63.0952380952,,,,,,,,,,
0.2140987319,,,,,,,63.3333333333,,,76.4705882353,,,,,,
0.2143017823,,,,,,,62.2222222222,,,,,,,,,
0.2159261855,,,,,,,,,,,,,,0,,
0.2169414375,,,,,,,,,13.8461538462,,,0,,,,
0.2174430915,,,,18,,63.0952380952,,,,,,5,58.8235294118,,,
0.2179447454,,,84.0425531915,,,,,,,,,,,,,
0.2186613939,,,85.1063829787,,,,,,,,,,,,,
0.2191630478,,,,,,,63.3333333333,,,,,,,,,
0.2192705451,,,,,,,,,,,,,,,,45.2830188679
0.2199752494,,,84.0425531915,,,,,,,82.3529411765,,,,,,
0.2205844006,,,,,,,,,,76.4705882353,,,,,,
0.2209905014,,,,,28.9855072464,,,,,,,,,,,
0.2213966022,,,,,,64.2857142857,,,,,,,,,,
0.2220057534,,,,17,,,,,,,,,,,,
0.2230210054,,,,,,,,,,,,,,,8.7719298246,
0.2231165586,,,,,,,,44.1176470588,,,,,,,,
0.2237257098,,94.4444444444,,,,,,,,,,,,,,
0.2245379114,,,,,,,,,,,,,,,,43.3962264151
0.224848459,,,82.9787234043,,,,,,,,,,,,,
0.2252426157,,,,,,,,,,,,,,,,45.2830188679
0.2254456661,,,84.0425531915,,,,,,,,,,,,,
0.2256487165,,,,,,,,,13.8461538462,,,,,,,
0.2258517669,,,,,,,,,,,,10,,,,
0.2260548173,,,,16,,,,,,,,,,,,
0.2265684154,,,,,,,,,,82.3529411765,,,,,,
0.2270700693,,,82.9787234043,,,,,,,,,,,,,
0.2271775666,,,,,,,62.2222222222,,,,,,,,,
0.2277867178,,,,,30.4347826087,,63.3333333333,,,,,,,,,
0.2280853213,,,,,,,,45.5882352941,,,,,52.9411764706,,,
0.2282525393,,88.8888888889,,,,,,,,,,,,,,
0.228395869,,,,,,,62.2222222222,,,,,,,,,
0.2288019698,,,,,,,,44.1176470588,,,,,,,,
0.2293991768,,,,,,65.4761904762,,,,,,,,,,
0.2299127749,,,,,,,,,,76.4705882353,,,,,,
0.2303188757,,,,,,,63.3333333333,,,,,,58.8235294118,,,
0.2306174793,,,,15,28.9855072464,,,,,,,,,,,
0.2312266305,,,,,,65.4761904762,,,,,,,,,,
0.2314296809,,,81.914893617,,,,,,,,,,,,,
0.2321463293,,,82.9787234043,,,,,,,,,,,,,
0.2325524301,,,,,,,,,,82.3529411765,,,,,,
0.2332571345,,,,,,,,45.5882352941,,,,,,,,
0.2337587884,,,81.914893617,,,,,,15.3846153846,,,,,,,
0.2344754369,,,,14,30.4347826087,,,,,,,,,,,
0.2353831916,,,82.9787234043,,,,,,,,,,,,,
0.2353831916,,,81.914893617,,,,,,,,60,,,,,
0.2360998401,,,,,,,63.3333333333,,,,,,,,,
0.2363984436,,,,,,,64.4444444444,,,,,,,,,
0.237103148,,,,,,66.6666666667,,,,,,,,,,
0.2382258972,,,80.8510638298,,,,,47.0588235294,,,,,,,,
0.2384289476,,,,,,,,,,,,,,,,47.1698113208
0.238631998,,,,,,,64.4444444444,,,,,,,,,
0.2390380988,,,,13,,,,,,,,,,,,
0.2392411492,,,81.914893617,,,,,,,,,,,,,
0.2399458536,,,80.8510638298,,,,,,,,,,,,,
0.240662502,,,,,,,63.3333333333,,,,,,,,,
0.2408536083,,,,,31.884057971,,,45.5882352941,,,,,,,,
0.2412597091,,,,,,,65.5555555556,,,,,,,,,
0.2419763576,,,,,,,64.4444444444,,,,,,,,,
0.242179408,,,,,,,,,,,,,,,,45.2830188679
0.2422749611,,,,,,,,,16.9230769231,,,,,,,
0.2426810619,,,,,,66.6666666667,,,,,,,64.7058823529,,,
0.2430871627,,,,,,,,47.0588235294,,,,,,,,
0.2432902131,,,,12,,,,,,,,,,,,
0.2438038112,,,,,,,64.4444444444,,,,,,,,,
0.2443651858,,,,,,67.8571428571,,,,,,,,,,47.1698113208
0.2448071191,,,79.7872340426,,,,,,,88.2352941176,,,,,,
0.2457268179,,,,,,,64.4444444444,,,,,,,,,
0.2464315223,,,,,,67.8571428571,65.5555555556,,,,,,,,,
0.2469451203,,,,,,,,,,82.3529411765,,5,,,,
0.2475542715,,94.4444444444,,11,,,,,,,,,,,,
0.2477573219,,,,,,,,48.5294117647,15.3846153846,,,,,,,
0.2481634228,,,,,,67.8571428571,,,,,,,,,,
0.2490711775,,,,,,,,,,,,,58.8235294118,,,
0.2497758818,,,78.7234042553,,,,,,,,,,,,,
0.2500864295,,,,,,69.0476190476,,,16.9230769231,,,,,,,
0.2504566979,,,79.7872340426,,,67.8571428571,,,,,,,,,,49.0566037736
0.251483894,,,,,,,,47.0588235294,,,,,,,,
0.2518063858,,,,10,,69.0476190476,,,,,,,,10,,
0.2520094362,,,78.7234042553,,,,,,,,,,,,,
0.252415537,,,,,,,66.6666666667,,,,,,,,,
0.252917191,,,,,,,,48.5294117647,,,,,,,,
0.253430789,,,,,33.3333333333,,,,,,,,,,,
0.2537293926,,,,,,69.0476190476,,,,,,,,0,,
0.254446041,,,77.6595744681,,,,,,,,,,,,,
0.2548521419,,,,,,,,,,,,,64.7058823529,,,
0.2550551923,,,78.7234042553,,,,,,,76.4705882353,,,,,,
0.2555568462,,,,,,69.0476190476,,,,,,,,,10.5263157895,
0.2561659974,,,,9,,,,,,,,,,,,
0.2564765451,,,,,,,66.6666666667,,,,,,,,,50.9433962264
0.2567751486,,,77.6595744681,,,,,,,82.3529411765,,,,,,
0.2572768025,,,,,,69.0476190476,,,,,,,,,,
0.2574798529,,88.8888888889,,,,,,,,,,,,,,
0.2575873502,,,,,,,,50,18.4615384615,,,,,,,
