Time (min),CLK,clk,CLK/CYC_data,clk_data,CLK_data,CRY,cry,CRY_data,CWO,cwo,cwo_data,CWO_data,CYC/CLK,pdp1,PDP1,pdp1_data,PDP1_data,per,PER,PER/TIM-p,PER/TIM_data,per_data,PER_data,tim,TIM,tim_data,TIM_data,VRI,vri,vri_data,VRI_data
620.1918047077, , , , , , , , , , , , , , , , , , , , , , , , ,70, , , , , , 
620.3173496074, , , , , , , , , , , , , ,66.1765, , , , , , , , , , , , , , , , , 
620.7567567565, , , , , , , , , , , , , , , , , , , , , , , , , , , ,96.4912, , , 
621.007846556, , , , , , , , , , , , ,14.4444, , , , , , , , , , , , , , , , , , 
621.3844812552, , , , , , , , , , , , ,13.3333, , , , , , , , , , , , , , , , , , 
621.5727986048, , , , , ,6.383,5, , , , , , , , , , , , , , , , , , , , , , , , 
621.7611159544, , , , , , , , , , , , ,13.3333, , , , , , , , , , , , , , , ,67.9245, , 
622.2005231035, , , , , , , , , , , , ,14.4444, ,98.4615, , , , , , , , , , , , , , , , 
622.3888404531, ,100, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
622.6399302526, , , , , , , , , , , , ,13.3333, , , , , , , , , , , , , , , , , , 
622.7027027025, , , , , , , , , , , , , , , , , , , ,95, , , , , , , , , , , 
623.2048823014, , , , , ,7.4468, , , , , , , , , , , , , , , , , , , , , , , , , 
623.3304272012, , , , , , , , , , , , , , ,100, , , , , , , , , , , , , , , , 
623.4559721009, , , , , , , , ,76.8116, , , , , , , , , , , , , , , , , , , , , , 
623.6442894505, , , , , , , , , , , , , ,64.7059, , , , , ,100, , , , , , , , , , , 
624.0836965996, , , , , , , , , , , , ,12.2222, , , , , , , , , , , , , , , , , , 
624.3975588489, , , , , , , , , , , , ,12.2222, , , , , , , , , , , , , , , , , , 
624.5858761985, , , , , ,8.5106,6, , , , , , , , , , , , , , , , , , , , , ,66.0377, , 
624.7741935481, , , , , , , , , , , , ,11.1111, , , , , , , , , , , , , , , , , , 
625.4646904967, , ,60.4446,73.2796,48.7192, , ,4.3879, , ,84.513,87.533, , , ,95.1235,99.9998, , , ,99.2596,67.6764,96.393, , ,84.9,96.7681, , ,83.271,97.9541
625.7785527461, , , , , , , , , , , , ,12.2222, , , , , , , , , , , , , , , , , , 
625.9040976458, , , , , ,9.5745, , , , , , , , , , , , , , , , , , , , , , , , , 
626.0924149954, , , , , , , , , ,1.1905, , ,11.1111, , , , , , , , , , , , , , , , , , 
626.4690496946, ,94.4444, , , , , , , ,0, , ,10, , , , , , , , , , , , , , , , , , 
626.7201394941, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,64.1509, , 
626.8456843938, , , , , , , , , , , , , ,63.2353, , , , , , , , , , , , , , , , , 
627.1595466432, , , , , ,10.6383, , , , , , , , , , , , , , , , , , , , , , , , , 
627.2850915429, , , , , , ,7, , , , , , , , , , , , , , , , , , , , , , , , 
627.5989537923, , ,60.3994,73.3287,48.7735, , ,4.3569, , ,84.4656,87.577, , , ,95.1005,99.9997, , , ,99.2703,67.6326,96.3727, , ,84.8631,96.7511, , ,83.2331,97.9702
628.0383609413, , , , , , , , , , , , ,8.8889, , , , , , , , , , , , , , , , , , 
628.1639058411, , , , , , , , ,75.3623, , , , , , , , , , , , , , , , , , , , , , 
628.4149956406, , , , , ,11.7021, , , , , , , , ,98.4615, , , , , , , , , , , , , , , , 
628.4149956406, , , , , , , , , , , , , , , , , , , , , , , , , , , ,98.2456, , , 
628.5405405403, , , , , , , , , , , , ,7.7778, , , , , , , , , , , , , , , , , , 
628.8544027896, , , , , ,10.6383, , , , , , ,8.8889, , , , , , , , , , , , , , , , , , 
628.9171752395, , ,60.3542,73.3778,48.8279, , ,4.3259, , ,84.4181,87.6209, , , ,95.0775,99.9994, , , ,99.2808,67.5889,96.3524, , ,84.8263,96.734, , ,83.1952,97.9862
629.2310374889, , , , , ,11.7021, , , , , , , , , , , , , , , , , , , , , , , , , 
629.4821272883, ,100, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
629.6704446379, , , , , , , , , , , , ,7.7778, , , , , , , , , , , , , , , , , , 
629.7332170878, , ,60.3089,73.4268,48.8823, , ,4.2951, , ,84.3706,87.6648, , , ,95.0544,99.9992, , , ,99.2912,67.5451,96.3321, , ,84.7894,96.7168, , ,83.1572,98.0021
629.9215344374, , , , , , ,8, , , , , , , , , , , , , , , , , , , , , , , , 
630.109851787, , , , , , , , , , , , , ,61.7647, , , , , , , , , , , , , , , , , 
630.4864864862, , , , , ,12.766, , , , , , , , , , , , , , , , , , , , , , , , , 
630.9258936353, , , , , , , , , , , , ,6.6667, , , , , , , , , , , , , , , , , , 
631.0514385351, , , , , , , , , , , , , , ,100, , , , , , , , , , , , , , , , 
631.1142109849, , , , , , , , , , , , , , , , , , , , , , , , ,60, , , , , , 
631.3653007844, , , , , , , , , , , , ,6.6667, , , , , , , , , , , , , , , , , , 
631.553618134, , , , , ,13.8298, , , , , , , , , , , , , , , , , , , , , ,96.4912, , , 
631.7419354836, , , , , , , , , , , , ,5.5556, , , , , , , , , , , , , , , ,62.2642, , 
631.9930252831, , , , , ,14.8936, , , , , , , , , , , , , , , , , , , , , , , , , 
632.1813426327, , , , , , , , , , , , , , , , , , , ,95, , , , , , , , , , , 
632.3696599823, , , , , , ,9, , , , , , , , , , , , , , , , , , , , , , , , 
632.9346120311, , ,60.0825,73.6716,49.1543, , ,4.1428, , ,84.1324,87.8829, , , ,94.9383,99.9968, , , ,99.3423,67.3259,96.2295, , ,84.6043,96.6297, , ,82.967,98.0809
632.997384481, , , , , , , , ,73.913, , , , , , , , , , , , , , , , , , , , , , 
633.2484742805, , , , , ,15.9574, , , , , , , ,60.2941, , , , , , , , , , , , , , , , , 
633.8761987792, , , , , , , , , , , , ,4.4444, , , , , , , , , , , , , , , , , , 
634.3156059283, , , , , ,17.0213, , , , , , , , , , , , , , , , , , , , , , , , , 
634.5666957277, ,94.4444, , , , , , , , , , , , ,100, , , , , , , , , , , , , , , , 
634.7550130774, , , , , ,18.0851, , , , , , , , , , , , , , , , , , , , , , , , , 
634.943330427, , , , , , ,10, , , , , , , , , , , , , , , , , , , , , , , , 
635.2571926763, , , , , , , , , , , , ,3.3333, , , , , , , , , , , , , , , , , , 
635.5710549257, , , , , , , , , , , , ,3.3333, , , , , , , , , , , , , , , , , , 
636.0104620747, , , , , , , , , , , , ,4.4444, , , , , , , , , , , , , , , , , , 
636.1987794243, ,100, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
636.3243243241, , , , , , , , , , , , ,3.3333, , , , , , , , , , , , , , ,98.2456, , , 
636.5126416737, , , , , , , , , , , , , ,58.8235, , , , , , , , , , , , , , , , , 
636.7009590233, , , , , ,19.1489, , , , , , ,2.2222, , , , , , , , , , , , , , , , , , 
636.9520488228, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,60.3774, , 
637.0775937225, , , , , ,20.2128, , , , , , ,3.3333, , , , , , , , , , , , , , , , , , 
637.328683522, , , , , , ,11, , , , , , , , , , , , , , , , , , , , , , , , 
637.4542284217, , , , , , , , , , , , ,2.2222, , , , , , , , , , , , , , , , , , 
638.1447253703, , , , , , , , ,72.4638, , , , , , , , , , , , , , , , , , , , , , 
638.27027027, , , , , , , , , , , , , , , , , , , , , , , , ,50, , , , , , 
638.3958151698, , , , , ,21.2766, , , , , , , , , , , , , , , , , , , , , , , , , 
638.4585876196, , , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , 
638.772449869, , , , , ,22.3404,11, , , , , ,1.1111, , , , , , , , , , , , , , , , , , 
638.772449869, , ,59.8558,73.9156,49.4263, , ,3.9935, , ,83.893,88.0993, , , ,94.8209,99.9928, , , ,99.3915,67.1065,96.1257, , ,84.4183,96.5407, , ,82.776,98.1581
639.2118570181, , , , , , ,12, , , , , ,2.2222, , , , , , , , , , , , , , , , , , 
639.4629468175, , , , , , , , , , , , ,1.1111, , , , , , , , , , , , , , , , , , 
639.9023539666, , , , , ,23.4043, , , , , , ,1.1111,57.3529, , , , , , , , , , , , , , , , , 
640.5300784653, ,94.4444, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
640.6556233651, , ,59.6287,74.159,49.6984, , ,3.8473, , ,83.6525,88.3139, , , ,94.7023,99.9874, , , ,99.4386,66.8867,96.0206, , ,84.2315,96.4499, , ,82.5842,98.2337
640.7183958149, , , , , , ,13, , , , , , , ,98.4615, , , , , , , , , , , , , , , , 
640.9694856144, , , , , , , , , , , , ,0, , , , , , , , , , , , , , , ,58.4906, , 
641.157802964, , , , , , , , , , , , , , , , , , , ,100, , , , , , , , , , , 
641.2833478637, , , , , ,24.4681, , , , , , , , , , , , , , , , , , , , , , , , , 
641.4088927635, , , , , , , , , , , , ,1.1111, , , , , , , , , , , , , , , , , , 
641.5972101131, , , , , , , , , , , , , , , , , , , ,95, , , , , , , , , , , 
641.7227550128, , , , , ,25.5319, , , , , , , , , , , , , , , , , , , , , , , , , 
641.7855274627, , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , 
641.9738448123, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,56.6038, , 
642.4132519614, ,88.8889, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
642.5387968611, , ,59.4014,74.4016,49.9706, , ,3.7039, , ,83.411,88.5268, , , ,94.5824,99.9804, , , ,99.4839,66.6665,95.9142, , ,84.0439,96.3572, , ,82.3917,98.3078
642.7898866606, , , , , ,26.5957, , , , , , , , , , , , , , , , , , , , , , , , , 
642.8526591105, ,94.4444, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
642.9782040102, , , , , , ,14, , , , , , , , , , , , , , , , , , , , , , , , 
643.0409764601, , , , , , , , , , , , ,1.1111, , , , , , , , , , , , , , , , , , 
643.10374891, , , , , , , , ,71.0145, , , , , , , , , , , , , , , , , , , , , , 
643.2292938097, , , , , ,27.6596, , , , , , , ,55.8824,100, , , , ,100, , , , , , , ,96.4912, , , 
643.543156059, , , , , , , , , , , , , , , , , , , , , , , , ,40, , , , , , 
643.6687009588, , , , , ,28.7234, , , , , , , , , , , , , , , , , , , , , , , , , 
643.9825632081, , , , , , ,15, , , , , ,1.1111, , , , , , , , , , , , , , , , , , 
644.1081081079, , ,58.9872,74.8407,50.4655, , ,3.451, , ,82.9691,88.9091, , , ,94.3612,99.9638, , , ,99.5612,66.2654,95.7174, , ,83.7005,96.1839, , ,82.0397,98.4384
644.3591979073, , , , , , ,14, , , , , ,0, , , , , , , , , , , , , , , , , , 
644.7986050564, , , , , , ,15, , , , , , , , , , , , , , , , , , , , , , , , 
645.1124673058, , , , , , , , , , , , , , , , , , , , , , , , , , , ,98.2456, , , 
645.4263295551, , , , , ,29.7872, , , , , , , , , , , , , , , , , , , , , , , , , 
645.6774193546, , ,58.572,75.2773,50.9605, , ,3.2077, , ,82.5238,89.2854, , , ,94.1359,99.9421, , , ,99.6321,65.8633,95.5165, , ,83.3544,96.0043, , ,81.6853,98.5637
645.8029642543, , , , , ,30.8511, , , , , , ,0, , , , , , , , , , , , , , , , , , 
646.0540540538, , , , , , ,16, , , , , , , , , , , , , , , , , , , , , , , , 
646.2423714034, , , , , ,31.9149, , , , , , ,1.1111, , , , , , , , , , , , , , , , , , 
646.430688753, , , , , , , , , , , , , ,54.4118, , , , , , , , , , , , , , , , , 
646.6817785525, , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , 
646.932868352, , , , , , , , , , , , , , ,98.4615, , , , , , , , , , , , , , , , 
647.1211857016, , , , , ,32.9787, , , , , , , , ,100, , , , , , , , , , , , , , , , 
647.5605928507, , , , , ,34.0426, , , , , , , , , , , , , , , , , , , , , , ,54.717, , 
647.8744551, , , , , ,32.9787, , , , , , , , , , , , , , , , , , ,30, , , , , , 
648.1883173494, , , , , , ,17, , , , , , , , , , , , , , , , , , , , , , , , 
648.3138622491, , , , , ,34.0426, , ,69.5652, , , , , , , , , , , , , , , , , , , , , , 
648.6277244984, , , , , , , , , , , , ,1.1111, , , , , , , , , , , , , , , , , , 
648.7532693982, , , , , ,35.1064, , , , , , , , , , , , , , , , , , , , , , , , , 
648.9415867478, , , , , , ,18, , , , , ,0, , , , , , , , , , , , , , , , , , 
649.4437663467, , ,58.1558,75.7114,51.4555, , ,2.974, , ,82.0751,89.6557, , , ,93.9065,99.9154, , , ,99.6967,65.4601,95.3115, , ,83.0056,95.8186, , ,81.3285,98.6838
649.7576285961, , , , , ,36.1702, , , , , , , , , , , , , , , , , , , , , , , , , 
649.8831734958, ,94.4444, , , , , , , , , , ,1.1111, , , , , , , , , , , , , , , , , , 
649.9459459457, , ,57.7387,76.1429,51.9506, , ,2.7499, , ,81.6231,90.02, , , ,93.673,99.8836, , , ,99.755,65.056,95.1024, , ,82.654,95.6267, , ,80.9693,98.7987
650.0087183956, , , , , , , , , , , , , ,52.9412, , , , , , , , , , , , , , , , , 
650.1970357452, , , , , ,37.234, , , , , , , , , , , , , , , , , , , , , , , , , 
650.8247602439, , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , 
651.0758500433, , , , , , ,19, , , , , , , , , , , , ,95, , , , , , , , , , , 
651.5152571924, , , , , ,38.2979, , , , , , , , , , , , , , , , , , , , , , , , , 
651.7663469919, , , , , , , , , , , , , , , , , , , , , , , , ,20, , , , , , 
651.9546643415, , , , , ,39.3617, , , , , , , , , , , , , , , , , , , , , , , , , 
652.1429816911, , , , , , ,19, , , , , , , , , , , , , , , , , , , , , , , , 
652.3940714906, , , , , ,40.4255, , , , , , , , , , , , , , , , , , , , , , , , , 
652.8334786397, , , , , ,41.4894, , , , , , ,1.1111, , , , , , , , , , , , , , , , , , 
653.0845684392, , , , , , , , , , , , , , ,98.4615, , , , , , , , , , , , , ,52.8302, , 
653.147340889, , , , , , ,20, , , , , , , , , , , , , , , , , , , , , , , , 
653.147340889, , ,57.3069,76.5857,52.4617, , ,2.5283, , ,81.1531,90.3897, , , ,93.4277,99.8456, , , ,99.8086,64.6376,94.8821, , ,82.2882,95.422, , ,80.5958,98.9118
653.4612031384, , , , , , , , ,68.1159, , , , , , , , , , , , , , , , , , , , , , 
653.5867480381, , , , , , , , , , , , , ,51.4706, , , , , , , , , , , , , , , , , 
654.0261551872, , , , , , ,21, , , , , , , , , , , , , , , , , , , , , , , , 
654.4027898864, , , , , ,42.5532, , , , , , , , , , , , , , , , , , , , , , , , , 
654.4655623363, , , , , , , , , , , , , , , , , , , , , , , , , , , ,100, , , 
654.6538796859, , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , 
654.8421970355, , , , , ,43.617, , , , , , , , , , , , , , , , , , , , , ,98.2456, , , 
655.1560592848, , , , , , , , , , , , , , , , , , , , , , , , ,10, , , , , , 
655.2816041846, , , , , ,44.6809, , , , , , , , , , , , , , , , , , , , , , , , , 
655.7210113337, , , , , ,45.7447, , , , , , , , , , , , , , , , , , , , , , , , , 
655.9093286833, , , , , , ,22, , , , , , , , , , , , , , , , , , , , , , , , 
656.0976460329, , , , , ,44.6809, , , , , , , , , , , , , , , , , , , , , , , , , 
656.3487358324, , ,56.8742,77.0256,52.9728, , ,2.3167, , ,80.6799,90.7528, , , ,93.1782,99.8022, , , ,99.8555,64.2182,94.6575, , ,81.9195,95.2108, , ,80.2199,99.0193
656.5998256318, , , , , ,45.7447, , , , , , , , , , , , , , , , , , , , , , , , , 
656.7881429814, ,100, , , , , , , , , , ,1.1111, ,100, , , , , , , , , , , , , , , , 
656.8509154313, , , , , , ,23, , , , , , , , , , , , , , , , , , , , , , , , 
657.0392327809, , , , , ,46.8085, , , , , , , , , , , , , , , , , , , , , , , , , 
657.1020052308, , , , , , , , , , , , , ,50, , , , , , , , , , , , , , , , , 
657.47863993, , , , , ,47.8723, , , , , , , , , , , , , , , , , , , , , , , , , 
657.8552746292, , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , 
658.1691368786, ,94.4444, , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , 
658.4829991279, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,50.9434, , 
658.7968613773, , , , , , ,24, ,66.6667, , , , , , , , , , , , , , , , , , , , , , 
658.922406277, , , , , ,48.9362, , , , , , , , , , , , , , , , , , , , , , , , , 
659.2362685263, , , , , , ,25, , , , , , , ,98.4615, , , , , , , , , , , , , , , , 
659.3618134261, , , , , ,50, , , , , , , , , , , , , , , , , , , , , , , , , 
659.7384481253, , , , , ,51.0638, , , , , , ,2.2222, , , , , , , , , , , , , , , , , , 
660.1150828245, , ,56.4406,77.4626,53.4837, , ,2.115, , ,80.2035,91.1093, , , ,92.9243,99.7535, , , ,99.8958,63.7978,94.4287, , ,81.5481,94.9929, , ,79.8416,99.1213
660.1778552744, , , , , ,52.1277, , , , , , ,1.1111, , , , , , , , , , , , , , , , , , 
660.4289450739, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,49.0566, , 
660.5544899736, , , , , ,51.0638, , , , , , ,0,48.5294, , , , , , , , , , , , , , , , , 
660.8055797731, , , , , , , , , , , , , , , , , , , ,90, , , , , , , , , , , 
661.0566695725, , , , , ,52.1277, , , , , , ,1.1111, , , , , , , , , , , , , , , , , , 
661.4960767216, , , , , ,53.1915,26, , , , , ,0, , , , , , , , , , , , , , , , , , 
661.6843940712, , , , , , , , , , , , , , ,100, , , , , , , , , , , , , , , , 
661.6843940712, , ,56.0061,77.8966,53.9943, , ,1.9231, , ,79.7241,91.4591, , , ,92.6663,99.6995, , , ,99.9294,63.3765,94.1957, , ,81.1739,94.7685, , ,79.4608,99.2176
661.9354838707, , , , , ,54.2553,27, , , , , , , , , , , , , , , , , , , , , , , , 
662.3121185699, , , , , ,55.3191, , , , , , , , , , , , , , , , , , , , , , , , , 
662.6259808193, , , , , , , , , , , , , , , , , , , ,95, , , , , , , , , , , 
662.751525719, , , , , ,54.2553, , , , , , , , , , , , , , , , , , , , , , , , , 
663.1909328681, , , , , ,55.3191, , , , , , , , , , , , , , , , , , , , , , , , , 
663.5675675673, ,100, , , ,56.383, , , , , , ,2.2222, , , , , , , , , , , , , , , , , , 
664.0069747164, , , , , ,57.4468, , , , , , ,1.1111, , , , , , , , , , , , , , , , , , 
664.1325196161, , , , , , ,28, , , , , , , , , , , , , , , , , , , , , , , , 
664.195292066, , , , , , , , ,65.2174, , , , ,47.0588, , , , , , , , , , , , , , ,47.1698, , 
664.3836094156, , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , 
664.5719267652, , , , , , ,29, , , , , , , , , , , , , , , , , , , , , , , , 
664.9485614644, , , , , , , , , , , , , , , , , , , , , , , , , , , ,100, , , 
665.136878814, , ,55.5342,78.3636,54.5473, , ,1.726, , ,79.2013,91.8306, , , ,92.3819,99.635, , , ,99.9585,62.919,93.9384, , ,80.7654,94.518, , ,79.0456,99.3157
665.3879686135, , , , , , , , , , , , , , ,98.4615, , , , , , , , , , , , , , , , 
665.5135135133, , , , , ,58.5106, , , , , , , , , , , , , , , , , , , , , , , , , 
665.9529206623, ,94.4444, , , ,59.5745, , , , , , , , , , , , , , , , , , , , , , , , , 
666.3923278114, , , , , ,60.6383, , , , , , , , , , , , , , , , , , , , , , , , , 
666.6434176109, , , , , , ,30, , , , , , , , , , , , , , , , , , , , , , , , 
666.7689625106, , , , , , , , , , , , , , ,100, , , , , , , , , , , , , , , , 
666.8317349605, , , , , , , , , , , , ,2.2222, , , , , , , , , , , , , , , , , , 
667.0200523101, , , , , , ,31, , , , , , , , , , , , , , , , , , , , ,98.2456, , , 
667.2711421096, , , , , , , , , , , , ,1.1111, , , , , , , , , , , , , , , , , , 
667.7105492587, , , , , ,61.7021, , , , , , ,0, , , , , , , , , , , , , , , , , , 
667.7733217086, , , , , , , , , , , , , ,44.1176, , , , , , , , , , , , , , , , , 
668.1499564078, , , , , ,62.766, , , , , , ,1.1111, , , , , , , , , , , , , , , , , , 
668.526591107, , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , 
669.0915431558, , , , , , ,32, , , , , , , , , , , , , , , , , , , , , , , , 
669.4054054051, , , , , ,63.8298, , , , , , , , , , , , , , , , , , , , , , , , , 
669.5309503049, , , , , , ,33, , , , , , , , , , , , , , , , , , , , , , , , 
669.6564952046, , ,55.0614,78.8269,55.0999, , ,1.5402, , ,78.6751,92.1942, , , ,92.0927,99.5643, , , ,99.9799,62.4604,93.6762, , ,80.3537,94.2598, , ,78.6276,99.4072
669.7192676545, , , , , ,64.8936, , ,63.7681, , , , , , , , , , , , , , , , , , , , , , 
670.2214472534, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,45.283, , 
670.3469921532, ,100, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
670.5980819527, , , , , , , , , , , , , , , , , , , ,90, , , , , , , , , , , 
670.7236268524, , ,54.5877,79.2866,55.6521, , ,1.3655, , ,78.1458,92.5498, , , ,91.7986,99.4874, , , ,99.9938,62.0008,93.4092, , ,79.939,93.9941, , ,78.2069,99.4921
670.7863993023, , , , , , ,34, , , , , , , , , , , , , , , , , , , , , , , , 
671.1630340015, , , , , ,65.9574, , , , , , , , , , , , , , , , , , , , , , , , , 
671.2885789012, , ,54.113,79.7425,56.2036, , ,1.2019, , ,77.6135,92.8973, , , ,91.4997,99.4044, , , ,100,61.5403,93.1375, , ,79.5212,93.7209, , ,77.7836,99.5704
671.414123801, , , , , ,67.0213, , , , , , , ,42.6471,98.4615, , , , , , , , , , , , , , , , 
671.85353095, , , , , ,67.0213, , , , , , , , , , , , , , , , , , , , , , , , , 
672.2929380991, , , , , , , , , , , , , , ,100, , , , , , , , , , , , , , , , 
672.4184829989, , , , , , ,35, , , , , , , , , , , , , , , , , , , , , , , , 
672.7951176981, , , , , ,68.0851,36, , , , , , , , , , , , , , , , , , , , , , , , 
673.1089799474, , , , , ,69.1489, , , , , , , , , , , , , , , , , , , , , , , , , 
673.4228421968, , ,53.5926,80.2371,56.8066, , ,1.0353, , ,77.0275,93.2684, , , ,91.167,99.3065, , , ,99.9982,61.0352,92.8347, , ,79.0606,93.4133, , ,77.3173,99.6486
673.5483870965, , , , , ,69.1489, , , , , , , , , , , , , , , , , , , , , , , , , 
673.7367044461, , , , , , , , , , , , ,2.2222, , , , , , , , , , , , , , , , , , 
673.9250217957, ,94.4444, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
674.1761115952, , , , , , , , , , , , ,1.1111, , , , , , , , , , , , , , , , , , 
674.5527462944, , , , , ,70.2128, , , , , , ,0, , , , , , , , , , , , , , , , , , 
674.6782911942, , , , , , ,37, , , , , , , , , , , , , , , , , , , , , , , , 
675.0549258934, , , , , ,71.2766, , , , , , ,1.1111, , , , , , , , , , , , , , , , , , 
675.1176983432, , , , , , ,38, , , , , , , , , , , , , , , , , , , , , , , , 
675.243243243, , , , , , , , , , , , , ,41.1765, , , , , , , , , , , , , , , , , 
675.4943330425, , , , , , , , ,62.3188, , , ,0, , , , , , , , , , , , , , , , , , 
675.8709677417, , , , , , , , , , , , , , , , , , , , , , , , , , , ,100, , , 
676.184829991, , , , , , ,38, , , , , , , , , , , , , , , , , , , , , ,43.3962, , 
676.3103748908, , , , , ,72.3404, , , , , , , , , , , , , , , , , , , , , , , , , 
676.5614646902, , , , , , ,39, , , , , , , , , , , , , , , , , , , , , , , , 
677.1264167391, ,100, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
677.3775065385, , , , , ,73.4043, , , , , , , , , , , , , , , , , , , , , , , , , 
677.7541412378, , , , , ,74.4681,40, , , , , , , , , , , , , , , , , , , , , , , , 
678.1935483868, , , , , ,75.5319,41, , , , , , , , , , , , , , , , , , , , , , , , 
678.6329555359, , , , , ,74.4681, , , , , , , , , , , , , , , , , , , , , , , , , 
678.7585004357, , , , , , , , , , , , , , , , , , , , , , , , , , , ,98.2456, , , 
678.9468177853, , , , , , , , , , , , , ,39.7059, , , , , , , , , , , , , , , , , 
679.0095902351, , , , , ,75.5319, , , , , , , , , , , , , , , , , , , , , , , , , 
679.4489973842, , , , , ,76.5957, , , , , , , , , , , , , , , , , , , , , , , , , 
679.9511769832, , , , , ,76.5957, , , , , , , , , , , , , , , , , , , , , , , , , 
680.013949433, , , , , , ,42, , , , , , , , , , , , , , , , , , , , , , , , 
680.3905841323, , , , , , ,43, , , , , , , , , , , , , , , , , , , , , , , , 
680.5789014819, , , , , , , , , , , , , , , , , , , ,85, , , , , , , , , , , 
680.7672188315, , , , , , , , , , , , ,2.2222, , , , , , , , , , , , , , , , , , 
680.9555361811, , , , , ,77.6596, , , , , , , , , , , , , , , , , , , , , , , , , 
681.2066259806, , , , , , , , , , , , ,1.1111, , , , , , , , , , , , , , , , , , 
681.2693984304, , , , , , , , ,60.8696, , , , , , , , , , , , , , , , , , , , , , 
681.5832606798, , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , 
681.8343504793, ,94.4444, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
681.959895379, , , , , , , , , , , , , , , , , , , ,90, , , , , , , , , , , 
682.0226678289, , , , , , , , , , , , ,1.1111, , , , , , , , , , , , , , , , , , 
682.2109851785, , , , , ,78.7234, , , , , , , , , , , , , , , , , , , , , , , , , 
682.2737576283, , , , , , ,44, , , , , , , , , , , , , , , , , , , , , , , , 
682.3993025281, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,41.5094, , 
682.4620749779, , ,53.0713,80.7271,57.4087, , ,0.8817, , ,76.4382,93.6298, , , ,90.8288,99.2014, , , ,99.9876,60.5292,92.5263, , ,78.5965,93.0969, , ,76.848,99.719
682.4620749779, , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , 
682.6503923276, , , , , ,79.7872, , , , , , , , , , , , , , , , , , , , , , , , , 
682.7131647774, , , , , , ,45, , , , , , , , , , , , , , , , , , , , , , , , 
682.8387096772, , , , , , , , , , , , , ,38.2353, , , , , , , , , , , , , , , , , 
683.5292066257, , ,52.5491,81.2124,58.0098, , ,0.7409, , ,75.8458,93.9814, , , ,90.4849,99.0889, , , ,99.968,60.0222,92.2124, , ,78.129,92.7717, , ,76.3758,99.7815
683.6547515255, , , , , , ,46, , , , , , , , , , , , , , , , , , , , , , , , 
683.9058413249, ,100, , , , , , , , , , , , ,100, , , , ,95, , , , , , , , , , , 
684.0941586745, , , , , ,80.8511,47, , , , , , , , , , , , , , , , , , , , , , , , 
684.2197035743, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,39.6226, , 
684.5963382735, , , , , , ,46, , , , , , , , , , , , , , , , , , , , , , , , 
685.0357454226, , , , , , ,47, , , , , , , , , , , , , , , , , , , , , , , , 
685.4123801218, , , , , ,81.9149,48, , , , , , , , , , , , , , , , , , , , , , , , 
686.4795117696, , , , , , ,49, , , , , , , , , , , , , , , , , , , , , , , , 
686.6678291192, , , , , ,82.9787, , , , , , , , , , , , , , , , , , , , , , , , , 
686.730601569, , , , , , , , , , , , , ,36.7647, , , , , , , , , , , , , , , , , 
687.232781168, , , , , , , , ,59.4203, , , , , , , , , , , , , , , , , , , , , , 
687.5466434173, , , , , , , , , , , , ,1.1111, , , , , , , , , , , , , , , , , , 
687.8605056667, , , , , , ,50, , , , , , , , , , , , , , , , , , , , , , , , 
687.9232781166, , , , , ,84.0426, , , , , , , , , , , , , , , , , , , , , , , , , 
687.9860505664, , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , 
688.2999128158, , , , , , ,51, , , , , , , , , , , , , , , , , , , , , , , , 
688.3626852656, , , , , , , , , , , , , , , , , , , , , , , , , , , ,100, , , 
688.7393199649, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,37.7358, , 
689.2414995638, , , , , ,85.1064,52, , , , , ,0, , , , , , , , , , , , , , , , , , 
