Time (min),CLK,clk,CLK/CYC_data,clk_data,CLK_data,CRY,cry,CRY_data,CWO,cwo,cwo_data,CWO_data,CYC/CLK,pdp1,PDP1,pdp1_data,PDP1_data,per,PER,PER/TIM-p,PER/TIM_data,per_data,PER_data,tim,TIM,tim_data,TIM_data,VRI,vri,vri_data,VRI_data
0,90,88.8889,99.3635,5.4093,0.0038,97.8723,69,65.1737,7.2464,25,59.0983,7.175,32.2222,16.1765,0,68.8157,44.4646,29.4118,20,10,24.7411,96.5035,60.4062,23.5294,0,82.8,68.3538,0,16.9811,83.3336,29.7579
2.8247602441, , , , , , , , , ,26.1905, , , , , , , , , , , , , , , , , , , , , 
3.0758500436, , , , , , ,68, , , , , , , , , , , , , , , , , , , , , , , , 
4.6451612903, , , , , , , , , , , , ,33.3333, , , , , , , , , , , , , , , , , , 
5.0845684394, , , , , ,97.8723, , , ,27.381, , ,32.2222, , , , , , , , , , , , , , , , , , 
5.7122929381, , , , , , ,67, , , , , , , , , , , , , , , , , , , , , , , , 
6.0261551874, , , , , , , , , , , , ,32.2222, , , , , , , , , , , , , , , , , , 
6.4027898867, , , , , ,97.8723, , , , , , , ,17.6471, , , , , , , , , , , , , , , , , 
7.2816041848, , , , , , , , , , , , ,33.3333, , , , ,35.2941, , , , , , , , , , , , , 
7.658238884, , , , , ,96.8085, , , , , , , , , , , , , , , , , , , , , , , , , 
8.0348735833, , , , , ,97.8723, , , , , , , , , , , , , , , , , , , , , , ,18.8679, , 
8.4742807323, , , , , ,96.8085,66, , , , , , , , , , , , , , , , , , , , , , , , 
9.5414123801, , , , , ,97.8723, , , , , , , , , , , , , , , , , , , , , , , , , 
9.6669572799, , , , , , , , , ,28.5714, , , , , , , , , , , , , , , , , , , , , 
9.7925021796, , , , , ,96.8085, , ,8.6957, , , ,33.3333, , , , , , , , , , , , , , , , , , 
10.6713164778, , , , , , , , , , , , ,34.4444, , , , , , , , , , , , , , , , , , 
10.8596338274, , , , , , ,65, , , , , ,33.3333, , , , , , , , , , , , , , , , , , 
11.2990409765, , , , , , , , , , , , ,34.4444, , , , , , , , , , , , , , , , , , 
12.2406277245, , , , , , , , , , , , , ,19.1176, , , , , , , , , , , , , , , , , 
12.5544899738, , , , , , , , , , , , ,33.3333, , , , , , , , , , , , , , , , , , 
12.8683522232, , , , , , , , , , , , ,34.4444, ,1.5385, , , , , , , , , , , , , , , , 
13.3077593723, , , , , , , , , ,27.381, , ,33.3333, , , , , , , , , , , , , , , , , , 
13.7471665214, , , , , , ,64, , ,28.5714, , ,34.4444, , , , , , , , , , , , , , , , , , 
13.9982563208, , , , , , , , , , , , , , , , , ,35.2941, , , , , , , , , , , , , 
14.1865736704, , , , , , , , , , , , ,35.5556, , , , , , , , , , , , , , , , , , 
14.6259808195, , , , , , , , , , , , ,34.4444, , , , , , , , , , ,29.4118, , , , , , , 
15.2537053182, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,20.7547, , 
15.6931124673, , , , , , , , , , , , ,34.4444, , , , , , , , , , , , , , , , , , 
16.0069747166, , , , , , ,63, , ,29.7619, , , , , , , , , , , , , , , , , , , , , 
17.1996512642, , , , , , , , , , , , ,35.5556, , , , , , , , , , , , , , , , , , 
17.6390584132, , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , 
18.6434176112, , , , , , , , ,10.1449, , , , , , , , , , , , , , , , , , , , , , 
19.0828247602, , , , , , ,62, , , , , , , , , , , , , , , , , , , , , , , , 
19.3339145597, , , , , , , , , , , , , , , , , , , ,5, , , , , , , , , , , 
19.8360941587, ,94.4444, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
20.5893635571, , , , , , , , , ,30.9524, , , , , , , , , , , , , , , , , , , , , 
21.0287707062, , , , , , , , , , , , ,36.6667, , , , ,41.1765, , , , , , , , , , , , , 
21.8448125545, , , , , , ,61, , , , , , , , , , , , , , , , , , , , , , , , 
21.9703574542, ,88.8889, , , , , , , , , , , , , , , , , , , , , , , , , , ,22.6415, , 
22.2842197036, , , , , , , , , ,30.9524, , , , , , , , , , , , , , , , , ,1.7544, , , 
22.4097646033, , , , , , , , , , , , ,36.6667, , , , , , , , , , , , , , , , , , 
23.4141238012, , ,99.4711,5.6608,0.0134, , ,64.768, , ,59.8622,7.4816, , , ,69.3804,45.0602, , , ,25.2989,96.7311,61.0405, , ,83.2878,68.9181, , ,83.8321,30.306
23.539668701, , , , , , , , , , , , ,35.5556,20.5882, , , , , , , , , , , , , , , , , 
23.9163034002, , , , , , , , , , , , ,36.6667, , , , , , , , , , , , , , , , , , 
24.2929380994, , , , , , , , , , , , ,37.7778, , , , , , , , , , , , , , , , , , 
24.481255449, , , , , , ,60, , , , , , , ,1.5385, , , , , , , , , , , , , , , , 
24.7323452485, , , , , , , , , , , , ,36.6667, , , , , , , , , , , , , , , , , , 
25.1717523975, , , , , , , , ,8.6957, , , ,37.7778, , , , , , , , , , , , , , , , , , 
25.5483870968, , ,99.5701,5.9181,0.0286, , ,64.3609, , ,60.6282,7.7954, , , ,69.9438,45.658, , , ,25.863,96.9531,61.6743, , ,83.7715,69.4807, , ,84.3262,30.8581
26.1133391456, , , , , , , , , , , , ,36.6667, , , , , , , , , , , , , , , , , , 
26.7410636443, , , , , , , , , ,32.1429, , , , , , , , , , , , , , , , , , , , , 
27.0549258936, , , , , ,96.8085, , ,10.1449, , , ,36.6667, , , , ,35.2941, , , , , , , , , , ,20.7547, , 
27.1804707934, , , , , , ,59, , , , , , , , , , , , , , , , , , , , , , , , 
27.4943330427, , , , , , , , , , , , ,37.7778, , , , ,41.1765, , , , , , , , , , , , , 
27.9965126417, , , , , , , , , , , , , , , , , , , , , , , ,35.2941, , , , , , , 
28.2476024411, , , , , ,95.7447, , , , , , , , , , , , , , , , , , , , , , , , , 
28.6242371404, , , , , ,96.8085, , , ,33.3333, , , ,22.0588, , , , , , , , , , , , , , ,22.6415, , 
29.0636442894, , , , , ,95.7447, , , , , , , , , , , , , , , , , , , , , , , , , 
29.6913687881, , , , , , ,58, , , , , , , , , , , , , , , , , , , , , , , , 
29.8796861377, , , , , ,96.8085, , , ,32.1429, , , , , , , , , , , , , , , , , , , , , 
30.3190932868, , , , , ,95.7447, , , ,33.3333, , , , , , , , , , , , , , , , , , , , , 
31.197907585, , , , , , , , , , , , ,38.8889, , , , , , , , , , ,29.4118, , , , , , , 
31.5117698343, , , , , ,95.7447, , , , , , , , , , , , , , , , , , , , , , , , , 
31.8256320837, , , , , , , , , ,32.1429, , , , , , , , , , , , , , , , , , , , , 
32.2022667829, , , , , , , , , ,33.3333, , , , , , , , , , , , , , , , , ,0, , , 
32.4533565824, , , , , , ,57, , , , , , , , , , , , ,10, , , , , , , , , , , 
33.9598953792, , , , , , , , , , , , , , , , , ,47.0588, , , , , , , , , , , , , 
34.5876198779, , , , , , , , , ,33.3333, , , , , , , , , , , , , , , , , , , , , 
34.7131647777, , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , 
34.9014821273, , , , , , , , ,11.5942, , , , , , , , , , , , , , , , , , , , , , 
35.027027027, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,24.5283, , 
35.1525719268, , , , , , ,56, , , , , , , ,1.5385, , , , , , , , , , , , , , , , 
35.3408892764, , , , , , , , , , , , ,40, , , , , , , , , , , , , , , , , , 
35.7802964254, , , , , , , , , , , , ,38.8889, , , , , , , , , , , , , , , , , , 
36.4080209241, , , , , ,95.7447, , , ,34.5238, , ,40, , , , , , , , , , , , , , , , , , 
37.412380122, , , , , , , , , , , , ,38.8889, , , , , , , , , , , , , , , , , , 
37.7890148213, , , , , , ,55, , , , , ,41.1111, , , , , , , , , , , , , , , , , , 
38.2284219703, , , , , , , , , , , , ,40, , , , , , ,5, , , , , , , , , , , 
38.3539668701, , , , , , , , , ,35.7143, , , , , , , ,41.1765, , , , , , , , , , , , , 
38.7933740192, ,94.4444, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
38.9189189189, , ,99.6603,6.1812,0.0497, , ,63.9522, , ,61.396,8.1165, , , ,70.5058,46.2578, , , ,26.4333,97.1694,62.3075, , ,84.251,70.0416, , ,84.8158,31.4143
38.9189189189, , , , , ,95.7447, , , , , , , ,23.5294, , , , , , , , , , , , , , , , , 
40.2371403662, , , , , ,95.7447, , , , , , , , , , , ,47.0588, , , , , , , , , , , , , 
40.3626852659, , , , , , ,54, , , , , , , , , , , , , , , , , , , , , , , , 
40.6137750654, , , , , , , , , , , , , , , , , , , , , , , ,35.2941, , , , , , , 
41.0531822145, , , , , , , , , ,34.5238, , , , , , , , , , , , , , , , , , , , , 
41.4298169137, , , , , ,94.6809, , , , , , , , , , , , , , , , , , , , , , , , , 
41.6809067131, , , , , , , , , , , , ,41.1111, , , , , , , , , , , , , , , , , , 
41.743679163, , , , , ,95.7447, , , , , , , , , , , , , , , , , , , , , , , , , 
42.0575414124, , , , , , , , , , , , ,41.1111, , , , , , , , , , , , , , , , , , 
42.1830863121, , , , , , , , , ,35.7143, , , , , , , , , , , , , , , , , , , , , 
42.1830863121, , , , , , , , ,13.0435, , , , , , , , , , , , , , , , , , ,1.7544, , , 
42.6224934612, , ,99.7409,6.45,0.0765, , ,63.542, , ,62.1653,8.445, , , ,71.0662,46.8596, , , ,27.0098,97.3796,62.9401, , ,84.7261,70.6007, , ,85.3007,31.9745
42.6224934612, , , , , ,94.6809, , , , , , , , , , , , , , , , , , , , , , , , , 
42.7480383609, ,88.8889, , , ,95.7447,53, , , , , , , , , , , , , , , , , , , , , , , , 
43.7523975588, , , , , ,94.6809, , , , , , , , , , , , , , , , , , , , , , , , , 
43.8779424586, , , , , , , , , ,36.9048, , , ,25, , , , , , , , , , , , , , , , , 
44.129032258, , , , , ,95.7447, , , , , , , , , , , , , , , , , , , , , , , , , 
44.3801220575, , , , , , , , , ,35.7143, , , , , , , , , , , , , , , , , , , , , 
44.8823016565, , , , , ,94.6809, , , , , , ,42.2222, ,3.0769, , , , , , , , , ,0, , , , , , 
45.8238884045, , , , , , , , , ,36.9048, , , , , , , , , , , , , , , , , , , , , 
45.8866608544, , , , , , ,52, ,11.5942, , , , , , , , ,52.9412, , , , , , , , , , , , , 
46.2005231037, , , , , , , , , , , , ,42.2222, , , , , , , , , , , , , , , , , , 
47.0793374019, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,26.4151, , 
47.5815170009, , , , , , , , , ,38.0952, , ,42.2222, , , , , , , , , , , , , , , , , , 
47.9581517001, , ,99.8147,6.738,0.1108, , ,63.1104, , ,62.9732,8.7973, , , ,71.6521,47.4926, , , ,27.6208,97.5933,63.6024, , ,85.2192,71.1849, , ,85.8038,32.566
48.3975588492, , , , , , ,51, , , , , ,42.2222, , , , , , , , , , , , , , , , , , 
48.5858761988, , , , , , , , , , , , , ,25, , , , , , , , , , , , , , , , , 
49.0880557977, , , , , , , , ,13.0435,36.9048, , , , , , , ,47.0588, , , , , , , , , , ,24.5283, , 
49.4646904969, , , , , , , , , , , , ,43.3333, , , , , , , , , , , , , , , , , , 
49.6530078465,100, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
49.7157802964,90, , , , , , , , , , , ,42.2222, , , , , , , , , , , , , , , , , , 
50.5945945946, , ,99.8769,7.0323,0.1515, , ,62.6772, , ,63.782,9.1578, , , ,72.2358,48.1276, , , ,28.2385,97.7999,64.2638, , ,85.7071,71.7669, , ,86.3013,33.1618
50.7829119442, , , , , , , , , , , , ,43.3333, , , , , , , , , , , , , , , , , , 
51.0967741935, , , , , , , , , ,38.0952, , , , , , , , , , , , , , , , , , , , , 
51.2223190933, , , , , , ,50, , , , , ,42.2222, , , , , , , , , , , , , , , , , , 
51.5361813426, , , , , , , , , , , , ,43.3333, ,1.5385, , , , , , , , , , , , , , , , 
51.9128160418, , , , , , , , , , , , ,44.4444, , , , , , , , , , , , , , , , , , 
52.2266782912, , , , , , , , , , , , , , , , , , , , , , , ,41.1765, , , , , , , 
52.3522231909, , , , , , , , , , , , ,43.3333, , , , , , , , , , , , , , , , , , 
52.79163034, , , , , , , , , ,39.2857, , , , , , , , , , , , , , , , , , , , , 
52.8544027899, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,26.4151, , 
53.2310374891, , , , , , , , , , , , , ,26.4706, , , , , , , , , , , , , , , , , 
53.7959895379, , , , , , ,49, , , , , , , ,3.0769, , , , , , , , , , , , , , , , 
53.7959895379, , ,99.927,7.333,0.1985, , ,62.2425, , ,64.5914,9.5264, , , ,72.8173,48.7645, , , ,28.8628,97.9991,64.9239, , ,86.1895,72.3465, , ,86.7929,33.7617
54.1098517873, , , , , , , , , ,39.2857, , , , , , , , , , , , , , , , , , , , , 
54.9886660854, , , , , , , , , , , , ,44.4444, , , , , , , , , , , , , , , , , , 
56.2441150828, , , , , , ,48, ,14.4928,40.4762, , , , , , , , , , , , , ,35.2941, , , , , , , 
57.122929381, ,94.4444, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
57.2484742807, , , , , , , , , , , , , , , , , ,52.9412, , , , , , , , , , , , , 
57.3740191804, , , , , , , , , ,39.2857, , , , , , , , , , , , , , , , , , , , , 
57.8134263295, , , , , , , , , ,40.4762, , , ,27.9412, , , , , , , , , , , , , , , , , 
58.2528334786, , , , , , , , , ,39.2857, , , , , , , , , ,0, , , , , , , , , , , 
58.566695728, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,28.3019, , 
58.8177855274, , , , , , , , , , , , ,45.5556, , , , , , , , , , , , , , , , , , 
59.006102877, , , , , , , , , , , , , , , , , ,47.0588, , , , , , , , , , , , , 
59.1944202267, , , , , , ,47, , , , , , , , , , , , , , , , , , , , , , , , 
59.5710549259, , , , , , , , , ,40.4762, , , , , , , , , , , , , , , , , , , , , 
59.8221447253, , , , , , , , , , , , , , , , , , , , , , , , , , , ,3.5088, , , 
60.7637314734, , ,99.9644,7.6399,0.252, , ,61.8062, , ,65.4009,9.9032, , , ,73.3963,49.4031, , , ,29.4935,98.1905,65.5827, , ,86.6662,72.9235, , ,87.2783,34.3657
61.2659110723, , , , , , , , , ,41.6667, , , , , , , , , , , , , , , , , , , , , 
61.7053182214, , , , , , , , , , , , , ,26.4706, , , , , , , , , , , , , , , , , 
61.8308631212, , , , , , ,46, , , , , , , , , , , , , , , , , , , , , , , , 
62.1447253705, , , , , , , , , , , , , ,27.9412, , , , , , , , , , , , , , , , , 
62.2702702702, , , , , , , , , , , , ,46.6667, , , , , , , , , , , , , , , , , , 
62.39581517, , , , , , , , , , , , , , ,4.6154, , ,52.9412, , , , , , , , , , , , , 
62.7096774193, , , , , , , , ,15.942, , , ,45.5556, , , , , , , , , , , , , , , , , , 
63.0235396687, , , , , , , , , , , , ,46.6667, , , , , , , , , , ,41.1765,10, , ,1.7544, , , 
63.839581517, , , , , ,93.617, , , , , , , , , , , , , , , , , , , , , , , , , 
63.9023539668, , ,99.9899,7.9744,0.3161, , ,61.339, , ,66.2644,10.3144, , , ,74.0112,50.0863, , , ,30.1737,98.3858,66.284, , ,87.1683,73.5363, , ,87.7891,35.0145
64.0278988666, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,30.1887, , 
64.2789886661, ,88.8889, , , ,94.6809, , ,14.4928, , , , , , , , , , , , , , , , , , , , , , 
64.4045335658, , , , , , , , , ,42.8571, , ,46.6667, , , , , , , , , , , ,0, , , , , , 
64.5300784655, , , , , , ,45, , , , , , , , , , , , , , , , , , , , , , , , 
64.6556233653, , , , , ,93.617, , , ,41.6667, , , , , , , , , ,5, , , , , , , , , , , 
65.5972101133, , , , , ,94.6809, , , , , , , , , , , , , , , , , , , , , , , , , 
66.0366172624, , , , , ,93.617, , , ,42.8571, , , , , , , , , , , , , , , , , , , , , 
66.1621621621, , , , , , , , , , , , ,47.7778,29.4118, , , , , , , , , , , , , , , , , 
66.6015693112, , , , , , , , , , , , ,46.6667, , , , , , , , , , , , , , , , , , 
67.0409764603, , , , , , , , , ,41.6667, , , , , , , , , , , , , , , , , , , , , 
67.1037489102, , ,100,8.316,0.3876, , ,60.8701, , ,67.127,10.735, , , ,74.6227,50.7713, , , ,30.8611,98.5715,66.9834, , ,87.6633,74.1459, , ,88.2922,35.6678
67.1037489102, , , , , ,94.6809, , , , , , , , , , , , , , , , , , , , , , , , , 
67.1037489102, , , , , ,93.617, , , , , , , , , , , , , , , , , , , , , , , , , 
67.16652136, , , , , , ,44, , , , , , , , , , , , , , , , , , , , , , , , 
67.4176111595, , , , , , , , , ,42.8571, , , , , , , , , , , , , , , , , , , , , 
67.6059285091, , , , , , , , , , , , ,47.7778, , , , ,58.8235, , , , , , , , , , , , , 
67.8570183086, , , , , , , , , , , , ,46.6667, ,3.0769, , , , , , , , , , , , , , , , 
68.610287707, , , , , , , , , , , , , , , , , , , ,10, , , , , , , , , , , 
68.7358326068, , , , , , , , , , , , , , , , , ,52.9412, , , , , , , , , , , , , 
69.0496948561, , , , , , , , ,15.942,44.0476, , ,47.7778, , , , , , , , , , , , , , , , , , 
69.6146469049, , , , , , ,43, , , , , , , , , , , , , , , , , , , , , , , , 
70.3051438535, , , , , , , , , , , , , , ,4.6154, , , , , , , , , , , , , , , , 
70.6190061029, , , , , , , , , , , , , ,30.8824, , , , , , , , , , , , , , , , , 
70.6817785527, , , , , , , , , ,44.0476, , , , , , , , , , , , , , , , , , , , , 
70.8700959023, , ,99.9946,8.6647,0.4664, , ,60.3995, , ,67.9881,11.165, , , ,75.2306,51.4579, , , ,31.5557,98.7473,67.6807, , ,88.1509,74.752, , ,88.7874,36.3254
71.4350479511, , , , , , , , , , , , ,47.7778, , , , , , , , , , , , , , , , , , 
72.5649520488, , , , , , ,42, , , , , ,48.8889,29.4118, , , ,58.8235, , , , , , , , , , , , , 
73.1926765475, , , , , , , , , , , , , , , , , , , , , , , ,47.0588, , , , , , , 
73.5065387968, , , , , , , , , , , , , ,27.9412, , , , , , , , , , , , , , ,28.3019, , 
73.883173496, , , , , , , , , ,45.2381, , , , , , , , , , , , , , , , , , ,30.1887, , 
74.6992153443, , , , , , , , , , , , , ,29.4118, , , , , , , , , , , , , , , , , 
74.9503051438, , , , , , , , ,17.3913,45.2381, , , , , , , , , , , , , , , , , , , , , 
75.1386224934, ,94.4444, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
75.2013949433, , , , , , ,41, , , , , ,47.7778, , , , , , , , , , , , , , , , , , 
75.5780296425, , , , , , , , , , , , ,50, , , , , , , , , , , , , , , , , , 
76.2685265911, , , , , , , , , , , , , , , , , , , , , , , , , , , ,3.5088, , , 
76.5196163906, , , , , ,93.617, , , , , , , , , , , , , , , , , , , , , , , , , 
76.77070619, , , , , , , , , , , , ,48.8889, , , , , , , , , , , , , , , , , , 
76.9590235396, , , , , , , , , ,46.4286, , , , , , , , , , , , , , , , , , , , , 
77.1473408892, , , , , , , , , , , , ,50, , , , , , ,5, , , , , , , , , , , 
77.5867480383, , , , , , , , , , , , ,48.8889, , , , , , , , , , ,41.1765, , , , , , , 
77.6495204882, , , , , ,92.5532,40, , , , , , , , , , , , , , , , , , , , , , , , 
78.0261551874, , , , , ,93.617, , , , , , , , , , , , , , , , , , , , , , , , , 
78.4027898866, , , , , , , , , ,46.4286, , , , ,6.1538, , , , , , , , , , , , , , , , 
78.8421970357, , , , , , , , , , , , ,48.8889,30.8824, , , , , , , , , , , , , , , , , 
79.0305143853, , , , , ,92.5532, , , ,45.2381, , ,50, , , , , , , , , , , , , , , , , , 
79.4699215344, , , , , ,93.617, , , , , , , , , , , , , , , , , , , , , , ,32.0755, , 
79.9093286835, , ,99.9735,9.0205,0.5526, , ,59.9272, , ,68.8473,11.6044, , , ,75.8347,52.146, , , ,32.2572,98.9126,68.3756, , ,88.6308,75.3544, , ,89.2741,36.9872
79.9721011334, , , , , , , , , ,46.4286, , , , , , , , , , , , , , , , , , , , , 
80.0976460331, , , , , , , , , , , , ,48.8889, , , , , , , , , , , , , , , , , , 
80.160418483, , , , , ,92.5532, , , , , , , , , , , , , , , , , , , , , , , , , 
80.4115082824, , , , , , ,39, , , , , , , , , , , , , , , , , ,10, , , , , , 
80.9764603313, , ,99.94,9.3564,0.639, , ,59.4883, , ,69.6407,12.0198, , , ,76.3904,52.7843, , , ,32.9131,99.0562,69.017, , ,89.0682,75.9089, , ,89.7172,37.6037
81.5414123801, , , , , , , , , ,47.619, , , , , , , , , , , , , , , , , , , , , 
81.6669572798, , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , 
82.043591979, , ,99.8933,9.6984,0.7318, , ,59.0481, , ,70.4315,12.4434, , , ,76.9423,53.4237, , , ,33.5748,99.1902,69.656, , ,89.4985,76.4599, , ,90.1525,38.2237
82.4829991281, , , , , , , , , , , , , , , , , ,64.7059, , , , , , , , , , , , , 
82.8596338273, , , , , , , , , , , , ,50,32.3529, , , , , , , , , , , , , , , , , 
83.047951177, , , , , , , , , , , , , , , , , , ,40, , , , , , , , , , , , 
83.2990409764, , , , , , ,38, , , , , , , , , , , , , , , , , , , , , , , , 
83.3618134263, , , , , , , , , , , , , , ,4.6154, , , , , , , , ,47.0588, , , , , , , 
84.4289450741, , , , , , , , , ,48.8095, , , , , , , , , , , , , , , , , , ,33.9623, , 
84.6172624237, ,88.8889, , , , , , , , , , , ,30.8824, , , , , , , , , , , , , , , , , 
85.9354838709, , , , , , , , , , , , , , , , , ,58.8235, , , , , , , , , , , , , 
85.9982563208, , , , , , ,37, , ,47.619, , , , , , , , , , , , , , , , , , , , , 
86.2493461203, , , , , , , , , , , , , , ,6.1538, , , , , , , , , , , , , , , , 
86.3121185702, , , , , , , , , , , , ,51.1111, , , , , , , , , , , , , , , , , , 
86.4376634699, , , , , , , , ,18.8406, , , , , , , , , , , , , , , , , , , ,32.0755, , 
86.5632083696, , , , , ,91.4894, , , , , , ,50, , , , , , , , , , , , , , , , , , 
86.877070619, , , , , ,92.5532, , , , , , ,51.1111,32.3529, , , , , , , , , , , , , , , , , 
87.1909328683, , , , , , , , , , , , , , , , , ,64.7059, , , , , , , , , , , , , 
87.3792502179, , , , , , , , , ,48.8095, , , , , , , , , , , , , , , , , , , , , 
87.8814298169, , , , , ,91.4894, , , , , , , , , , , , , , , , , , , , , , , , , 
88.1952920662, , , , , , , , , , , , ,51.1111, , , , , , , , , , , , , , , , , , 
88.320836966, , , , , ,92.5532, , , , , , , , , , , , , , , , , , , , , , , , , 
88.6346992153, , , , , , ,36, , , , , , , , , , , , , , , , , , , , , , , , 
89.0113339145, , , , , , , , , ,50, , , , , , , , , , , , , , , , , , , , , 
89.3251961639, , , , , ,91.4894, , , , , , ,51.1111, , , , , , , , , , , , , , , ,33.9623, , 
89.5135135135, , ,99.8337,10.0464,0.8309, , ,58.6065, , ,71.2192,12.875, , , ,77.4903,54.0639, , , ,34.2423,99.3146,70.2925, , ,89.9215,77.0072, , ,90.5798,38.8468
89.7018308631, , , , , , , , , , , , ,52.2222, , , , , , , , , , , , , , , , , , 
89.9529206626, , , , , , , , , ,48.8095, , , , , , , , , , , , , , , , , , , , , 
90.204010462, , , , , ,92.5532, , , , , , , , , , , , , , , , , , , , , , , , , 
90.204010462, , , , , ,91.4894, , , , , , , , , , , , , , , , , , , , , , , , , 
90.3923278116, , , , , , , , , ,50, , ,51.1111,33.8235, , , , , ,10, , , , , , , , , , , 
90.8945074106, , , , , , , , , , , , , , , , , , , , , , , , , , , ,5.2632, , , 
91.0828247602, , ,99.7614,10.4005,0.9364, , ,58.1636, , ,72.0032,13.3148, , , ,78.034,54.7048, , , ,34.9153,99.429,70.9262, , ,90.337,77.5506, , ,90.9989,39.4732
91.2083696599, , , , , , ,35, , , , , , , , , , , , , , , , , , , , , , , , 
91.4594594594, , , , , , , , , , , , ,52.2222, , , , , , , , , , , , , , , , , , 
91.4594594594, , , , , , , , , , , , ,51.1111, , , , , , , , , , , , , , , , , , 
91.647776809, , , , , , , , ,20.2899, , , , , , , , , , , , , , , , , , , , , , 
91.8988666085, , , , , , , , , ,50, , , , , , , , , , , , , , , , , , , , , 
92.8404533565, , , , , , , , , , , , ,52.2222, , , , , , , , , , , , , , , , , , 
92.9659982563, , , , , , , , , , , , , , , , , , , , , , , , , , , ,3.5088, , , 
93.2170880558, , , , , , , , , , , , , , ,7.6923, , , , , , , , ,52.9412, , , , , , , 
93.4681778552, , , , , , , , , , , , , , , , , ,58.8235, , , , , , , , , , , , , 
93.8448125545, , , , , , , , , , , , , , , , , , , , , , , , ,10, , , , , , 
93.9703574542, , , , , , ,34, , , , , , , , , , , , , , , , , , , , , , , , 
94.2214472537, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,35.8491, , 
94.8491717524, , ,99.6777,10.758,1.0475, , ,57.7225, , ,72.7777,13.7595, , , ,78.5695,55.3418, , , ,35.5889,99.5325,71.5525, , ,90.742,78.0862, , ,91.4067,40.0982
94.8491717524, , , , , , , , , ,51.1905, , , , , , , , , , , , , , ,0, , , , , , 
95.6652136007, , , , , ,91.4894, , , , , , , , , , , , , , , , , , , , , , , , , 
95.9163034001, , , , , , , , ,18.8406, , , , , , , , , , , , , , , , , , , , , , 
96.1046207497, , , , , , , , , , , , , , , , , , , ,5, , , , , , , , , , , 
96.3557105492, , , , , , , , , ,52.381, , , , , , , , , , , , , , , , , , , , , 
96.481255449, , , , , , , , , , , , , , , , , ,64.7059, , , , , , , , , , , , , 
96.6695727986, , , , , , ,33, , , , , ,53.3333, , , , , , , , , , , , , , , , , , 
96.7323452484, , , , , ,90.4255, , ,20.2899,51.1905, , , , , , , , , , , , , ,47.0588, , , , , , , 
97.6111595466, , , , , ,91.4894, , , ,52.381, , , , , , , , , , , , , , , , , , , , , 
98.0505666957, , , , , ,90.4255, , , ,51.1905, , , ,35.2941, , , , , , , , , , , , , , , , , 
98.866608544, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,37.7358, , 
99.0549258936, , , , , , , , , ,52.381, , , , , , , , , , , , , , , , , , , , , 
99.1804707933, , , , , , , , , , , , , , ,6.1538, , , , , , , , , , , , , , , , 
99.3060156931, , , , , , ,32, , , , , ,52.2222, , , , , , , , , , , , , , , ,35.8491, , 
99.6198779424, , , , , , , , , , , , ,54.4444, ,7.6923, , , , , , , , , , , , , , , , 
100.6242371403, , , , , , , , , , , , ,53.3333, , , , , , , , , , , , , , , , , , 
100.8125544899, , , , , , , , , , , , ,54.4444, , , , , , , , , , , , , , , , , , 
101.8169136878, , , , , , , , , ,53.5714, , ,53.3333, , , , , , , , , , , , , , , , , , 
102.0052310375, , , , , , ,31, ,21.7391, , , , , , , , , , , , , , , , , , , ,33.9623, , 
102.1935483871, , , , , , , , , , , , ,54.4444,36.7647, , , , , , , , , , , , , , , , , 
102.3190932868, , ,99.5826,11.1214,1.1649, , ,57.28, , ,73.5477,14.2122, , , ,79.1005,55.9791, , , ,36.2679,99.6258,72.1757, , ,91.1392,78.6175, , ,91.8059,40.726
102.4446381865, , , , , , , , , , , , , , , , , , , , , , , ,52.9412, , , , , , , 
103.1351351351, , , , , ,89.3617, , , , , , , , , , , , , , , , , , , , , , , , , 
103.5745422842, , , , , ,90.4255, , , , , , , , , , , , , , , , , , , , , , ,35.8491, , 
103.7000871839, , , , , , , , , , , , , ,35.2941, , , , , , , , , , , , , , , , , 
103.9511769834, , , , , , , , , , , , ,54.4444, , , , , , , , , , , , , , , , , , 
104.3905841325, ,83.3333, , , ,89.3617,30, , , , , , , , , , , , , , , , , , , , ,5.2632, , , 
104.8927637314, , , , , ,90.4255, , , , , , , , , , , , , , , , , , , , , , , , , 
104.9555361813, , ,99.4765,11.4906,1.2885, , ,56.8364, , ,74.3128,14.6728, , , ,79.6268,56.6167, , , ,36.952,99.7089,72.7957, , ,91.5284,79.1444, , ,92.1964,41.3566
