Time (min),CLK,clk,CRY,cry,CWO,cwo,CYC/CLK,pdp1,PDP1,per,PER,PER/TIM-p,tim,TIM,VRI,vri
1235.056,,,,,,,,,,,,9.0909090909,,,,
1235.64,,,,,,,54.7169811321,,,,,,,,,
1235.968,,,,,,,,,,,,,45.4545454545,12.5,,
1236.266,,,,,,46.1538461538,,,,,,,,,,
1237.014,,,48.9361702128,,,,,,,,,,,,,
1237.392,,,,,,,54.7169811321,,,,,,,,,
1237.572,,,,,,,,,,,,,,0,,
1238.044,,,,,,48.0769230769,,,,,,,,,,
1238.668,,,47.8723404255,,,,,,,,,,,,,
1239.116,,,,,18.4210526316,,56.6037735849,,,,,,,,,
1240.868,,,,,,,54.7169811321,,,,,,,,,
1241.37,,,,,,,,35.8974358974,4.4444444444,,,,,,,
1241.808,,,,,,,,,,63.6363636364,,,,,,
1242.516,,,46.8085106383,,,,,,,,,,,,,
1242.636,,,,,,,56.6037735849,,,,,,,,,
1243.06,,36.3636363636,,,,,,33.3333333333,,,,,,,,
1244.266,,,45.7446808511,,,,,,,,,,,,,
1244.344,,,,,,50,56.6037735849,,,,,,,,,
1244.812,,45.4545454545,,,,,,,,,,,,,,
1245.624,,,,,,,,,,54.5454545455,,,,,,
1245.682,,,,,15.7894736842,,,,,,,,,,,
1246.068,,,,,,,56.6037735849,,,,,,,,,35.4838709677
1246.344,,,,,,,,,,,,,,,5.5555555556,
1247.82,,,44.6808510638,,,,54.7169811321,,,,,,,,,
1248.446,,,,,,,,35.8974358974,2.2222222222,,,,,,,
1249.238,,,,,18.4210526316,,,,,,,,,,,
1249.572,,,43.6170212766,,,,56.6037735849,,,,,,,,,
1250.152,,,,,,,,,,63.6363636364,,,,,,
1251.324,,,,,,,56.6037735849,,,,,,,,,
1252.05,,,,,,51.9230769231,,,,,,,,,,
1253.076,,,,,,,56.6037735849,,,,,,54.5454545455,,,
1253.698,,,42.5531914894,,,,,,,,,,,,,
1254.22,,,,,,,,,4.4444444444,,,,,,,
1254.828,,,,,,,56.6037735849,,,,,,,,,38.7096774194
1254.996,,,,,,,,38.4615384615,,,,,,,,
1255.48,,,41.4893617021,,,,,,,,,,,,,
1255.76,,,,,,,,,,,,,,,0,
1257.326,,,,,,,,,,,,0,,,,
1257.828,,,,,,,,,,,,,45.4545454545,,,
1258.556,,,,,21.0526315789,,58.4905660377,,,,,,,,,
1259.954,,36.3636363636,,,,,,,,,,,,,,
1260.084,,,40.4255319149,,,,,,,,,,,,,
1261.836,,,39.3617021277,,,,,,,,,,,,,
1262.196,,,,,,53.8461538462,,,,,,,,,,
1263.034,,,,,,,,,,,,,,12.5,,
1263.834,,,,,,55.7692307692,,,,,,,,,,
1264.818,,,,,,,,,,,,,,0,,
1265.34,,,,,,,,,,,,9.0909090909,,,,
1266.196,,,,,,,,,,72.7272727273,,,,,,
