Time (min),CLK,clk,CRY,cry,CWO,cwo,CYC/CLK,pdp1,PDP1,per,PER,PER/TIM-p,tim,TIM,VRI,vri,clk_data,CLK_data,CLK/CYC_data,per_data,PER_data,tim_data,TIM_data,PER/TIM_data,cwo_data,CWO_data,pdp1_data,PDP1_data,vri_data,VRI_data,CRY_data
5.8621,,,,,,92.8571428571,,,,,,,94.1176470588,,,96.2264150943,,,,,,,,,,,,,,,
5.868,,,,,,,96.6666666667,,,,,,,,,,,,,,,,,,,,,,,,
5.874,,,,,,,95.5555555556,,,29.4117647059,,,,,,,,,,,,,,,,,,,,,
5.8757,,,,,,,,,,,,,,,63.1578947368,,,,,,,,,,,,,,,,
5.8774,,,,,,,,,,,,,,,,98.1132075472,,,,,,,,,,,,,,,
5.8782,,,,,95.652173913,,,,,,,,,,,,,,,,,,,,,,,,,,
5.8799,,,,,,,,,,23.5294117647,,,,,,,,,,,,,,,,,,,,,
5.8909,,,5.3191489362,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.8943,,,,,,,,,,,,,88.2352941176,,,,,,,,,,,,,,,,,,
5.8969,,,,,,,,98.5294117647,,,,,,,,,,,,,,,,,,,,,,,
5.9003,,,,,94.2028985507,,,,,,,,,,,,,,,,,,,,,,,,,,
5.9028,,94.4444444444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.9062,,,,,,91.6666666667,,,,,,,,,,,,,,,,,,,,,,,,,
5.9113,,,,,,,,,98.4615384615,,,,,,,,,,,,,,,,,,,,,,
5.9122,,,,,,92.8571428571,,,,,,,,,,98.1132075472,,,,,,,,,,,,,,,
5.9173,,,,,95.652173913,91.6666666667,,,,,,,,,,,,,,,,,,,,,,,,,
5.9223,,,,,,92.8571428571,,,,,,,,,,,,,,,,,,,,,,,,,
5.9308,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,
5.9325,,,,,,,,,,,,,94.1176470588,,,,,,,,,,,,,,,,,,
5.9359,,,,,,,,,,,,45,,,,,,,,,,,,,,,,,,,
5.9368,,,,,,,,97.0588235294,,23.5294117647,,,,,,,,,,,,,,,,,,,,,
5.9376,,100,,,,,95.5555555556,,,,,,,,,,,,,,,,,,,,,,,,
5.9419,,,,,,,,,,,,,,,64.9122807018,,,,,,,,,,,,,,,,
5.9436,,,,,,,94.4444444444,,,,,,,,,,,,,,,,,,,,,,,,
5.9461,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,
5.9495,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,
5.9512,,,,,95.652173913,,,,,,,,,,,,,,,,,,,,,,,,,,
5.9537,,,,,,91.6666666667,,98.5294117647,,,,,,,,,,,,,,,,,,,,,,,
5.958,,,,,,,95.5555555556,,,,,,88.2352941176,,,,,,,,,,,,,,,,,,
5.9631,,,,,,,,,,17.6470588235,,,,,,,,,,,,,,,,,,,,,
5.9707,,,,,,,,97.0588235294,,,,,,,,,,,,,,,,,,,,,,,
5.9716,,,,,,,,,,,,,,,,98.1132075472,,,,,,,,,,,,,,,
5.9733,,,,,,,94.4444444444,,,,,,,,,,,,,,,,,,,,,,,,
5.9767,,,,,,,,98.5294117647,,23.5294117647,,,,,,100,,,,,,,,,,,,,,,
5.9792,,,,,,,94.4444444444,,,,,,,,,,,,,,,,,,,,,,,,
5.9894,,,,,,,,,,17.6470588235,,,,,,,,,,,,,,,,,,,,,
5.9936,,,,,,,,,,,,,,,,98.1132075472,,,,,,,,,,,,,,,
5.9962,,,,,97.1014492754,,,,,,,,,,,,,,,,,,,,,,,,,,
5.9987,,,,,,,,,,,,,,,63.1578947368,,,,,,,,,,,,,,,,
6.0004,,,,,95.652173913,90.4761904762,,,,,,,,,,,,,,,,,,,,,,,,,
6.0038,,,,,,,,,,,,,94.1176470588,,,,,,,,,,,,,,,,,,
6.0047,,,,,,,,98.5294117647,,,,,,,64.9122807018,,,,,,,,,,,,,,,,
6.0157,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,
6.0182,,,,,,,93.3333333333,,,,,,,,,,,,,,,,,,,,,,,,
6.0216,,,,,,,,,,,,,,,,98.1132075472,,,,,,,,,,,,,,,
6.0242,,,,,,90.4761904762,,,,,,,88.2352941176,,,,,,,,,,,,,,,,,,
6.0301,,,,,,91.6666666667,,,,,,,,,,,,,,,,,,,,,,,,,
6.0327,,,,,,,,,,,,,,70,,,,,,,,,,,,,,,,,
6.0352,,94.4444444444,,,97.1014492754,90.4761904762,,,,,,,,,,,,,,,,,,,,,,,,,
6.0386,,,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,
6.0412,,,,,,91.6666666667,,,,11.7647058824,,,,,,,,,,,,,,,,,,,,,
6.0437,,,,,,,92.2222222222,,,,,,,,,,,,,,,,,,,,,,,,
6.0471,,,,,,89.2857142857,,,,17.6470588235,,,,,,,,,,,,,,,,,,,,,
6.0496,,,,,,,94.4444444444,,,,,,,,,,,,,,,,,,,,,,,,
6.0513,,,,,,90.4761904762,,,,,,,,,,,,,,,,,,,,,,,,,
6.0539,,,,,95.652173913,,,,,,,,,,,100,,,,,,,,,,,,,,,
6.0556,,,,,,,93.3333333333,,,,,,,,,,,,,,,,,,,,,,,,
6.0666,,,,,,,,,,11.7647058824,,,,,,,,,,,,,,,,,,,,,
6.0683,,,,,,,93.3333333333,,,,,,,,,,,,,,,,,,,,,,,,
6.0743,,,,,,,92.2222222222,,,,,,,,,,,,,,,,,,,,,,,,
6.0751,,,,,97.1014492754,,,,98.4615384615,,,45,94.1176470588,,66.6666666667,,,,,,,,,,,,,,,,
6.0802,,,,,,,,,,,,,,,,98.1132075472,,,,,,,,,,,,,,,
6.0836,,,,,,,,,,17.6470588235,,,,,,,,,,,,,,,,,,,,,
6.0861,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,
6.087,,,,,,,,,,,,,88.2352941176,,,,,,,,,,,,,,,,,,
6.0895,,,,,,,,,,11.7647058824,,,,,,,,,,,,,,,,,,,,,
6.0921,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,
6.0955,,,,,,89.2857142857,,100,,,,,,,,,,,,,,,,,,,,,,,
6.1006,,,,,,,,98.5294117647,,,,,,,,,,,,,,,,,,,,,,,
6.1031,,,,,95.652173913,,,,,,,,,,,,,,,,,,,,,,,,,,
6.115,,,,,97.1014492754,,,,,,,,,,,,,,,,,,,,,,,,,,
6.1235,,,,,,,91.1111111111,,,,,,,,,,,,,,,,,,,,,,,,
6.1269,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,
6.1294,,,,,,,91.1111111111,,,,,,,,,,,,,,,,,,,,,,,,
6.1311,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,
6.132,,,,,,,,98.5294117647,,,,,,,,98.1132075472,,,,,,,,,,,,,,,
6.1362,,,4.2553191489,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.1405,,,,,,,,,,,,,,70,,,,,,,,,,,,,,,,,
6.1413,,,,,,88.0952380952,,,,,,,,,,,,,,,,,,,,,,,,,
6.143,,,,,,,,,,,,,,,68.4210526316,,,,,,,,,,,,,,,,
6.1439,,,,,,,,,,5.8823529412,,,,,,,,,,,,,,,,,,,,,
6.1473,,,,,,86.9047619048,92.2222222222,,,,,,,,,,,,,,,,,,,,,,,,
6.1498,,,,,,,,,,11.7647058824,,,,,,,,,,,,,,,,,,,,,
6.1532,,,,,,88.0952380952,91.1111111111,100,,,,,,,,,,,,,,,,,,,,,,,
6.1583,,,,,,86.9047619048,,,98.4615384615,,,,,,,,,,,,,,,,,,,,,,
6.1634,,,,,,88.0952380952,,,,,,,,,,,,,,,,,,,,,,,,,
6.1659,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,
6.1685,,88.8888888889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.1693,,,,,,86.9047619048,,,,5.8823529412,,,,,,,,,,,,,,,,,,,,,
6.171,,,,,,,,98.5294117647,,,,,,,,,,,,,,,,,,,,,,,
6.1753,,,,,,88.0952380952,,,,,,,,,,,,,,,,,,,,,,,,,
6.1812,,,,,,86.9047619048,,,,,,45,,,,,,,,,,,,,,,,,,,
6.1854,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,
6.1871,,,,,,88.0952380952,,,100,,,,,,,98.1132075472,,,,,,,,,,,,,,,
6.1931,,,,,,85.7142857143,,,,,,,,,,,,,,,,,,,,,,,,,
6.1948,,,,,,,,,,,,,,,66.6666666667,,,,,,,,,,,,,,,,
6.199,,,,,98.5507246377,86.9047619048,,,,,,,,,,,,,,,,,,,,,,,,,
6.2033,,,,,,,,98.5294117647,,,,,,,,100,,,,,,,,,,,,,,,
6.205,,,,,97.1014492754,85.7142857143,,,,,,,,,,,,,,,,,,,,,,,,,
6.2092,,,,,,,,100,,,,,,,68.4210526316,,,,,,,,,,,,,,,,
6.2109,,94.4444444444,,,,86.9047619048,,,,,,,,,,,,,,,,,,,,,,,,,
6.2143,,,,,,,90,98.5294117647,,,,,82.3529411765,,,,,,,,,,,,,,,,,,
6.2168,,,,,,86.9047619048,,,,,,,,,,,,,,,,,,,,,,,,,
6.2202,,,,,,,90,,,0,,,88.2352941176,,,,,,,,,,,,,,,,,,
6.2253,,,,,,,,,,5.8823529412,,,,,,,,,,,,,,,,,,,,,
6.2279,,,,,,86.9047619048,,,,,,,,,,,,,,,,,,,,,,,,,
6.2364,,,,,,,91.1111111111,97.0588235294,,,,,,,,,,,,,,,,,,,,,,,
6.2398,,,,,98.5507246377,85.7142857143,,,98.4615384615,,,,,,,,,,,,,,,,,,,,,,
6.2423,,,,,,,90,98.5294117647,,,,,,,,,,,,,,,,,,,,,,,
6.2449,,,,,,,,,100,0,,,,,,,,,,,,,,,,,,,,,
6.2466,,,,,,,,,,,,50,,80,,,,,,,,,,,,,,,,,
6.2559,,,,,97.1014492754,,,,,,,,,,,98.1132075472,,,,,,,,,,,,,,,
6.2618,,,,,,,,,,5.8823529412,,,,,,,,,,,,,,,,,,,,,
6.2678,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
6.2703,,,,,,,88.8888888889,,,,,,,,,,,,,,,,,,,,,,,,
6.2763,,,,,,,,,,,,,,,70.1754385965,,,,,,,,,,,,,,,,
6.2788,,,,,,,,,,,,,82.3529411765,,,100,,,,,,,,,,,,,,,
6.283,,,,,98.5507246377,,,,,,,,,,,,,,,,,,,,,,,,,,
6.2847,,,,,,,90,,,,,,,,,,,,,,,,,,,,,,,,
6.2907,,,,,,,88.8888888889,,,,,,,,,,,,,,,,,,,,,,,,
6.2932,,,,,,,,,,,,,,,,98.1132075472,,,,,,,,,,,,,,,
6.2958,,,,,,84.5238095238,90,,,,,,,,,,,,,,,,,,,,,,,,
6.2975,,,,,,,,,,,,,88.2352941176,,,,,,,,,,,,,,,,,,
6.3,,,,,,,,,,5.8823529412,,,,,,,,,,,,,,,,,,,,,
6.3017,,,,,,83.3333333333,88.8888888889,,,,,,,,,,,,,,,,,,,,,,,,
6.3051,,,,,97.1014492754,84.5238095238,,,,,,45,,,,,,,,,,,,,,,,,,,
6.317,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,
6.3212,,,,,,,,,98.4615384615,0,,,,,,,,,,,,,,,,,,,,,
6.3246,,,,,98.5507246377,,88.8888888889,,,,,,,,,,,,,,,,,,,,,,,,
6.3306,,,,,,,88.8888888889,,,,,,,70,,,,,,,,,,,,,,,,,
6.3365,,,,,,,,,,5.8823529412,,,,,,,,,,,,,,,,,,,,,
6.3408,,,,,,83.3333333333,,,,,,,,,,,,,,,,,,,,,,,,,
6.3416,,,,,,,,,,0,,,82.3529411765,,71.9298245614,,,,,,,,,,,,,,,,
6.3459,,,,,,,,,,,,,,,,98.1132075472,,,,,,,,,,,,,,,
6.3467,,,,,,82.1428571429,87.7777777778,,100,,,,,,,,,,,,,,,,,,,,,,
6.3501,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,
6.3526,,,,,,83.3333333333,87.7777777778,,,,,,,,,,,,,,,,,,,,,,,,
6.356,,,,,97.1014492754,,,,,,,,,,,,,,,,,,,,,,,,,,
6.3586,,,,,,82.1428571429,,,,,,,,,,,,,,,,,,,,,,,,,
6.3637,,,,,,83.3333333333,,98.5294117647,,,,,,80,,,,,,,,,,,,,,,,,
6.3688,,,,,98.5507246377,,,,,,,50,,,,,,,,,,,,,,,,,,,
6.3696,,,,,,82.1428571429,,,,,,,,,,,,,,,,,,,,,,,,,
6.3739,,,,,,,,,,5.8823529412,,,,,,,,,,,,,,,,,,,,,
6.3747,,,,,,83.3333333333,87.7777777778,,,,,,88.2352941176,,,,,,,,,,,,,,,,,,
6.3806,,,,,,82.1428571429,,,,,,,,,,,,,,,,,,,,,,,,,
6.3866,,,,,,83.3333333333,,,,,,,,,,,,,,,,,,,,,,,,,
6.3874,,,,,,,,,,,,,,,70.1754385965,100,,,,,,,,,,,,,,,
6.3925,,100,,,,82.1428571429,,,,,,,,,,,,,,,,,,,,,,,,,
6.3934,,,,,,,,,,,,,,,,98.1132075472,,,,,,,,,,,,,,,
6.3968,,,,,,,,98.5294117647,,,,,,,,,,,,,,,,,,,,,,,
6.3985,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
6.4019,,,,,,,86.6666666667,,,,,,,,,,,,,,,,,,,,,,,,
6.4044,,,,,,,,,,,,,82.3529411765,,,,,,,,,,,,,,,,,,
6.4053,,,,,,,,,98.4615384615,,,,,,,,,,,,,,,,,,,,,,
6.4061,,,,,97.1014492754,,,,,,,,,,,,,,,,,,,,,,,,,,
6.407,,,,,,80.9523809524,,,,,,,,,,,,,,,,,,,,,,,,,
6.4078,,,,,,,,,100,5.8823529412,,,,,71.9298245614,,,,,,,,,,,,,,,,
6.4121,,,,,98.5507246377,,,,,,,,,,,,,,,,,,,,,,,,,,
6.4129,,,,,,,,,,,,55,,,,,,,,,,,,,,,,,,,
6.4188,,,,,,,,,,,,,,70,,,,,,,,,,,,,,,,,
6.4231,,94.4444444444,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
6.4256,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,
6.4274,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,
6.4316,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,
6.4324,,,3.1914893617,,,,,98.5294117647,,,,,,,,,,,,,,,,,,,,,,,
6.4485,,,,,,79.7619047619,,,,,,,,,,,,,,,,,,,,,,,,,
6.4502,,,,,,,,,,,,,,,,98.1132075472,,,,,,,,,,,,,,,
6.4536,,,,,,,85.5555555556,,,,,,,,,,,,,,,,,,,,,,,,
6.4579,,,,,,,84.4444444444,100,,,,,,,,,,,,,,,,,,,,,,,
6.4638,,,,,,,86.6666666667,98.5294117647,,,,,,,,,,,,,,,,,,,,,,,
6.4672,,,,,,,,,,,,,76.4705882353,,,,,,,,,,,,,,,,,,
6.4681,,,,,,,,,,,,55,,,,,,,,,,,,,,,,,,,
6.4698,,,,,,,85.5555555556,,,,,,,,,,,,,,,,,,,,,,,,
6.4706,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,
6.474,,,,,,,,,,,,,,,73.6842105263,,,,,,,,,,,,,,,,
6.4833,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.485,,,,,,,,,,5.8823529412,,,,,,,,,,,,,,,,,,,,,
6.4876,,,,,,,,,98.4615384615,,,,,,,,,,,,,,,,,,,,,,
6.4893,,,,,,,,,,,,,,80,,,,,,,,,,,,,,,,,
6.491,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,
6.4944,,,,,,,84.4444444444,,,,,,,,,,,,,,,,,,,,,,,,
6.4969,,,,,,,,98.5294117647,,,,,,,,,,,,,,,,,,,,,,,
6.5003,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
6.5029,,,,,,,,,,,,,,,,98.1132075472,,,,,,,,,,,,,,,
6.5054,,,,,,78.5714285714,,,,,,,,,,,,,,,,,,,,,,,,,
6.5088,,,,,,,,,100,,,,,,,100,,,,,,,,,,,,,,,
6.5114,,,,,,77.380952381,,,,,,,,,,,,,,,,,,,,,,,,,
6.5147,,,,,,,,,,,,,,,,98.1132075472,,,,,,,,,,,,,,,
6.5164,,,,,,78.5714285714,,,,,,,,,,,,,,,,,,,,,,,,,
6.5224,,,,,,77.380952381,,,,,,,,,,,,,,,,,,,,,,,,,
6.5283,,,,,,78.5714285714,,,,,,,,,,,,,,,,,,,,,,,,,
6.5334,,,,,,77.380952381,,,,,,,,,,,,,,,,,,,,,,,,,
6.5351,,,,,,,84.4444444444,97.0588235294,,,,,,,,,,,,,,,,,,,,,,,
6.5394,,,,,,78.5714285714,,,,,,,,,,,,,,,,,,,,,,,,,
6.5411,,,,,,,83.3333333333,,,,,,,,,,,,,,,,,,,,,,,,
6.5428,,,,,,,,,,,,,,,75.4385964912,,,,,,,,,,,,,,,,
6.5453,,,,,,77.380952381,,,,,,,,,,,,,,,,,,,,,,,,,
6.5487,,94.4444444444,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,
6.5504,,,,,,78.5714285714,,,,,,,,,,,,,,,,,,,,,,,,,
6.5538,,,,,98.5507246377,,,98.5294117647,,,,,,,,,,,,,,,,,,,,,,,
6.5555,,,,,,,84.4444444444,,,,,,,,,,,,,,,,,,,,,,,,
6.5563,,,,,,77.380952381,,,,,,,,,,,,,,,,,,,,,,,,,
6.5614,,,,,,,83.3333333333,,,,,,,,,,,,,,,,,,,,,,,,
6.5623,,,,,,77.380952381,,,,5.8823529412,,,,,,,,,,,,,,,,,,,,,
6.5682,,,,,,76.1904761905,,97.0588235294,,,,,,,,,,,,,,,,,,,,,,,
6.5742,,100,,,,77.380952381,,,,,,,,,73.6842105263,,,,,,,,,,,,,,,,
6.5759,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
6.5776,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,
6.5801,,,,,,76.1904761905,,,,,,,,,,,,,,,,,,,,,,,,,
6.586,,,,,,77.380952381,82.2222222222,,,,,,,,,,,,,,,,,,,,,,,,
6.5869,,,,,,,,98.5294117647,,,,,,,,,,,,,,,,,,,,,,,
6.5911,,,,,,76.1904761905,82.2222222222,,,,,,,,,100,,,,,,,,,,,,,,,
6.5928,,,,,,,,,,,,,70.5882352941,,,,,,,,,,,,,,,,,,
6.5954,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,
6.6005,,,,,,,,97.0588235294,,,,,,,,,,,,,,,,,,,,,,,
6.6013,,,,,98.5507246377,,,,,,,,,,,,,,,,,,,,,,,,,,
6.6022,,,,,,,,,,5.8823529412,,,,,,,,,,,,,,,,,,,,,
6.6039,,,,,,,,,,,,,,,,98.1132075472,,,,,,,,,,,,,,,
6.6098,,,,,,,,,,,,,,,75.4385964912,,,,,,,,,,,,,,,,
6.6123,,,,,,,,,,,,,76.4705882353,90,,,,,,,,,,,,,,,,,
6.6157,,,,,,75,,,,,,,,,,,,,,,,,,,,,,,,,
6.6208,,,,,,,,98.5294117647,,,,,,,,,,,,,,,,,,,,,,,
6.6217,,,,,,73.8095238095,,,,,,,,,,,,,,,,,,,,,,,,,
6.6251,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
6.6268,,,,,,,81.1111111111,,,,,,,,,,,,,,,,,,,,,,,,
6.6276,,,,,,75,,,,,,,,,,,,,,,,,,,,,,,,,
6.6302,,,,,,,,,,,,55,,,,,,,,,,,,,,,,,,,
6.6327,,,,,,73.8095238095,,97.0588235294,,,,,,,,100,,,,,,,,,,,,,,,
6.6387,,,,,,75,,,,,,,,,,,,,,,,,,,,,,,,,
6.6412,,,,,,,,,,5.8823529412,,,,,,,,,,,,,,,,,,,,,
6.6446,,,,,100,73.8095238095,,,,,,,,,,,,,,,,,,,,,,,,,
6.6471,,,,,,,82.2222222222,,,0,,,,,,,,,,,,,,,,,,,,,
6.6505,,,,,98.5507246377,75,,,,,,,,,,,,,,,,,,,,,,,,,
6.6514,,,,,,,,,,,,,,,,98.1132075472,,,,,,,,,,,,,,,
6.6522,,,,,,,,,98.4615384615,,,,,,,,,,,,,,,,,,,,,,
6.6531,,,,,,,81.1111111111,98.5294117647,,,,,,,,,,,,,,,,,,,,,,,
6.6548,,,,,,73.8095238095,,,,,,,70.5882352941,,,96.2264150943,,,,,,,,,,,,,,,
6.6607,,,,,,75,,,,,,,,,,,,,,,,,,,,,,,,,
6.6667,,,,,,73.8095238095,,97.0588235294,,,,,,,,,,,,,,,,,,,,,,,
6.6675,,,,,,,80,,,,,,,,,,,,,,,,,,,,,,,,
6.6718,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,
6.6726,,94.4444444444,,,,73.8095238095,78.8888888889,,100,,,,,,,,,,,,,,,,,,,,,,
6.6752,,,,,,,,,,,,,,,,98.1132075472,,,,,,,,,,,,,,,
6.6769,,,,,,,,,,,,,,,77.1929824561,,,,,,,,,,,,,,,,
6.6785,,,,,,72.619047619,,,,,,,,,,,,,,,,,,,,,,,,,
6.6845,,,,,,,,,,5.8823529412,,,,,,,,,,,,,,,,,,,,,
6.6879,,,,,,,,98.5294117647,,,,,,,,,,,,,,,,,,,,,,,
6.6913,,,,,,,,,,,,,,80,,,,,,,,,,,,,,,,,
6.6938,,,,,,,,97.0588235294,,,,,,,,,,,,,,,,,,,,,,,
6.6947,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,
6.6989,,,,,,,,,,,,,76.4705882353,,,,,,,,,,,,,,,,,,
6.7006,,,,,98.5507246377,,,,,0,,,,,,,,,,,,,,,,,,,,,
6.7116,,,,,,,,,,,,,,,,96.2264150943,,,,,,,,,,,,,,,
6.7176,,,,,,,77.7777777778,,,,,,70.5882352941,,,98.1132075472,,,,,,,,,,,,,,,
6.7227,,,,,,,,98.5294117647,,,,,,,,,,,,,,,,,,,,,,,
6.7261,,,,,,,,,,5.8823529412,,,,,,,,,,,,,,,,,,,,,
6.7286,,,,,,,,97.0588235294,,,,,,,,,,,,,,,,,,,,,,,
6.7346,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,
6.738,,,,,,71.4285714286,,,,,,,,,,,,,,,,,,,,,,,,,
6.7405,,,,,,,,,,,,65,,,,,,,,,,,,,,,,,,,
6.7431,,,,,,70.2380952381,,,,,,,,,78.9473684211,,,,,,,,,,,,,,,,
6.7447,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,
6.7456,,,,,,,,,,,,,,90,,,,,,,,,,,,,,,,,
6.7507,,,,,98.5507246377,,,,,0,,,,,,,,,,,,,,,,,,,,,
6.7549,,,,,,,,,,,,,,,77.1929824561,,,,,,,,,,,,,,,,
6.7566,,100,,,,,,98.5294117647,,,,,,,,,,,,,,,,,,,,,,,
6.7592,,,,,,,77.7777777778,,,,,,,,,,,,,,,,,,,,,,,,
6.7626,,,,,,,,97.0588235294,,,,,,,,,,,,,,,,,,,,,,,
6.7651,,,,,,,76.6666666667,,,,,,,,,,,,,,,,,,,,,,,,
6.7677,,,,,,,,,,5.8823529412,,,,,,,,,,,,,,,,,,,,,
6.7736,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
6.7795,,,,,,,,,,,,,64.7058823529,,,,,,,,,,,,,,,,,,
6.7855,,,,,,,,,,,,,70.5882352941,,,96.2264150943,,,,,,,,,,,,,,,
6.7872,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,
6.7914,,,,,,,,97.0588235294,,,,,,,,,,,,,,,,,,,,,,,
6.7948,,94.4444444444,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,
6.8008,,,,,98.5507246377,67.8571428571,,,,,,,,,,,,,,,,,,,,,,,,,
6.805,,,,,,69.0476190476,,,,,,,,,,98.1132075472,,,,,,,,,,,,,,,
6.8101,,,,,,,75.5555555556,,,5.8823529412,,,,,,,,,,,,,,,,,,,,,
6.8109,,,,,,67.8571428571,,,,,,,,,78.9473684211,96.2264150943,,,,,,,,,,,,,,,
6.8169,,,,,,69.0476190476,,,98.4615384615,,,,,,,,,,,,,,,,,,,,,,
6.8203,,,2.1276595745,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.822,,,,,,67.8571428571,,,,,,,,,,,,,,,,,,,,,,,,,
6.8245,,,,,,,,95.5882352941,,,,,,,,,,,,,,,,,,,,,,,
6.8262,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
6.839,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,
6.8424,,,,,,,,,,,,,64.7058823529,,,,,,,,,,,,,,,,,,
6.8483,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.8491,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,
6.8508,,,,,,,74.4444444444,,,,,,,,,98.1132075472,,,,,,,,,,,,,,,
6.8542,,,,,,,,,,5.8823529412,,,,,,,,,,,,,,,,,,,,,
6.8551,,,,,98.5507246377,,,,,,,,,,,,,,,,,,,,,,,,,,
6.8585,,,,,,66.6666666667,,,,,,,,,,,,,,,,,,,,,,,,,
6.8644,,,,,,65.4761904762,,,,,,,,,,,,,,,,,,,,,,,,,
6.8687,,,,,,,,,,,,,,,,96.2264150943,,,,,,,,,,,,,,,
6.8712,,,,,,,74.4444444444,,,,,,,,,,,,,,,,,,,,,,,,
6.8755,,,,,,65.4761904762,74.4444444444,,,0,,,,,,,,,,,,,,,,,,,,,
6.878,,,,,,,,,,,,,70.5882352941,,,,,,,,,,,,,,,,,,
6.8797,,,,,,,,,,,,,,,80.701754386,,,,,,,,,,,,,,,,
6.8814,,,,,,,,,,,,65,,100,,,,,,,,,,,,,,,,,
6.8958,,,,,,,,,,,,,,,,98.1132075472,,,,,,,,,,,,,,,
6.8992,,,,,,,,,98.4615384615,,,,,,,,,,,,,,,,,,,,,,
6.9009,,,,,,,73.3333333333,,,,,,,,,,,,,,,,,,,,,,,,
6.9043,,,,,,,,,100,,,,64.7058823529,,,,,,,,,,,,,,,,,,
6.9069,,,,,,,72.2222222222,,,,,,,,,,,,,,,,,,,,,,,,
6.9128,,,,,,,73.3333333333,,,,,,,,,,,,,,,,,,,,,,,,
6.9136,,94.4444444444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.9162,,,,,,,72.2222222222,,,,,70,,,,,,,,,,,,,,,,,,,
6.9196,,,,,,,,,,,,,,,,94.3396226415,,,,,,,,,,,,,,,
6.9213,,,,,,,73.3333333333,,,,,,,,,,,,,,,,,,,,,,,,
6.9255,,,,,,64.2857142857,,,,,,,,,,,,,,,,,,,,,,,,,
6.9272,,,,,,,73.3333333333,,,,,,,,,,,,,,,,,,,,,,,,
6.9298,,,,,,,,94.1176470588,,,,,,,,,,,,,,,,,,,,,,,
6.9315,,,,,,63.0952380952,,,,,,,,,,,,,,,,,,,,,,,,,
6.9349,,,,,,,,95.5882352941,,,,,,,78.9473684211,,,,,,,,,,,,,,,,
6.9383,,,,,,,,,,,,65,,,,,,,,,,,,,,,,,,,
6.9391,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.9408,,,,,,,72.2222222222,,,,,,,,,,,,,,,,,,,,,,,,
6.9425,,,,,,,,,,5.8823529412,,,,,,96.2264150943,,,,,,,,,,,,,,,
6.9467,,,,,,,,,,0,,,,,80.701754386,,,,,,,,,,,,,,,,
6.9578,,,,,,,71.1111111111,,,,,,,,,,,,,,,,,,,,,,,,
6.962,,,,,,,,94.1176470588,,,,,,,,,,,,,,,,,,,,,,,
6.9688,,,,,,,72.2222222222,,,,,,,,,,,,,,,,,,,,,,,,
6.9748,,,,,,,,95.5882352941,,,,,,,,94.3396226415,,,,,,,,,,,,,,,
6.9807,,,,,,63.0952380952,71.1111111111,,98.4615384615,,,,,,,,,,,,,,,,,,,,,,
