Time (min),CLK,clk,CRY,cry,CWO,cwo,CYC/CLK,pdp1,PDP1,per,PER,PER/TIM-p,tim,TIM,VRI,vri,clk_data,CLK_data,CLK/CYC_data,per_data,PER_data,tim_data,TIM_data,PER/TIM_data,cwo_data,CWO_data,pdp1_data,PDP1_data,vri_data,VRI_data,CRY_data
1.6295,,,,,,,,,,76.4705882353,,,,,,,77.8966493577,53.9942900211,56.0060709502,63.3765327847,94.1956504238,81.1738799272,94.768509237,99.9294451751,79.7240958793,91.4591045475,92.6662894203,99.6994728636,79.4608333916,99.2175885816,1.9230568578
1.6431,,,,23,,59.5238095238,,,,,,,,,,,78.3635834641,54.5473142442,55.5342274954,62.9189650207,93.938365524,80.7653570964,94.5179805266,99.9585230881,79.2012662239,91.8306109603,92.3819223882,99.6349718785,79.0455628814,99.3156568563,1.7259895887
1.6465,,,,,,,,41.1764705882,,,,,,,,39.6226415094,78.826909021,55.0999293825,55.0614133206,62.4603709391,93.6762094355,80.3537104543,94.2598356317,99.9799415254,78.6751273687,92.1941827482,92.0926684696,99.564278919,78.6275613729,99.4071515658,1.540183143
1.655,,,,,,,60,,,,,,,,,,79.2865633312,55.6520620492,54.5876717877,62.0007926411,93.4092329807,79.938989186,93.9941224649,99.9937501918,78.1458126392,92.5497698096,91.7985653436,99.487415443,78.2068771845,99.4920738693,1.3655238866
1.6592,,83.3333333333,,,,,58.8888888889,,,,,,,,,,79.7424839137,56.2036386691,54.113046569,61.5402725247,93.1374876084,79.5212427487,93.7208936701,100,77.6134543452,92.8973252118,91.4996515189,99.4044035612,77.7835587784,99.5704259362,1.201899574
1.6635,,88.8888888889,,,,,60,,12.3076923077,,,,,,,,80.2370997086,56.8065703911,53.5926470972,61.0352416552,92.834679628,79.0606449671,93.4133216721,99.9982388678,77.0274986484,93.2684385076,91.1670471411,99.3065342695,77.317309872,99.6486498789,1.0353421588
1.6728,,,,,,,,,,,,,,,,41.5094339623,80.7270890971,57.4086520485,53.0712999439,60.5291896658,92.526289495,78.5965489693,93.0968990765,99.9875572423,76.4382256265,93.6298237804,90.8287790749,99.2013593096,76.8480281209,99.7190141997,0.881725918
1.6754,,,86.170212766,,26.0869565217,60.7142857143,,,,,,,,,,,81.212372951,58.0097873915,52.5490635973,60.0221728398,92.2123857293,78.1290206076,92.7717136595,99.9680274047,75.8458045938,93.981430023,90.4848998319,99.0889107459,76.3757776619,99.7815262692,0.7409097254
1.6805,,,,22,,,60,,,,,,,,,,81.6928730067,58.6098803585,52.0259969724,59.5142475719,91.8930374774,77.658126234,92.437858255,99.9397230297,75.250403206,94.323210152,90.135463029,98.9692219486,75.9006229628,99.8361950035,0.612754482
1.6856,,,87.2340425532,,,,,,,,,,,,,,82.2246948469,59.2799156303,51.4398746551,58.9449697547,91.529380477,77.1273781504,92.0541823862,99.8977488832,74.5809352701,94.69389698,89.7379895297,98.8267735738,75.3656529143,99.8880752308,0.48421135
1.6889,,,,,,60.7142857143,,,,,,,,,,,82.7503247959,59.9483919013,50.8528707465,58.3747053821,91.1590933194,76.5925939952,91.6599207368,99.844994166,73.9081745884,95.0521753459,89.3337041825,98.675354946,74.8272185775,99.9301675834,0.3711563835
1.6915,,,86.170212766,,,,,,,,,,,,,,83.2696573494,60.6151751936,50.2650692557,57.8035342754,90.7822747518,76.0538680056,91.2552234615,99.7815691579,73.2323486066,95.3979959026,88.9226850177,98.5150172217,74.285410636,99.9624912307,0.2734043025
1.6932,,,,,,59.5238095238,,,,,,,,,,,83.7825883003,61.2801320934,49.6765546572,57.2315365161,90.3990239129,75.5112950091,90.84024648,99.7075867402,72.5536818247,95.731315792,88.5050113554,98.3458131891,73.7403199743,99.9850676308,0.1907731868
1.6974,,,,,,,,,,70.5882352941,,,,,,,84.3716341118,62.0519177066,48.9905126335,56.5645773129,89.9448007835,74.8748114795,90.3443156425,99.6082920883,71.7601690227,96.1036262459,88.0104011511,98.1376953074,73.1016103698,99.9991045571,0.113375319
1.7051,,,,,,,61.1111111111,,,,,,,,,,84.9517031944,62.8208366214,48.3037535072,55.8967330202,89.4821509401,74.2333925162,89.8349294407,99.4950243258,70.9634503838,96.4588888538,87.5070069695,97.9177192382,72.458717496,100,0.055959799
1.711,,,,,,60.7142857143,60,,,,,,,,,,85.522639886,63.5866798734,47.6164124452,55.2281307213,89.0112338193,73.5871898521,89.3123582185,99.3679714023,70.1638654848,96.7970652847,86.9949594445,97.6859766062,71.8117855459,99.9877994908,0.0182562044
1.7119,,,,,,,,,10.7692307692,,,,,,,,86.0842913352,64.3492394389,46.9286250801,54.5588976105,88.5322100319,72.9363560832,88.7768790093,99.2273249834,69.3617483505,97.1181273188,86.4743915131,97.4425617287,71.1609588997,99.9625525139,0
1.7153,,,,21,,,,,,,,,,,,,86.7873857728,65.3173736193,46.0503901391,53.7040609523,87.9093264691,72.0992320217,88.0751632125,99.0283857015,68.3348719128,97.5030022744,85.7978434044,97.1150979695,70.3249001008,99.9114651052,0.0045389194
1.7212,,,,,,,,,,,,,,,7.0175438596,,87.474808283,66.2793938261,45.171933656,52.8486684401,87.2738382701,71.2551334633,87.3534857946,98.8080329993,67.3050736571,97.8599595861,85.1079201546,96.7689883648,69.4830333394,99.8393351015,0.0398097123
1.7229,,,,,,,61.1111111111,39.7058823529,,,,,,,,,88.1462639725,67.2348749798,44.2935396949,51.9929837444,86.6260846679,70.4043809957,86.6124595027,98.5666852339,66.2730062282,98.189012534,84.4049104847,96.4044482289,68.6356591246,99.74629351,0.1053026083
1.7263,,,,,,61.9047619048,,,,,,,,,,,88.8014661637,68.1833955763,43.4154925526,51.1372703131,85.9664062267,69.5472964328,85.8527070905,98.3047668014,65.2393063244,98.4902006561,83.689107538,96.0216996477,67.7830779654,99.632481175,0.2005219441
1.7288,,,,,,,60,,,,,,52.9411764706,,,,89.4382254265,69.1216942275,42.5407369301,50.284385381,85.2971987993,68.6868294631,85.0772461755,98.023593627,64.2077341769,98.7628011,82.9630365651,95.6222138394,66.9281985311,99.4984876878,0.3245644513
1.7314,,,,,,60.7142857143,,,,,,,,,,,90.0582882026,70.052248211,41.6668897772,49.4319915176,84.6168195488,67.8207095407,84.2844319069,97.7228333846,63.175754266,99.0078584552,82.2248435413,95.2050904662,66.0687390122,99.3441581761,0.4772101374
1.7373,,,,,27.5362318841,61.9047619048,,41.1764705882,,,,,,,,,90.6613972173,70.9746512645,40.7942316284,48.5803457849,83.9256099009,66.9492570718,83.4749007976,97.4029216191,62.143948071,99.2254851488,81.4748306382,94.7705690741,65.2049955318,99.1696608269,0.6580069932
1.7399,,,,,,,,,,76.4705882353,,,,,,,91.2473049248,71.8885013597,39.9230420098,47.7297040199,83.2239117509,66.0727925533,82.6492923517,97.0642976846,61.1128805829,99.415816244,80.7133032516,94.3188950022,64.3372635226,98.9751727138,0.8665149784
1.7416,,,,,,,62.2222222222,,12.3076923077,,,,,,,,91.8150736771,72.7922757188,39.0546846924,46.8813808995,82.5129637851,65.1927406225,81.8093087955,96.7078612858,60.0843858899,99.5788223135,79.9415426623,93.8509153922,63.4669287314,98.7611597619,1.1019939166
1.7467,,,,,,,61.1111111111,,,,,,,,,,92.3652186725,73.6867305089,38.1883457652,46.0345628767,81.792237185,64.3083275817,80.9545706358,96.3336447541,59.0577036509,99.7149372196,79.1589147708,93.3663326877,62.5932009649,98.5275851478,1.3642712184
1.7509,,,85.1063829787,20,,,,,,,,,,,,,92.8975213356,74.5714796022,37.3242991695,45.1894978061,81.0620736896,63.4198713393,80.0857202048,95.9420936682,58.0333457707,99.8243601618,78.3657325271,92.8654083011,61.7163706227,98.2746507911,1.6529407504
1.7568,,,86.170212766,,,,,,,,,,,,,,93.4117730358,75.4461419514,36.4628169455,44.3464312407,80.3228149595,62.5276892128,79.2033970609,95.5336554651,57.0118073613,99.9073104103,77.562311369,92.3484087027,60.8367266805,98.0025663091,1.967605932
1.7602,,,,,,,61.1111111111,,,,,,,,,,93.8134469003,76.1443316284,35.7697065996,43.667750283,79.7198797384,61.8052516202,78.4820285454,95.1920649388,56.1898697988,99.9551084553,76.906751188,91.9196867591,60.1250519788,97.7691973297,2.2402091866
1.7653,,,85.1063829787,,,,,,,,,,,,,,94.2031371636,76.8355139876,35.0785825297,42.9906546155,79.111423367,61.0807592053,77.752638683,94.8400066574,55.37032275,99.9859578011,76.2448987467,91.4808191871,59.4118821379,97.5236180037,2.5292876012
1.7696,,,,,,61.9047619048,,,,,,,,,,,94.5807480503,77.5194969999,34.3895842855,42.3152687967,78.4976245455,60.3543767808,77.0155616103,94.4777166959,54.5534020566,100,75.5769225426,91.0319530106,58.6973661826,97.2659491441,2.8346449822
1.7772,,,,,,,,,,70.5882352941,,,,,,,94.9461883251,78.1960911769,33.7028502533,41.6417159744,77.8786615046,59.6262683874,76.2711287993,94.105431315,53.7393363829,99.997383848,74.9029919943,90.5732369671,57.9816521746,96.9963144171,3.1560882738
1.7823,,,,,,,,42.6470588235,,,,,,10,,43.3962264151,95.2567443159,78.7835246252,33.1022592502,41.0523231637,77.3314487504,58.9861081588,75.6121392621,93.7707288634,53.0275736086,99.9814904529,74.3068915128,90.1627495772,57.3527892206,96.7499716361,3.4512330027
1.7857,,,,,26.0869565217,,,,,,,,,,,,95.5578068663,79.3650009409,32.5036090278,40.4645162743,76.780516806,58.3448545986,74.94796321,93.4286722261,52.3183246519,99.9530013181,73.7064526595,89.7448976116,56.7232157986,96.4946011363,3.7584891998
1.7874,,,,19,,,,,,,,,,,,,95.8493217106,79.9403969655,31.9069906543,39.8783754617,76.2259850919,57.7026167946,74.2788218239,93.0794203659,51.6117304899,99.9120294741,73.1017906836,89.3197850149,56.0930298685,96.2302917814,4.0777318175
1.7908,,,,,27.5362318841,63.0952380952,,,,,,,,,,,96.1312380426,80.5095916108,31.3124944219,39.2939798421,75.6679724806,57.0595033352,73.6049341088,92.7231321527,50.9079277996,99.858692177,72.4930210182,88.8875164664,55.4623287431,95.9571338914,4.4088372247
1.7925,,,,,,,63.3333333333,,,76.4705882353,,,,,,,96.3856069445,81.0350345991,30.7597354681,38.7502961822,75.1442300774,56.4586897402,72.9720088641,92.3844563764,50.253811655,99.7978734336,71.9213468624,88.4777855724,54.8734127553,95.6943375672,4.7283989175
1.7942,,,,,,,62.2222222222,,,,,,,,,,96.6315374489,81.5548775099,30.2089744648,38.2082628206,74.6176557989,55.857294782,72.3353165873,92.0399199766,49.6023462084,99.7264925952,71.3462907814,88.0620021401,54.2842101213,95.4239919901,5.0580855374
1.8078,,,,,,,,,,,,,,0,,,96.8689945317,82.0690260695,29.660282777,37.667941461,74.0883453385,55.2554050223,71.6950323412,91.6896508851,48.9536328251,99.6446525815,70.7679468353,87.6402533067,53.6947981073,95.1461739277,5.3977996403
1.8163,,,,,,,,,13.8461538462,,,0,,,,,97.09794425,82.5773870389,29.1137311879,37.1293931018,73.556393606,54.6531065236,71.0513291764,91.3337768483,48.3077697894,99.5524584249,70.1864092683,87.212626944,53.1052533758,94.860961158,5.7474445872
1.8205,,,,18,,63.0952380952,,,,,,5,58.8235294118,,,,97.3084934144,83.0570916555,28.5941551294,36.6171037937,73.0463150416,54.0779616986,70.4339386768,90.9890148719,47.6940949277,99.4549089737,69.6284895342,86.7990935812,52.5425297057,94.5819256333,6.0903247257
1.8247,,,84.0425531915,,,,,,,,,,,,,,97.511238288,83.5313622562,28.0766528079,36.106535732,72.5339988078,53.5025961999,69.8137390689,90.6393732697,47.0831834373,99.3481213489,69.0678282389,86.3803638779,51.979819999,94.2962952042,6.4420809277
1.8307,,,85.1063829787,,,,,,,,,,,,,,97.7061546566,84.0001212201,27.561284108,35.5977396312,72.0195264242,52.9270832373,69.1908780602,90.2849615783,46.4751130517,99.232192132,68.5045073739,85.9565156706,51.4171892843,94.0041398621,6.8026309945
1.8349,,,,,,,63.3333333333,,,,,,,,,,97.8932196035,84.4632924318,27.0481083326,35.0907655375,71.5029787833,52.3514954754,68.5655011828,89.9258890556,45.8699589994,99.1072201682,67.9386084704,85.5276268768,50.8547020294,93.7055303413,7.1718932273
1.8358,,,,,,,,,,,,,,,,45.2830188679,98.0663655506,84.9051223631,26.5547611863,34.6030453314,71.0023466678,51.7957489539,67.9594332615,89.5748756916,45.288504272,98.9780699971,67.3898505201,85.1088155027,50.3118036155,93.411158608,7.5366150688
1.8417,,,84.0425531915,,,,,,,82.3529411765,,,,,,,98.2321547354,85.3416068131,26.0635656193,34.1171131619,70.4999273143,51.2400643791,67.3512841102,89.2197160115,44.7098994521,98.8406744803,66.8388388128,84.6854490801,49.7691555227,93.1109014235,7.9093101774
1.8468,,,,,,,,,,76.4705882353,,,,,,,98.3905711593,85.7726802981,25.5745735652,33.6330120582,69.9957924535,50.6845056959,66.7411818582,88.8605069164,44.1342059208,98.6951261248,66.2856467725,84.2575989179,49.2268142377,92.804824232,8.2899060737
1.8502,,,,,28.9855072464,,,,,,,,,,,,98.5415999045,86.1982785574,25.0878366084,33.150784233,69.4900134247,50.1291363043,66.1292530033,88.4973448433,43.561482791,98.5415186448,65.7303474547,83.825336407,48.6848357292,92.4929928937,8.6783305841
1.8536,,,,,,64.2857142857,,,,,,,,,,,98.6814075764,86.6069525797,24.6165905646,32.6835490576,68.9965224302,49.589159346,65.5323843912,88.1403885407,43.0072886134,98.3844591299,65.1882451074,83.4007011893,48.1580437775,92.1842109768,9.0636011665
1.8587,,,,17,,,,,,,,,,,,,98.8142013749,87.0103289161,24.1475732053,32.2181633998,68.5016075498,49.0494782694,64.9340205935,87.7798703027,42.4560099226,98.2199521232,64.6442850505,82.9720250988,47.6316981098,91.870108978,9.4561448834
1.8672,,,,,,,,,,,,,,,8.7719298246,,98.9399711387,87.4083513975,23.6808308015,31.7546643115,68.0053331532,48.5101499347,64.3342751103,87.4158774612,41.9076958099,98.0480860571,64.0985344433,82.5393745492,47.1058487559,91.5507488938,9.8558958928
1.868,,,,,,,,44.1176470588,,,,,,,,,99.0587084361,87.8009647956,23.2164091975,31.2930882508,67.5077631402,47.9712306569,63.7332595922,87.0484964192,41.3623934371,97.8689508732,63.5510598926,82.1028159541,46.5805453141,91.226193018,10.2627884079
1.8731,,94.4444444444,,,,,,,,,,,,,,,99.1680076395,88.1795981817,22.7645636312,30.843631121,67.0200234452,47.4446988533,63.144435821,86.6860600373,40.8321269779,97.6868414312,63.0141099375,81.6722132141,46.067453552,90.9038625683,10.667510296
1.8799,,,,,,,,,,,,,,,,43.3962264151,99.2705694859,88.5529578739,22.3150231179,30.3960798664,66.5311644847,46.9186632591,62.5546062679,86.3205464122,40.3048248261,97.4979528716,62.475637425,81.2379999032,45.5549761243,90.5766828955,11.0789366764
1.8825,,,82.9787234043,,,,,,,,,,,,,,99.3663890026,88.9209950416,21.8678296232,29.9504668983,66.0412446773,46.3931751027,61.9638726858,85.9520348861,39.7805264578,97.3023710616,61.9357041714,80.800238682,45.0431580133,90.2447132319,11.4970063444
1.8858,,,,,,,,,,,,,,,,45.2830188679,99.4554627306,89.2836617952,21.4230249579,29.5068238852,65.550322206,45.8682850679,61.3723349786,85.5806043362,39.2592697582,97.10018217,61.3943719008,80.3589922926,44.5320437408,89.9080130778,11.9216579843
1.8875,,,84.0425531915,,,,,,,,,,,,,,99.5363436612,89.6344285843,20.9887165427,29.0732385174,65.0674555007,45.3536220032,60.7909255719,85.2132009966,38.7505371859,96.8953467937,60.8616353952,79.9224837118,44.0310013891,89.5729250417,12.344889143
1.8892,,,,,,,,,13.8461538462,,,,,,,,99.6107192144,89.9799307118,20.5567895489,28.641610853,64.5837319422,44.8396309056,60.2089295226,84.8431335683,38.2448042329,96.6843099781,60.3276678172,79.4827361177,43.5307210737,89.2333923351,12.7743468479
1.8909,,,,,,,,,,,,10,,,,,99.6785889579,90.3201255567,20.1272829169,28.2119693308,64.0992050938,44.326358326,59.6264386313,84.4704749827,37.7421025547,96.4671544213,59.7925269295,79.0398090705,43.0312435923,88.8894719021,13.2099731155
1.8926,,,,16,,,,,,,,,,,,,99.7399537565,90.6549715331,19.700235432,27.784341981,63.6139282836,43.8138504517,59.04354323,84.0952978926,37.242462554,96.2439632738,59.2562703105,78.5937619672,42.5326093251,88.5412209839,13.651709907
1.8969,,,,,,,,,,82.3529411765,,,,,,,99.7940275166,90.9794447448,19.2821403848,27.3652300527,63.1353691797,43.3099488517,58.4692269403,83.7234500075,36.7534613006,96.0183581918,58.7271559933,78.1515251655,42.0424411096,88.1941039545,14.092626073
1.9011,,,82.9787234043,,,,,,,,,,,,,,99.8417969629,91.2986531066,18.8665044459,26.9481236835,62.6561837633,42.8068761746,57.8946893612,83.3492976741,36.2674837381,95.787061289,58.1970699368,77.7063775026,41.5531670872,87.8428980362,14.5393559313
1.902,,,,,,,62.2222222222,,,,,,,,,,99.8832655546,91.6125592665,18.4533644615,26.5330480451,62.1764216037,42.3046751109,57.3200140269,82.9729083423,35.7845551911,95.5501522452,57.6660664952,77.2583757647,41.0648245897,87.4876583008,14.9918438313
1.9071,,,,,30.4347826087,,63.3333333333,,,,,,,,,,99.9184378317,91.9211268134,18.0427572778,26.120028012,61.696131644,41.8033879425,56.7452827856,82.5943490905,35.3046998326,95.3077117965,57.1341997459,76.8075769011,40.5774505892,87.1284399389,15.4500339558
1.9096,,,,,,,,45.5882352941,,,,,52.9411764706,,,,99.9469888497,92.220473299,17.6399262103,25.7143347298,61.2215192953,41.3094544446,56.1779321906,82.2185719184,34.8340235144,95.0630271855,56.6083468538,76.3598601546,40.0973006553,86.7699710634,15.9078979239
1.911,,88.8888888889,,,,,,,,,,,,,,,99.9694145652,92.5145489132,17.2396349247,25.3106913726,60.7464862726,40.8164921107,55.6106832397,81.8408081305,34.3663856822,94.8131075542,56.0817568661,75.9095274923,39.6181649771,86.4077319899,16.3712107446
1.9122,,,,,,,62.2222222222,,,,,,,,,,99.9857218966,92.8033208202,16.8419191037,24.9091205874,60.2710786213,40.3245403162,55.0436120709,81.4611205315,33.9018063113,94.5580304695,55.5544812807,75.4566334973,39.1400779529,86.0417761256,16.8399184335
1.9156,,,,,,,,44.1176470588,,,,,,,,,99.9959179784,93.0867574071,16.4468144296,24.5096444643,59.7953417606,39.833637982,54.4767934624,81.0795713684,33.4403043272,94.2978733476,55.0265712274,75.0012328346,38.6630736356,85.6721569077,17.3139668117
1.9206,,,,,,65.4761904762,,,,,,,,,,,100,93.3618568683,16.0585759673,24.116559511,59.3244565896,39.3491010781,53.9164092692,80.7003666964,32.9868257381,94.0356006376,54.5037812301,74.548331415,38.1923127937,85.3029727949,17.788103248
1.9249,,,,,,,,,,76.4705882353,,,,,,,99.9981192995,93.6316759555,15.6729629637,23.7255662126,58.8533364928,38.8656657714,53.3564150652,80.3194599806,32.5363925079,93.768507906,53.9804695264,74.0930831611,37.7226766642,84.9303081678,18.2673599091
1.9283,,,,,,,63.3333333333,,,,,,58.8235294118,,,,99.990285822,93.8961862547,15.2900107912,23.3366849142,58.3820242265,38.3833685307,52.7968805167,79.936909752,32.0890201089,93.4966703052,53.4566850349,73.6355406163,37.2541971573,84.5542149774,18.7516839212
1.9308,,,,15,28.9855072464,,,,,,,,,,,,99.976509945,94.1553600108,14.9097551324,22.9499354785,57.9105620775,37.9022455974,52.2378739846,79.5527739841,31.6447231669,93.2201629878,52.93247649,73.1757564057,36.7869059101,84.1747450857,19.2410221885
1.9359,,,,,,65.4761904762,,,,,,,,,,,99.9570093792,94.4068828085,14.5356586668,22.568831198,57.4432879527,37.4266986828,51.6845463077,79.1706300348,31.2075203707,92.9416417947,52.4126725549,72.7180009128,36.3250740998,83.7954522378,19.7307966362
1.9376,,,81.914893617,,,,,,,,,,,,,,99.9316969971,94.6531142241,14.1642808612,22.1898581118,56.9759480486,36.9523742615,51.1318680872,78.7870411135,30.7733631365,92.6586817751,51.8925470099,72.2581468618,35.8644698367,83.4129454666,20.2253901451
1.9436,,,82.9787234043,,,,,,,,,,,,,,99.900585338,94.8940297014,13.7956579025,21.8130347088,56.5085824592,36.4793064405,50.5799033334,78.4020619421,30.3422631448,92.3713555162,51.3721465625,71.7962450012,35.4051229459,83.0272752966,20.7247506191
1.947,,,,,,,,,,82.3529411765,,,,,,,99.8636875901,95.1296054364,13.4298264815,21.4383791066,56.0412304956,36.0075289179,50.0287145337,78.0157467777,29.9142312294,92.079735454,50.8515180126,71.3323462427,34.9470629792,82.6384922523,21.2288256843
1.9529,,,,,,,,45.5882352941,,,,,,,,,99.8213686944,95.3580652788,13.0696097848,21.0687704818,55.5775312382,35.5406945498,49.482599891,77.6311403464,29.4925397208,91.7861891941,50.3347208679,70.8700974644,34.4938330588,82.2496773182,21.733625597
1.9571,,,81.914893617,,,,,,15.3846153846,,,,,,,,99.7733804564,95.5812229192,12.7122157705,20.701331217,55.1139217225,35.0751958956,48.9373697534,77.2453229741,29.0738882557,91.4885567812,49.8177900492,70.4059815968,34.0419275093,81.857896328,22.2429644846
1.9631,,,,14,30.4347826087,,,,,,,,,,,,99.7197382261,95.7990573766,12.3576824871,20.3360782048,54.6504393018,34.6110649732,48.3930828557,76.8583462239,28.6582851966,91.1869085387,49.3007706058,69.9400478382,33.591374416,81.4631984987,22.7567906676
1.9707,,,82.9787234043,,,,,,,,,,,,,,99.6604573535,96.0115482344,12.0060489138,19.9730282633,54.1871208593,34.1483335282,47.849796519,76.4702606367,28.2457383303,90.8813141865,48.7837074028,69.4723453869,33.1422016624,81.0656331065,23.2750521886
1.9707,,,81.914893617,,,,,,,,60,,,,,,99.5959963932,96.2173405637,11.6596228185,19.6145474103,53.7270270881,33.6900412622,47.3111051599,76.0836614577,27.8389192442,90.5738776926,48.2700223479,69.0059946255,32.697356846,80.6678733732,23.794269241
1.9767,,,,,,,63.3333333333,,,,,,,,,,99.5260033758,96.4178211885,11.3161382052,19.2582733035,53.2671666766,33.2331917999,46.7735121446,75.6960662301,27.43512974,90.2626835738,47.7563819739,68.5379942917,32.2539286226,80.2673800858,24.3177611496
1.9792,,,,,,,64.4444444444,,,,,,,,,,99.4504951648,96.6129723265,10.9756364578,18.9042217587,52.8075746289,32.7778154787,46.2370714222,75.3075228005,27.0343755056,89.9478000409,47.2428300403,68.0683923602,31.8119437112,79.8642013317,24.8454764849
1.9851,,,,,,66.6666666667,,,,,,,,,,,99.369490137,96.8027771363,10.6381602015,18.5524085917,52.3482855572,32.323942409,45.7018357455,74.9180789229,26.6366615178,89.6292947008,46.7294099382,67.5972363158,31.3714287013,79.4583850795,25.3773635394
1.9945,,,80.8510638298,,,,,47.0588235294,,,,,,,,,99.2835030581,96.9862074491,10.3056062732,18.2047888699,51.8918874054,31.8741159473,45.17082556,74.5299562661,26.2441807398,89.3090371606,46.2190214083,67.1272086514,30.9348494582,79.0522596768,25.9103756044
1.9962,,,,,,,,,,,,,,,,47.1698113208,99.1921170998,97.1643192831,9.9761325233,17.8594133547,51.435855973,31.4258347464,44.6411089033,74.1410350795,25.8547148163,88.9853304528,45.7088487282,66.6557376724,30.4997757515,78.643620561,26.4474105146
1.9979,,,,,,,64.4444444444,,,,,,,,,,99.095351936,97.337097961,9.6497853004,17.5162973049,50.9802242278,30.9791277361,44.1127355369,73.7513606084,25.4682670991,88.6582403734,45.1989344601,66.1828698031,30.0662333078,78.23251472,26.9884168961
2.0013,,,,13,,,,,,,,,,,,,98.9932274568,97.5045296521,9.3266128146,17.175455831,50.525024668,30.5340238459,43.5857539716,73.3609772621,25.0848404999,88.3278319643,44.6893209816,65.7086513047,29.6342477389,77.8189890523,27.5333431247
2.003,,,81.914893617,,,,,,,,,,,,,,98.8862925873,97.6658365497,9.0081921176,16.8385227843,50.0724696691,30.0926751781,43.0627293482,72.9718065291,24.7062550225,87.995778651,44.1824930081,65.2354125305,29.2059055527,77.4050911081,28.0794955568
2.0089,,,80.8510638298,,,,,,,,,,,,,,98.7740911511,97.821822146,8.6930165532,16.5038725182,49.6204059786,29.6529707768,42.5411769601,72.5820201988,24.330665982,87.6605668201,43.6760467104,64.760927072,28.7791558041,76.9888888898,28.6294277374
2.0149,,,,,,,63.3333333333,,,,,,,,,,98.6566445517,97.9724748684,8.3811396218,16.1715200691,49.1688643718,29.2149387543,42.0211427621,72.1916605436,23.9580748679,87.3222600041,43.1700240055,64.285240048,28.3540236303,76.5704283153,29.1830882367
2.0165,,,,,31.884057971,,,45.5882352941,,,,,,,,,98.533974625,98.117783709,8.0726172172,15.8414805101,48.7178755456,28.778607041,41.5026712947,71.8007691855,23.5884828314,86.9809209811,42.6644664419,63.8083965773,27.9305341395,76.1497552429,29.740425403
2.0199,,,,,,,65.5555555556,,,,,,,,,,98.4066551588,98.2571586559,7.7687888771,15.5151480426,48.2693704343,28.3458353544,40.9879855133,71.4110411075,23.2234323239,86.6380725699,42.1615478119,63.3324621746,27.5104902855,75.7287055251,30.2990109609
2.0259,,,,,,,64.4444444444,,,,,,,,,,98.2742016549,98.3912151241,7.4684049177,15.1911391576,47.8214729981,27.9148049418,40.4749358813,71.0208668004,22.861356653,86.2923412002,41.6591732748,62.8554697219,27.0921250801,75.3055523533,30.8611394741
2.0276,,,,,,,,,,,,,,,,45.2830188679,98.1366372464,98.5199442694,7.1715285476,14.8694691882,47.3742122111,27.4855434612,39.9635646553,70.6302858424,22.5022558526,85.9437876882,41.1573844712,62.3774632775,26.6754634735,74.8803406645,31.4267594574
2.0284,,,,,,,,,16.9230769231,,,,,,,,97.9939861473,98.6433378125,6.8782260858,14.5501536904,46.9276171258,27.0580785252,39.4539128953,70.2393374398,22.1461296179,85.5924728502,40.6562228578,61.8984866548,26.2605305453,74.4531152769,31.9958191478
2.0318,,,,,,66.6666666667,,,,,,,64.7058823529,,,,97.8468508996,98.7609442356,6.5896749746,14.2344238442,46.4834311274,26.6340727028,38.9479726411,69.8495666249,21.7943311784,85.2398247344,40.1576553127,61.4204328071,25.8489385638,74.0255767266,32.5660567779
2.0352,,,,,,,,47.0588235294,,,,,,,,,97.6947163051,98.873241965,6.3048115485,13.9210619091,46.0399618095,26.2119046167,38.4438185825,69.4595068713,21.4454831315,84.8845554865,39.6597929879,60.9415028535,25.4391120747,73.596128439,33.1396048189
2.0369,,,,12,,,,,,,,,,,,,97.5376076588,98.9802247909,6.0237118347,13.6100841466,45.597236737,25.7916018797,37.9414898759,69.0691951558,21.0995845629,84.5267239611,39.162677432,60.4617399548,25.0310764021,73.1648144301,33.7164116468
2.0412,,,,,,,64.4444444444,,,,,,,,,,97.3755504722,99.0818872563,5.746455828,13.3015071891,45.1552830828,25.3731923314,37.4410245905,68.6786680834,20.7566341861,84.1663882579,38.6663505621,59.9811868639,24.6248571145,72.7316785669,34.2964254708
2.0459,,,,,,67.8571428571,,,,,,,,,,47.1698113208,97.3657973787,99.0877414592,5.7301569035,13.2833064985,45.1291319141,25.3484708369,37.4114423456,68.6555319941,20.7364144249,84.1449690414,38.6369798635,59.9527008605,24.6008551464,72.7059686369,34.330877943
2.0496,,,79.7872340426,,,,,,,88.2352941176,,,,,,,97.3560272056,99.0935770332,5.7138717749,13.2651143098,45.1029834862,25.323756064,37.3818667899,68.6323953473,20.7162049898,84.1235413741,38.6076120207,59.9242122462,24.5768596495,72.6802524954,34.3653414676
2.0573,,,,,,,64.4444444444,,,,,,,,,,97.3462397368,99.0993939782,5.6976004617,13.2469305858,45.0768379558,25.2990480125,37.3522979235,68.6092580502,20.6960059147,84.1021049542,38.578247126,59.895721021,24.5528706095,72.6545301423,34.3998160168
2.0632,,,,,,67.8571428571,65.5555555556,,,,,,,,,,97.3364349721,99.1051922002,5.6813429755,13.2287553638,45.0506951662,25.2743467733,37.3227357464,68.5861201027,20.6758171657,84.0806600833,38.5488851793,59.8672272666,24.5288880694,72.6288015777,34.4343016184
