Time (min),cwo_ANIMO,cwo_ODE,
1503.9651, ,4.7482,
1504.2162,28.5714, ,
1505.4717,29.7619, ,
1507.7315, ,4.965,
1509.8657,30.9524, ,
1511.435, ,5.1878,
1512.1255,32.1429, ,
1513.8832,30.9524, ,
1515.1386, ,5.4166,
1516.3941,32.1429, ,
1518.4656,33.3333, ,
1519.4699,32.1429, ,
1520.7254,33.3333, ,
1521.0392, ,5.6515,
1521.5414, ,5.8887,
1522.6085,34.5238, ,
1523.1735, ,6.132,
1523.6757,33.3333, ,
1524.7428, ,6.3815,
1526.8771,34.5238, ,
1527.9442, ,6.6372,
1529.0113,35.7143, ,
1530.0785,34.5238, ,
1530.8945,35.7143, ,
1533.2799, ,6.9009,
1535.4141, ,7.171,
1536.7323,36.9048, ,
1536.9834, ,7.4478,
1538.9922,38.0952, ,
1540.1848, ,7.7314,
1540.3104,36.9048, ,
1540.7498,38.0952, ,
1541.1892,36.9048, ,
1542.884,38.0952, ,
1545.5205, ,8.0253,
1546.3365, ,8.3264,
1546.7759,39.2857, ,
1547.6548, ,8.6347,
1548.7219,40.4762, ,
1549.1613,39.2857, ,
1549.6007,38.0952, ,
1550.354, ,8.9503,
1550.4795,39.2857, ,
1552.4255,40.4762, ,
1553.5554, ,9.2796,
1556.1918,41.6667, ,
1557.4473,40.4762, ,
1557.8239,41.6667, ,
1558.2633,40.4762, ,
1559.5187,41.6667, ,
1560.9625, ,9.6169,
1561.4647,42.8571, ,
1562.1552,41.6667, ,
1562.5946, ,9.9621,
1563.0968, ,10.3153,
1563.2223,42.8571, ,
1568.4324,44.0476, ,
1570.1901,44.0476, ,
1570.5667, ,10.6868,
1571.7594,44.0476, ,
1572.701, ,11.0671,
1573.5798,45.2381, ,
1573.9564,44.0476, ,
1575.2746,45.2381, ,
1577.0323,46.4286, ,
1577.4717, ,11.4563,
1578.0366, ,11.8545,
1578.2249,46.4286, ,
1579.1665,45.2381, ,
1580.3592,46.4286, ,
1581.7402, ,12.2576,
1583.6861,47.619, ,
1584.4394, ,12.6699,
1585.9459,46.4286, ,
1586.0087, ,13.0914,
1586.8875,47.619, ,
1587.6408, ,13.5223,
1588.4568,47.619, ,
1588.7079, ,13.9299,
1590.0889,48.8095, ,
1591.5327,50, ,
1591.9721,48.8095, ,
1592.4115,47.619,14.3458,
1592.8509,48.8095, ,
1594.0436, ,14.7701,
1594.8596,50, ,
1595.2363,48.8095, ,
1596.3662,50, ,
1597.7472, ,15.2028,
1597.8727,51.1905, ,
1598.8771,48.8095, ,
1599.3165,50, ,
1600.9486,51.1905, ,
1601.4507, ,15.6203,
1601.8274,50, ,
1602.204,51.1905, ,
1604.0872,52.381, ,
1604.15, ,16.0456,
1605.2171,51.1905, ,
1607.163,52.381, ,
1607.728, ,16.4787,
1608.2929,52.381, ,
1610.2389,53.5714, ,
1611.0549, ,16.9197,
1611.306,52.381, ,
1613.3147,53.5714, ,
1614.3819,53.5714, ,
1614.8213, ,17.3505,
1616.1395,54.7619, ,
1617.2694,52.381, ,
1617.7088,53.5714, ,
1618.5248, ,17.7887,
1619.2781,54.7619, ,
1619.592, ,18.2345,
1620.1569,53.5714, ,
1620.5963,54.7619, ,
1622.2284, ,18.6878,
1622.2912,55.9524, ,
1622.6678,54.7619, ,
1625.0532,55.9524, ,
1625.4298, ,19.1338,
1625.4926,54.7619, ,
1626.6225,55.9524, ,
1627.0619, ,19.5869,
1628.0663,57.1429, ,
1628.5057,55.9524, ,
1628.9451,54.7619, ,
1629.1962, ,20.0474,
1629.3217,55.9524, ,
1630.2633, ,20.5151,
1630.891,55.9524, ,
1632.2092,57.1429, ,
1632.8997, ,20.9774,
1633.4647, ,21.4468,
1633.5275,57.1429, ,
1636.6661, ,21.9232,
1637.7332, ,22.4067,
1638.0471,58.3333, ,
1639.8047, ,22.8861,
1640.8718, ,23.3724,
1641.8134,58.3333, ,
1643.0061, ,23.8656,
1643.5083,59.5238, ,
1643.9477,58.3333, ,
1644.8265,59.5238, ,
1646.2075, ,24.3658,
1646.8352,58.3333, ,
1647.2746,59.5238,24.8628,
1650.476,60.7143, ,
1651.3548,59.5238, ,
1653.0497,60.7143, ,
1653.6774, ,25.3666,
1654.0541,60.7143, ,
1655.8117,61.9048, ,
1656.2511,60.7143, ,
1656.3766, ,25.8772,
1656.6905,60.7143, ,
1658.3854,60.7143, ,
1659.578, ,26.3945,
1659.7663,61.9048, ,
1661.9634,60.7143, ,
1662.34,61.9048, ,
1663.4071,61.9048, ,
1664.3487, ,26.9095,
1665.1648,63.0952, ,
1665.2276,61.9048, ,
1666.4202,63.0952, ,
1666.6713,61.9048, ,
1666.9852, ,27.431,
1667.5501, ,27.9592,
1668.0523, ,28.4941,
1669.0567,63.0952, ,
1669.1194, ,29.0271,
1670.061,63.0952, ,
1671.2537, ,29.5666,
1671.8187,61.9048,30.1125,
1673.1369,63.0952, ,
1675.7105,64.2857, ,
1676.0872, ,30.6649,
1676.15,63.0952, ,
1678.2214, ,31.216,
1679.7908,64.2857, ,
1682.9922,63.0952, ,
1683.4316,64.2857, ,
1686.1935,65.4762, ,
1687.1351,64.2857, ,
1688.7044,64.2857, ,
1689.3949, ,31.7734,
1689.9599,65.4762, ,
1693.0985, ,32.3371,
1693.1613,64.2857, ,
1693.4752,65.4762, ,
1695.2328, ,32.9071,
1696.1116,66.6667, ,
1696.9904,65.4762, ,
1697.367, ,33.4761,
1698.4969,66.6667, ,
1698.8736,65.4762, ,
1698.9991, ,34.0512,
1699.313,66.6667, ,
1700.5684, ,34.6325,
1702.1378, ,35.2198,
1702.9538,66.6667, ,
1704.837, ,35.8066,
1705.8413,67.8571, ,
1706.218,66.6667, ,
1706.5946,66.6667, ,
1708.1639,66.6667, ,
1709.4821,67.8571, ,
1710.1726, ,36.3993,
1711.4281,67.8571, ,
1712.3069, ,36.9978,
1712.3697,66.6667, ,
1712.8091,67.8571, ,
1715.5083,69.0476,37.6022,
1715.8221,66.6667, ,
1716.0105, ,38.2064,
1716.2616,67.8571, ,
1719.0235,69.0476, ,
1719.2746,67.8571, ,
1719.7768, ,38.8162,
1720.2162,69.0476, ,
1720.6556,67.8571, ,
1721.095,67.8571, ,
1722.7271,69.0476, ,
1722.9154, ,39.4317,
1723.1665,67.8571, ,
1723.6687,69.0476, ,
1723.857, ,40.0528,
1725.5519,67.8571, ,
1725.9913,69.0476, ,
1726.2424,67.8571, ,
1726.6818, ,40.6741,
1727.435,69.0476, ,
1729.8832,67.8571, ,
1730.3854, ,41.3008,
1730.8875,69.0476, ,
1733.2101,69.0476, ,
1734.1517, ,41.9329,
1734.5283,69.0476, ,
1734.9677,67.8571, ,
1735.2816,69.0476, ,
1736.7881, ,42.5703,
1737.8553, ,43.2084,
1738.0436,70.2381, ,
1738.3575,69.0476, ,
1738.7341,70.2381, ,
1739.1735,69.0476, ,
1739.9895, ,43.8517,
1741.3078, ,44.5,
1741.4333,70.2381, ,
1741.9355,69.0476, ,
1742.1866,70.2381, ,
1744.1953,69.0476, ,
1744.6347,70.2381, ,
1744.7602, ,45.1533,
1745.0741,69.0476, ,
1745.8901,70.2381, ,
1746.3923, ,45.8081,
1748.3383,69.0476, ,
1749.4054,70.2381, ,
1749.5937, ,46.4677,
1752.2302, ,47.1321,
1753.6112,70.2381, ,
1756.3731,70.2381, ,
1757.0636, ,47.801,
1757.3775,70.2381, ,
1758.1308, ,48.4727,
1758.1935,70.2381, ,
1758.633, ,49.1489,
1760.5789,71.4286, ,
1761.3322, ,49.8293,
1761.3949,70.2381, ,
1761.8344,71.4286, ,
1762.211,70.2381, ,
1763.4664, ,50.5139,
1765.2868,71.4286, ,
1766.7934,70.2381, ,
1767.17, ,51.2033,
1768.9276,70.2381, ,
1770.1203,71.4286, ,
1770.4969,70.2381, ,
1770.9364,70.2381, ,
1773.51,70.2381, ,
1774.7027,71.4286, ,
1775.0166,70.2381, ,
1775.456,70.2381, ,
1776.7742, ,51.8967,
1777.9669,70.2381, ,
1779.1595,71.4286, ,
1779.4106, ,52.594,
1779.4734,70.2381, ,
1779.9128,71.4286, ,
1780.2895,70.2381, ,
1782.612, ,53.2949,
1783.7419,71.4286, ,
1784.1186,70.2381, ,
1784.2441, ,54.004,
1784.7463, ,54.7165,
1786.8806, ,55.4323,
1788.1988,71.4286, ,
1788.5754,70.2381, ,
1789.0148,70.2381, ,
1790.0192,70.2381, ,
1790.082, ,56.1513,
1793.2833, ,56.8839,
1794.2877,69.0476, ,
1794.7271,70.2381, ,
1796.4847, ,57.6195,
1798.4307,69.0476, ,
1799.435,70.2381, ,
1799.6861, ,58.3577,
