Time (min),clk,CLK,cry,CRY,cwo,CWO,CYC/CLK,pdp1,PDP1,PER,per,PER/TIM-p,TIM,tim,VRI,vri,
136.38, , ,5, , , , , ,85, , , , , , , ,
137, , , , , , , , , , , , , , ,61, ,
138.12, , , , , ,21, , , ,18, ,31,53, , , ,
138.94,20,16,6, , , , , ,86, , , , , , , ,
140.04, , , , , , , , , , , , , , ,62, ,
141.32, , , , , , , , , , , ,32, , , , ,
141.5, , ,7, , , , , ,87, , , , , , , ,
142.22, , , , ,15, , , , , , , , , , , ,
143.1, , , , , , , , , , , , ,54, ,63, ,
143.52, , ,8, , , , , , , , , , , , , ,
144.22, , , , , , ,33, ,88, ,32,33, , , , ,
145.56, , ,9, , , , , , , , , , , , , ,
146.5, , , , , , , , , , , , , , ,64, ,
146.82, , , , , , , , ,89, , , , , , , ,
147.472, , ,10, , , , , , , , ,34, , , , ,
148.24, , , , , , , , , , , , ,55, , , ,
148.78,21,17, , , , , , , , , , , , , , ,
149.56, , ,11, , , , , ,90, , , , , ,65, ,
151.06, , ,12, , , , , , ,19, ,35, , , , ,
152.48, , , , , , , , ,91, , , , , , , ,
152.744, , ,13, , , , , , , , , , , ,66, ,
153.74, , , , , , , , , , ,31, , , , , ,
153.96, , , , , , ,32, , , , ,36,56, , , ,
154.338, , ,14,13, , , , , , , , , , , , ,
155.2, , , , , , , , ,92, , , , , , , ,
155.848, , ,15, , , , , , , , , , , ,67, ,
156.76, , , , , , , , , , , ,37, , , , ,
157.358, , ,16, , , , , , , , , , , , , ,
158.38,22,18, , , , , , ,93, , , , , , , ,
159.06, , ,17, ,14, , , , , , , , , ,68, ,
160.18, , , , , , , , , , , ,38, , , , ,
160.38, , ,18, , , , , , , , , ,57, , , ,
161.06, , , , , , , , ,94, , , , , , , ,
161.66, , ,19, , , , , , , ,30, , , , , ,
162.46, , , , , , , , , , , , , , ,69, ,
162.98, , ,20, , , ,31, , , , ,39, , , ,39,
164.154, , ,21, , , , , ,95, , , , , , , ,
165.62, , ,22, , , , , , , , , , , , , ,
165.98, , , , , , , , , ,20, ,40, , ,70, ,
166.646, , ,23, , , , , , , , , , , , , ,
167.46, , , , , , , , ,96, , , ,58, , , ,
167.98,23,19,24, , , , , , , , , , , , , ,
169.12, , , , , , , , , , , ,41, , , , ,
169.3, , ,25, , , , , , , ,29, , , ,71, ,
170.34, , ,26, , , , , ,97, , , , , , , ,
171.58, , ,27, , , , , , , , , , , , , ,
171.78, , , , , , ,30,50, , , ,42, , , , ,
172.66, , ,28, , , , , , , , , , , ,72, ,
173.86, , ,29,14,13, , , ,98, , , , , , , ,
174.82, , ,30, , , , , , , , ,43, , , , ,
175.94, , ,31, , , , , , , , , ,59, , , ,
176.24, , , , , , , , , , ,28, , , ,73, ,
176.686, , ,32, , , , , , , , , , , , , ,
177.34, , , , , , , , ,99, , , , , , , ,
177.84, , ,33, , , , , , , , , , , , , ,
178.08, , , , , , , , , , , ,44, , , , ,
178.42,24,20, , , , , , , , , , , , , , ,
178.698, , ,34, , , , , , , , , , , , , ,
179.86, , ,35, , , , , , , , , , , ,74, ,
180.96, , ,36, , , , , ,100, , ,45, , , , ,
181.63, , ,37, , , , , , , , , , , , , ,
182.2, , , , , , ,29, , , ,27, , , , ,38,
182.6, , ,38, , , , , , , , , , , , , ,
183.72, , ,39, , , , , , , , , , , ,75, ,
184.434, , ,40, , , , , , , , ,46, , , , ,
185.26, , , , , , , , , , , , ,60, , , ,
185.44, , ,41, , , , , , ,21, , , , , , ,
186.438, , ,42,15, , , , , , , , , , , , ,
187.122, , ,43, , , , , , , , ,47, , , , ,
187.99, , , , , , , , , , , , , , ,76, ,
188.34, , ,44, ,12, , , , , , , , , , , ,
188.858, , , , , , , , , , ,26, , , , , ,
189.2, ,21,45, , , , , , , , , , , , , ,
190, , ,46, , , , , , , , , , , , , ,
190.34, , , , , , , , , , , ,48, , , , ,
190.58,25, ,47, , , , ,49, , , , , , , , ,
191.6, , ,48, , , , , , , , , , , ,77, ,
192.234, , ,49, , , , , , , , , , , , , ,
193.054, , ,50, , , ,28, , , , ,49, ,34, , ,
194.072, , ,51, , , , , , , , , , , , , ,
194.86, , ,52, , , , , , , ,25, , , , , ,
195.79, , ,53, , , , , , , , , , , ,78, ,
196.262, , ,54,16, , , , , , , ,50, , , , ,
197.04, , ,55, , , , , , , , , , , , , ,
197.4, , , , , , , , , , , , , , , ,37,
197.81, , ,56, , , , , , , , , , , , , ,
198.94, , ,57, , , , , , , , , , , , , ,
199.54, , ,58, , ,20, , , , , ,51, , , , ,
200.18, , , , , , , , , , , , , , ,79, ,
200.352, ,22,59, , , , , , , , , , , , , ,
200.846, , ,60, , , , , , , , , , , , , ,
201.71, , ,61, , , , , , , , , , , , , ,
202.46, , ,62, , , , , , , , , , , , , ,
202.8, , , , , , , , , , ,24, , , , , ,
203.048, , ,63, , , , , , , , ,52,61, , , ,
203.764, , ,64, , , , , , , , , , , , , ,
204.48, , ,65,17, , , , , , , , , , ,80, ,
205.496, , ,66, , , , , , , , , , , , , ,
206.14, , ,67, ,11, ,27,48, , , ,53, , , , ,
206.644, , ,68, , , , , , , , , , , , , ,
207.296, , ,69, , , , , , , , , , , , , ,
208.06, , ,70, , , , , , , , , , , , , ,
208.846, , ,71, , , , , , , , , , , ,81, ,
209.58, , ,72, , , , , , , ,23, , , , , ,
209.902, , , , , , , , , , , ,54, , , , ,
210.34, , ,73, , , , , , , , , , , , , ,
210.916, , ,74, , , , , , , , , , , , , ,
211.56, , ,75, , , , , , , , , , , , , ,
211.91, , , ,18, , , , , , , , , , , , ,
212.04, , ,76, , , , , , , , , , , , , ,
212.868, , ,77, , , , , , , , , , , , ,36,
213.48, , ,78, , , , , , , , ,55, , , , ,
213.808, ,23, , , , , , , , , , , , ,82, ,
214.1, , ,79, , , , , , ,22, , , , , , ,
214.9, , ,80, , , , , , , , , , , , , ,
215.608, , ,81, , , , , , , , , , , , , ,
215.92, , ,82, , , , , , , , , , , , , ,
216.72, , ,83, , , , , , , ,22,56, , , , ,
217.334, , ,84, , , , , , , , , , , , , ,
217.88, , ,85, , , , , , , , , , , , , ,
218.168, , , ,19, , , , , , , , , , , , ,
218.424, , ,86, , , , , , , , , , , ,83, ,
219.046, , ,87, , , , , , , , , , , , , ,
219.8, , ,88, , , ,26,47, , , ,57, , , , ,
220.57, , ,89, , , , , , , , , , , , , ,
220.876, , ,90, , , , , , , , , , , , , ,
221.74, , ,91, ,10,19, , , , , , , , , , ,
222.092, , ,92, , , , , , , , , , , , , ,
222.832, , ,93, , , , , , , , , , , , , ,
223.562, , ,94, , , , , , , , ,58, , ,84, ,
223.87, , ,95, , , , , , , , , , , , , ,
224.02, , , ,20, , , , , , , , , , , , ,
224.78, , ,96, , , , , , , , , , , , , ,
225.038, , ,97, , , , , , , ,21, , , , , ,
225.682, , ,98, , , , , , , , , , , , , ,
226.364, , ,99, , , , , , , , , , , , , ,
227.036, , ,100, , , , , , , , ,59, , , , ,
228.58, , , , , , , , , , , , , , ,85, ,
229.28, , , ,21, , , , , , , , , , , ,35,
230.396, ,24, , , , , , , , , , , , , , ,
230.86, , , , , , , , , , , ,60, , , , ,
233.756, , , , , , , , , , ,20, , , , , ,
233.78, , , , , , , , , , , , , , ,86, ,
234.6, , , , , , , , , , , ,61, , , , ,
235.42, , , ,22, , , , , , , , , , , , ,
237.788, , , , , , , ,46, , , , , , , , ,
238.68, , , , , , ,25, , , , ,62, ,33, , ,
239.36, , , , , , , , , , , , , , ,87, ,
240.6, , , , ,9,18, , , , , , , , , , ,
241.22, , , ,23, , , , , , , , , , , , ,
243.164, , , , , , , , , , ,19,63, , , , ,
245.18, , , , , , , , , , , , , , ,88, ,
246.524, , , , , , , , , , , , , , , ,34,
247.64, , , , , , , , , , , ,64, , , , ,
247.868, , , ,24, , , , , , , , , , , , ,
251.38,24, , , , , , , , , , , , , ,89, ,
252.4, , , , , , ,24, , , ,18,65, , , , ,
252.572, , , , , , , ,45, , , , , , , , ,
254.588, , , ,25, , , , , , , , ,60, , , ,
257.32, , , , , , , , , , , ,66, , , , ,
258.02, , , , , , , , , , , , , , ,90, ,
258.22, , , , , ,17, , , , , , , , , , ,
261.56, , , ,26, , , , , , , , , , , , ,
262.86, , , , , , , , , , , ,67, , , , ,
263.996, , , , , , ,23, , , ,17, , , , ,33,
265.2, , , , , , , , , , , , , , ,91, ,
265.34, , , , ,8, , , , , , , , , , , ,
267.576, ,25, , , , , , , , , , , , , , ,
268.74, , , , , , , ,44, , , ,68, , , , ,
269.2, , , ,27, , , , , , , , , , , , ,
272.52,23, , , , , , , , , , , , , ,92, ,
273.68, , , , , ,16, , , , , , , , , , ,
274.36, , , , , , ,24, , , , , , , , , ,
275, , , , , , , , , , , ,69, , , , ,
277.38, , , ,28, , , , , , , , , , , , ,
279.74, , , , , , , , , , , , , , ,93, ,
281.876, , , , , , , , , , , ,70, , , , ,
284.16, , , , , , , , , , ,16, , , , , ,
284.88, , , , , , ,23, , , , , , , , ,32,
286.2, , , ,29, , , , , , , , , , , , ,
288.52, , , , , , , , , , , , , , ,94, ,
288.88,22, , , , , , , , , , ,71, , , , ,
293.316, , , , , ,15, , , , , , , , , , ,
295.8, , , ,30, , , , , , , , ,59, , , ,
297.52, , , , , , , , , , , ,72, , ,95, ,
302.8,21,24, , , , ,22,43, , ,15, , , , , ,
305.28, , , , , , , , , , , , , , , ,31,
306.34, , , ,31, , , , , , , , , , , , ,
307.04, , , , , , , , , , , ,73, , , , ,
307.616, , , , , , , , , , , , , , ,96, ,
315.7,20, , , ,7,14,21, , , , , , ,32, , ,
317.56, , , , , , , , , , , ,74, , , , ,
318.36, , , ,32, , , , , , , , ,58, ,97, ,
325.4, , , , , , , , , , ,14, , , , , ,
327.4, , , , , , , , , , , , , , , ,30,
327.636,19,23, , , , ,20,42, , , , , , , , ,
331.54, , , ,33, , , , , , , ,75, , ,98, ,
337.64, , , , , ,13, , , , , , , , , , ,
338.26,18, , , , , , , , , , , , , , , ,
344.796, ,22, , , , ,19, , , ,13, , , , ,29,
346.58, , , ,34, , , , , , , , ,57, , , ,
348.22,17, , , , , , , , , , , , , ,99, ,
350.8, , , , , , , ,41, , , , , , , , ,
352.34, , , , , , , , , , , ,76, , , , ,
358.22,16,21, , ,6,12,18, , , , , , ,31, , ,
362.66, , , , , , , , , , , , , , , ,28,
364.816, , , ,35, , , , , , , , , , , , ,
366.22, , , , , , , , , , , , ,56, , , ,
368.22,15, , , , , , , , , , , , , , , ,
369.1, , , , , , , , , ,21, , , , , , ,
370.536, , , , , , , , , , ,12, , , , , ,
371.42, ,20, , , , ,17,40, , , , , , ,100, ,
377.52,14, , , , , , , , , , , , , , , ,
378.22, , , , , , , , , , , , , , , ,27,
384.16, ,19, , , , ,16, , , , , , , , , ,
384.22, , , , , ,11, , , , ,11, ,55,30, , ,
386.88,13, , ,36, , , , , , , , , , , , ,
391.92, , , , , , , ,39, , , , , , , , ,
394.54, , , , , , , , , , , , , , , ,26,
396.276,12,18, , , , , , , , , , , , , , ,
396.74, , , , ,5, ,15, , , , ,75, , , , ,
401.02, , , , , , , , , , ,10, , , , , ,
404.22, , , , , , , , , , , , ,54, , , ,
405.66,11, , , , , , , , , , , , , , , ,
406.46, ,17, , , ,10, , , , , , , , , , ,
411.74, , , , , , , , , , , , , , , ,25,
415.32,10, , , , , , ,38, , , , , , , , ,
416.56, ,16, ,37, , ,14, , , , , , ,29, , ,
419.46, , , , , , , , , , , , ,53, , , ,
422.42, , , , , , , , , ,20,9,74, , , , ,
424.876,9, , , , , , , , , , , , , , , ,
426.56, ,15, , , , ,13, , , , , , , , ,24,
428.98, , , , , , , ,37, , , , , , , , ,
434.2,8, , , , , , , , , , , , , , , ,
435.14, , , , ,4,9, , , , , , , , , , ,
436.44, ,14, , , , , , , , , , , , , , ,
438.04, , , , , , ,12, , , , , , , , , ,
439.176, , , , , , , , , , , ,73, , , ,23,
439.56, , , , , , , , , , , , ,52,28, , ,
440.92, , , , , , , , , , ,8, , , , , ,
443.8,7, , , , , , ,36, , , , , , , , ,
446.22, ,13, , , , , , , , , , , , , , ,
452.7, , , , , , , , , , , , , , ,99,22,
454.26,6, , , , , , , , , , , , , , , ,
455.34, , , , , , , , , , , ,72, , , , ,
455.96, ,12, , , , ,11,35, , ,7, ,51, , , ,
459.28, , , ,38, , , , , , , , , ,27, , ,
461.14, , , , , ,8, , , , , , , , , , ,
463.42, , , , , , , , , ,19, , , , , , ,
464.916,5, , , , , , , , , , , , , , , ,
465.44, ,11, , , , ,10, , , , , , , , ,21,
465.86, , , , , , , , , , , ,71, , , , ,
469.04, , , , , , , ,34,99, , , ,50, , , ,
472.7, , , , , , , , , , , , , , ,98, ,
474.54, , , , ,3, , , , , ,6, , , , , ,
475.52,4,10, , , , ,9, , , , , , , , , ,
476.26, , , , , , , , , , , , , , , ,20,
476.356, , , , , , , , , , , ,70, ,26, , ,
480.36, , , , , , , ,33, , , , ,49, , , ,
483.34, , , , , ,7, , , , , , , , , , ,
486.5,3,9, , , , , , , , , ,69, , , , ,
486.88, , , , , , , , ,98, , , , , , , ,
489, , , , , , , , , , , , , , ,97,19,
492.04, , , , , , ,8,32, , ,5, , , , , ,
493.94, , , , , , , , , , , , ,48,25, , ,
496.6, , , , , , , , , , , ,68, , , , ,
497.42,2,8, , , , , , , ,18, , , , , , ,
501.04, , , , , , , , , , , , , , ,96,18,
501.46, , , , , , , , ,97, , , , , , , ,
504.156, , , , , , , ,31, , , , , , , , ,
505.06, , , , , , , , , , , ,67, , , , ,
505.92, , , , , , , , , , , , ,47, , , ,
508.34,1,7, , ,2,6,7, , , ,4, , , , , ,
512.8, , , , , , , , , , , , , ,24,95,17,
513.8, , , , , , , , ,96, , ,66, , , , ,
516.396, , , , , , , , , , , , ,46, , , ,
517.1, , , , , , , ,30, , , , , , , , ,
518.8, ,6, , , , ,6, , , , , , , , , ,
519.62,0, , , , , , , , , , , , , , , ,
522.116, , , , , , , , , , , ,65, , , , ,
523.7, , , , , , , , , , , , , , ,94,16,
524.54, , , , , , , , ,95, ,3, , , , , ,
526.22, , , , , , , , , ,17, , , , , , ,
528.06, , , , , , , ,29, , , , , , , , ,
528.86, , , , , , , , , , , ,64,45,23, , ,
529.38, ,5, , , , ,5, , , , , , , , , ,
533.62, , , , , , , , , , , , , , ,93,15,
534.08, , , , , ,5, , ,94, , , , , , , ,
536.416, , , , , , , , , , , ,63, , , , ,
539.86, , , , , , , ,28, , , , ,44, , , ,
542.46, ,4, , ,1, ,4, , , ,2, , , , , ,
542.74, , , ,39, , , , ,93, , , , , ,92, ,
543.4, , , , , , , , , , , ,62, ,22, , ,
543.896, , , , , , , , , , , , , , , ,14,
549.32, , , , , , , , , , , , ,43, , , ,
549.74, , , , , , , ,27, , , , , , , , ,
550.12, , , , , , , , ,92, , , , , , , ,
550.856, , , , , , , , , , , ,61, , , , ,
551.1, , , , , , , , , , , , , , ,91, ,
554.02, , , , , , , , , ,16, , , , , , ,
555.176, , , , , , , , , , , , , , , ,13,
556.28, , , , , ,4, , , , , , , , , , ,
557.16, , , , , , , , , , , ,60, , , , ,
558.2, ,3, , , , ,3, , , , , , , , , ,
558.4, , , , , , , , ,91, , , ,42,21, , ,
558.82, , , , , , , , , , , , , , ,90, ,
559.976, , , , , , , , , , ,1, , , , , ,
560.32, , , , , , , ,26, , , , , , , , ,
563.816, , , , , , , , , , , ,59, , , , ,
565.54, , , , , , , , ,90, , , , , , , ,
566.2, , , , , , , , , , , , , , ,89,12,
568.396, , , , , , , , , , , , ,41, , , ,
570.436, , , , , , , , , , , ,58, , , , ,
571.376, , , , , , , ,25, , , , , , , , ,
572.348, , , , , , , , ,89, , , , , , , ,
573.656, , , , , , , , , , , , , , ,88, ,
574.14, , , , , , , , , , , , , ,20, , ,
577.24, , , , , , , , , , , ,57,40, , , ,
578.5, , , , , , , , , , , , , , , ,11,
579.34, ,2, , ,0,3,2, ,88,15,0, , , , , ,
580.724, , , , , , , , , , , , , , ,87, ,
582.776, , , , , , , ,24, , , , , , , , ,
583.24, , , , , , , , , , , ,56, , , , ,
585.84, , , , , , , , ,87, , , , , , , ,
587.726, , , , , , , , , , , , ,39, ,86, ,
589.616, , , , , , , , , , , ,55, , , , ,
590.36, , , , , , , , , , , , , ,19, , ,
591.522, , , , , , , , , , , , , , , ,10,
592.718, , , , , , , , ,86, , , , , , , ,
594.176, , , , , , , , , , , , , , ,85, ,
594.66, , , , , , , ,23, , , , , , , , ,
595.74, , , , , , , , , , , ,54, , , , ,
596.94, , , , , , , , , , , , ,38, , , ,
598.94, , , , , , , , ,85, , , , , , , ,
600.6, , , , , , , , , , , , , , ,84, ,
602.586, , , , , , , , , , , ,53, , , , ,
604.58, , , , , , ,3, , , , , , , , , ,
604.98, , , , , ,2, , , ,14, , , , , , ,
605.576, , , , , , , , ,84, , , , , , , ,
607.476, , , , , , , , , , , , , , ,83, ,
607.94, , , , , , , , , , , ,52,37, , , ,
610.58, ,1, , , , , , , , , , , , , , ,
611.56, , , , , , ,2,22,83, , , , ,18, ,9,
614, , , , , , , , , , , ,51, , ,82, ,
617.93, , , , , , , , ,82, , , ,36, , , ,
620.38, , , , , , , , , , , ,50, , , , ,
620.666, , , , , , , , , , , , , , ,81, ,
624.54, , , , , , , , ,81, , , , , , , ,
626.64, , , , , , , , , , , ,49, , , , ,
627.19, , , , , , , , , , , , , , ,80, ,
627.98, , , , , , , ,21, , , , , , , , ,
629.356, , , , , , ,1, , , , , ,35,17, ,8,
630.772, , , , , , , , ,80, , , , , , , ,
632.936, , , , , , , , , ,13, ,48, , , , ,
633.554, , , , , , , , , , , , , , ,79, ,
637.06, , , , , , , , ,79, , , , , , , ,
638.92, , , , , , , , , , , ,47, , , , ,
639.592, , , , , , , , , , , , ,34, , , ,
639.776, , , , , , , , , , , , , , ,78, ,
641.54, , , , , , , ,20, , , , , , , , ,
643.3, , , , , , , , ,78, , , , , , , ,
644.336, , , , , ,1, , , , , , , , , , ,
645.446, , , , , , , , , , , ,46, , , , ,
646.616, , , , , , , , , , , , , , ,77, ,
649.34, , , , , , , , ,77, , , , , , ,7,
651.912, , , , , , , , , , , ,45,33, , , ,
652.584, , , , , , , , , , , , , ,16,76, ,
655.944, , , , , , , , ,76, , , , , , , ,
658.66, , , , , , ,2, , , , ,44, , ,75, ,
662.576, , , , , , , , , , , , ,32, , , ,
662.78, , , , , , , , ,75,12, , , , , , ,
664.68, , , , , , , , , , , ,43, , , , ,
665.352, , , , , , , , , , , , , , ,74, ,
670.056, , , , , , , ,19,74, , , , , , , ,
670.86, , , , , , , , , , , ,42, , , , ,
