Time (min),clk_ANIMO,CLK_ANIMO,cry_ANIMO,CRY_ANIMO,cwo_ANIMO,CWO_ANIMO,CYC/CLK_ANIMO,pdp1_ANIMO,PDP1_ANIMO,PER_ANIMO,per_ANIMO,PER/TIM-p_ANIMO,TIM_ANIMO,tim_ANIMO,VRI_ANIMO,vri_ANIMO
615.976,,,12,3.7037037037,,,,,,,,,,,,
616.72,,,,,,,,60,,,,,,,,
617.66,,,13,,,,,,,,,,,,,
618.256,,,,,,,,,,,,90.1408450704,,,,
619.254,,30.7692307692,14,,13.3333333333,31.5789473684,20,,,,,,,,,
620.86,7.6923076923,,15,,,,,,,,,,,,,
622.54,,,16,,,,,,,,,,,,,
622.816,,,,,,,,,,,,,80.7692307692,67.8571428571,,
623.74,,,17,,,,,,94.5945945946,,,,,,,
625.096,,,18,,,,,,,,,,,,,
626.54,,,19,,,,,,,,,,,,92.5,
626.92,,,,,,,,,,,,88.7323943662,,,,
627.766,,,20,,,,,,,,,,,,,
628.36,,,,,,,,,,,12.9032258065,,,,,
629.07,,,21,,,,,,,,,,,,,44.4444444444
629.78,,26.9230769231,,,,,,57.5,,,,,,,,
630.316,,,22,,,,,,,,,,,,,
631.2,,,,,,,17.1428571429,,,,,,,,,
631.562,,,23,,,,,,,,,,,,,
632.758,,,24,,,,,,,,,,,,,
633.2,3.8461538462,,,,,,,,,,,,,,,
634.3,,,25,,,,,,,,,,,,,
634.48,,,,,,,,,93.2432432432,,,,78.8461538462,,,
635.102,,,26,,,,,,,,,,,,,
635.6,,,,,,,,,,,,87.323943662,,,,
636.56,,,27,,,,,,,,,,,,91.25,
637.352,,,28,7.4074074074,,,,,,,,,,,,
638.454,,,,,,,,,,,,,,64.2857142857,,
638.776,,,29,,,,,,,,,,,,,
639.516,,,30,,,,,,,,,,,,,
640.64,,23.0769230769,31,,,,,55,,,,,,,,41.6666666667
641.96,,,32,,,,,,,72.2222222222,,,,,,
642.92,,,33,,,,,,,,,85.9154929577,,,,
643.94,,,34,,,,,,,,,,,,,
644.12,,,,,,,,,91.8918918919,,,,76.9230769231,,,
644.94,0,,35,,,26.3157894737,,,,,9.6774193548,,,,,
645.68,,,36,,,,,,,,,,,,90,
646.546,,,37,,,,,,,,,,,,,
647.516,,,38,,,,,,,,,,,,,
648.426,,,39,,,,,,,,,,,,,
649.35,,,40,,,,,,,,,,,,,
650.432,,,41,11.1111111111,,,,,,,,84.5070422535,,,,
651.142,,19.2307692308,42,,,,14.2857142857,,,,,,,,,
652.3,,,43,,,,,,,,,,,,,
652.456,,,,,,,,52.5,,,,,,,,
652.72,,,,,,,,,90.5405405405,,,,,,,
652.906,,,44,,,,,,,,,,,,,38.8888888889
654.04,,,45,,,,,,,,,,,,88.75,
654.736,,,46,,,,,,,,,,75,60.7142857143,,
655.486,,,47,,,,,,,,,,,,,
656.33,,,48,,,,,,,,,,,,,
657.15,,,49,,,,,,,,,,,,,
657.52,,,,,,,,,,,,83.0985915493,,,,
657.97,,,50,,,,,,,,,,,,,
658.988,,,51,,,,,,,,,,,,,
659.586,,,52,,,,,,,,,,,,,
660.706,,,53,14.8148148148,,,,,,,,,,,,
661.4,,,54,,,,,,,,,,,,,
661.576,,,,,6.6666666667,,,,89.1891891892,,,,,,,
661.952,,,55,,,,,,,,,,,,,
662.726,,,56,,,,,,,,,,,,87.5,
663.856,,15.3846153846,57,,,,11.4285714286,50,,,6.4516129032,,73.0769230769,,,36.1111111111
664.254,,,58,,,,,,,,,,,,,
665.008,,,,,,,,,,,,81.6901408451,,,,
665.268,,,59,,,,,,,,,,,,,
665.762,,,60,,,,,,,,,,,,,
666.626,,,61,,,,,,,,,,,,,
667.23,,,62,,,21.0526315789,,,,,,,,,,
667.964,,,63,,,,,,,,,,,,,
668.68,,,64,18.5185185185,,,,,,,,,,,,
669.48,,,65,,,,,,,,,,,,,
669.76,,,,,,,,,87.8378378378,,,,,,,
670.112,,,,,,,,,,66.6666666667,,,,,,
670.412,,,66,,,,,,,,,,,,,
670.812,,,67,,,,,,,,,,,,86.25,
671.512,,,,,,,,,,,,80.2816901408,,,,
671.56,,,68,,,,,,,,,,,57.1428571429,,
672.212,,,69,,,,,,,,,,71.1538461538,,,
672.976,,,70,,,,,,,,,,,,,
673.762,,,71,,,,,,,,,,,,,
674.276,,,72,,,,,,,,,,,,,
675.256,,,73,,,,,,,,,,,,,
675.86,,,74,22.2222222222,,,,,,,,,,,,
676.64,,,75,,,,,,,,,,,,,
676.956,,,76,,,,,47.5,86.4864864865,,,,,,,
677.9,,,77,,,,,,,,,78.8732394366,,,,33.3333333333
678.26,,,78,,,,,,,,,,,,85,
678.912,,,79,,,,,,,,,,,,,
679.816,,11.5384615385,80,,,,8.5714285714,,,,,,,,,
680.524,,,81,,,,,,,,,,,,,
680.836,,,82,,,,,,,,,,,,,
681.04,,,,,,,,,,,,,69.2307692308,,,
681.56,,,83,,,,,,,,3.2258064516,,,,,
682.26,,,84,25.9259259259,,,,,,,,,,,,
682.718,,,85,,,,,,,,,,,,,
683.34,,,86,,,,,,,,,,,,,
684.02,,,87,,,,,,,,,,,,,
684.376,,,,,,,,,,,,77.4647887324,,,,
684.702,,,88,,,,,,85.1351351351,,,,,,,
685.486,,,89,,,,,,,,,,,,83.75,
685.792,,,90,,,,,,,,,,,,,
686.656,,,91,,,,,,,,,,,53.5714285714,,
687.008,,,92,,,,,,,,,,,,,
687.748,,,93,,,,,45,,,,,,,,
688.478,,,94,29.6296296296,,,,,,,,,,,,
688.786,,,95,,,,,,,,,,,,,
688.936,,,,,,,,,,,,,67.3076923077,,,
689.37,,,96,,,,,,,,,,,,,
689.96,,,97,,,,,,,,,,,,,30.5555555556
690.598,,,98,,,,,,,,,76.0563380282,,,,
691.28,,,99,,,,,,,,,,,,,
691.952,,,100,,,,,,83.7837837838,,,,,,,
692.624,,,,,,,,,,,,,,,82.5,
693.968,,,,33.3333333333,,,,,,,,,,,,
696.656,,,,,,,,,,61.1111111111,,74.6478873239,,,,
697.36,,,,,,,,,,,,,65.3846153846,,,
698.672,,,,,,15.7894736842,,,,,,,,,,
699.344,,,,,,,,,82.4324324324,,,,,,,
699.58,,,,37.037037037,,,,,,,,,,,81.25,
700.688,,7.6923076923,,,,,5.7142857143,42.5,,,,,,,,
702.36,,,,,,,,,,,,,,50,,
702.704,,,,,,,,,,,,73.2394366197,,,,
702.74,,,,,,,,,,,,,,,,27.7777777778
704.72,,,,,,,,,,,0,,,,,
704.92,,,,,,,,,,,,,63.4615384615,,,
705.68,,,,,0,,,,,,,,,,,
705.92,,,,40.7407407407,,,,,,,,,,,,
706.26,,,,,,,,,81.0810810811,,,,,,80,
708.22,,,,,,,,,,,,71.8309859155,,,,
712.112,,,,44.4444444444,,,,,,,,,,,,
712.784,,,,,,,,40,79.7297297297,,,,,,,
713.456,,,,,,,,,,,,,61.5384615385,,78.75,
714.128,,,,,,,,,,,,70.4225352113,,,,
716.816,,,,,,,,,,,,,,,,25
718.576,,,,,,,,,,,,,,46.4285714286,,
719.14,,,,48.1481481481,,,,,,,,,,,,
719.5,,,,,,,,,78.3783783784,,,,,,,
719.504,,,,,,,,,,,,,,,77.5,
720.36,,,,,,,,,,,,69.014084507,59.6153846154,,,
722.864,,,,,,,,,,55.5555555556,,,,,,
724.34,,,,,,10.5263157895,,,,,,,,,,
726.04,,,,,,,,,,,,67.6056338028,,,,
726.224,,,,51.8518518519,,,,,77.027027027,,,,,,76.25,
728.72,,,,,,,,,,,,,57.6923076923,,,
728.912,,,,,,,,37.5,,,,,,,,
731.6,,,,,,,,,,,,66.1971830986,,,,
732.492,,3.8461538462,,,,,2.8571428571,,75.6756756757,,,,,,75,22.2222222222
733.66,,,,55.5555555556,,,,,,,,,,,,
735.54,,,,,,,,,,,,,55.7692307692,42.8571428571,,
736.84,,,,,,,,,,,,64.7887323944,,,,
738.54,,,,,,,,,,,,,,,73.75,
739.096,,,,,,,,,74.3243243243,,,,,,,
741.86,,,,59.2592592593,,,,35,,,,,,,,
742.72,,,,,,,,,,,,63.3802816901,,,,
743.656,,,,,,,,,,,,,53.8461538462,,,
745.12,,,,,,,,,72.972972973,,,,,,72.5,
748.66,,,,,,,,,,,,61.9718309859,,,,19.4444444444
750.66,,,,,,,,,,50,,,,,,
750.96,,,,62.962962963,,,,,,,,,,,71.25,
751.52,,,,,,,,,71.6216216216,,,,,,,
752.512,,,,,,,,,,,,,51.9230769231,,,
753.26,,,,,,,,,,,,,,39.2857142857,,
753.92,,,,,,,,,,,,60.5633802817,,,,
755.42,,,,,,,,32.5,,,,,,,,
757.336,,,,,,,,,,,,,,,70,
757.48,,,,,,,,,70.2702702703,,,,,,,
759.616,,,,,,,,,,,,59.1549295775,,,,
760.26,,,,66.6666666667,,,,,,,,,50,,,
763.7,,,,,,5.2631578947,,,,,,,,,68.75,
763.952,,,,,,,,,68.9189189189,,,,,,,
765.12,,,,,,,,,,,,57.7464788732,,,,
769.26,,,,,,,,,,,,,48.0769230769,,,
769.76,,,,,,,,,,,,,,,67.5,
770.2,,,,,,,,,67.5675675676,,,,,,,
771.016,,,,70.3703703704,,,5.7142857143,,,,,56.338028169,,,,
776.3,,,,,,,,,,,,,,,66.25,
777.02,,,,,,,,,66.2162162162,,,54.9295774648,,,,
779.54,,,,,,,,,,,,,46.1538461538,,,
780.36,,,,,,,,,,44.4444444444,,,,,,
782.52,,,,74.0740740741,,,,,,,,53.5211267606,,,,
783.26,,,,,,,,,,,,,,35.7142857143,65,
783.972,,,,,,,,30,64.8648648649,,,,,,,
785.26,,,,,,,,,,,,,,,,16.6666666667
788.08,,,,,,,,,,,,52.1126760563,,,,
788.5,,,,,,,,,,,,,44.2307692308,,,
789.24,,,,,,,,,,,,,,,63.75,
790.38,,,,,,,,,63.5135135135,,,,,,,
792.82,,,,,,,2.8571428571,,,,,,,,,
793.94,,,,,,,,,,,,50.7042253521,,,,
795.76,,0,,77.7777777778,,,,,,,,,,,62.5,
797.26,,,,,,,,,62.1621621622,,,,,,,
798.74,,,,,,,,,,,,,42.3076923077,,,
799.9,,,,,,,,,,,,49.2957746479,,,,
802.18,,,,,,,,,,,,,,,61.25,
804.02,,,,,,,,27.5,60.8108108108,,,,,,,
806.24,,,,,,,,,,,,47.8873239437,,,,
806.852,,,,,,,0,,,,,,,32.1428571429,,13.8888888889
807.84,,,,,,,,,,,,,40.3846153846,,,
808.32,,,,,,,,,,,,,,,60,
810.66,,,,,,,,,59.4594594595,,,,,,,
811.04,,,,81.4814814815,,,,,,,,,,,,
812.96,,,,,,,,,,38.8888888889,,46.4788732394,,,,
814.58,,,,,,,,,,,,,,,58.75,
817.62,,,,,,,,,58.1081081081,,,,,,,
818.56,,,,,,,,,,,,45.0704225352,38.4615384615,,,
819.8,,,,,,,,25,,,,,,,,
821.152,,,,,,,,,,,,,,,57.5,
824.02,,,,,,,,,56.7567567568,,,,,,,
824.8,,,,,,,,,,,,43.661971831,,,,
827.58,,,,,,,,,,,,,36.5384615385,28.5714285714,56.25,
828.64,,,,,,,,,,,,,,,,11.1111111111
829.14,,,,85.1851851852,,,,,,,,,,,,
830.74,,,,,,,,,55.4054054054,,,,,,,
831.18,,,,,,,,,,,,42.2535211268,,,,
833.66,,,,,,,,,,,,,,,55,
836.22,,,,,,,,22.5,,,,,,,,
836.94,,,,,,,,,54.0540540541,,,,,,,
838.312,,,,,,,,,,,,40.8450704225,34.6153846154,,,
839.92,,,,,,,,,,,,,,,53.75,
841.54,,,,,,0,,,,,,,,,,
843.42,,,,,,,,,52.7027027027,,,,,,,
844.98,,,,,,,,,,,,39.4366197183,,,,
846.32,,,,,,,,,,,,,,,52.5,
848.36,,,,,,,,,,33.3333333333,,,,,,
850.22,,,,,,,,,51.3513513514,,,,,,,
851.36,,,,88.8888888889,,,,,,,,38.0281690141,32.6923076923,,,
852.86,,,,,,,,,,,,,,,51.25,
855.472,,,,,,,,,,,,,,25,,
857.36,,,,,,,,,50,,,,,,,
858.332,,,,,,,,,,,,36.6197183099,,,,
859.54,,,,,,,,,,,,,,,50,
861.82,,,,,,,,20,,,,,,,,
862.38,,,,,,,,,,,,,30.7692307692,,,
864.052,,,,,,,,,48.6486486486,,,,,,,
865.2,,,,,,,,,,,,35.2112676056,,,,
866.24,,,,,,,,,,,,,,,48.75,8.3333333333
870.78,,,,,,,,,47.2972972973,,,,,,,
872.76,,,,,,,,,,,,33.8028169014,,,47.5,
875.88,,,,,,,,,,,,,28.8461538462,,,
878.352,,,,,,,,,45.9459459459,,,,,,,
879.18,,,,,,,,,,,,,,,46.25,
880.74,,,,92.5925925926,,,,,,,,32.3943661972,,,,
885.6,,,,,,,,,,,,,,21.4285714286,,
885.86,,,,,,,,,44.5945945946,,,,,,45,
887.36,,,,,,,,,,27.7777777778,,,26.9230769231,,,
887.78,,,,,,,,,,,,30.985915493,,,,
889.22,,,,,,,,17.5,,,,,,,,
892.7,,,,,,,,,43.2432432432,,,,,,43.75,
895.54,,,,,,,,,,,,29.5774647887,,,,
899.88,,,,,,,,,41.8918918919,,,,,,42.5,
901.32,,,,,,,,,,,,,25,,,
903.6,,,,,,,,,,,,28.1690140845,,,,
906.952,,,,,,,,,,,,,,,41.25,
907.58,,,,,,,,,40.5405405405,,,,,,,
912.672,,,,,,,,,,,,26.7605633803,,,,
914.2,,,,,,,,,,,,,,,40,
915.74,,,,,,,,,39.1891891892,,,,,,,
916.44,,,,,,,,,,,,,,,,5.5555555556
917.84,,,,,,,,,,,,,23.0769230769,17.8571428571,,
918.42,,,,,,,,15,,,,,,,,
921.252,,,,,,,,,,,,,,,38.75,
921.54,,,,,,,,,,,,25.3521126761,,,,
923.14,,,,,,,,,37.8378378378,,,,,,,
923.74,,,,96.2962962963,,,,,,,,,,,,
928.04,,,,,,,,,,,,,,,37.5,
930.96,,,,,,,,,36.4864864865,22.2222222222,,23.9436619718,,,,
932.692,,,,,,,,,,,,,21.1538461538,,,
935.552,,,,,,,,,,,,,,,36.25,
939.22,,,,,,,,,35.1351351351,,,,,,,
940.06,,,,,,,,,,,,22.5352112676,,,,
942.54,,,,,,,,,,,,,,,35,
948,,,,,,,,,33.7837837838,,,,,,,
950.34,,,,,,,,12.5,,,,21.1267605634,,,33.75,
951.98,,,,,,,,,,,,,19.2307692308,,,
953.24,,,,,,,,,,,,,,14.2857142857,,
955.92,,,,,,,,,32.4324324324,,,,,,,
957.78,,,,,,,,,,,,,,,32.5,
961.292,,,,,,,,,,,,19.7183098592,,,,
964.3,,,,,,,,,31.0810810811,,,,,,,
965.7,,,,,,,,,,,,,,,31.25,
967.76,,,,,,,,,,,,,17.3076923077,,,
972.78,,,,,,,,,,,,18.3098591549,,,,
973.22,,,,,,,,,29.7297297297,,,,,,,
973.84,,,,,,,,,,,,,,,30,
979.912,,,,,,,,,,16.6666666667,,,,,,
982.2,,,,,,,,,,,,,,,28.75,
982.74,,,,,,,,,28.3783783784,,,,,,,
984.22,,,,,,,,10,,,,16.9014084507,,,,
989.16,,,,,,,,,,,,,15.3846153846,,,
990.8,,,,,,,,,,,,,,,27.5,
991.512,,,,,,,,,27.027027027,,,,,,,
991.64,,,,,,,,,,,,,,,,2.7777777778
992.24,,,,,,,,,,,,,,10.7142857143,,
996.2,,,,,,,,,,,,15.4929577465,,,,
998.72,,,,,,,,,,,,,,,26.25,
1000.3,,,,,,,,,25.6756756757,,,,,,,
1006.312,,,,,,,,,,,,,13.4615384615,,,
1007.052,,,,100,,,,,,,,,,,25,
1009.26,,,,,,,,,,,,14.0845070423,,,,
1009.98,,,,,,,,,24.3243243243,,,,,,,
1015.22,,,,,,,,,,,,,,,23.75,
1020.36,,,,,,,,,22.972972973,,,,,,,
1021.62,,,,,,,,7.5,,,,,,,,
1023.82,,,,,,,,,,,,,,,22.5,
1024.32,,,,,,,,,,,,12.676056338,,,,
1029.56,,,,,,,,,21.6216216216,,,,11.5384615385,,,
1032.66,,,,,,,,,,,,,,,21.25,
1035.64,,,,,,,,,,11.1111111111,,,,7.1428571429,,
1038.572,,,,,,,,,,,,11.2676056338,,,,
1039.4,,,,,,,,,20.2702702703,,,,,,,
1041.78,,,,,,,,,,,,,,,20,
1047.692,,,,,,,,,,,,,9.6153846154,,,
1049.972,,,,,,,,,18.9189189189,,,,,,,
1051.338,,,,,,,,,,,,,,,18.75,
1054.02,,,,,,,,,,,,9.8591549296,,,,
1061.126,,,,,,,,,,,,,,,17.5,
1061.38,,,,,,,,,17.5675675676,,,,,,,
1062.62,,,,,,,,5,,,,,,,,
1070.92,,,,,,,,,,,,,,,16.25,
1071.422,,,,,,,,,16.2162162162,,,,,,,
1072.772,,,,,,,,,,,,8.4507042254,,,,
1073.38,,,,,,,,,,,,,7.6923076923,,,
1081.3,,,,,,,,,,,,,,,15,
1082.14,,,,,,,,,14.8648648649,,,,,,,
1084.462,,,,,,,,,,,,,,3.5714285714,,
1092.106,,,,,,,,,,,,,,,13.75,
1093.556,,,,,,,,,,,,7.0422535211,5.7692307692,,,
1094.086,,,,,,,,,13.5135135135,,,,,,,
1100.708,,,,,,,,,,5.5555555556,,,,,,
1103.18,,,,,,,,,,,,,,,12.5,
1106.46,,,,,,,,,12.1621621622,,,,,,,
1108.22,,,,,,,,2.5,,,,,,,,
1113.812,,,,,,,,,,,,5.6338028169,,,,
1114.83,,,,,,,,,,,,,,,11.25,
1117.5,,,,,,,,,10.8108108108,,,,,,,
1122.932,,,,,,,,,,,,,3.8461538462,,,
1126.908,,,,,,,,,,,,,,,10,
1129.596,,,,,,,,,9.4594594595,,,,,,,
1137.08,,,,,,,,,,,,4.2253521127,,,,
1139.676,3.8461538462,,,,,,,,,,,,,,8.75,
1140.348,,,,,,,,,,,,,,0,,
1142.364,,,,,,,,,8.1081081081,,,,,,,0
1144.68,,,,,,,,,,,,,1.9230769231,,,
1150.5,,,,,,,,,,,,,,,7.5,
1154.852,,,99,,,,,,,,,,,,,
1156.54,,,,,,,,,6.7567567568,,,,,,,
1157.368,,,98,,,,,,,,,,,,,
1159.62,,,,,,,,0,,,,,,,,
1160.228,,,97,,,,,,,,,,,,,
1162.08,,,,,,,,,,,,,,,6.25,
1163.088,,,96,,,,,,,,,,,,,
1165.48,,,,,,,,,,,,2.8169014085,,,,
1166.252,,,95,96.2962962963,,,,,,,,,,,,
1168.808,,,94,,,,,,5.4054054054,,,,,,,
1171.668,,,93,,,,,,,,,,,,,
1174.12,,,,,,,,,,,,,,,5,
1174.528,,,92,,,,,,,,,,,,,
1177.652,,,91,,,,,,,,,,,,,
1178.76,,,,,,,,,,0,,,,,,
1180.28,,,90,,,,,,,,,,0,,,
1182.212,,,,,,,,,4.0540540541,,,,,,,
1183.108,,,89,,,,,,,,,,,,,
1185.968,,,88,,,,,,,,,,,,,
1186.772,,,,,,,,,,,,,,,3.75,
1189.052,,,87,,,,,,,,,,,,,
1191.688,,,86,,,,,,,,,,,,,
1193.14,7.6923076923,3.8461538462,,,,,,,,,,,,,,
1194.548,,,85,,,,,,,,,1.4084507042,,,,
1196.56,,,,,,,,,2.7027027027,,,,,,,
1197.408,,,84,,,,,,,,,,,,,
1199.74,,,,,,,,,,,,,,,2.5,
1200.452,,,83,,,,,,,,,,,,,
1202.732,,,,,,,2.8571428571,,,,,,,,,
1203.128,,,82,,,,,,,,,,,,,
1205.988,,,81,,,,,,,,,,,,,
1208.848,,,80,,,,,,,,,,,,,
1211.708,,,79,,,,,,,,,,,,,
1212.88,,,,,,,,,1.3513513514,,,,,,,
1213.62,,,,,,,5.7142857143,,,,,,,,1.25,
1214.568,,,78,92.5925925926,,,,,,,,,,,,
1217.428,,,77,,,,,,,,,,,,,
1220.288,,,76,,,,,,,,,,,,,
1223.148,,,75,,,,,,,,,,,,,
1226.008,,,74,,,,,,,,,,,,,
1226.88,,,,,,,,,,,3.2258064516,,,,,
1227.42,,,,,,,8.5714285714,,,,,,,3.5714285714,,2.7777777778
1228.868,,,73,,,,,,,,,,,,,
1231.32,11.5384615385,7.6923076923,,,,,,,0,,,,,,0,
1232.08,,,72,,6.6666666667,,,,,,,,,,,
1233.82,,,,,,,11.4285714286,2.5,,,,,,,,
1234.588,,,71,,,,,,,,,,,,,
1235.28,,,,,,,,,,,,0,,,,
1236.08,,,,,,,,,,,,,1.9230769231,,,
1237.448,,,70,,,,,,,,,,,,,
1240.308,,,69,,,,14.2857142857,,,,6.4516129032,,,,,
1241.22,,,,,,,,,,,,,,,,5.5555555556
1243.168,,,68,,,,,,,,,,,,,
1244.768,,,,88.8888888889,,,,,,,,,,,,
1246.028,,,67,,,,,,,,,,,,,
1247.54,,,,,,,17.1428571429,5,,,,,,,,
1248.888,,,66,,,,,,,,,,,,,
1249.5,,,,,,,,,,,9.6774193548,,,,,
1250.42,,,,,13.3333333333,,,,,,,,,7.1428571429,,
1251.748,,,65,,,,,,,,,,,,,
1253.48,,,,,,,,,,,,,,,,8.3333333333
1254.608,,,64,,,,,,,,,,,,,
1255.86,,,,,,,20,,,,,,,,,
1257.468,,,63,,,,,,,,,,,,,
1258.08,,,,,,5.2631578947,,,,,12.9032258065,,,,,
1260.328,,,62,,,,,,,,,,,,,
1260.98,,,,,,,,7.5,,,,,,,,
1263.188,,,61,,,,,,,,,,,,,
1265.44,,,,,,,22.8571428571,,,,,,,,,11.1111111111
1266.048,,,60,,,,,,,,,,,,,
1267.18,,,,,,,,,,,16.1290322581,,,,,
1269.04,,,59,,20,,,,,,,,3.8461538462,,,
1270,,,,,,,,,,,,,,10.7142857143,,
1270.368,,,,85.1851851852,,,,,,,,,,,,
1271.768,,,58,,,,,,,,,,,,,
1272.26,15.3846153846,11.5384615385,,,,,25.7142857143,10,1.3513513514,,,,,,,
1274.628,,,57,,,,,,,,,,,,,
1275.1,,,,,,,,,,,,,,,,13.8888888889
1275.52,,,,,,,,,,5.5555555556,19.3548387097,,,,,
1277.8,,,56,,,,28.5714285714,,,,,,,,,
1280.348,,,55,,,10.5263157895,,,,,,,,,,
1282.3,,,,,,,,12.5,,,,,,,,
1283.208,,,54,,,,,,,,,,,,,
1283.88,,,,,,,31.4285714286,,,,22.5806451613,,,,,16.6666666667
1284.72,,,,,26.6666666667,,,,,,,,5.7692307692,14.2857142857,,
1286.068,,,53,,,,,,,,,,,,,
1288.928,,,52,,,,,,,,,,,,,
1290.6,,,,,,,34.2857142857,15,2.7027027027,,,,,,,
1291,,,,,,,,,,,25.8064516129,,,,,
1291.84,,,51,,,,,,,,,,,,,19.4444444444
1292.968,,,,81.4814814815,,,,,,,,,,,,
1294.648,,,50,,,,,,,,,,,,,
1297.56,,,49,,,,,,,,,,7.6923076923,17.8571428571,,
1298.34,,,,,33.3333333333,15.7894736842,37.1428571429,17.5,,,29.0322580645,,,,,
1300,,,,,,,,,,,,,,,,22.2222222222
1300.368,,,48,,,,,,,,,,,,,
1301.46,19.2307692308,15.3846153846,,,,,,,,,,,,,,
1302.58,,,,,,,40,,,,,,,,,
1303.228,,,47,,,,,,,,,,,,,
1303.94,,,,,,,,,4.0540540541,,,,,,,
1305.3,,,,,,,,20,,,32.2580645161,,,,,
1306.088,,,46,,,,,,,,,,,,,
1307.36,,,,,,,42.8571428571,,,,,,,,1.25,25
1308.14,,,,,,,,,,,,,9.6153846154,21.4285714286,,
1308.948,,,45,,,,,,,,,,,,,
1312.16,,,44,,40,21.0526315789,,22.5,,11.1111111111,35.4838709677,1.4084507042,,,,
1313.3,,,,,,,45.7142857143,,5.4054054054,,,,,,,
1313.768,,,,77.7777777778,,,,,,,,,,,,
1314.28,,,,,,,,,,,,,,,,27.7777777778
1314.668,,,43,,,,,,,,,,,,,
1317.528,,,42,,,,,,,,,,,,,
1318.94,,,,,,,,25,,,,,,,,
1319.02,,,,,,,,,,,38.7096774194,,11.5384615385,25,,
1319.92,,,,,,,48.5714285714,,,,,,,,,
1320.388,,,41,,,,,,,,,,,,,
1320.8,,,,,,,,,,,,,,,2.5,30.5555555556
1321.68,,,,,,,,,6.7567567568,,,,,,,
1323.248,,,40,,,,,,,,,,,,,
1324.76,,,,,,,,27.5,,,,,,,,
1325.48,,,,,,,,,,,41.935483871,,,,,
1326.2,,,39,,46.6666666667,26.3157894737,,,,,,,,,,
1327.46,23.0769230769,19.2307692308,,,,,51.4285714286,,,,,,,,,33.3333333333
1329.28,,,38,,,,,,8.1081081081,,,,13.4615384615,28.5714285714,,
1331.16,,,,,,,,30,,,,,,,,
1331.86,,,37,,,,54.2857142857,,,,45.1612903226,,,,,
1332.38,,,,,,,,,,,,,,,3.75,
1332.928,,,,74.0740740741,,,,,,,,,,,,
1333.7,,,,,,,,,,,,,,,,36.1111111111
1334.688,,,36,,,,,,,,,,,,,
1336.22,,,,,,,,,9.4594594595,,,,,,,
1336.7,,,,,,,57.1428571429,32.5,,,,,,,,
1337.64,,,35,,,,,,,16.6666666667,48.3870967742,,15.3846153846,32.1428571429,,
1338.5,,,,,53.3333333333,31.5789473684,,,,,,,,,,
1340.408,,,34,,,,,,,,,,,,,38.8888888889
1341.5,,,,,,,,,,,,,,,5,
1342.2,,,,,,,60,35,10.8108108108,,,,,,,
1343.268,,,33,,,,,,,,,,,,,
1343.88,,,,,,,,,,,51.6129032258,,,,,
1345.2,,,,,,,,,,,,2.8169014085,,,,
1346.128,,,,,,,,,,,,,17.3076923077,,,
1346.26,,,32,,,,,,,,,,,35.7142857143,,41.6666666667
1347.78,26.9230769231,,,,,,,37.5,12.1621621622,,,,,,,
1349.26,,,31,,,,62.8571428571,,,,,,,,,
1349.86,,,,,,,,,,,54.8387096774,,,,6.25,
1351.028,,,,70.3703703704,60,36.8421052632,,,,,,,,,,
1351.848,,,30,,,,,,,,,,,,,
1352.26,,,,,,,,,,,,,,,,44.4444444444
1352.86,,23.0769230769,,,,,,,,,,,,,,
1353.54,,,,,,,,,13.5135135135,,,,,,,
1353.68,,,,,,,65.7142857143,40,,,,,19.2307692308,,,
1354.708,,,29,,,,,,,,,,,39.2857142857,,
1355.9,,,,,,,,,,,58.064516129,,,,,
1357.58,,,28,,,,,,,22.2222222222,,,,,7.5,
1358.08,,,,,,,,,,,,,,,,47.2222222222
1358.52,,,,,,,68.5714285714,42.5,14.8648648649,,,,,,,
1360.428,,,27,,,,,,,,,,21.1538461538,,,
1361.68,,,,,,,,,,,61.2903225806,,,,,
1362.08,,,,,,,,,,,,,,42.8571428571,,
1363.3,,,26,,,42.1052631579,,,16.2162162162,,,,,,,
1364.12,,,,,66.6666666667,,71.4285714286,45,,,,,,,8.75,50
1366.148,,,25,,,,,,,,,,,,,
1366.52,,,,,,,,,,,,4.2253521127,23.0769230769,,,
1367.988,30.7692307692,,,66.6666666667,,,,,17.5675675676,,64.5161290323,,,,,
1369.008,,,24,,,,,47.5,,,,,,,,
1369.46,,,,,,,,,,,,,,,,52.7777777778
1370.26,,,,,,,,,,,,,,46.4285714286,10,
1371.868,,,,,,,74.2857142857,,,,,,,,,
1372.18,,,23,,,,,,,,,,,,,
1372.32,,,,,,,,,18.9189189189,,,,25,,,
1373.88,,,,,,,,50,,,67.7419354839,,,,,
1374.2,,,,,,47.3684210526,,,,27.7777777778,,,,,,
1374.728,,,22,,,,,,,,,,,,,
1375.18,,,,,,,,,,,,,,,,55.5555555556
1376.28,,,,,,,,,20.2702702703,,,,,,11.25,
1377.72,,26.9230769231,21,,73.3333333333,,77.1428571429,,,,,,26.9230769231,50,,
1378.54,,,,,,,,52.5,,,,,,,,
1380.18,,,,,,,,,,,70.9677419355,,,,,
1380.448,,,,,,,,,21.6216216216,,,,,,,
1380.62,,,20,,,,,,,,,,,,,58.3333333333
1381.82,,,,,,,,,,,,5.6338028169,,,12.5,
1383.64,,,19,,,,,55,,,,,,,,
1383.9,,,,,,,,,,,,,28.8461538462,,,
