Time (min),clk,CLK,cry,CRY,cwo,CWO,CYC/CLK,pdp1,PDP1,PER,per,PER/TIM-p,TIM,tim,VRI,vri,
1252.716, , , , , , , , ,40, , , , , , , ,
1254.06, , , ,26, , , , , , , , , , , , ,
1259.66, , , , , , , , , , , , , ,10, , ,
1261.06, , , , , , , , , , ,7, , , , , ,
1261.496, , , ,27, , , , , , , , , , , , ,
1269.676, , , ,28, , , , , , , , , , , , ,
1270.72, , , , ,4, ,9, , , , , , , , ,9,
1273.772, , , , , , , ,17, , , , , , ,27, ,
1275.06, , , , , ,4, , ,41, , , , , , , ,
1278.496, , , ,29, , , , , , , , , , , , ,
1288.096, , , ,30, , , , , , , , , , , , ,
1291.788, , , , , , , , , , , ,13,17, , , ,
1298.852, , , ,31, , , , , , , , , , , , ,
1300.368, , , , , , , , , , ,8, , , , , ,
1301.26,4,3, , , , ,10,18,42, , , , ,11,28,10,
1310.356, , , ,32, , , , , , , , , , , , ,
1317.04, , , , , , ,11, , , , , , , , , ,
1318.26, , , , , , , , , ,9,9, , , , , ,
1319.64, , , , , , , ,19,43, , , , , , , ,
1320.388, , , , , , , , , , , , ,18, , ,11,
1321.86, , , , , , , , , , , , , , ,29, ,
1323.596, , , ,33, , , , , , , , , , , , ,
1326.46, , , , , , , , , , , , , ,12, , ,
1331.828, , , , ,5,5, , , , , , , , , , ,
1336.12, , , , , , , , ,44, , , , , , , ,
1338.876, , , ,34, , , , , , , , , , , , ,
1340.408, , , , , , ,12,20, , , , , , ,30,12,
1340.86, , , , , , , , , , ,10, , , , , ,
1343.268, , , , , , , , , , , ,14,19, , , ,
1350, , , , , , , , ,45, , , , , , , ,
1353.26, , , , , , , , , , , , , ,13, , ,
1356.976, , , ,35, , , , , , , , , , , , ,
1358.62, , , , , , , , , , , , , , ,31, ,
1361.656, , , , , , , ,21, , , , , , , , ,
1362, , , , , , , , ,46, , , ,20, , , ,
1362.64, , , , , , , , , , , , , , , ,13,
1367.86, , , , , , , , , , ,11, , , , , ,
1374.728, , , , , , , , , , , , , , ,32, ,
1375, , , , , , , , ,47, , , , , , , ,
1375.66, , , , , , , , , ,10, , , , , , ,
1379.176, , , ,36, , , , , , , , , , , , ,
1380.448, , , , , , , , , , , ,15, , , , ,
1381.86, , , , , , , , , , , , ,21,14, , ,
1383.64, , , , , , , ,22, , , , , , , , ,
1386.34, , , , , , , , ,48, , , , , , , ,
1388.64, , , , , , , , , , , , , , ,33,14,
1398.56, , , , , , , , ,49, , , , , , , ,
1401.06, , , , , , , , , , ,12, , , , , ,
1402.26, , , , , , , , , , , , ,22, , , ,
1403.328, , , , , , , , , , , , , , ,34, ,
1406.84, , , , , , , ,23, , , , , , , , ,
1408.576, , , ,37, , , , , , , , , , , , ,
1409.3, , , , , , , , ,50, , , , , , , ,
1412.46, , , , , , , , , , , , , ,15, , ,
1414.916, , , , , , ,11, , , , ,16, , , , ,
1418.02, , , , ,4,6, , , , , , , , ,35, ,
1419.32, , , , , , , , , , , , ,23, , , ,
1420.84, , , , , , , , ,51, , , , , , , ,
1429.46, , , , , , , , , ,11, , , , , , ,
1433.3, , , , , , , , ,52, , , , , , , ,
1433.76, , , , , , , , , , , , , , ,36, ,
1440,4,3,100,37,4,6,11,23,52,11,12,16,23,15,36,14,
