Time (min),clk,CLK,cry,CRY,cwo,CWO,CYC/CLK,PDP1,pdp1,PER,per,PER/TIM-p,TIM,tim,VRI,vri
363.42,,,,100,,33.3333333333,,,,,,,,,,
364.32,,,,98.9795918367,,,,,,,,,,,,
365.16,,,,100,,,,,,,,,,,,
366.344,,,,98.9795918367,,,,,,,,,,,,
367.476,,,,100,,,,,,,,,,,,
367.996,,,,,,,,,,,,,,,95.7446808511,
368.368,,,,98.9795918367,,,,,,,,,,,,
369.208,,,,100,,,,,,,,,,,,
370.392,,,,98.9795918367,,,,,,,,,,,,
371.532,,,,100,,,,,,,,,,,,
371.66,33.3333333333,,,,,,,,,,,,,,,
372.416,,,,98.9795918367,,,,,,,,,,,,
373.256,,,,100,,,,,,,,,,,,
374.44,,,,98.9795918367,,,,,,,,,,,,
375.588,,,,100,,,,,40,,,,,,,
376.464,,,,98.9795918367,,,,,,,,,,,,
377.304,,,,100,,,,,,,,,,,,
377.88,,,,,,,,,,,,,,37.037037037,,
378.488,,,,98.9795918367,,,,,,,,,,,,23.0769230769
379.644,,,,100,,,,,,,,,,,,
380.512,,,,98.9795918367,,,,,,,,,,,,
381.352,,,,100,,,,,,,,,,,,
382.536,,,,98.9795918367,,,,,,,,,,,,
383.7,,,,100,,,,,,,,,,,,
384.56,,,,98.9795918367,,,,,,,,,,,,
385.4,,,,100,,,,,,,,,,,,
386.584,,,,98.9795918367,,,,,,,,,,,,
387.756,,,,100,,,,,,,,,,,,
388.904,,,,98.9795918367,,,,,,,,,,,,
389.108,,,,,,,,,38,,,,,,,
389.448,,,,100,,,,,,,,,,,,
390.632,,,,98.9795918367,,,,,,,,,,,,
391.812,,,,100,,,,,,,,,,,,
392.656,,,,98.9795918367,,,,,,,,,,,,
393.496,,,,100,,,,,,,,,,,,
394.68,27.7777777778,46.1538461538,,98.9795918367,,,,,,,,,,,,
395.52,,,,,,,,,,,,,,,93.6170212766,20.5128205128
395.868,,,,100,,,,,,,,,,,,
396.704,,,,98.9795918367,,,,,,,,,,,,
397.544,,,,100,,,,,,,,,,,,
398.572,,,,,,,,,,76.9230769231,,,,,,
398.728,,,,98.9795918367,,,,,,,,,,,,
399.156,,,,,,25,,,,,,,,,,
399.924,,,,100,,,,,,,,,,,,
400.752,,,,98.9795918367,,,,,,,,,,,,
401.592,,,,100,,,,,,,,,,,,
402.776,,,,98.9795918367,,,,,,,,,,,,
403.616,,,,100,,,,,,,,,,,,
404.8,,,,98.9795918367,,,,,36,,,,,,,
405.64,,,,100,,,,,,,,,,,,
406.824,,,,98.9795918367,,,,,,,,,,33.3333333333,,
407.664,,,,100,,,,,,,,,,,,
408.848,,,,98.9795918367,,,,,,,,,,,,
409.688,,,,100,,,,,,,,,,,,
410.872,,,,98.9795918367,,,,,,,,,,,,
411.712,,,,100,,,,,,,,,,,,
412.896,,,,98.9795918367,,,,,,,,,,,,
413.736,,,,100,,,,,,,,,,,,
414.92,,,99,98.9795918367,,,,98.4375,,,,,,,,
415.774,,,,100,,,,,,,,,,,91.4893617021,17.9487179487
416.958,,,,98.9795918367,,,,,,,,,,,,
417.812,,,,100,,,,,,,,,,,,
418.996,,,,98.9795918367,,,,,,,,,,,,
420.204,,,,100,,,,,,,,,,,,
421.034,,,98,98.9795918367,,,,,34,,,,,,,
421.902,,,,100,,,,,,,,,,,,
423.086,22.2222222222,,,98.9795918367,,,,,,,,,,,,
424.26,,,,100,,,,,,,,,,,,
425.138,,,,98.9795918367,,,,,,,,,,,,
425.612,,,97,,,,,,,,,,,,,
426.022,,,,100,,,,,,,,,,,,
427.206,,,,98.9795918367,,,,,,,,,,,,
428.316,,,,100,,,,,,,,,,,,
428.46,,38.4615384615,,,,,,,,,,,,,,
429.436,,,,98.9795918367,,,,,,,,,,,,
429.668,,,96,,,,,,,,,,,,,
430.174,,,,100,,,,,,,,,,,,
431.358,,,,98.9795918367,,,,,,,,,,,,
432.372,,,,100,,,,,,,,,,,,
432.776,,,95,,,,,,,,,,,,,
433.724,,,,98.9795918367,,,,,,,,,,,,
434.36,,,,100,,,,,,,,,,,,
435.816,,,94,98.9795918367,,,,,,,,,,,,
436.836,,,,100,,,,,,,,,,29.6296296296,89.3617021277,
437.662,,,,,,,,96.875,32,,,,,,,
437.78,,,,98.9795918367,,,,,,,,,,,,15.3846153846
438.616,,,93,100,,,,,,,,,,,,
439.78,,,,98.9795918367,,,,,,,,,,,,
440.734,,,,100,,,,,,,,,,,,
441.416,,,92,,,,,,,,,,,,,
441.918,,,,98.9795918367,,,,,,,,,,,,
442.89,,,,100,,,,,,,,,,,,
444.216,,,91,98.9795918367,,,,,,,,,,,,
445.066,,,,100,,,,,,,,,,,,
446.25,,,,98.9795918367,,,,,,,,,,,,
447.262,,,90,100,,16.6666666667,,,,,,,,,,
448.446,,,,98.9795918367,,,,,,,,,,,,
449.816,,,89,100,,,,,,,,,,,,
450.642,,,,98.9795918367,,,,,,,,,,,,
451.676,,,,100,,,,,,,,,,,,
452.86,,,88,98.9795918367,,,,,,,,,,,,
453.914,16.6666666667,,,100,,,,,,69.2307692308,,95.652173913,,,,
455.416,,,87,98.9795918367,,,,,,,,,,,,
456.176,,,,100,,,,,,,,,,,87.2340425532,
457.36,,,,98.9795918367,,,,,,,,,,,,
457.744,,,,,,,,95.3125,30,,,,,,,
458.462,,,86,100,,,,,,,,,,,,
459.646,,,,98.9795918367,,,,,,,,,,,,
461.016,,,85,100,,,,,,,,,,,,
461.932,,,,98.9795918367,,,,,,,,,,,,
463.06,,,,100,,,,,,,,,,,,
463.816,,,84,,,,,,,,,,,,,
464.244,,,,98.9795918367,,,,,,,,,,,,
465.398,,,,100,,,,,,,,,,,,
466.236,,30.7692307692,,,,,,,,,,,,,,
466.582,,,,,,,,,,,,,,,,12.8205128205
466.616,,,83,98.9795918367,,,,,,,,,,,,
467.764,,,,100,,,,,,,,,,,,
468.948,,,,98.9795918367,,,,,,,,,,,,
469.416,,,82,,,,,,,,,,,,,
470.158,,,,100,,,,,,,,,,,,
471.342,,,,98.9795918367,,,,,,,,,,,,
472.216,,,81,,,,,,,,,,,,,
472.584,,,,100,,,,,,,,,,,,
473.216,,,,,,,,,,,,,,,85.1063829787,
473.768,,,,98.9795918367,,,,,,,,,,,,
474.48,,,,,,,,,,,,,,25.9259259259,,
475.016,,,80,100,,,,,,,,,,,,
476.194,,,,98.9795918367,,,,,,,,,,,,
477.466,,,,,,,,93.75,,,,,,,,
477.816,,,79,100,,,,,,,,,,,,
478.744,,,,98.9795918367,,,,,28,,,,,,,
479.958,,,,100,,,,,,,,,,,,
480.616,,,78,,,,,,,,,,,,,
481.142,,,,98.9795918367,,,,,,,,,,,,
482.484,,,,100,,,,,,,,,,,,
483.668,,,77,98.9795918367,,,,,,,,,,,,
485.048,,,,100,,,,,,,,,,,,
486.232,,,76,98.9795918367,,,,,,,,,,,,
487.652,,,,100,,,,,,,,,,,,
489.016,,,75,98.9795918367,,,,,,,,,,,,
490.298,,,,100,,,,,,,,,,,,
491.056,11.1111111111,,,,,,,,,,,,,,82.9787234043,
491.816,,,74,98.9795918367,,,,,,,,,,,,
492.988,,,,100,,,,,,,,,,,,
494.172,,,,98.9795918367,,,,92.1875,,,,,,,,
494.616,,,73,,,,,,,,,,,,,
495.726,,,,100,,,,,,,,,,,,
496.91,,,,98.9795918367,,,,,,,,,,,,
497.416,,,72,,,,,,,,,,,,,
498.036,,,,,,,,,,,,,,,,10.2564102564
498.514,,,,100,,,,,,,,,,,,
499.698,,,,98.9795918367,,,,,,,,,,,,
500.344,,,71,,,,,,26,,,,,,,
501.356,,,,100,,,,,,,,,,,,
502.54,,,,98.9795918367,,,,,,,,,,,,
503.016,,,70,,,,,,,,,,,,,
504.256,,,,100,,,,,,,,,,,,
505.44,,,,98.9795918367,,,,,,,,,,,,
505.816,,,69,,,,,,,,,,,,,
507.316,,,,100,,,,,,,,,,,80.8510638298,
508.616,,,68,98.9795918367,,,,90.625,,,,,,,,
509.46,,23.0769230769,,,,,,,,,,,,,,
510.246,,,,100,,,,,,,,,,,,
511.43,,,67,98.9795918367,,,,,,,,,,,,
513.7,,,,100,,,,,,61.5384615385,,91.3043478261,,,,
514.53,,,66,98.9795918367,,,,,,,,,,22.2222222222,,
516.524,,,,100,,,,,,,,,,,,
517.016,,,65,,,,,,,,,,,,,
517.708,,,,98.9795918367,,,,,,,,,,,,
519.156,,,,,,8.3333333333,,,,,,,,,,
519.816,,,64,100,,,,,,,,,,,,
520.952,,,,98.9795918367,,,,,,,,,,,,
522.616,,,63,,,,,,,,,,,,,
523.212,,,,100,,,,,,,,,,,,
524.076,,,,,,,,89.0625,,,,,,,,
524.396,,,,98.9795918367,,,,,,,,,,,78.7234042553,
525.416,,,62,,,,,,,,,,,,,
526.756,,,,100,,,,,,,,,,,,
528.216,,,61,98.9795918367,,,,,,,,,,,,
529.344,,,,,,,,,24,,,,,,,
530.44,,,,100,,,,,,,,,,,,
531.016,,,60,,,,,,,,,,,,,
531.624,,,,98.9795918367,,,,,,,,,,,,
533.816,,,59,,,,,,,,,,,,,
534.404,,,,100,,,,,,,,,,,,
535.588,,,,98.9795918367,,,,,,,,,,,,
536.616,,,58,,,,,,,,,,,,,
537.404,5.5555555556,,,,,,,87.5,,,,,,,,
538.528,,,,100,,,,,,,,,,,,
539.712,,,57,98.9795918367,,,,,,,,,,,,
541.376,,,,,,,,,,,,,,,76.5957446809,
542.216,,,56,,,,,,,,,,,,,
543.052,,,,100,,,,,,,,,,,,
544.236,,,,98.9795918367,,,,,,,,,,,,
545.016,,,55,,,,,,,,,,,,,
545.436,,,,,,,,,,,,,,,,7.6923076923
547.816,,,54,100,,,,,,,,,,,,
549,,,,98.9795918367,,,,,,,,,,,,
550.616,,,53,,,,,,,,,,,,,
551.504,,,,,,,,85.9375,,,,,,,,
553.416,,,52,100,,,,,,,,,,,,
554.384,,,,98.9795918367,,,,,,,,,,,,
556.216,,,51,,,,,,,,,,,,,
557.196,,,,,,,,,,,,,,,74.4680851064,
558.06,,15.3846153846,,,,,,,,,,,,,,
559.344,,,50,,,,,,22,,,,,,,
560.004,,,,100,,,,,,,,,,,,
560.7,,,,,,,,,,,,86.9565217391,,,,
561.188,,,,98.9795918367,,,,,,,,,,,,
561.816,,,49,,,,,,,,,,,,,
564.064,,,,,,,,84.375,,,,,,,,
564.616,,,48,,,,,,,,,,,,,
567.416,,,47,,,,,,,,,,,,,
569.88,,,,100,,,,,,,,,,,,
570.216,,,46,,,,,,,,,,,18.5185185185,,
570.952,,,,98.9795918367,,,,,,,,,,,,
573.016,,,45,,,,,,,,,,,,,
573.476,,,,,,,,,,,,,,,72.3404255319,
575.816,,,44,,,,,,,,,,,,,
577.144,,,,,,,,82.8125,,,,,,,,
578.616,,,43,,,,,,,,,,,,,
579.1,,,,,,,,,,53.8461538462,,,,,,
581.416,,,42,,,,,,,,,,,,,
584.216,,,41,,,,,,,,,,,,,
587.016,,,40,,,,,,,,,,,,,
589.816,,,39,,,,,,,,,,,,,
590.544,,,,,,,,,,,,,,,70.2127659574,
590.876,,,,,,,,81.25,20,,,,,,,
592.616,,,38,97.9591836735,,,,,,,,,,,,
593.5,,,,,,,,,,,,82.6086956522,,,,
594.018,,,,98.9795918367,,,,,,,,,,,,
595.416,,,37,,,,,,,,,,,,,
598.216,,,36,,,,,,,,,,,,,
601.256,,,35,,,,,,,,,,,,,
601.918,,,,97.9591836735,,,,,,,,,,,,
602.724,,,,,,,,79.6875,,,,,,,,5.1282051282
603.816,,,34,98.9795918367,,,,,,,,,,,,
605.736,,,,,,,,,,,,,,,68.085106383,
606.616,,,33,,,,,,,,,,,,,
609.696,,,32,97.9591836735,,,,,,,,,,,,
611.536,,,,98.9795918367,,,,,,,,,,,,
612.216,,,31,,,,,,,,,,,,,
615.016,,,30,,,,,,,,,,,,,
615.384,,,,,,,,78.125,,,,,,,,
615.916,,,,97.9591836735,,,,,,,,,,,,
617.816,,,29,,,,,,,,,,,,,
618.776,,,,98.9795918367,,,,,,,,,,,,
620.356,0,7.6923076923,,,,,,,,,,,,,,
620.616,,,28,,,,,,,,,,,,,
621.436,,,,,,,,,,,,,,,65.9574468085,
622.496,,,,97.9591836735,,,,,,,,,,,,
623.436,,,27,,,,,,18,,,,,,,
626.376,,,26,,,,,,,,,,,,,
626.896,,,,98.9795918367,,,,76.5625,,,,,,,,
629.196,,,25,,,,,,,,,,,,,
629.916,,,,97.9591836735,,,,,,,,,,14.8148148148,,
631.896,,,24,,,,,,,,,,,,,
633.7,,,,,,,,,,,,78.2608695652,,,,
634.616,,,23,,,,,,,,,,,,,
637.716,,,22,,,,,,,,,,,,63.829787234,
638.624,,,,,,,,75,,,,,,,,
640.216,,,21,,,,,,,,,,,,,
643.016,,,20,,,,,,,,,,,,,
645.816,,,19,,,,,,,,,,,,,
647.456,,,,96.9387755102,,,,,,,,,,,,
648.896,,,18,,,,,,,,,,,,,
651.1,,,,,,,,73.4375,,,,,,,,
651.416,,,17,97.9591836735,,,,,,46.1538461538,,,,,,
654.476,,,16,,,,,,,,,,,,61.7021276596,
657.016,,,,96.9387755102,,,,,,,,,,,,
657.256,,,15,,,,,,16,,,,,,,
659.816,,,14,,,,,,,,,,,,,
661.984,,,,,,,,71.875,,,,,,,,
662.9,,,13,,,,,,,,,,,,,
663.156,,,,,,0,,,,,,73.9130434783,,,,
665.416,,,12,,,,,,,,,,,,,
668.216,,,11,95.9183673469,,,,,,,,,,,,
671.016,,,10,,,,,,,,,,,,,
671.776,,,,,,,,,,,,,,,59.5744680851,
673.816,,,,,,,,70.3125,,,,,,,,
673.854,,,9,,,,,,,,,,,,,
676.616,,,8,94.8979591837,,,,,,,,,,,,
679.416,,,7,,,,,,,,,,,,,
682.216,,,6,93.8775510204,,,,,,,,,,,,
685.364,,,5,,,,,68.75,,,,,,,,
687.816,,,4,92.8571428571,,,,,,,,,,,,
689.832,,,,,,,,,,,,,,,57.4468085106,
690.616,,,3,91.8367346939,,,,,,,,,,,,
693.416,,,2,90.8163265306,,,,,,,,,,,,
696.216,,,1,89.7959183673,,,,,,,,,,,,
697.9,,,,88.7755102041,,,,67.1875,,,,69.5652173913,,,,
699.024,,,0,87.7551020408,,,,,,,,,,,,
700.456,,,,86.7346938776,,,,,,,,,,,,
701.732,,,,85.7142857143,,,,,,,,,,,,
703.11,,,,84.693877551,,,,,,,,,,,,
704.504,,,,83.6734693878,,,,,,,,,,,,
705.914,,,,82.6530612245,,,,,,,,,,,,
707.342,,,,81.6326530612,,,,,,,,,,,,
708.28,,,,,,,,,,,,,,,55.3191489362,
708.788,,,,80.612244898,,,,,,,,,,,,
710.564,,,,79.5918367347,,,,65.625,,,,,,,,
711.734,,,,78.5714285714,,,,,,,,,,,,
713.354,,,,77.5510204082,,,,,,,,,,,,
714.344,,,,,,,,,14,,,,,,,
714.754,,,,76.5306122449,,,,,,,,,,,,
716.632,,,,75.5102040816,,,,,,,,,,,,
718.024,,,,74.4897959184,,,,,,,,,,,,
719.432,,,,73.4693877551,,,,,,,,,,,,
721.034,,,,72.4489795918,,,,,,,,,,,,
722.2,,,,,,,,64.0625,,,,,,,,
722.658,,,,71.4285714286,,,,,,,,,,,,
724.304,,,,70.4081632653,,,,,,,,,,,,
725.974,,,,69.387755102,,,,,,,,,,,,
727.196,,,,,,,,,,,,,,,53.1914893617,
727.768,,,,68.3673469388,,,,,,,,,,,,
729.63,,,,67.3469387755,,,,,,,,,,,,
731.128,,,,66.3265306122,,,,,,38.4615384615,,65.2173913043,,,,
732.896,,,,65.306122449,,,,,,,,,,11.1111111111,,
734.104,,,,,,,,62.5,,,,,,,,
734.728,,,,64.2857142857,,,,,,,,,,,,
736.516,,,,63.2653061224,,,,,,,,,,,,
738.368,,,,62.2448979592,,,,,,,,,,,,
740.296,,,,61.2244897959,,,,,,,,,,,,
741.45,,,,,,,,,,,,,,,,2.5641025641
742.162,,,,60.2040816327,,,,,,,,,,,,
744.104,,,,59.1836734694,,,,,,,,,,,,
744.496,,,,,,,,,,,,,,,51.0638297872,
746.178,,,,58.1632653061,,,,,,,,,,,,
746.544,,,,,,,,60.9375,,,,,,,,
748.08,,,,57.1428571429,,,,,,,,,,,,
750.12,,,,56.1224489796,,,,,,,,,,,,
752.18,,,,55.1020408163,,,,,,,,,,,,
753.404,,0,,,,,,,,,,,,,,
754.28,,,,54.0816326531,,,,,,,,,,,,
756.42,,,,53.0612244898,,,,,,,,,,,,
758.6,,,,52.0408163265,,,,,,,,,,,,
759.784,,,,,,,,59.375,,,,,,,,
761.176,,,,51.0204081633,,,,,,,,,,,,
762.356,,,,,,,,,,,,60.8695652174,,,,
762.568,,,,,,,,,,,,,,,48.9361702128,
763.08,,,,50,,,,,,,,,,,,
765.73,,,,48.9795918367,,,,,,,,,,,,
767.76,,,,47.9591836735,,,,,,,,,,,,
770.306,,,,46.9387755102,,,,,,,,,,,,
772.924,,,,45.9183673469,,,,,,,,,,,,
773.03,,,,,,,,57.8125,,,,,,,,
775.14,,,,44.8979591837,,,,,,,,,,,,
775.944,,,,,,,,,12,,,,,,,
777.7,,,,43.8775510204,,,,,,,,,,,,
780.32,,,,42.8571428571,,,,,,,,,,,,
780.816,,,,,,,,,,,,,,,46.8085106383,
783.018,,,,41.8367346939,,,,,,,,,,,,
784.984,,,,,,,,56.25,,,,,,,,
785.742,,,,40.8163265306,,,,,,,,,,,,
788.56,,,,39.7959183673,,,,,,,,,,,,
791.44,,,,38.7755102041,,,,,,,,,,,,
794.4,,,,37.7551020408,,,,,,,,,,,,
797.546,,,,36.7346938776,,,,54.6875,,,,,,,,
799.916,,,,,,,,,,,,56.5217391304,,,,
800.27,,,,,,,,,,,,,,,44.6808510638,
800.52,,,,35.7142857143,,,,,,,,,,,,
803.902,,,,34.693877551,,,,,,,,,,,,
807,,,,33.6734693878,,,,,,,,,,,,
810.524,,,,32.6530612245,,,,53.125,,,,,,,,
814.196,,,,31.6326530612,,,,,,,,,,,,
817.44,,,,30.612244898,,,,,,,,,,,,
819.696,,,,,,,,,,,,,,,42.5531914894,
821.14,,,,29.5918367347,,,,,,30.7692307692,,,,,,
824.084,,,,,,,,51.5625,,,,,,,,
825.012,,,,28.5714285714,,,,,,,,,,,,
827.716,,,,,,,,,,,,52.1739130435,,,,
829.068,,,,27.5510204082,,,,,,,,,,,,
833.124,,,,26.5306122449,,,,,,,,,,,,
837.2,,,,25.5102040816,,,,,,,,,,,,
838.532,,,,,,,,50,,,,,,,,
840.096,,,,,,,,,,,,,,,40.4255319149,
841.58,,,,24.4897959184,,,,,,,,,,,,
842.588,,,,,,,,,10,,,,,,,
846.12,,,,23.4693877551,,,,,,,,,,,,
850.86,,,,22.4489795918,,,,48.4375,,,,,,,,
853.404,,,,,,,,,,,,,,7.4074074074,,
856.108,,,,21.4285714286,,,,,,,,,,,,
860.92,,,,20.4081632653,,,,,,,,47.8260869565,,,,
861.516,,,,,,,,,,,,,,,38.2978723404,
864.22,,,,,,,,46.875,,,,,,,,
866.3,,,,19.387755102,,,,,,,,,,,,
871.94,,,,18.3673469388,,,,,,,,,,,,
877.86,,,,17.3469387755,,,,45.3125,,,,,,,,
883.296,,,,,,,,,,,,,,,36.170212766,
884.1,,,,16.3265306122,,,,,,,,,,,,
890.68,,,,15.306122449,,,,,,,,,,,,
891.864,5.5555555556,7.6923076923,,,,,,43.75,,,,,,,,
897.64,,,,14.2857142857,,,,,,,,,,,,
901.3,,,,,,,,,,,,43.4782608696,,,,
905.04,,,,13.2653061224,,,,,,,,,,,,
906.296,,,,,,,,,,,,,,,34.0425531915,
906.764,,,,,,,,42.1875,,,,,,,,
912.94,,,,12.2448979592,,,,,,,,,,,,
915.596,,,,,,,,,8,,,,,,,
919.964,,,,,,,,40.625,,,,,,,,
921.4,,,,11.2244897959,,,,,,,,,,,,
924.1,,,,,,,,,,23.0769230769,,,,,,
930.5,,,,10.2040816327,,,,,,,,,,,31.914893617,
930.9,,,,,,,,,,,,39.1304347826,,,,
933.724,,,,,,,,39.0625,,,,,,,,
940.38,,,,9.1836734694,,,,,,,,,,,,
948.084,,,,,,,,37.5,,,,,,,,
951.14,,,,8.1632653061,,,,,,,,,,,,
955.632,,,,,,,,,,,,,,,29.7872340426,
963.104,,,,7.1428571429,,,,35.9375,,,,,,,,
966.3,,,,,,,,,,,,34.7826086957,,,,
976.14,,,,6.1224489796,,,,,,,,,,,,
978.864,,,,,,,,34.375,,,,,,,,
981.496,,,,,,,,,,,,,25,,27.6595744681,
988.416,11.1111111111,,,,,,,,,,,,,,,
990.96,,,,5.1020408163,,,,,,,,,,,,
995.344,,,,,,,,32.8125,6,,,,,,,
997.632,,,,,,,,,,,,,,3.7037037037,,
1007.9,,,,4.0816326531,,,,,,,,,,,,
1009.096,,,,,,,,,,,,,,,25.5319148936,
1009.824,,,,,,,,31.25,,,,,,,,
1017.236,,,,,,,,,,,,,,,,0
1024.984,,,,,,,,29.6875,,,,,,,,
1027.66,,,,3.0612244898,,,,,,,,,,,,
1028.432,,,,,,,,,,,,,50,,,
1030.3,,,,,,,,,,,,39.1304347826,,,,
1033.096,,,,,,,,,,,,,,,23.4042553191,
1040.864,,,,,,,,28.125,,,,,,,,
1044.3,,,,,,,,,,15.3846153846,,,,,,
1051.26,,,,2.0408163265,,,,,,,,,,,,
1057.564,,,,,,,,26.5625,,,,,,,,
1058.416,,15.3846153846,,,,,,,,,,,,,21.2765957447,
1071.616,16.6666666667,,,,,,,,,,,,,,,
1075.164,,,,,,,,25,,,,,,,,
1078.38,,,,,,,,,,,,,75,,,
1080.86,,,,1.0204081633,,,,,,,,,,,,
1084.432,,,,,,,,,4,,,,,,19.1489361702,
1090.444,,,,,,,,23.4375,,,,,,,,
1098.9,,,,,,,,,,,,43.4782608696,,,,
1106.464,,,,,,,,21.875,,,,,,,,
1111.896,,,,,,,,,,,,,,,17.0212765957,
1120.26,,,,0,,,,,,,,,100,,,
1123.632,,,,,,,,20.3125,,,,,,,,
1134.3,,,,,,,,,,,,47.8260869565,,,,
1141.084,22.2222222222,,,,,,,18.75,,,,,,,14.8936170213,
1146.43,,,1,1.0204081633,,,,,,,,,,,,
1146.944,,,,2.0408163265,,,,,,,,,,,,
1147.466,,,,3.0612244898,,,,,,,,,,,,
1148.222,,,,4.0816326531,,,,,,,,,,,,
1148.534,,,,5.1020408163,,,,,,,,,,,,
1149.082,,,,6.1224489796,,,,,,,,,,,,
1149.968,,,,7.1428571429,,,,,,,,,,,,
1150.202,,,,8.1632653061,,,,,,,,,75,,,
1150.776,,,,9.1836734694,,,,,,,,,,,,
1151.67,,,,10.2040816327,,,,,,,,,,,,
1151.954,,,,11.2244897959,,,,,,,,,,,,
1152.558,,,,12.2448979592,,,,,,,,,,,,
1153.472,,,2,14.2857142857,,,,,,,,,,,,
1153.778,,,,15.306122449,,,,,,,,,,,,
1154.088,,,,16.3265306122,,,,,,,,,,,,
1154.432,,,,17.3469387755,,,,,,,,,,,,
1154.722,,,,18.3673469388,,,,,,,,,,,,
1155.046,,,,19.387755102,,,,,,,,,,,,
1155.376,,,,20.4081632653,,,,,,,,,,,,
1155.712,,,,21.4285714286,,,,,,,,,,,,
1156.052,,,,22.4489795918,,,,,,,,,,,,
1156.398,,,,23.4693877551,,,,,,,,,,,,
1156.75,,,,24.4897959184,,,,,,,,,,,,
1157.108,,,,25.5102040816,,,,,,,,,,,,
1157.474,,,,26.5306122449,,,,,,,,,50,,,
1157.846,,,,27.5510204082,,,,,,,,,,,,
1158.476,,,,29.5918367347,,,,,,,,,,,,
1158.73,,,3,30.612244898,,,,,,,,,,,,
1158.988,,,,31.6326530612,,,,,,,,,,,,
1159.25,,,,32.6530612245,,,,,,,,,,,,
1159.518,,,,33.6734693878,,,,,,,,,,,,
1159.864,,,,34.693877551,,,,,,,,,,,,
1160.068,,,,35.7142857143,,,,17.1875,,,,,,,,
1160.352,,,,36.7346938776,,,,,,,,,,,,
1160.642,,,,37.7551020408,,,,,,,,,,,,
1160.938,,,,38.7755102041,,,,,,,,,,,,
1161.24,,,,39.7959183673,,,,,,,,,,,,
1161.562,,,,40.8163265306,,,,,,,,,,,,
1161.862,,,,41.8367346939,,,,,,,,,25,,,
1162.184,,,,42.8571428571,,,,,,,,,,,,
1162.512,,,,43.8775510204,,,,,,,,,,,,
1162.832,,,,44.8979591837,,,,,,,,,,,,
1163.082,,,4,45.9183673469,,,,,,,,43.4782608696,,,,
1163.338,,,,46.9387755102,,,,,,,,,,,,
1163.616,,,,47.9591836735,,,,,,,,,,,,
1163.868,,23.0769230769,,48.9795918367,,,,,,,,,,,,
1164.142,,,,50,,,,,,,,,,,,
1164.424,,,,51.0204081633,,,,,,,,,,,,
1164.712,,,,52.0408163265,,,,,,,,,,,,
1165.008,,,,53.0612244898,,,,,,,,,0,,,
1165.312,,,,54.0816326531,,,,,,,,,,,,
1165.632,,,,55.1020408163,,,,,,,,,,,,
1165.948,,,,56.1224489796,,,,,,,,,,,,
1166.28,,,,57.1428571429,,,,,,,,,,,,
1166.544,,,,58.1632653061,,,,,,,,,,,,
1166.816,,,5,59.1836734694,,,,,,,,,,,,
1167.098,,,,60.2040816327,,,,,,,,,,,,
1167.388,,,,61.2244897959,,,,,,,,,,,,
1167.688,,,,62.2448979592,,,,,,,,,,,,
1167.998,,,,63.2653061224,,,,,,,,,,,,
1168.32,,,,64.2857142857,,,,,,,,,,,,
1168.652,,,,65.306122449,,,,,,,,,,,,
1168.998,,,,66.3265306122,,,,,,,,,,,,
1169.358,,,,67.3469387755,,,,,,,,,,,,
1170.046,,,6,69.387755102,,,,,,,,,,,,
1170.372,,,,70.4081632653,,,,,,,,,,,,
1170.712,,,,71.4285714286,,,,,,,,,,,,
1171.068,,,,72.4489795918,,,,,,,,,,,,
1171.496,,,,73.4693877551,,,,,,,,,,,,
1171.836,,,,74.4897959184,,,,,,,,,,,12.7659574468,
1172.25,,,,75.5102040816,,,,,,,,,,,,
1172.912,,,,76.5306122449,,,,,,,,,,,,
1173.07,,,7,77.5510204082,,,,,,,,,,,,
1173.512,,,,78.5714285714,,,,,,,,,,,,
1174.032,,,,79.5918367347,,,,,,,,,,,,
1174.37,,,,80.612244898,,,,,,,,,,,,
1174.932,,,,81.6326530612,,,,,,,,,,,,
1175.692,,,,82.6530612245,,,,,,,,,,,,
1175.888,,,8,83.6734693878,,,,,,,,,,,,
1176.418,,,,84.693877551,,,,,,,,,,,,
1177,,,,85.7142857143,,,,,,,,,,,,
1177.744,,,,86.7346938776,,,,,,,,,,0,,
1178.272,,,9,87.7551020408,,,,,,,,,,,,
1179.136,,,,88.7755102041,,,,,,,,,,,,
1179.804,,,,89.7959183673,,,,15.625,,,,,,,,
1180.672,,,10,90.8163265306,,,,,,,,,,,,
1181.92,,,,91.8367346939,,,,,,,,,,,,
1182.992,,,,92.8571428571,,,,,,,,,,,,
1183.312,,,11,,,,,,,,,,,,,
1183.5,,,,,,,,,,,,39.1304347826,,,,
1184.092,,,,93.8775510204,,,,,,,,,,,,
1184.704,,,,,,,,,2,,,,,,,
1185.152,,,12,,,,,,,,,,,,,
1185.594,,,,94.8979591837,,,,,,,,,,,,
1187.534,,,13,95.9183673469,,,,,,,,,,,,
1188.5,,,,,,,,,,7.6923076923,,,,,,
1189.24,,,14,,,,,,,,,,,,,
1190.614,,,,96.9387755102,,,,,,,,,,,,
1191.17,,,15,,,,,,,,,,,,,
1193.056,,,16,,,,,,,,,,,,,
1194.826,,,17,,,,,,,,,,,,,
1195.274,,,,97.9591836735,,,,,,,,,,,,
1196.824,,,18,,,,,14.0625,,,,,,,,
1198.254,,,19,,,,,,,,,,,,,
1200.016,,,20,,,,,,,,,,,,,
1200.86,,,,,,,,,,,,34.7826086957,,,,
