Time (min),clk_ANIMO,CLK_ANIMO,cry_ANIMO,CRY_ANIMO,cwo_ANIMO,CWO_ANIMO,CYC/CLK_ANIMO,pdp1_ANIMO,PDP1_ANIMO,PER_ANIMO,per_ANIMO,PER/TIM-p_ANIMO,TIM_ANIMO,tim_ANIMO,VRI_ANIMO,vri_ANIMO
87.94,83.3333333333,80,,,,87.5,,,,,,,,,,
91.52,,,,,,,,,31.3725490196,,,,,,27.5,
92.28,,,,,,,100,,,,,,,,,89.4736842105
93.12,,,,,,,,,,,,,45,,,
94.6,,,,,,,,,,44.4444444444,,,,,,
95.48,,,,85.1851851852,,,,,,,,16.6666666667,,,,
96.54,,,,,,,,,33.3333333333,,,,,,,
98.24,,,,,,,,80.9523809524,,,,,,,30,
101.52,,,,,,,,,35.2941176471,,,,,76.9230769231,,
102.28,,,,,,,,,,,,,50,,,
105.34,,,,,,,,,,,100,,,,32.5,
106.66,,,,,,,,,37.2549019608,,,,,,,
111.98,,,,,,,,,,,,,,,,94.7368421053
112.06,,,,,,,,,39.2156862745,,,20.8333333333,,,35,
112.9,,,,,,,,85.7142857143,,,,,55,,,
116.6,,,,,,,,,,55.5555555556,,,,,,
117.26,,,,,,,,,41.1764705882,,,,,,,
117.68,,,,88.8888888889,,,,,,,,,,,,
118.52,,,,,,,,,,,,,,,37.5,
120.88,,,,,,,,,,,,,,84.6153846154,,
122.52,,,,,,,,,43.137254902,,,,60,,,
125.4,,,,,,,,,,,,25,,,40,
127.66,,,,,,,,90.4761904762,45.0980392157,,,,,,,
132.58,,,,,,,,,47.0588235294,,,,,,42.5,
133.78,,,,,,,,,,,,,65,,,100
137.8,100,,,,,,,,49.0196078431,,,,,,,
139.06,,,,,,,,,,,,,,,45,
139.8,,,,,,,94.1176470588,,,,,29.1666666667,,,,
140.14,,,,,,,,,,66.6666666667,,,,,,
143.2,,,,,,,,,50.9803921569,,,,,,,
146.08,,,,,,,,,,,,,70,92.3076923077,47.5,
147.08,,,,92.5925925926,,,,,,,,,,,,
147.66,,,,,,,,95.2380952381,,,,,,,,
148.3,,,,,,,,,52.9411764706,,,,,,,
149.2,,,,,85.7142857143,100,,,,,,,,,,
151.58,,,,,,,,,,,,33.3333333333,,,,
152.68,,,,,,,,,,,94.7368421053,,,,50,
153.56,,,,,,,,,54.9019607843,,,,,,,
158.06,,,,,,,,,,,,,75,,,
159,,,,,,,,,56.862745098,,,,,,,
159.72,,,,,,,,,,,,,,,52.5,
163.9,,,,,,,88.2352941176,,,,,37.5,,,,
164.64,,,,,,,,,58.8235294118,,,,,,,
165.14,,100,,,,,,,,,,,,,,
166.9,,,,,,,,,,77.7777777778,,,,,55,
170.5,,,,,,,,,60.7843137255,,,,,,,
172.68,,,,,,,,,,,,,80,,,
174.52,,,,,,,,,,,,41.6666666667,,,57.5,
176.58,,,,,,,,,62.7450980392,,,,,,,
181.76,,,,,,,,,,,,,,,60,
183.04,,,,,,,,,64.7058823529,,89.4736842105,,,,,
186.3,,,,,,,,,,,,45.8333333333,,,,
189.52,,,,,,,,,66.6666666667,,,,,,62.5,
190.08,,,,96.2962962963,,,,,,,,,,,,
192.06,,,,,,,,,,,,,85,,,
196.4,,,,,,,,,68.6274509804,,,,,,,
197.34,,,,,,,,,,,,,,,65,
198.4,,,,,,,,,,88.8888888889,,50,,,,
199.68,,,,,,,,,,,,,,100,,
203.62,,,,,,,,,70.5882352941,,,,,,,
205.4,,,,,,,,,,,,,,,67.5,
208.08,,,,,,,,,,,,,90,,,
208.78,,,,,,,82.3529411765,,,,84.2105263158,54.1666666667,,,,
211.18,,,,,,,,,72.5490196078,,,,,,,
213.66,,,,,,,,,,,,,,,70,
218.46,,,,,71.4285714286,87.5,,100,74.5098039216,,,,,,,
220.22,,,,,,,,,,,,58.3333333333,,,,
222.28,,,,,,,,,,,,,,,72.5,
225.94,,,,,,,,,76.4705882353,,,,,,,
229.08,,,,,,,,,,,,,95,,,
230.84,,,,,,,,,,,,,,,75,
231.66,,,,,,,76.4705882353,,,,,62.5,,,,
233.4,,,,,,,,,78.431372549,,,,,,,
237.6,,,,,,,,,,100,,,,,,
239.02,,,,,,,,,,,78.9473684211,,,,,
239.78,,,,,,,,,,,,,,,77.5,
241.46,,,,,,,,,80.3921568627,,,,,,,
241.92,,,,,,,,,,,,66.6666666667,,,,
248.96,,,,,,,,,,,,,,,80,
249.96,,,,,,,,,82.3529411765,,,,,,,
253.46,,,,,,,70.5882352941,,,,,70.8333333333,,,,94.7368421053
258.96,,,,,,,,,84.3137254902,,,,,,,
259.62,,,,,,,,,,,,,,,82.5,
260.26,,,,,,,,,,,,,100,,,
261.42,,,,,,,,,,,73.6842105263,,,,,
265.22,,,,,,,,,,,,75,,,,
268.52,,,,,,,,,86.2745098039,,,,,,,
270.64,,,,,,,,,,,,,,,85,
273.54,,,,100,,,,,,,,,,,,
278.66,,,,,57.1428571429,75,64.7058823529,,88.2352941176,,,79.1666666667,,,,89.4736842105
283.86,,,,,,,,,,,,,,,87.5,
289.52,,,,,,,,,90.1960784314,,,,,,,
292.264,,,,,,,,,,,68.4210526316,,,,,
293.46,,,,,,,,,,,,83.3333333333,,,,
297.62,,,,,,,,,,,,,,,90,
301.2,,,,,,,,,92.1568627451,,,,,,,
310.94,,,,,,,58.8235294118,95.2380952381,,,,87.5,,92.3076923077,,84.2105263158
314.58,,,,,,,,,,,63.1578947368,,,,,
315,,,,,,,,,,,,,,,92.5,
317.6,,,,,,,,,94.1176470588,,,,,,,
331.858,,,,,,,,,,,,91.6666666667,,,,
333.57,,,,,,,,,,,,,,,95,
335.64,,,,,,,,,96.0784313725,,,,,,,
341.22,,,,,,,,,,,57.8947368421,,,,,
342.34,,,,,,,,,,,,,,,,78.9473684211
350.296,,,,,,62.5,,,,,,,,,,
351.28,,,,,,,,,,,,,95,,,
356.344,,,,,,,,,98.0392156863,,,,,,,
358.92,,,,,,,,,,,,,,,97.5,
364.486,,,,,42.8571428571,,52.9411764706,90.4761904762,,,,95.8333333333,,,,
376.756,,,,,,,,,,,,,,,,73.6842105263
380.116,,,,,,,,,,,52.6315789474,,,,,
396.244,,,,,,,,,100,,,,,,,
399.604,83.3333333333,80,,,,,47.0588235294,85.7142857143,,,,,,,100,
403.636,,,,,,,,,,,,,,,,68.4210526316
406.996,,,,,,,,,,,47.3684210526,,,,,
408.06,,,99,,,,,,,,,,,,,
410.576,,,98,,,,,,,,,100,,,,
411.62,,,,,,50,,,,,,,,,,
413.436,,,97,,,,,,,,,,,,,
416.296,,,96,,,,,,,,,,,,,
419.46,,,95,96.2962962963,,,,,,,,,,,,
422.016,,,94,,,,,,,,,,,,,
424.876,,,93,,,,,,,,,,,,,
427.736,,,92,,,,,,,,,,,,,
429.16,,,,,,,41.1764705882,,,,,,90,84.6153846154,,
430.86,,,91,,,,,,,,,,,,,
432.34,,,,,,,,,,,,,,,,63.1578947368
432.76,,,,,,,,80.9523809524,,,,,,,,
433.456,,,90,,,,,,,,,,,,,
436.316,,,89,,,,,,,,,,,,,
439.176,,,88,,,,,,,,,,,,,
442.26,,,87,,,,,,,,,,,,,
444.896,,,86,,,,,,,,,,,,,
445.82,,,,,,,,,,,42.1052631579,,,,,
447.756,,,85,,,,,,,,,,,,,
450.616,,,84,,,,,,,,,,,,,
451.6,,,,,,,,,,88.8888888889,,,,,,
453.66,,,83,,,,,,,,,,,,,
455.04,,,,,,,,,98.0392156863,,,,,,,
456.336,,,82,,,,,,,,,,,,,
459.196,,,81,,,,,,,,,,,,,
462.056,,,80,,,,,,,,,,,,,
464.916,,,79,,,,,,,,,,,,,
467.34,,,,,,,,,,,,,,,97.5,57.8947368421
467.776,,,78,92.5925925926,,,,,,,,,,,,
468.56,,,,,,,,76.1904761905,,,,,,,,
470.636,,,77,,,,,,,,,,,,,
473.496,,,76,,,,,,,,,,,,,
476.356,,,75,,,,,,,,,,,,,
479.216,,,74,,,,,,,,,,,,,
482.076,,,73,,,,,,,,,,,,,
483.34,,,,,,,47.0588235294,,,,,95.8333333333,,,,
484.936,,,72,,,,,,,,,,,,,
487.796,,,71,,,,,,,,,,,,,
490.04,66.6666666667,,,,,,,,96.0784313725,,,,,,,
490.656,,,70,,,,,,,,,,,,,
493.516,,,69,,,,,,,,,,,,,
496.376,,,68,,,,,,,,,,,,,
497.976,,,,88.8888888889,,,,,,,,,,,,
499.236,,,67,,,,,,,,,,,,,
502.096,,,66,,,,,,,,,,,,,
504.956,,,65,,,,,,,,,,,,,
506.96,,60,,,,,41.1764705882,,,,,,85,76.9230769231,,
507.36,,,,,,,,71.4285714286,,,,,,,,
507.816,,,64,,,,,,,,,,,,,
510.676,,,63,,,,,,,,,,,,,
511.74,,,,,,,,,,,,,,,95,52.6315789474
513.536,,,62,,,,,,,,,,,,,
515.04,,,,,,,,,94.1176470588,,,,,,,
516.396,,,61,,,,,,,,,,,,,
519.256,,,60,,,,,,,,,,,,,
522.116,,,59,,,,,,,,,,,,,
522.74,,,,,,,35.2941176471,,,,,,,,,
523.576,,,,85.1851851852,,,,,,,,,,,,
524.976,,,58,,,,,,,,,,,,,
527.836,,,57,,,,,,,,,,,,,
530.696,,,56,,,,,,,,,,,,,
533.16,,,,,,,,66.6666666667,,,,,,,,
533.76,,,55,,,,,,,,36.8421052632,,,,,
534.62,,,,,,,,,92.1568627451,,,,,,,
536.416,,,54,,,,,,,,,,,,,
539.276,,,53,,,,,,,,,,,,,
542.136,,,52,,,,,,,,,,,,,
544.14,,,,,,,,,,,,,,,92.5,47.3684210526
544.996,,,51,,,,,,,,,,,,,
546.176,,,,81.4814814815,,,,,,,,,,,,
547.856,,,50,,,,,,,,,,,,,
549.96,,,,,,,,,,,,91.6666666667,80,69.2307692308,,
550.716,,,49,,,,,,,,,,,,,
553.576,,,48,,,,,,,,,,,,,
556.436,,,47,,,,,,,,,,,,,
556.82,,,,,,,,,90.1960784314,,,,,,,
559.296,,,46,,,,,,,,,,,,,
560.56,,,,,,,,61.9047619048,,,,,,,,
561.16,,,,,28.5714285714,37.5,,,,,,,,,,
562.156,,,45,,,,,,,,,,,,,
565.016,,,44,,,,,,,,,,,,,
566.976,,,,77.7777777778,,,,,,,,,,,,
567.876,,,43,,,,,,,,,,,,,
570.736,50,,42,,,,,,,,,,,,,
573.596,,,41,,,,,,,,,,,,,
574.68,,,,,,,,,88.2352941176,,,,,,,
576.456,,,40,,,,,,,,,,,,,
577.34,,,,,,,,,,,,,,,90,
579.316,,,39,,,,,,,,,,,,,
582.176,,,38,,,,,,,,,,,,,
585.036,,,37,,,,,,,,,,,,,
586.136,,,,74.0740740741,,,,,,,,,,,,
587.896,,,36,,,,,,,,,,,,,
590.756,,,35,,,,,,,,,,,,,
593.616,,,34,,,,,,,,,,,,,
594.68,,,,,,,,,86.2745098039,,,,,,,
596.476,,,33,,,,,,,,,,,,,
599.336,,,32,,,,,,,,,,,,,
602.196,,,31,,,,,,,,,,,,,
604.236,,,,70.3703703704,,,,,,,,,,,,
605.056,,,30,,,,,,,,,,,,,
607.916,,,29,,,,,,,,,,,,,
610.776,,,28,,,,,,,,,,,,,
613.636,,,27,,,,,,,,,,,,,
614.34,,,,,,,,,,,,,,,87.5,
616.496,,,26,,,,,,,,,,,,,
617.68,,,,,,,,,84.3137254902,,,,,,,42.1052631579
618.16,,,,,,,,,,,,87.5,75,,,
619.356,,,25,,,,,,,,,,,,,
621.196,,,,66.6666666667,,,,,,,,,,,,
622.216,,,24,,,,,57.1428571429,,,,,,,,
624,,,,,,,,,,77.7777777778,,,,,,
625.076,,,23,,,,,,,,,,,,,
627.936,,,22,,,,,,,,,,,,,
630.796,,,21,,,,,,,,,,,,,
633.656,,,20,,,,,,,,,,,,,
636.06,33.3333333333,40,,,,,29.4117647059,,82.3529411765,,31.5789473684,,,61.5384615385,,
636.516,,,19,,,,,,,,,,,,,
637.036,,,,62.962962963,,,,,,,,,,,,
639.376,,,18,,,,,,,,,,,,,
642.236,,,17,,,,,,,,,,,,85,
645.096,,,16,,,,,,,,,,,,,
647.956,,,15,,,,,,,,,,,,,
650.816,,,14,,,,,,,,,,,,,
652.196,,,,59.2592592593,,,,,,,,,,,,
653.676,,,13,,,,,,,,,,,,,
656.536,,,12,,,,,52.380952381,80.3921568627,,,,,,,
659.396,,,11,,14.2857142857,25,23.5294117647,,,,,,,,,36.8421052632
659.76,,,,,,,,,,,,83.3333333333,,,,
662.256,,,10,,,,,,,,,,,,,
663.94,,,,,,,,,,,,,,,82.5,
665.116,,,9,,,,,,,,,,,,,
666.636,,,,55.5555555556,,,,,,,,,,,,
667.976,,,8,,,,,,,,,,,,,
670.836,,,7,,,,,,,,,,,,,
673.22,,,,,,,,,78.431372549,,,,70,,,
673.696,,,6,,,,,,,,,,,,,
676.556,,,5,,,,,,,,,,,,,
679.416,,,4,,,,,,,,,,,,,
680.316,,,,51.8518518519,,,,,,,,,,,,
682.276,,,3,,,,,,,,,,,,,
685.136,,,2,,,,,,,,,,,,,
687.54,,,,,,,,,,,,,,,80,
687.996,,,1,,,,,,,,,,,,,
689.86,,,,,,,,,,,,,,53.8461538462,,
690.856,,,0,,,,,,,,,,,,,
692.12,,,,,,,,,76.4705882353,,,,,,,
693.856,,,,48.1481481481,,,,,,,,,,,,
697.76,,,,,,,,47.619047619,,,,,,,,
706.816,,,,,,,,,,,,79.1666666667,,,,
707.976,16.6666666667,,,44.4444444444,,,,,74.5098039216,,26.3157894737,,,,,
711.796,,,,,,,,,,,,,,,77.5,31.5789473684
712.096,,,,,,,,,,,,,65,,,
719.6,,,,,,,,,,66.6666666667,,,,,,
723.724,,,,40.7407407407,,,,,,,,,,,,
725.234,,,,,,,,,72.5490196078,,,,,,,
732.06,,,,,,,,,,,,,,,75,
733.86,,20,,,,,17.6470588235,42.8571428571,,,,,,46.1538461538,,
735.76,,,,,,,,,,,,75,,,,
739.596,,,,,,,,,70.5882352941,,,,60,,,
740.556,,,,37.037037037,,,,,,,,,,,,
746.66,,,,,,,,,,,21.0526315789,,,,,
747.86,,,,,,,,,,,,,,,,26.3157894737
749.52,,,,,,,,,,,,,,,72.5,
755.42,,,,,,,,,68.6274509804,,,,,,,
759.29,,,,33.3333333333,,,,,,,,,,,,
762.66,,,,,,,,38.0952380952,,,,,,,,
767.214,,,,,,12.5,11.7647058824,,,,,,,,,
768.228,,,,,,,,,,,,70.8333333333,,,70,
769.096,,,,,,,,,66.6666666667,,,,,,,
776.86,,,,,,,,,,,,,55,38.4615384615,,
779.336,,,,29.6296296296,,,,,,,,,,,,
783.796,,,,,,,,,64.7058823529,,,,,,,
787.662,,,,,,,,,,,,,,,67.5,
788.446,,,,,,,,,,,,,,,,21.0526315789
796.456,,,,,,,,33.3333333333,62.7450980392,,,,,,,
801.736,,,,25.9259259259,,,,,,,,,,,,
804.32,,,,,,,,,,,,66.6666666667,,,65,
805.8,,,,,,,,,,55.5555555556,,,,,,
810.368,,,,,,,,,60.7843137255,,,,,,,
813.06,,,,,,,,,,,,,50,,,
818.432,,,,,,,,,,,15.7894736842,,,,,
821.792,,,,,,,,,,,,,,,62.5,
824.66,,,,,,,,,,,,,,30.7692307692,,
825.36,,,,,,,,,58.8235294118,,,,,,,
826.536,,,,22.2222222222,,,,,,,,,,,,
829.96,,,,,28.5714285714,25,17.6470588235,28.5714285714,,,,62.5,,,,
838.312,0,,,,,,,,56.862745098,,,,,,,
839.26,,,,,,,,,,,,,45,,,
839.98,,,,,,,,,,,,,,,60,
852.612,,,,,,,,,54.9019607843,,,,,,,
853.456,,,,,,,,,,,,,,,,15.7894736842
854.136,,,,18.5185185185,,,,,,,,,,,,
855.78,,,,,,,,,,,,,,,57.5,
858.76,,,,,,,,,,,,58.3333333333,,,,
865.56,,,,,,,,23.8095238095,52.9411764706,,,,,,,
872.632,,,,,,,,,,,,,,,55,
878.76,,,,,,,,,50.9803921569,,,,40,23.0769230769,,
884.072,,,,,,,,,,44.4444444444,,54.1666666667,,,,
885.376,,,,14.8148148148,,,,,,,,,,,,
889.84,,,,,,,,,,,,,,,52.5,
893.16,,,,,,,,,49.0196078431,,,,,,,
896.36,,,,,14.2857142857,,,,,,,,,,,
904.46,,,,,,,,19.0476190476,,,10.5263157895,,,,,
905.54,,,,,,,,,47.0588235294,,,,,,,
908.28,,,,,,,,,,,,,35,,50,
909.4,,,,,,,,,,,,50,,,,
919,,,,,,,,,45.0980392157,,,,,,,
920.136,,,,11.1111111111,,,,,,,,,,,,
927.8,,,,,,,,,,,,,,,47.5,
929.46,,0,,,,,11.7647058824,,,,,,,15.3846153846,,10.5263157895
929.96,,,,,,,,14.2857142857,,,,,,,,
930.68,,,,,,,,,43.137254902,,,,30,,,
937.56,,,,,,12.5,,,,,,,,,,
938,,,,,,,,,,,,45.8333333333,,,,
943.32,,,,,,,,,41.1764705882,,,,,,,
944.38,,,,,,,,,,,,,,,45,
946.992,,,,,,,5.8823529412,,,,,,,,,
955.8,,,,,,,,,,33.3333333333,,,,,,
957.06,,,,,,,,,39.2156862745,,,,,,,
959.56,,,,,,,,9.5238095238,,,,,,,,
959.936,,,,7.4074074074,,,,,,,,,,,,
961.84,,,,,,,,,,,,,,,42.5,
964.66,,,,,,,,,,,,41.6666666667,25,,,
968.96,,,,,,,,,37.2549019608,,,,,,,
972.732,,,,,,,,,,,,,,7.6923076923,,
977.26,,,,,,,,,,,,,,,40,5.2631578947
978.56,,,,,0,,,,,,,,,,,
981.84,,,,,,,,,35.2941176471,,,,,,,
982.84,,,,,,,0,4.7619047619,,,5.2631578947,,,,,
988.66,,,,,,,,,,,,,20,,,
991.86,,,,,,,,,,,,37.5,,,,
993.08,,,,,,,,,33.3333333333,,,,,,37.5,
1005.46,,,,,,,,0,31.3725490196,,,,,,,
1005.736,,,,3.7037037037,,,,,,,,,,0,,
1007.62,,,,,,,,,,,,,15,,,
1009.912,,,,,,,,,,,,,,,35,
1011.26,,,,,,,,,,,,,,,,0
1015.86,,,,,,,,,29.4117647059,22.2222222222,0,33.3333333333,,,,
1019.06,,20,,,,,,,,,,,,,,
1023.56,,,,,,0,,,,,,,,,,
1024.212,,,,,,,,,,,,,,,32.5,
1027.3,,,,,,,,,27.4509803922,,,,,,,
1030.36,,,,,,,5.8823529412,,,,,,,,,
1033.22,,,,,,,,,,,,,10,,,
1039.1,,,,,,,,,,,,,,,30,
1039.64,,,,,,,,,25.4901960784,,,,,,,
1043.24,,,,,,,,,,,,29.1666666667,,,,
1045.68,,,,,,,11.7647058824,,,,,,,,,
1053.06,,,,,,,,,23.5294117647,,,,,,,
1054.88,,,,,,,,,,,,,,,27.5,
1057.16,,,,,,,,,,,5.2631578947,,,,,
1058.736,,,,0,,,,,,,,,,,,
1067.74,,,,,,,,,21.568627451,,,,,,,
1069.28,,,,,14.2857142857,,17.6470588235,4.7619047619,,,,,,,,5.2631578947
1074.22,,,,,,,,,,,,,5,,,
1075.692,,,,,,,,,,,,25,,,25,
1077.56,,,,,,,,,,,10.5263157895,,,,,
1090.34,,,,,,,,,19.6078431373,,,,,,,
1097.792,,,,,,,,,,,,,,,22.5,
1101.432,,,,,,,,,,,15.7894736842,,,,,
1109.272,,,,,,,,,,,,,,,,10.5263157895
1111.88,,,,,28.5714285714,12.5,23.5294117647,9.5238095238,,,,,,,,
1114.172,,,1,,,,,,,,,,,,,
1118.952,,,2,,,,,,,,,,,,,
1121.44,,,,,,,,,,,,20.8333333333,,,,
1123.292,,,3,,,,,,,,,,,,,
1126.232,,,4,,,,,,,,,,,,,
1129.092,,,5,,,,,,,,,,,,,
1130.68,16.6666666667,,,,,,,,,,,,,,20,
1131.692,,,6,,,,,,,,,,,,,
1134.36,,,7,,,,,,,,,,,,,
1134.692,,,,,,,,,,,21.0526315789,,,,,
1136.272,,,8,,,,,,,,,,,,,
1138.312,,,9,,,,,,,,,,,,,
1140.54,,,10,,,,,,17.6470588235,,,,,,,
1142.016,,,11,,,,,,,,,,,,,
1143.812,,,12,3.7037037037,,,,,,,,,,,,
1145.496,,,13,,,,,,,,,,,,,
1147.09,,,14,,,,,,,,,,,,,
1148.6,,,15,,,,,,,,,,,,,
1150.11,,,16,,,,,,,,,,,,,
1151.544,,,17,,,,,,,,,,,,,
1152.932,,,18,,,,,,,,,,,,,
1154.298,,,19,,,,,,,,,,,,,15.7894736842
1155.602,,,20,,,,,,,,,,,,,
1156.906,,,21,,,,,,,,,,,,,
1158.152,,,22,,,,,,,,,,,,,
1159.398,,,23,,,,,,,,,,,,,
1160.62,,,24,,,,,,,,,,0,,,
1162.052,,,25,,,,,,,,,,,,,
1162.938,,,26,,,,,,,,,,,,,
1164.332,,,27,,,,,,,,,,,,,
1165.188,,,28,7.4074074074,,,,,,,,,,,,
1166.612,,,29,,,,,,,,,,,,,
1167.352,,,30,,,,,,,,,,,,,
1168.414,,,31,,,,,,,,,,,,,
1169.438,,,32,,,,,,,,,,,,,
1170.462,,,33,,,,,,,,,,,,,
1171.45,,,34,,,,,,,,,,,,,
1172.438,,,35,,,,,,,,,,,,,
1173.452,,,36,,,25,,,,,,,,,,
1174.382,,,37,,,,,,,,,,,,,
1175.352,,,38,,,,,,,,,,,,,
1176.262,,,39,,,,,,,,,,,,,
1177.186,,,40,,,,,,,,,,,,,
1178.268,,,41,11.1111111111,,,,,,,,,,,,
1178.978,,,42,,,,,,,,,,,,,
1179.874,,,43,,,,,,,,,,,,,
1180.742,,,44,,,,,,,,,,,,,
1181.61,,,45,,,,,,,,,,,,,
1182.64,,,46,,,,,,,,,,,,,
1182.962,,,,,,,,,,,,16.6666666667,,,,
1183.322,,,47,,,,,,,,,,,,,
1184.166,,,48,,,,,,,,,,,,,
1184.986,,40,49,,,,29.4117647059,,,,,,,,,
1185.806,,,50,,,,,,,,,,,,,
1186.824,,,51,,,,,,,,,,,,,
1187.422,,,52,,,,,,,,,,,,,
1188.542,,,53,14.8148148148,,,,,,,,,,,,
1189.014,,,54,,,,,,,,,,,,,
1189.788,,,55,,,,,,,,,,,,,
1190.562,,,56,,,,,,,,,,,,,
1191.692,,,57,,,,,,,,,,,,,
1192.09,,,58,,,,,,,,,,,,,
1193.104,,,59,,,,,,,,,,,,,
1193.598,,,60,,,,,,,,,,,,,
1194.462,,,61,,,,,,,,,,,,,
1195.066,,,62,,,,,,,,,,,,,
1195.8,,,63,,,,,,,,,,,,,
1196.86,,,64,18.5185185185,,,,,,,,,,,,
1197.046,,,,,42.8571428571,,35.2941176471,14.2857142857,,,,,,,,21.0526315789
1197.232,,,65,,,,,,,,,,,,,
1198.248,,,66,,,,,,,,,,,,,
1198.648,,,67,,,,,,,,,,,,,
1199.396,,,68,,,,,,,,,,,,,
1200.048,,,69,,,,,,,,,,,,,
1200.812,,,70,,,,,,,,,,,,,
1201.598,,,71,,,,,,,,,,,,,
1202.112,,,72,,,,,,,,,,,,,
1203.092,,,73,,,,,,,,,,,,,
1203.696,,,74,22.2222222222,,,,,,,,,,,,
1204.126,,,75,,,,,,,,,,,,,
1204.792,,,76,,,,,,,,,,,,,
1205.62,,,77,,,,,,,,,,,,,
1206.096,,,78,,,,,,,,,,,,,
1206.748,,,79,,,,,,,,,,,,,
1207.652,,,80,,,,,,,,,,,,,
1208.36,,,81,,,,,,,,,,,,,
1208.672,,,82,,,,,,,,,,,,,
1209.308,,,83,,,,,,,,,,,,,
1210.096,,,84,25.9259259259,,,,,,,,,,,,
1210.554,,,85,,,,,,,,,,,,,
1211.176,,,86,,,,,,,,,,,,,
1211.798,,,87,,,,,,,,26.3157894737,,,,,
1212.538,,,88,,,,41.1764705882,,,,,,,,,
1213.322,,,89,,,,,,,,,,,,,
1213.628,,,90,,,,,,,,,,,,,
1214.492,,,91,,,,,,,,,,,,,
1214.844,,,92,,,,,,,,,,,,,
1215.584,,,93,,,,,,,,,,,,,
1216.314,,,94,29.6296296296,,,,,,,,,,,,
1216.622,,,95,,,,,,,,,,,,,
1217.206,,,96,,,,,,,,,,,,,
1217.79,,,97,,,,,,,,,,,,,
1218.434,,,98,,,,,,,,,,,,,
1219.116,,,99,,,,,,,,,,,,,
1219.788,,,100,,,,,,,,,,,,,
1220.66,,,,,,,,,,,,,,7.6923076923,,26.3157894737
1221.804,,,,33.3333333333,,,,,,,,,,,,
