Time (min),clk_ANIMO,CLK_ANIMO,cry_ANIMO,CRY_ANIMO,cwo_ANIMO,CWO_ANIMO,CYC/CLK_ANIMO,pdp1_ANIMO,PDP1_ANIMO,PER_ANIMO,per_ANIMO,PER/TIM-p_ANIMO,TIM_ANIMO,tim_ANIMO,VRI_ANIMO,vri_ANIMO
1222.66,33.3333333333,,,,,,,19.0476190476,19.6078431373,,,,,,,
1227.416,,,,37.037037037,,37.5,,,,,,,,,,
1233.516,,,,40.7407407407,,,,,,,,,,,,
1234.26,,,,,,,47.0588235294,,,,,,,,,
1234.572,,,,,,,,,,33.3333333333,31.5789473684,,,,,
1239.948,,,,44.4444444444,,,,,,,,,,,,
1240.62,,,,,,,,,,,,,,,22.5,
1245.996,,,,,,,,,,,,,,,,31.5789473684
1246.696,,,,48.1481481481,,,,,,,,,,,,
1252.26,,,,,,,,23.8095238095,,,,,5,,,
1252.716,,,,,,,,,21.568627451,,,,,,,
1254.06,,,,51.8518518519,,,,,,,,,,,,
1259.66,,,,,,,,,,,,,,15.3846153846,,
1261.06,,,,,,,,,,,36.8421052632,,,,,
1261.496,,,,55.5555555556,,,,,,,,,,,,
1269.676,,,,59.2592592593,,,,,,,,,,,,
1270.72,,,,,57.1428571429,,52.9411764706,,,,,,,,,36.8421052632
1273.772,,,,,,,,28.5714285714,,,,,,,25,
1275.06,,,,,,50,,,23.5294117647,,,,,,,
1278.496,,,,62.962962963,,,,,,,,,,,,
1288.096,,,,66.6666666667,,,,,,,,,,,,
1291.788,,,,,,,,,,,,20.8333333333,10,,,
1298.852,,,,70.3703703704,,,,,,,,,,,,
1300.368,,,,,,,,,,,42.1052631579,,,,,
1301.26,50,60,,,,,58.8235294118,33.3333333333,25.4901960784,,,,,23.0769230769,27.5,42.1052631579
1310.356,,,,74.0740740741,,,,,,,,,,,,
1317.04,,,,,,,64.7058823529,,,,,,,,,
1318.26,,,,,,,,,,44.4444444444,47.3684210526,,,,,
1319.64,,,,,,,,38.0952380952,27.4509803922,,,,,,,
1320.388,,,,,,,,,,,,,15,,,47.3684210526
1321.86,,,,,,,,,,,,,,,30,
1323.596,,,,77.7777777778,,,,,,,,,,,,
1326.46,,,,,,,,,,,,,,30.7692307692,,
1331.828,,,,,71.4285714286,62.5,,,,,,,,,,
1336.12,,,,,,,,,29.4117647059,,,,,,,
1338.876,,,,81.4814814815,,,,,,,,,,,,
1340.408,,,,,,,70.5882352941,42.8571428571,,,,,,,32.5,52.6315789474
1340.86,,,,,,,,,,,52.6315789474,,,,,
1343.268,,,,,,,,,,,,25,20,,,
1350,,,,,,,,,31.3725490196,,,,,,,
1353.26,,,,,,,,,,,,,,38.4615384615,,
1356.976,,,,85.1851851852,,,,,,,,,,,,
1358.62,,,,,,,,,,,,,,,35,
1361.656,,,,,,,,47.619047619,,,,,,,,
1362,,,,,,,,,33.3333333333,,,,25,,,
1362.64,,,,,,,,,,,,,,,,57.8947368421
1367.86,,,,,,,,,,,57.8947368421,,,,,
1374.728,,,,,,,,,,,,,,,37.5,
1375,,,,,,,,,35.2941176471,,,,,,,
1375.66,,,,,,,,,,55.5555555556,,,,,,
1379.176,,,,88.8888888889,,,,,,,,,,,,
1380.448,,,,,,,,,,,,29.1666666667,,,,
1381.86,,,,,,,,,,,,,30,46.1538461538,,
1383.64,,,,,,,,52.380952381,,,,,,,,
1386.34,,,,,,,,,37.2549019608,,,,,,,
1388.64,,,,,,,,,,,,,,,40,63.1578947368
1398.56,,,,,,,,,39.2156862745,,,,,,,
1401.06,,,,,,,,,,,63.1578947368,,,,,
1402.26,,,,,,,,,,,,,35,,,
1403.328,,,,,,,,,,,,,,,42.5,
1406.84,,,,,,,,57.1428571429,,,,,,,,
1408.576,,,,92.5925925926,,,,,,,,,,,,
1409.3,,,,,,,,,41.1764705882,,,,,,,
1412.46,,,,,,,,,,,,,,53.8461538462,,
1414.916,,,,,,,64.7058823529,,,,,33.3333333333,,,,
1418.02,,,,,57.1428571429,75,,,,,,,,,45,
1419.32,,,,,,,,,,,,,40,,,
1420.84,,,,,,,,,43.137254902,,,,,,,
1429.46,,,,,,,,,,66.6666666667,,,,,,
1433.3,,,,,,,,,45.0980392157,,,,,,,
1433.76,,,,,,,,,,,,,,,47.5,
1440,50,60,100,92.5925925926,57.1428571429,75,64.7058823529,57.1428571429,45.0980392157,66.6666666667,63.1578947368,33.3333333333,40,53.8461538462,47.5,63.1578947368
