Time (min),clk_ANIMO,CLK_ANIMO,cry_ANIMO,CRY_ANIMO,cwo_ANIMO,CWO_ANIMO,CYC/CLK_ANIMO,pdp1_ANIMO,PDP1_ANIMO,PER_ANIMO,per_ANIMO,PER/TIM-p_ANIMO,TIM_ANIMO,tim_ANIMO,VRI_ANIMO,vri_ANIMO
157.72,,,,,,,,,,,32.2580645161,,,,,
160.42,,,42,77.7777777778,,,,,,,,,,,,25.7142857143
161.46,,,,,,,45.7142857143,,,,,,9.6153846154,21.4285714286,,
162.62,,,,,,,,23.6842105263,,,,,,,,
163.02,,,41,,,,,,,,,,,,,
163.48,,,,,,,,,,,35.4838709677,,,,,
164,,,,,40,,,,,,,,,,,
165.24,,,,,,21.0526315789,,,,,,,,,2.5641025641,
166.1,,,40,,,,,,5.4054054054,,,,,,,
167.1,,,,,,,48.5714285714,,,,,,,,,28.5714285714
168.74,24,,39,,,,,26.3157894737,,,,,,,,
169.7,,,,,,,,,,11.1111111111,38.7096774194,1.3888888889,,,,
170.92,,,,,,,,,,,,,11.5384615385,25,,
171.6,,,38,,,,,,,,,,,,,
172.24,,20,,,,,51.4285714286,,,,,,,,,
173,,,,,,,,,,,,,,,,31.4285714286
174.46,,,37,,,,,28.9473684211,6.7567567568,,,,,,,
175.46,,,,,,,,,,,41.935483871,,,,,
176.12,,,,,46.6666666667,,,,,,,,,,,
176.7,,,,,,,54.2857142857,,,,,,,,,
177.32,,,36,,,26.3157894737,,,,,,,,,,
178.66,,,,,,,,,,,,,,,3.8461538462,
179.02,,,,74.0740740741,,,,,,,,,,,,34.2857142857
180.18,,,35,,,,,31.5789473684,,,,,13.4615384615,28.5714285714,,
180.92,,,,,,,,,8.1081081081,,,,,,,
181.54,,,,,,,57.1428571429,,,,45.1612903226,,,,,
183.04,,,34,,,,,,,,,,,,,
184.72,,,,,,,,,,,,,,,,37.1428571429
185.42,,,,,,,,34.2105263158,,,,,,,,
185.9,,,33,,,,,,,,,,,,,
187.02,,,,,53.3333333333,,60,,9.4594594595,,48.3870967742,,,,,
187.84,28,,,,,,,,,,,,15.3846153846,32.1428571429,,
188.36,,,,,,31.5789473684,,,,,,,,,5.1282051282,
188.76,,,32,,,,,,,,,,,,,
190.52,,,,,,,,,,,,,,,,40
190.92,,,,,,,,36.8421052632,,,,,,,,
191.62,,,31,,,,,,,,,,,,,
192.7,,,,,,,62.8571428571,,10.8108108108,16.6666666667,51.6129032258,,,,,
194.48,,,30,,,,,,,,,,,,,
196.16,,,,,,,,39.4736842105,,,,,17.3076923077,35.7142857143,,42.8571428571
196.5,,,,70.3703703704,,,,,,,,,,,6.4102564103,
197.64,,,29,,,,,,,,,,,,,
198,,24,,,60,,65.7142857143,,12.1621621622,,54.8387096774,,,,,
198.9,,,,,,36.8421052632,,,,,,2.7777777778,,,,
200.2,,,28,,,,,,,,,,,,,
201.62,,,,,,,,42.1052631579,,,,,,,,45.7142857143
202.48,,,,,,,68.5714285714,,,,,,,,,
203.34,,,27,,,,,,13.5135135135,,58.064516129,,19.2307692308,39.2857142857,,
204.02,,,,,,,,,,,,,,,7.6923076923,
206.16,,,26,,,,,44.7368421053,,,,,,,,
206.94,,,,,,,,,,,,,,,,48.5714285714
207.8,32,,,,,,71.4285714286,,14.8648648649,,,,,,,
208.78,,,,,,,,,,,61.2903225806,,,,,
208.92,,,25,,66.6666666667,42.1052631579,,,,,,,,,,
210.14,,,,,,,,,,,,,21.1538461538,,,
211.18,,,,,,,,47.3684210526,,22.2222222222,,,,42.8571428571,8.9743589744,
211.64,,,24,,,,,,,,,,,,,
212.36,,,,,,,,,16.2162162162,,,,,,,
212.6,,,,66.6666666667,,,,,,,,,,,,51.4285714286
214.02,,,,,,,74.2857142857,,,,64.5161290323,,,,,
214.5,,,23,,,,,,,,,,,,,
215.88,,,,,,,,50,,,,,,,,
216.4,,,,,,,,,17.5675675676,,,,23.0769230769,,,
217.52,,,22,,,,,,,,,,,,10.2564102564,54.2857142857
218.26,,,,,,,,,,,,,,46.4285714286,,
218.66,,,,,,,,,,,,4.1666666667,,,,
220.1,,,,,,,,,,,67.7419354839,,,,,
220.22,,,21,,,47.3684210526,,,,,,,,,,
220.6,,,,,,,,,18.9189189189,,,,,,,
221.12,,,,,,,,52.6315789474,,,,,,,,
222.24,,28,,,73.3333333333,,77.1428571429,,,,,,25,,,
223.08,,,,,,,,,,,,,,,,57.1428571429
223.2,,,20,,,,,,,,,,,,11.5384615385,
224.7,36,,,,,,,,20.2702702703,,,,,,,
226,,,,,,,,,,,,,,50,,
226.04,,,19,,,,,55.2631578947,,,70.9677419355,,,,,
226.5,,,,,,,,,,27.7777777778,,,,,,
227.76,,,,,,,80,,,,,,26.9230769231,,,60
228.8,,,18,62.962962963,,,,,21.6216216216,,,,,,12.8205128205,
230.52,,,,,,52.6315789474,,,,,,,,,,
231,,,,,,,,57.8947368421,,,,,,,,
231.66,,,17,,,,,,,,,,,,,
232.32,,,,,,,,,22.972972973,,,,,,,
233.16,,,,,,,,,,,74.1935483871,,,,,
233.28,,,,,,,,,,,,5.5555555556,28.8461538462,53.5714285714,,62.8571428571
233.68,,,,,,,,,,,,,,,14.1025641026,
234.52,,,16,,,,,,,,,,,,,
235.26,,,,,80,,82.8571428571,,,,,,,,,
235.88,,,,,,,,60.5263157895,24.3243243243,,,,,,,
237.38,,,15,,,,,,,,,,,,,
238.62,,,,,,,,,,,,,30.7692307692,,15.3846153846,65.7142857143
239.08,,,,,,,,,,,77.4193548387,,,,,
239.52,,,,,,,,,25.6756756757,,,,,,,
240.58,40,32,14,,,57.8947368421,85.7142857143,63.1578947368,,,,,,57.1428571429,,
241,,,,,,,,,,33.3333333333,,,,,,
243.16,,,,,,,,,27.027027027,,,,,,,
243.46,,,13,59.2592592593,,,,,,,,,,,,
243.68,,,,,,,,,,,,,,,16.6666666667,
243.88,,,,,,,,,,,,,32.6923076923,,,68.5714285714
244.44,,,,,,,,,,,,6.9444444444,,,,
245.44,,,,,,,,65.7894736842,,,,,,,,
245.96,,,12,,,,,,,,80.6451612903,,,,,
246.36,,,,,,,,,28.3783783784,,,,,,,
247.68,,,,,,,88.5714285714,,,,,,,60.7142857143,,
248.44,,,,,86.6666666667,,,,,,,,34.6153846154,,17.9487179487,
248.98,,,11,,,,,,,,,,,,,71.4285714286
249.78,,,,,,63.1578947368,,,29.7297297297,,,,,,,
250.42,,,,,,,,68.4210526316,,,,,,,,
251.68,,,10,,,,,,,,,,,,,
252.64,,,,,,,,,,,,,,,19.2307692308,
253.32,,,,,,,,,31.0810810811,,,,,,,
253.62,,,,,,,,,,,83.8709677419,,36.5384615385,,,
254.62,,,,,,,,,,38.8888888889,,8.3333333333,,,,
254.9,,,9,,,,,,,,,,,64.2857142857,,74.2857142857
255.62,44,,,,,,,71.0526315789,,,,,,,,
256.22,,,,,,,,,32.4324324324,,,,,,,
256.94,,,,,,,,,,,,,,,20.5128205128,
257.4,,36,8,55.5555555556,,,91.4285714286,,,,,,,,,
258.42,,,,,,,,,,,,,38.4615384615,,,
259.46,,,,,,,,,33.7837837838,,,,,,,
260.26,,,,,,68.4210526316,,,,,,,,,,
260.36,,,7,,,,,,,,,,,,,
260.66,,,,,,,,73.6842105263,,,,,,,,77.1428571429
261.06,,,,,,,,,,,,,,,21.7948717949,
261.56,,,,,,,,,,,87.0967741935,,,,,
262.56,,,,,,,,,35.1351351351,,,,,67.8571428571,,
263.12,,,,,,,,,,,,,40.3846153846,,,
263.42,,,6,,,,,,,,,9.7222222222,,,,
265.46,,,,,,,,,,,,,,,23.0769230769,
265.98,,,,,,,,76.3157894737,36.4864864865,,,,,,,
266.34,,,5,,,,,,,,,,,,,80
267.32,,,,,93.3333333333,,,,,,,,,,,
267.88,,,,,,,94.2857142857,,,44.4444444444,,,42.3076923077,,,
269,48,,4,,,,,,37.8378378378,,,,,,,
269.24,,,,,,,,,,,90.3225806452,,,,,
269.54,,,,,,,,,,,,,,,24.358974359,
269.72,,,,,,73.6842105263,,,,,,,,71.4285714286,,
271.32,,,,51.8518518519,,,,78.9473684211,,,,11.1111111111,,,,
271.74,,,3,,,,,,39.1891891892,,,,,,,
272.42,,,,,,,,,,,,,44.2307692308,,,82.8571428571
273.1,,,,,,,,,,,,,,,25.641025641,
273.82,,40,,,,,,,,,,,,,,
274.74,,,2,,,,,,40.5405405405,,,,,,,
276.34,,,,,,,97.1428571429,81.5789473684,,,,,,,,
277,,,,,,,,,,,,,46.1538461538,75,,
277.24,,,,,,,,,,,,,,,26.9230769231,
277.42,,,,,,,,,,,93.5483870968,,,,,
277.64,,,1,,,,,,41.8918918919,,,,,,,
278.2,,,,,,,,,,,,,,,,85.7142857143
278.72,,,,,,,,,,,,12.5,,,,
280.28,,,,,,,,,,50,,,,,,
280.6,,,0,,,,,,,,,,,,,
280.9,,,,,,,,,43.2432432432,,,,,,,
281,,,,,,78.9473684211,,,,,,,,,28.2051282051,
281.4,,,,,,,,,,,,,48.0769230769,,,
282,,,,,,,,84.2105263158,,,,,,,,
282.58,52,,,,,,,,,,,,,,,
283.5,,,,,,,,,44.5945945946,,,,,,,
284.68,,,,48.1481481481,,,,,,,,,,,,
284.76,,,,,,,,,,,,,,78.5714285714,29.4871794872,88.5714285714
285.56,,,,,,,,,,,,13.8888888889,,,,
285.72,,,,,,,,,,,,,50,,,
286.34,,,,,,,,,45.9459459459,,,,,,,
287.84,,,,,,,,86.8421052632,,,,,,,,
288.56,,,,,,,,,,,96.7741935484,,,,30.7692307692,
289.14,,,,,,,,,47.2972972973,,,,,,,
290.36,,44,,,100,,100,,,,,,51.9230769231,,,
290.78,,,,,,,,,,,,,,,,91.4285714286
291.64,,,,,,84.2105263158,,,,,,,,,,
292,,,,,,,,,48.6486486486,,,15.2777777778,,,32.0512820513,
292.42,,,,,,,,,,55.5555555556,,,,,,
292.92,,,,,,,,,,,,,,82.1428571429,,
293.66,,,,,,,,89.4736842105,,,,,,,,
294.76,56,,,,,,,,50,,,,53.8461538462,,,
295.34,,,,,,,,,,,,,,,33.3333333333,
297.58,,,,,,,,,,,,16.6666666667,,,,
297.7,,,,,,,,,51.3513513514,,,,,,,94.2857142857
298.8,,,,44.4444444444,,,,,,,,,,,34.6153846154,
299.68,,,,,,,,92.1052631579,,,,,55.7692307692,,,
300.3,,,,,,,,,52.7027027027,,,,,,,
301.52,,,,,,,,,,,,,,85.7142857143,,
301.76,,,,,,,,,,,100,,,,,
302.3,,,,,,,,,,,,,,,35.8974358974,
303.08,,,,,,,97.1428571429,,,,,18.0555555556,,,,
303.38,,,,,,89.4736842105,,,54.0540540541,,,,,,,
303.8,,,,,,,,,,,,,57.6923076923,,,
304.772,,,,,,,,,,61.1111111111,,,,,,
306.08,,48,,,,,,,55.4054054054,,,,,,37.1794871795,
306.8,,,,,,,,,,,,,,,,97.1428571429
307.84,60,,,,,,,94.7368421053,,,,19.4444444444,,,,
308.66,,,,,,,,,56.7567567568,,,,59.6153846154,,,
309.26,,,,,,,,,,,,,,,38.4615384615,
311.638,,,,,,,,,58.1081081081,,,,,89.2857142857,,
312.94,,,,,,,,,,,,,,,39.7435897436,
313.148,,,,,,,,,,,,20.8333333333,61.5384615385,,,
314.658,,,,40.7407407407,,,,,59.4594594595,,,,,,,
315.2,,,,,,,94.2857142857,,,,,,,,,
316.22,,,,,,,,,,,,,,,41.0256410256,
317.06,,,,,,,,97.3684210526,,66.6666666667,,,,,,
317.28,,,,,,,,,60.8108108108,,,,,,,
317.6,,,,,,,,,,,,22.2222222222,,,,
317.66,,,,,,94.7368421053,,,,,,,63.4615384615,,,
319.86,64,52,,,,,,,,,,,,,,
320.06,,,,,,,,,,,,,,,42.3076923077,
320.15,,,,,,,,,62.1621621622,,,,,,,100
322.04,,,,,,,,,,,,23.6111111111,,,,
322.78,,,,,,,,,63.5135135135,,,,65.3846153846,,,
323.18,,,,,,,,,,,,,,,43.5897435897,
325.142,,,,,,,,,,,,,,92.8571428571,,
325.64,,,,,,,,,64.8648648649,,,,,,,
326.338,,,,,,,91.4285714286,,,,96.7741935484,25,,,,
326.64,,,,,,,,,,,,,,,44.8717948718,
327.486,,,,,93.3333333333,,,,,,,,,,,
327.58,,,,,,,,,,,,,67.3076923077,,,
328.88,,,,,,,,,66.2162162162,,,,,,,
330.38,,,,,,,,,,72.2222222222,,26.3888888889,,,46.1538461538,
331.16,,,,,,,,100,,,,,,,,
331.5,,,,37.037037037,,,,,,,,,,,,
331.84,68,,,,,,,,67.5675675676,,,,,,,
331.9,,56,,,,,,,,,,,,,,
332.962,,,,,,,,,,,,,69.2307692308,,,
333.986,,,,,,,,,,,,,,,47.4358974359,
334.44,,,,,,,,,68.9189189189,,,27.7777777778,,,,
337.44,,,,,,,,,70.2702702703,,,,,,48.7179487179,
338.34,,,,,,,88.5714285714,,,,,29.1666666667,71.1538461538,,,
340.81,,,,,,,,,71.6216216216,,,,,,,
340.88,,,,,,,,,,,,,,,50,
342.74,,,,,,,,,,,,30.5555555556,,,,
343.86,72,60,,,,100,,,72.972972973,,93.5483870968,,,,,
344.54,,,,,,,,,,,,,73.0769230769,,,
344.84,,,,,,,,,,,,,,,51.2820512821,
345.29,,,,,,,,,,77.7777777778,,,,,,
346.16,,,,,,,,,,,,31.9444444444,,,,
347.12,,,,,,,,,74.3243243243,,,,,,,
348.26,,,,,,,,,,,,,,,52.5641025641,
349.534,,,,,,,,,,,,,,96.4285714286,,
350.1,,,,33.3333333333,86.6666666667,,85.7142857143,,,,,33.3333333333,75,,,
350.354,,,,,,,,,75.6756756757,,,,,,,
352.02,,,,,,,,,,,,,,,53.8461538462,
353.72,,,,,,,,,77.027027027,,,,,,,
354.06,,,,,,,,,,,,34.7222222222,,,,
354.336,,,,,,,,,,,90.3225806452,,,,,
355.72,76,,,,,,,,,,,,,,,
355.98,,64,,,,,,,,,,,,,55.1282051282,
356.24,,,,,,,,,,,,,76.9230769231,,,
356.9,,,,,,,,,78.3783783784,,,,,,,
357.652,,,,,,,,,,,,36.1111111111,,,,
359.68,,,,,,,,,,,,,,,56.4102564103,
360.42,,,,,,,,,79.7297297297,,,,,,,
361.78,,,,,,,,,,83.3333333333,,37.5,,,,
361.94,,,,,,,82.8571428571,,,,,,,,,
362.796,,,,,,,,,,,,,78.8461538462,,,
363.58,,,,,,,,,,,87.0967741935,,,,,
363.896,,,,,,,,,,,,,,,57.6923076923,
364.04,,,,,,,,,81.0810810811,,,,,,,
365.36,,,,,,,,,,,,38.8888888889,,,,
367.86,,,,,,,,,,,,,,,58.9743589744,
368.008,,,,,,,,,82.4324324324,,,,,,,
368.216,80,68,,,,,,,,,,,,,,
368.674,,,,,,,,,,,,40.2777777778,,,,
370.168,,,,29.6296296296,,,,,,,,,80.7692307692,,,
371.7,,,,,,,,,83.7837837838,,,,,,60.2564102564,
372.016,,,,,80,,,,,,,,,,,
372.584,,,,,,,,,,,,41.6666666667,,,,
373.22,,,,,,,,,,,83.8709677419,,,,,
375.724,,,,,,,,,85.1351351351,,,,,,61.5384615385,
376.346,,,,,,,80,,,,,43.0555555556,,,,97.1428571429
378.642,,,,,,,,,,,,,82.6923076923,,,
379.76,,,,,,,,,86.4864864865,,,,,,,
379.978,84,72,,,,,,,,,,44.4444444444,,,,
380.132,,,,,,,,,,,,,,,62.8205128205,
381.32,,,,,,,,,,88.8888888889,,,,,,
382.338,,,,,,,,,,,80.6451612903,,,,,
383.506,,,,,,,,,,,,45.8333333333,,,,
383.664,,,,,,,,,87.8378378378,,,,,,,
384.38,,,,,,,,,,,,,,,64.1025641026,
385.68,,,,,,,,97.3684210526,,,,,,,,
387.024,,,,,,,,,,,,47.2222222222,,,,
388.16,,,,,,,,,,,,,84.6153846154,,,
388.368,,,,,,,,,89.1891891892,,,,,,,
389.04,,,,,,,,,,,,,,,65.3846153846,
390.44,,,,,73.3333333333,94.7368421053,77.1428571429,,,,77.4193548387,48.6111111111,,,,
392.72,,,,25.9259259259,,,,,,,,,,,,
393.1,88,76,,,,,,,,,,,,,,
393.42,,,,,,,,,90.5405405405,,,,,,,
393.744,,,,,,,,,,,,,,,66.6666666667,
394.02,,,,,,,,,,,,50,,,,
398.1,,,,,,,,,,,,51.3888888889,,,67.9487179487,
398.448,,,,,,,,,91.8918918919,,,,,,,
398.58,,,,,,,,,,,,,86.5384615385,,,
401.136,,,,,,,,,,,74.1935483871,,,,,
401.84,,,,,,,,,,,,52.7777777778,,,,
402.74,,,,,,,,,,,,,,,69.2307692308,
403.28,,,,,,,,,93.2432432432,,,,,,,
405.168,,,,,,,74.2857142857,,,,,,,,,94.2857142857
405.84,,,,,,,,,,,,54.1666666667,,,,
407.184,92,80,,,,,,,,,,,,,,
408.06,,,,,,,,,,94.4444444444,,,,,70.5128205128,
408.68,,,,,,,,,94.5945945946,,,,,,,
409.22,,,,,,,,,,,,55.5555555556,,,,
410.544,,,,,,,,,,,70.9677419355,,,,,
411.48,,,,,,,,,,,,,88.4615384615,,,
413.02,,,,,,,,,,,,56.9444444444,,,,
413.34,,,,,66.6666666667,,,,,,,,,,71.7948717949,
414.576,,,,,,,,,95.9459459459,,,,,,,
416.592,,,,,,89.4736842105,,,,,,58.3333333333,,,,
417.3,,,,22.2222222222,,,,,,,,,,,,
418.608,,,,,,,,,,,,,,,73.0769230769,
420.38,,,,,,,,,97.2972972973,,,,,,,
420.624,,84,,,,,71.4285714286,,,,,59.7222222222,,,,
421.3,,,,,,,,,,,67.7419354839,,,,,
422.016,96,,,,,,,,,,,,,,,
423.312,,,,,,,,94.7368421053,,,,,,,,
423.984,,,,,,,,,,,,,,,74.358974359,
424.64,,,,,,,,,,,,61.1111111111,,,,
426.92,,,,,,,,,98.6486486486,,,,90.3846153846,,,
428.38,,,,,,,,,,,,62.5,,,,
429.2,,,,,,,,,,,,,,,75.641025641,
432.52,,,,,,,,,,,,63.8888888889,,,,
433.08,,,,,,,,,,,64.5161290323,,,,,
434.1,,88,,,,,74.2857142857,,100,,,,,,,
434.72,,,,,,,,,,,,,,,76.9230769231,
436.86,,,,,,,,,,,,65.2777777778,,,,
439.46,100,,,,,,,,,,,,,,,
440.6,,,,,,,,,,,,,,,78.2051282051,
441.4,,,,,,,,,,,,66.6666666667,,,,
444.9,,,,,,,71.4285714286,,,,,,,,,91.4285714286
445.24,,,,18.5185185185,,,,,,,,,92.3076923077,,,
445.88,,,,,60,84.2105263158,,,,,,68.0555555556,,,,
446.68,,,,,,,,,,,,,,,79.4871794872,
447.44,,92,,,,,,,,,,,,,,
450.616,,,,,,,,,,,,69.4444444444,,,,
451.46,,,,,,,,,,100,,,,,,
452.38,,,,,,,,,,,61.2903225806,,,,,
453.08,,,,,,,,,,,,,,,80.7692307692,
454.78,,,,,,,,,,,,70.8333333333,,,,
459.196,,,,,,,,,,,,72.2222222222,,,,
459.62,,,,,,,,,,,,,,,82.0512820513,
463.74,,,,,,,68.5714285714,,,,,73.6111111111,,,,
464.16,,96,,,,,,,,,,,,,,
466.32,,,,,,,,,,,,,,,83.3333333333,
467.96,,,,,,,,,,,58.064516129,,,,,
468.56,,,,,,,,,,,,75,,,,
471.04,,,,,,,,92.1052631579,,,,,94.2307692308,,,
473.496,,,,,,,,,,,,76.3888888889,,,84.6153846154,
475.9,,,,14.8148148148,,,,,,,,,,,,
476.94,,,,,,78.9473684211,,,,,,,,,,
478.28,,,,,,,,,,,,77.7777777778,,,,
480.16,,,,,,,,,,,,,,,85.8974358974,
480.86,,,,,,,,,,,,,,100,,
483.54,,,,,,,,,,,,79.1666666667,,,,
485.76,,,,,,,65.7142857143,,,,,,,,,88.5714285714
487.06,,100,,,,,,,,,54.8387096774,,,,,
488.08,,,,,,,,,,,,,,,87.1794871795,
489.08,,,,,,,,,,,,80.5555555556,96.1538461538,,,
493.516,,,,,,,68.5714285714,,,,,,,,,
494.54,,,,,,,,,,,,81.9444444444,,,,
496.376,,,,,,,,,,,,,,,88.4615384615,
500.32,,,,,,,,,,,,83.3333333333,,,,
503.86,96,,,,,,,,,,,,,,,
504.58,,,,,,,,,,,,,,,89.7435897436,
506.46,,,,,53.3333333333,73.6842105263,65.7142857143,,,,,84.7222222222,,,,
510.9,,,,11.1111111111,,,,,,,,,,,,
511.88,,,,,,,,,,,,,98.0769230769,,,
512.48,,,,,,,,,,,,86.1111111111,,,,
513.536,,,,,,,,,,,,,,,91.0256410256,
518.88,,,,,,,,,,,,87.5,,,,
522.116,,,,,,,,,,,,,,,92.3076923077,
524.976,,,,,,,62.8571428571,,,,51.6129032258,,,,,85.7142857143
525.74,,,,,,,,,,,,88.8888888889,,,,
529.46,92,,,,,,,,,,,,,,,
532.44,,,,,,,,,,,,,,,93.5897435897,
533.12,,,,,,,,,,,,90.2777777778,,,,
541.12,,,,,,,,,,,,91.6666666667,,,,
543.2,,,,,,,,,,,,,,,94.8717948718,
545.66,,,,,,68.4210526316,,,,,,,,,,
546.48,,,,,,,,,,,,,100,,,
547.4,,,,,,,60,,,,,,,,,
547.856,88,96,,,,,,,,,,,,,,
548.92,,,,,,,,,,,,93.0555555556,,,,
550.716,,,,7.4074074074,,,,,,,,,,,,
554.36,,,,,,,,,,,,,,,96.1538461538,
557.38,,,,,,,,,,,,94.4444444444,,,,
557.8,,,,,,,57.1428571429,89.4736842105,,,48.3870967742,,,96.4285714286,,82.8571428571
561.46,,,,,46.6666666667,,,,,,,,,,,
563.92,84,,,,,,,,,,,,,,,
566.68,,,,,,,,,,,,95.8333333333,,,,
568.06,,,,,,,,,,,,,,,97.4358974359,
576.92,,,,,,63.1578947368,,,,,,97.2222222222,,,,
578.3,80,92,,,,,54.2857142857,,,,,,,,,
582.42,,,,,,,,,,,,,,,98.7179487179,
583.2,,,,,,,,,,,,,,,,80
587.2,,,,,,,,,,,45.1612903226,,,,,
588.4,,,,,,,,,,,,98.6111111111,,,,
591.28,76,,,,,,,,,,,,,,,
596.5,,,,3.7037037037,,,,,,,,,,,,
601.38,,,,,,,51.4285714286,86.8421052632,,,,100,98.0769230769,92.8571428571,100,
602.3,,88,,,,,,,,,,,,,,
603.1,72,,,,,,,,,,,,,,,
603.8,,,,,,,,,,,,,,,,77.1428571429
608.6,,,,,,,,,,94.4444444444,41.935483871,,,,,
615,68,,,,,,,,,,,,,,,
619.356,,84,,,40,57.8947368421,48.5714285714,,,,,,,,,
