Time (min),clk_ANIMO,CLK_ANIMO,cry_ANIMO,CRY_ANIMO,cwo_ANIMO,CWO_ANIMO,CYC/CLK_ANIMO,pdp1_ANIMO,PDP1_ANIMO,PER_ANIMO,per_ANIMO,PER/TIM-p_ANIMO,TIM_ANIMO,tim_ANIMO,VRI_ANIMO,vri_ANIMO
27.84,,,,,,47.619047619,,,,,,,29.4117647059,,,
29.12,,,,,,,,55.5555555556,,26.3157894737,,,,,,
29.52,40,,,,,,,,24.6753246753,,,,,,,
30.52,,,,,,,82.0512820513,,,,,,,53.3333333333,,
31.46,,,,,,,,,,,,,,,13.2530120482,60
32.08,,,,,,,,,,,71.4285714286,,,,,
32.34,,,,,,,,,,,,4.4117647059,31.3725490196,,,
32.98,,,,,,,,57.7777777778,25.974025974,,,,,,,
34.54,,32,,,,,84.6153846154,,,,,,,,,
35.4,,,,,,,,,,,,,,,14.4578313253,62.5
36,,,,,,,,,27.2727272727,,,,,,,
36.36,,,,,76.4705882353,52.380952381,,,,,,,,,,
36.58,,,,,,,,,,,,,,56.6666666667,,
36.94,,,,,,,,,,,,,33.3333333333,,,
37.18,,,,,,,,60,,,74.2857142857,,,,,
38.9,,,,,,,87.1794871795,,28.5714285714,,,,,,,
39.56,,,,,,,,,,,,,,,15.6626506024,65
40.66,,,,,,,,62.2222222222,,,,,,,,
41.48,,,,,,,,,,,,,35.2941176471,,,
41.8,,,,,,,,,,31.5789473684,,,,,,
41.94,,,,,,,,,29.8701298701,,77.1428571429,,,60,,
42.42,44,,,,,,,,,,,,,,,
42.94,,,,,,,,,,,,5.8823529412,,,,
43.9,,,,,,,,,,,,,,,16.8674698795,67.5
44.6,,,,,,,,64.4444444444,31.1688311688,,,,,,,
45.4,,,,,,57.1428571429,89.7435897436,,,,,,,,,
45.76,,,,,,,,,,,,,37.2549019608,,,
45.8,,,,3.7037037037,,,,,,,,,,,,
46.58,,,,,82.3529411765,,,,,,80,,,,,
47.6,,,,,,,,,32.4675324675,,,,,63.3333333333,18.0722891566,
48.62,,,,,,,,66.6666666667,,,,,,,,70
49.42,,,,,,,,,,,,,39.2156862745,,,
50.22,,,,,,,,,33.7662337662,,,,,,,
51.48,,36,,,,,92.3076923077,,,,82.8571428571,,,,19.2771084337,
51.94,,,,,,,,68.8888888889,,,,,,,,
52.88,,,,,,,,,,,,,,,,72.5
53.04,,,,,,,,,,36.8421052632,,7.3529411765,,,,
53.22,,,,,,,,,35.0649350649,,,,41.1764705882,66.6666666667,,
53.9,,,,,,61.9047619048,,,,,,,,,,
54.9,48,,,,,,,,,,,,,,20.4819277108,
55.9,,,,,,,,71.1111111111,36.3636363636,,,,,,,
57.2,,,,,,,,,,,85.7142857143,,,,,
57.42,,,,,88.2352941176,,94.8717948718,,,,,,43.137254902,,,75
58.56,,,,,,,,,37.6623376623,,,,,70,21.686746988,
59.66,,,,,,,,73.3333333333,,,,,,,,
61.08,,,,,,,,,38.961038961,,,,,,,
61.22,,,,,,,,,,,,,45.0980392157,,,
61.54,,,,,,,,,,,,8.8235294118,,,,
61.78,,,,,,,,,,,,,,,,77.5
62.14,,,,,,66.6666666667,,,,,88.5714285714,,,,22.8915662651,
63.54,,,,,,,,,40.2597402597,,,,,,,
63.76,,,,,,,,75.5555555556,,42.1052631579,,,,,,
64.72,,,,,,,,,,,,,47.0588235294,73.3333333333,,
65.2,,,,,,,,,,,,,,,24.0963855422,
65.84,,,,,,,,,41.5584415584,,,,,,,
66.72,52,40,,,,,97.4358974359,,,,,,,,,80
67.64,,,,,,,,77.7777777778,,,91.4285714286,,,,,
68.64,,,,,,,,,42.8571428571,,,10.2941176471,49.0196078431,,25.3012048193,
69.32,,,,,94.1176470588,,,,,,,,,,,
69.96,,,,,,71.4285714286,,,,,,,,,,
70.76,,,,,,,,,44.1558441558,,,,,76.6666666667,,
71.5,,,,,,,,,,,,,,,,82.5
71.88,,,,,,,,,,,,,,,26.5060240964,
72.24,,,,,,,,80,,,,,50.9803921569,,,
73.16,,,,,,,,,45.4545454545,,,,,,,
74.38,,,,,,,,,,47.3684210526,94.2857142857,,,,,
74.92,,,,,,,,,,,,11.7647058824,,,27.7108433735,
75.6,,,,,,,,,46.7532467532,,,,,,,
76.28,,,,,,,,82.2222222222,,,,,52.9411764706,,,
76.62,,,,,,,,,,,,,,80,,85
78.04,56,,,,,,,,48.0519480519,,,,,,28.9156626506,
78.66,,,,,,76.1904761905,,,,,,,,,,
79.42,,44,,,,,100,,,,,,,,,
80.08,,,,,,,,,,,,,54.9019607843,,,
80.56,,,,,,,,,49.3506493506,,,,,,,
80.86,,,,,,,,84.4444444444,,,,,,,,
81.2,,,,,,,,,,,,13.2352941176,,,,
81.42,,,,,,,,,,,,,,,30.1204819277,87.5
81.8,,,,,,,,,,,97.1428571429,,,,,
82.94,,,,,,,,,50.6493506494,,,,,83.3333333333,,
83.3,,,,,,,,,,,,,56.862745098,,,
84.26,,,,,,,,,,52.6315789474,,,,,31.3253012048,
85.26,,,,,,,,86.6666666667,51.9480519481,,,,,,,
85.8,,,,,100,,,,,,,,,,,
86.24,,,,,,,,,,,,14.7058823529,,,,
87,,,,,,,,,,,,,,,,90
87.24,,,,,,80.9523809524,,,,,,,,,,
87.32,,,,,,,,,53.2467532468,,,,58.8235294118,,32.5301204819,
89.1,60,,,,,,,,,,,,,,,
89.92,,,,,,,,,54.5454545455,,,,,86.6666666667,,
90.24,,,,,,,,88.8888888889,,,,,,,,
90.52,,,,,,,,,,,,,60.7843137255,,33.734939759,
91.64,,,,,,,,,,,,16.1764705882,,,,
91.94,,48,,,,,,,55.8441558442,,100,,,,,
92.66,,,,,,,,,,,,,,,,92.5
93.16,,,,,,,,,,,,,,,34.9397590361,
94.38,,,,,,,,,57.1428571429,57.8947368421,,,62.7450980392,,,
94.9,,,,,,,,91.1111111111,,,,,,,,
96.12,,,,,,85.7142857143,,,,,,17.6470588235,,,36.1445783133,
96.52,,,,,,,,,58.4415584416,,,,,,,
97.24,,,,,,,,,,,,,,90,,
97.78,,,,,,,,,,,,,64.7058823529,,,
99.08,,,,0,,,,,59.7402597403,,,,,,,
99.32,64,,,,,,,,,,,,,,37.3493975904,95
100.8,,,,,,,,93.3333333333,,,,,,,,
101.02,,,,,,,97.4358974359,,61.038961039,,,19.1176470588,,,,
101.72,,,,,,,,,,,,,66.6666666667,,,
101.96,,,,,,,,,,,,,,,38.5542168675,
103.28,,,,,,,,,62.3376623377,,,,,,,
104.3,,52,,,,,,,,63.1578947368,,,,,,
105.1,,,,,,,,,,,,20.5882352941,68.6274509804,93.3333333333,39.7590361446,
105.82,,,,,,,,,63.6363636364,,,,,,,
106.52,,,,,,90.4761904762,,,,,,,,,,
107.96,,,,,,,,95.5555555556,,,,,,,,
108.16,,,,,,,,,64.9350649351,,,,,,40.9638554217,97.5
109.06,,,,,,,,,,,,22.0588235294,70.5882352941,,,
109.54,68,,,,,,,,,,,,,,,
110.1,,,,,,,,,66.2337662338,,,,,,,
110.68,,,,,,,,,,,,,,,42.1686746988,
112.4,,,,,,,,,67.5324675325,,,,,,,
113.14,,,,,,,94.8717948718,,,,,23.5294117647,72.5490196078,,,
113.88,,,,,,,,,,,,,,,43.3734939759,
114.74,,,,,,,,,68.8311688312,68.4210526316,,,,,,
115.14,,,,,,,,,,,,,,96.6666666667,,
115.92,,,,,,,,97.7777777778,,,,,,,,
116.8,,56,,,,,,,,,,,74.5098039216,,44.578313253,
117.02,,,,,,,,,,,,25,,,,
117.26,,,,,,,,,70.1298701299,,,,,,,
118.56,,,,,,95.2380952381,,,,,,,,,,
119.42,72,,,,,,,,71.4285714286,,,,,,45.7831325301,
120.54,,,,,,,,,,,,26.4705882353,76.4705882353,,,100
121.7,,,1,,,,,,72.7272727273,,,,,,,
122.28,,,,,94.1176470588,,92.3076923077,,,,97.1428571429,,,,46.9879518072,
124.34,,,,,,,,,74.025974026,,,27.9411764706,,,,
124.78,,,,,,,,,,,,,78.431372549,,,
125.16,,,,,,,,,,,,,,,48.1927710843,
126.2,,,,,,,,,,73.6842105263,,,,,,
126.54,,,2,,,,,,75.3246753247,,,,,,,
128.08,,,,,,,89.7435897436,,,,,29.4117647059,,,,
128.26,,,,,,,,,,,,,,,49.3975903614,
128.5,,60,,,,,,,,,,,,,,
129.3,76,,,,,,,,76.6233766234,,,,80.3921568627,,,
130.54,,,3,,,,,,,,,,,100,,
131.18,,,,,,,,,,,,,,,50.6024096386,
131.42,,,,,,,,100,77.9220779221,,,30.8823529412,,,,
133.56,,,4,,,,,,,,,,,,,
133.88,,,,,,,,,,,,,82.3529411765,,,
134,,,,,,,,,79.2207792208,,,,,,51.8072289157,
134.62,,,,,,,87.1794871795,,,,,32.3529411765,,,,
135.12,,,,,,,,,,,94.2857142857,,,,,
136.38,,,5,,,,,,80.5194805195,,,,,,,
137,,,,,,,,,,,,,,,53.0120481928,
138.12,,,,,,100,,,,78.9473684211,,33.8235294118,84.3137254902,,,
138.94,80,64,6,,,,,,81.8181818182,,,,,,,
140.04,,,,,,,,,,,,,,,54.2168674699,
141.32,,,,,,,,,,,,35.2941176471,,,,
141.5,,,7,,,,,,83.1168831169,,,,,,,
142.22,,,,,88.2352941176,,,,,,,,,,,
143.1,,,,,,,,,,,,,86.2745098039,,55.421686747,
143.52,,,8,,,,,,,,,,,,,
144.22,,,,,,,84.6153846154,,84.4155844156,,91.4285714286,36.7647058824,,,,
145.56,,,9,,,,,,,,,,,,,
146.5,,,,,,,,,,,,,,,56.6265060241,
146.82,,,,,,,,,85.7142857143,,,,,,,
147.472,,,10,,,,,,,,,38.2352941176,,,,
148.24,,,,,,,,,,,,,88.2352941176,,,
148.78,84,68,,,,,,,,,,,,,,
149.56,,,11,,,,,,87.012987013,,,,,,57.8313253012,
151.06,,,12,,,,,,,84.2105263158,,39.7058823529,,,,
152.48,,,,,,,,,88.3116883117,,,,,,,
152.744,,,13,,,,,,,,,,,,59.0361445783,
153.74,,,,,,,,,,,88.5714285714,,,,,
153.96,,,,,,,82.0512820513,,,,,41.1764705882,90.1960784314,,,
154.338,,,14,3.7037037037,,,,,,,,,,,,
155.2,,,,,,,,,89.6103896104,,,,,,,
155.848,,,15,,,,,,,,,,,,60.2409638554,
156.76,,,,,,,,,,,,42.6470588235,,,,
157.358,,,16,,,,,,,,,,,,,
158.38,88,72,,,,,,,90.9090909091,,,,,,,
159.06,,,17,,82.3529411765,,,,,,,,,,61.4457831325,
160.18,,,,,,,,,,,,44.1176470588,,,,
160.38,,,18,,,,,,,,,,92.1568627451,,,
161.06,,,,,,,,,92.2077922078,,,,,,,
161.66,,,19,,,,,,,,85.7142857143,,,,,
162.46,,,,,,,,,,,,,,,62.6506024096,
162.98,,,20,,,,79.4871794872,,,,,45.5882352941,,,,97.5
164.154,,,21,,,,,,93.5064935065,,,,,,,
165.62,,,22,,,,,,,,,,,,,
165.98,,,,,,,,,,89.4736842105,,47.0588235294,,,63.8554216867,
166.646,,,23,,,,,,,,,,,,,
167.46,,,,,,,,,94.8051948052,,,,94.1176470588,,,
167.98,92,76,24,,,,,,,,,,,,,
169.12,,,,,,,,,,,,48.5294117647,,,,
169.3,,,25,,,,,,,,82.8571428571,,,,65.0602409639,
170.34,,,26,,,,,,96.1038961039,,,,,,,
171.58,,,27,,,,,,,,,,,,,
171.78,,,,,,,76.9230769231,97.7777777778,,,,50,,,,
172.66,,,28,,,,,,,,,,,,66.265060241,
173.86,,,29,7.4074074074,76.4705882353,,,,97.4025974026,,,,,,,
174.82,,,30,,,,,,,,,51.4705882353,,,,
175.94,,,31,,,,,,,,,,96.0784313725,,,
176.24,,,,,,,,,,,80,,,,67.4698795181,
176.686,,,32,,,,,,,,,,,,,
177.34,,,,,,,,,98.7012987013,,,,,,,
177.84,,,33,,,,,,,,,,,,,
178.08,,,,,,,,,,,,52.9411764706,,,,
178.42,96,80,,,,,,,,,,,,,,
178.698,,,34,,,,,,,,,,,,,
179.86,,,35,,,,,,,,,,,,68.6746987952,
180.96,,,36,,,,,,100,,,54.4117647059,,,,
181.63,,,37,,,,,,,,,,,,,
182.2,,,,,,,74.358974359,,,,77.1428571429,,,,,95
182.6,,,38,,,,,,,,,,,,,
183.72,,,39,,,,,,,,,,,,69.8795180723,
184.434,,,40,,,,,,,,,55.8823529412,,,,
185.26,,,,,,,,,,,,,98.0392156863,,,
185.44,,,41,,,,,,,94.7368421053,,,,,,
186.438,,,42,11.1111111111,,,,,,,,,,,,
187.122,,,43,,,,,,,,,57.3529411765,,,,
187.99,,,,,,,,,,,,,,,71.0843373494,
188.34,,,44,,70.5882352941,,,,,,,,,,,
188.858,,,,,,,,,,,74.2857142857,,,,,
189.2,,84,45,,,,,,,,,,,,,
190,,,46,,,,,,,,,,,,,
190.34,,,,,,,,,,,,58.8235294118,,,,
190.58,100,,47,,,,,95.5555555556,,,,,,,,
191.6,,,48,,,,,,,,,,,,72.2891566265,
192.234,,,49,,,,,,,,,,,,,
193.054,,,50,,,,71.7948717949,,,,,60.2941176471,,96.6666666667,,
194.072,,,51,,,,,,,,,,,,,
194.86,,,52,,,,,,,,71.4285714286,,,,,
195.79,,,53,,,,,,,,,,,,73.4939759036,
196.262,,,54,14.8148148148,,,,,,,,61.7647058824,,,,
197.04,,,55,,,,,,,,,,,,,
197.4,,,,,,,,,,,,,,,,92.5
197.81,,,56,,,,,,,,,,,,,
198.94,,,57,,,,,,,,,,,,,
199.54,,,58,,,95.2380952381,,,,,,63.2352941176,,,,
200.18,,,,,,,,,,,,,,,74.6987951807,
200.352,,88,59,,,,,,,,,,,,,
200.846,,,60,,,,,,,,,,,,,
201.71,,,61,,,,,,,,,,,,,
202.46,,,62,,,,,,,,,,,,,
202.8,,,,,,,,,,,68.5714285714,,,,,
203.048,,,63,,,,,,,,,64.7058823529,100,,,
203.764,,,64,,,,,,,,,,,,,
204.48,,,65,18.5185185185,,,,,,,,,,,75.9036144578,
205.496,,,66,,,,,,,,,,,,,
206.14,,,67,,64.7058823529,,69.2307692308,93.3333333333,,,,66.1764705882,,,,
206.644,,,68,,,,,,,,,,,,,
207.296,,,69,,,,,,,,,,,,,
208.06,,,70,,,,,,,,,,,,,
208.846,,,71,,,,,,,,,,,,77.1084337349,
209.58,,,72,,,,,,,,65.7142857143,,,,,
209.902,,,,,,,,,,,,67.6470588235,,,,
210.34,,,73,,,,,,,,,,,,,
210.916,,,74,,,,,,,,,,,,,
211.56,,,75,,,,,,,,,,,,,
211.91,,,,22.2222222222,,,,,,,,,,,,
212.04,,,76,,,,,,,,,,,,,
212.868,,,77,,,,,,,,,,,,,90
213.48,,,78,,,,,,,,,69.1176470588,,,,
213.808,,92,,,,,,,,,,,,,78.313253012,
214.1,,,79,,,,,,,100,,,,,,
214.9,,,80,,,,,,,,,,,,,
215.608,,,81,,,,,,,,,,,,,
215.92,,,82,,,,,,,,,,,,,
216.72,,,83,,,,,,,,62.8571428571,70.5882352941,,,,
217.334,,,84,,,,,,,,,,,,,
217.88,,,85,,,,,,,,,,,,,
218.168,,,,25.9259259259,,,,,,,,,,,,
218.424,,,86,,,,,,,,,,,,79.5180722892,
219.046,,,87,,,,,,,,,,,,,
219.8,,,88,,,,66.6666666667,91.1111111111,,,,72.0588235294,,,,
220.57,,,89,,,,,,,,,,,,,
220.876,,,90,,,,,,,,,,,,,
221.74,,,91,,58.8235294118,90.4761904762,,,,,,,,,,
222.092,,,92,,,,,,,,,,,,,
222.832,,,93,,,,,,,,,,,,,
223.562,,,94,,,,,,,,,73.5294117647,,,80.7228915663,
223.87,,,95,,,,,,,,,,,,,
224.02,,,,29.6296296296,,,,,,,,,,,,
224.78,,,96,,,,,,,,,,,,,
225.038,,,97,,,,,,,,60,,,,,
225.682,,,98,,,,,,,,,,,,,
226.364,,,99,,,,,,,,,,,,,
227.036,,,100,,,,,,,,,75,,,,
228.58,,,,,,,,,,,,,,,81.9277108434,
229.28,,,,33.3333333333,,,,,,,,,,,,87.5
230.396,,96,,,,,,,,,,,,,,
230.86,,,,,,,,,,,,76.4705882353,,,,
233.756,,,,,,,,,,,57.1428571429,,,,,
233.78,,,,,,,,,,,,,,,83.1325301205,
234.6,,,,,,,,,,,,77.9411764706,,,,
235.42,,,,37.037037037,,,,,,,,,,,,
237.788,,,,,,,,88.8888888889,,,,,,,,
238.68,,,,,,,64.1025641026,,,,,79.4117647059,,93.3333333333,,
239.36,,,,,,,,,,,,,,,84.3373493976,
240.6,,,,,52.9411764706,85.7142857143,,,,,,,,,,
241.22,,,,40.7407407407,,,,,,,,,,,,
243.164,,,,,,,,,,,54.2857142857,80.8823529412,,,,
245.18,,,,,,,,,,,,,,,85.5421686747,
246.524,,,,,,,,,,,,,,,,85
247.64,,,,,,,,,,,,82.3529411765,,,,
247.868,,,,44.4444444444,,,,,,,,,,,,
251.38,96,,,,,,,,,,,,,,86.7469879518,
252.4,,,,,,,61.5384615385,,,,51.4285714286,83.8235294118,,,,
252.572,,,,,,,,86.6666666667,,,,,,,,
254.588,,,,48.1481481481,,,,,,,,,98.0392156863,,,
257.32,,,,,,,,,,,,85.2941176471,,,,
258.02,,,,,,,,,,,,,,,87.9518072289,
258.22,,,,,,80.9523809524,,,,,,,,,,
261.56,,,,51.8518518519,,,,,,,,,,,,
262.86,,,,,,,,,,,,86.7647058824,,,,
263.996,,,,,,,58.9743589744,,,,48.5714285714,,,,,82.5
265.2,,,,,,,,,,,,,,,89.156626506,
265.34,,,,,47.0588235294,,,,,,,,,,,
267.576,,100,,,,,,,,,,,,,,
268.74,,,,,,,,84.4444444444,,,,88.2352941176,,,,
269.2,,,,55.5555555556,,,,,,,,,,,,
272.52,92,,,,,,,,,,,,,,90.3614457831,
273.68,,,,,,76.1904761905,,,,,,,,,,
274.36,,,,,,,61.5384615385,,,,,,,,,
275,,,,,,,,,,,,89.7058823529,,,,
277.38,,,,59.2592592593,,,,,,,,,,,,
279.74,,,,,,,,,,,,,,,91.5662650602,
281.876,,,,,,,,,,,,91.1764705882,,,,
284.16,,,,,,,,,,,45.7142857143,,,,,
284.88,,,,,,,58.9743589744,,,,,,,,,80
286.2,,,,62.962962963,,,,,,,,,,,,
288.52,,,,,,,,,,,,,,,92.7710843373,
288.88,88,,,,,,,,,,,92.6470588235,,,,
293.316,,,,,,71.4285714286,,,,,,,,,,
295.8,,,,66.6666666667,,,,,,,,,96.0784313725,,,
297.52,,,,,,,,,,,,94.1176470588,,,93.9759036145,
302.8,84,96,,,,,56.4102564103,82.2222222222,,,42.8571428571,,,,,
305.28,,,,,,,,,,,,,,,,77.5
306.34,,,,70.3703703704,,,,,,,,,,,,
307.04,,,,,,,,,,,,95.5882352941,,,,
307.616,,,,,,,,,,,,,,,95.1807228916,
315.7,80,,,,41.1764705882,66.6666666667,53.8461538462,,,,,,,90,,
317.56,,,,,,,,,,,,97.0588235294,,,,
318.36,,,,74.0740740741,,,,,,,,,94.1176470588,,96.3855421687,
325.4,,,,,,,,,,,40,,,,,
327.4,,,,,,,,,,,,,,,,75
327.636,76,92,,,,,51.2820512821,80,,,,,,,,
331.54,,,,77.7777777778,,,,,,,,98.5294117647,,,97.5903614458,
337.64,,,,,,61.9047619048,,,,,,,,,,
338.26,72,,,,,,,,,,,,,,,
344.796,,88,,,,,48.7179487179,,,,37.1428571429,,,,,72.5
346.58,,,,81.4814814815,,,,,,,,,92.1568627451,,,
348.22,68,,,,,,,,,,,,,,98.7951807229,
350.8,,,,,,,,77.7777777778,,,,,,,,
352.34,,,,,,,,,,,,100,,,,
358.22,64,84,,,35.2941176471,57.1428571429,46.1538461538,,,,,,,86.6666666667,,
362.66,,,,,,,,,,,,,,,,70
364.816,,,,85.1851851852,,,,,,,,,,,,
366.22,,,,,,,,,,,,,90.1960784314,,,
368.22,60,,,,,,,,,,,,,,,
369.1,,,,,,,,,,94.7368421053,,,,,,
370.536,,,,,,,,,,,34.2857142857,,,,,
371.42,,80,,,,,43.5897435897,75.5555555556,,,,,,,100,
377.52,56,,,,,,,,,,,,,,,
378.22,,,,,,,,,,,,,,,,67.5
384.16,,76,,,,,41.0256410256,,,,,,,,,
384.22,,,,,,52.380952381,,,,,31.4285714286,,88.2352941176,83.3333333333,,
386.88,52,,,88.8888888889,,,,,,,,,,,,
391.92,,,,,,,,73.3333333333,,,,,,,,
394.54,,,,,,,,,,,,,,,,65
396.276,48,72,,,,,,,,,,,,,,
396.74,,,,,29.4117647059,,38.4615384615,,,,,98.5294117647,,,,
401.02,,,,,,,,,,,28.5714285714,,,,,
404.22,,,,,,,,,,,,,86.2745098039,,,
405.66,44,,,,,,,,,,,,,,,
406.46,,68,,,,47.619047619,,,,,,,,,,
411.74,,,,,,,,,,,,,,,,62.5
415.32,40,,,,,,,71.1111111111,,,,,,,,
416.56,,64,,92.5925925926,,,35.8974358974,,,,,,,80,,
419.46,,,,,,,,,,,,,84.3137254902,,,
422.42,,,,,,,,,,89.4736842105,25.7142857143,97.0588235294,,,,
424.876,36,,,,,,,,,,,,,,,
426.56,,60,,,,,33.3333333333,,,,,,,,,60
428.98,,,,,,,,68.8888888889,,,,,,,,
434.2,32,,,,,,,,,,,,,,,
435.14,,,,,23.5294117647,42.8571428571,,,,,,,,,,
436.44,,56,,,,,,,,,,,,,,
438.04,,,,,,,30.7692307692,,,,,,,,,
439.176,,,,,,,,,,,,95.5882352941,,,,57.5
439.56,,,,,,,,,,,,,82.3529411765,76.6666666667,,
440.92,,,,,,,,,,,22.8571428571,,,,,
443.8,28,,,,,,,66.6666666667,,,,,,,,
446.22,,52,,,,,,,,,,,,,,
452.7,,,,,,,,,,,,,,,98.7951807229,55
454.26,24,,,,,,,,,,,,,,,
455.34,,,,,,,,,,,,94.1176470588,,,,
455.96,,48,,,,,28.2051282051,64.4444444444,,,20,,80.3921568627,,,
459.28,,,,96.2962962963,,,,,,,,,,73.3333333333,,
461.14,,,,,,38.0952380952,,,,,,,,,,
463.42,,,,,,,,,,84.2105263158,,,,,,
464.916,20,,,,,,,,,,,,,,,
465.44,,44,,,,,25.641025641,,,,,,,,,52.5
465.86,,,,,,,,,,,,92.6470588235,,,,
469.04,,,,,,,,62.2222222222,98.7012987013,,,,78.431372549,,,
472.7,,,,,,,,,,,,,,,97.5903614458,
474.54,,,,,17.6470588235,,,,,,17.1428571429,,,,,
475.52,16,40,,,,,23.0769230769,,,,,,,,,
476.26,,,,,,,,,,,,,,,,50
476.356,,,,,,,,,,,,91.1764705882,,70,,
480.36,,,,,,,,60,,,,,76.4705882353,,,
483.34,,,,,,33.3333333333,,,,,,,,,,
486.5,12,36,,,,,,,,,,89.7058823529,,,,
486.88,,,,,,,,,97.4025974026,,,,,,,
489,,,,,,,,,,,,,,,96.3855421687,47.5
492.04,,,,,,,20.5128205128,57.7777777778,,,14.2857142857,,,,,
493.94,,,,,,,,,,,,,74.5098039216,66.6666666667,,
496.6,,,,,,,,,,,,88.2352941176,,,,
497.42,8,32,,,,,,,,78.9473684211,,,,,,
501.04,,,,,,,,,,,,,,,95.1807228916,45
501.46,,,,,,,,,96.1038961039,,,,,,,
504.156,,,,,,,,55.5555555556,,,,,,,,
505.06,,,,,,,,,,,,86.7647058824,,,,
505.92,,,,,,,,,,,,,72.5490196078,,,
508.34,4,28,,,11.7647058824,28.5714285714,17.9487179487,,,,11.4285714286,,,,,
512.8,,,,,,,,,,,,,,63.3333333333,93.9759036145,42.5
513.8,,,,,,,,,94.8051948052,,,85.2941176471,,,,
516.396,,,,,,,,,,,,,70.5882352941,,,
517.1,,,,,,,,53.3333333333,,,,,,,,
518.8,,24,,,,,15.3846153846,,,,,,,,,
519.62,0,,,,,,,,,,,,,,,
522.116,,,,,,,,,,,,83.8235294118,,,,
523.7,,,,,,,,,,,,,,,92.7710843373,40
524.54,,,,,,,,,93.5064935065,,8.5714285714,,,,,
526.22,,,,,,,,,,73.6842105263,,,,,,
528.06,,,,,,,,51.1111111111,,,,,,,,
528.86,,,,,,,,,,,,82.3529411765,68.6274509804,60,,
529.38,,20,,,,,12.8205128205,,,,,,,,,
533.62,,,,,,,,,,,,,,,91.5662650602,37.5
534.08,,,,,,23.8095238095,,,92.2077922078,,,,,,,
536.416,,,,,,,,,,,,80.8823529412,,,,
539.86,,,,,,,,48.8888888889,,,,,66.6666666667,,,
542.46,,16,,,5.8823529412,,10.2564102564,,,,5.7142857143,,,,,
542.74,,,,100,,,,,90.9090909091,,,,,,90.3614457831,
543.4,,,,,,,,,,,,79.4117647059,,56.6666666667,,
543.896,,,,,,,,,,,,,,,,35
549.32,,,,,,,,,,,,,64.7058823529,,,
549.74,,,,,,,,46.6666666667,,,,,,,,
550.12,,,,,,,,,89.6103896104,,,,,,,
550.856,,,,,,,,,,,,77.9411764706,,,,
551.1,,,,,,,,,,,,,,,89.156626506,
554.02,,,,,,,,,,68.4210526316,,,,,,
555.176,,,,,,,,,,,,,,,,32.5
556.28,,,,,,19.0476190476,,,,,,,,,,
557.16,,,,,,,,,,,,76.4705882353,,,,
558.2,,12,,,,,7.6923076923,,,,,,,,,
558.4,,,,,,,,,88.3116883117,,,,62.7450980392,53.3333333333,,
558.82,,,,,,,,,,,,,,,87.9518072289,
559.976,,,,,,,,,,,2.8571428571,,,,,
560.32,,,,,,,,44.4444444444,,,,,,,,
563.816,,,,,,,,,,,,75,,,,
565.54,,,,,,,,,87.012987013,,,,,,,
566.2,,,,,,,,,,,,,,,86.7469879518,30
568.396,,,,,,,,,,,,,60.7843137255,,,
570.436,,,,,,,,,,,,73.5294117647,,,,
571.376,,,,,,,,42.2222222222,,,,,,,,
