Time (min),clk,CLK,cry,CRY,cwo,CWO,CYC/CLK,pdp1,PDP1,PER,per,PER/TIM-p,TIM,tim,VRI,vri,
110.32, , , ,29, , , , , , ,24, , , , ,23,
111.16, , , , , , , , , , , , ,27, , , ,
111.6, , ,18, , , , ,32, , , , , , ,32, ,
112.54, , , , , , , , ,47, , , , , , , ,
112.88,10, , , , ,11, , , , , ,13, , , , ,
113.52, , , , , , , , , , , , , ,22, , ,
114.4, , ,17, , , , , , , , , , , , , ,
115.68, ,8, , , , ,30, ,48, , , , , , ,24,
116.48, , , , , , , ,33, , , , ,28, ,33, ,
117.26, , ,16, , , , , , , ,25, , , , , ,
119.32, , , , , , , , ,49, , , , , , , ,
119.48, , , , , , , , , ,10, , , , , , ,
120.12, , ,15, , , , , , , , , , , , , ,
120.78, , , , ,13, ,31, , , , , , ,23, , ,
121.08, , , , , , , ,34, , , , ,29, ,34,25,
121.74, , , , , ,12, , , , , , , , , , ,
122.12, , , , , , , , ,50, , , , , , , ,
122.98, , ,14, , , , , , , , , , , , , ,
123.44, , , , , , , , , , , ,14, , , , ,
124.5, , , , , , , , , , ,26, , , , , ,
125.38, , , ,28, , , , ,51, , , , , ,35, ,
126.18, , ,13, , , , , , , , , , , , , ,
126.52,11, , , , , , ,35, , , , ,30, , ,26,
127.96, , , , , , , , , , , , , ,24, , ,
128.7, , ,12, , , , , ,52, , , , , , , ,
129.16, , , , , , ,32, , , , , , , , , ,
129.7, , , , , , , , , , , , , , ,36, ,
131.3, , , , , , , ,36, , , , , , , , ,
131.44, , , , , , , , , , , , ,31, , , ,
131.56, , , , , , , , , , ,27, , , , , ,
131.76, , ,11, , , , , ,53, , , , , , , ,
132.1, , , , , , , , , , , , , , , ,27,
132.32, ,9, , , ,13, , , ,11, ,15, , , , ,
133.88, , , , , , , , , , , , , , ,37, ,
134.5, , ,10, , , , , ,54, , , , , , , ,
135.66, , , , , , , , , , , , , ,25, , ,
135.92, , , , , , , , , , , , ,32, , , ,
136.18, , , , ,14, ,33,37, , , , , , , , ,
137.44, , ,9, , , , , ,55, , , , , , ,28,
138.22, , , , , , , , , , , , , , ,38, ,
138.74, , , , , , , , , , ,28, , , , , ,
139.82,12, , , , , , , , , , , , , , , ,
140.14, , , ,27, , , , , , , , , , , , ,
140.44, , ,8, , , , , , , , , , , , , ,
140.74, , , , , , , , ,56, , , , , , , ,
140.86, , , , , , , ,38, , , ,16,33, , , ,
141.96, , , , , ,14, , , , , , , , ,39, ,
143.34, , ,7, , , , , ,57, , , , ,26, ,29,
145.14, , , , , , , , , ,12, , ,34, , , ,
145.86, , ,6, , , , , , , , , , , ,40, ,
146.42, , , , , , , ,39,58, , , , , , , ,
148.2, , , , , , , , , , , ,17, , , , ,
148.72, ,10, , , , ,34, , , ,29, , , , , ,
149.06, , ,5, , , , , , , , , , , , , ,
149.14, , , , , , , , ,59, , , , , , ,30,
149.6, , , , , , , , , , , , , , ,41, ,
150.4, , , , , , , , , , , , ,35,27, , ,
151.88,13, ,4, , , , ,40,60, , , , , , , ,
153.5, , , ,26, ,15, , , , , , , , ,42, ,
154.72, , ,3, , , , , ,61, , , ,36, , , ,
155.54, , , , , , , , , , , ,18, , , ,31,
157.4, , ,2, , , , ,41,62,13, , , , ,43, ,
158.38, , , , , , , , , , , , , ,28, , ,
159.08, , , , , , , , , , , , ,37, , , ,
160.16, , ,1, , , , , ,63, ,30, , , , , ,
160.78, , , , ,15, , , , , , , , , ,44, ,
161.48, , , , , , , , , , , ,19, , , , ,
162.3, , , , , , , , , , , , , , , ,32,
163.02,14,11,0, , , ,35,42,64, , , , , , , ,
163.78, , , , , ,16, , , , , , ,38, , , ,
164.36, , , , , , , , , , , , , , ,45, ,
166.02, , , , , , , , ,65, , , , , , , ,
166.78, , , ,25, , , , , , , , , ,29, , ,
168.16, , , , , , , , , , , ,20, , , , ,
168.3, , , , , , , , , , , , , , ,46, ,
168.48, , , , , , , , ,66, , , ,39, , , ,
169.22, , , , , , , ,43, , , , , , , ,33,
169.6, , , , , , , , , ,14, , , , , , ,
171.48, , , , , , , , ,67, , , , , ,47, ,
173.14, , , , , , , , , , ,31,21,40, , , ,
173.9,15, , , , , , , ,68, , , , , , , ,
175.14, , , , , , , , , , , , , ,30, , ,
175.26, , , , , , , , , , , , , , ,48, ,
175.62, ,12, , , ,17, ,44, , , , , , , , ,
176.54, , , , , , , , ,69, , , , , , , ,
177.42, , , , , , , , , , , , ,41, , ,34,
178.52, , , , , , , , , , , ,22, , ,49, ,
179.24, , , , , , , , ,70, , , , , , , ,
181.36, , , ,24, , , , , , , , , , , , ,
182, , , , , , , , , ,15, , , , , , ,
182.04, , , , , , , , ,71, , , ,42, ,50, ,
182.42, , , , , , , ,45, , , , , , , , ,
183.56, , , , , , ,34, , , , ,23, , , , ,
184.66,16, , , , , , , ,72, , , , , , , ,
185.4, , , , , , , , , , , , , ,31, , ,
185.6, , , , , , , , , , , , , , ,51, ,
186.84, , , , , , , , , , , , ,43, , ,35,
187.512, , , , , , , , ,73, , , , , , , ,
188.06, ,13, , , , , , , , , ,24, , , , ,
188.82, , , , , , , , , , , , , , ,52, ,
190.14, , , , , ,18, , ,74, , , , , , , ,
191.26, , , , , , , , , , , , ,44, , , ,
192.34, , , , , , , ,46, , , , , , ,53, ,
192.88, , , , , , , , ,75, , ,25, , , , ,
194.378, , , , , , , , , ,16, , , , , , ,
195.54,17, , , , , , , , , , , , , , , ,
195.888, , , , , , , , ,76, , , , , ,54, ,
196.76, , , , , , , , , , , , ,45, , , ,
197.04, , , ,23, , , , , , , , , , , , ,
197.398, , , , , , ,33, , , , ,26, ,32, , ,
198.32, , , , , , , , ,77, , , , , , , ,
199.16, , , , , , , , , , , , , , ,55, ,
200.22, ,14, , , , , , , , , , , , , , ,
201.44, , , , , , , , ,78, , , , , , , ,
201.586, , , , , , , , , , , ,27,46, , ,36,
202.89, , , , , , , , , , , , , , ,56, ,
204.194, , , , , , , , ,79, , , , , , , ,
204.78, , , , , , , ,47, , , , , , , , ,
205.52,18, , , , , , , , , , , , , , , ,
205.96, , , , , , , , , , , ,28, , ,57, ,
206.686, , , , , , , , , , , , ,47, , , ,
207.06, , , , , , , , ,80, , , , , , , ,
207.22, , , , ,14,19, , , ,17,30, , , , , ,
209.66, , , , , , , , , , , , , , ,58, ,
209.9, , , , , , , , ,81, , , , , , , ,
210.226, , , , , , ,32, , , , ,29, , , , ,
212.06, ,15, , , , , , , , , , ,48, , , ,
212.92, , , , , , , , ,82, , , , , ,59, ,
213.9, , , ,22, , , , , , , ,30, , , , ,
215.702,19, , , , , , , ,83, , , , , , , ,
216.726, , , , , , , , , , , , , ,33,60, ,
217.24, , , , , , , , , , , , ,49, , , ,
217.86, , , , , , , , , , , ,31, , , , ,
218.738, , , , , , , , ,84, , , , , , , ,
220.04, , , , , , , , , , , , , , ,61, ,
220.88, , , , , , , , , ,18, , , , , , ,
221.67, , , , , , ,31, ,85, ,29,32, , , , ,
223.02, , , , , , , , , , , , ,50, , , ,
223.92, ,16, , , , , , , , , , , , ,62, ,
224.8, , , , , , , , ,86, , , , , , , ,
225.48, , , , , , , , , , , ,33, , , , ,
225.76,20, , , , , , , , , , , , , , , ,
227.58, , , , , , , , , , , , , , ,63, ,
228.04, , , , , , , , ,87, , , , , , , ,
229.08, , , , , , , , , , , ,34,51, , , ,
231.36, , , , , , , , , , , , , , ,64, ,
231.454, , , , , , , , ,88, , , , , , , ,
232.32, , , ,21, , , , , , , , , , , , ,
233.094, , , , ,13, ,30, , , ,28,35, , , , ,
234.8, , , , , , , , ,89, , , , , ,65, ,
235.83, ,17, , , , , , , , , , ,52, , , ,
236.7,21, , , , , , , , , , ,36, , , , ,
237.44, , , , , , , , , ,19, , , , , , ,
238.6, , , , , , , , ,90, , , , , , , ,
238.958, , , , , , , , , , , , , , ,66, ,
240.392, , , , , , , , , , , ,37, , , , ,
241.8, , , , , , , , ,91, , , , , , , ,
242.46, , , , , , , , , , , , , , ,67, ,
243.64, , , , , , , , , , , , ,53, , , ,
243.804, , , , , , , , , , , ,38, , , , ,
244.52, , , , , , , , , , ,27, , , , , ,
245.82, , , , , , , , ,92, , , , , , , ,
246.684, , , , , , ,29, , , , , , , ,68, ,
247.42,22,18, , , , , , , , , ,39, , , , ,
249.4, , , , , , , , ,93, , , , , , , ,
250.38, , , , , , , , , , , , , , ,69, ,
251.02, , , , , , , , , , , ,40, , , , ,
252.08, , , , , , , , , , , , ,54, , , ,
252.732, , , ,20, , , , , , , , , , , , ,
253.384, , , , , , , , ,94, , , , , , , ,
254.32, , , , , , , , , , ,26, , , , , ,
254.64, , , , , , , , , , , , , , ,70, ,
254.94, , , , ,12, , , , , , ,41, , , , ,
257.04, , , , , , , , , ,20, , , , , , ,
257.374, , , , , , , , ,95, , , , , , , ,
258.22,23,19, , , , , , , , , , , , , , ,
258.464, , , , , , , , , , , ,42, , ,71, ,
261.382, , , , , , , , ,96, , , , , , , ,
261.64, , , , , , , , , , , , ,55, , , ,
261.78, , , , , , , , , , , ,43, , , , ,
262.718, , , , , , , , , , , , , , ,72, ,
265.18, , , , , , ,28,46, , ,25,44, , , ,35,
265.722, , , , , , , , ,97, , , , , , , ,
267.076, , , , , , , , , , , , , , ,73, ,
269.2, ,20, , , , , , , , , ,45, , , , ,
269.764,24, , , , , , , , , , , , , , , ,
270.436, , , , , , , , ,98, , , , , , , ,
271.4, , , , , , , , , , , , , , ,74, ,
272.52, , , , , , , , , , , ,46,56, , , ,
274.468, , , , , , , , , , ,24, , , , , ,
275.14, , , ,19, , , , , , , , , , , , ,
275.46, , , , , , , , ,99, , , , , , , ,
276.32, , , , , , , , , , , , , , ,75, ,
276.484, , , , , , , , , , , ,47, , , , ,
277.156, , , , ,11,18, , , , , , , ,34, , ,
280.58, ,21, , , , ,27, ,100, , ,48, , ,76, ,
281.188, , , , , , , , , ,21, , , , , , ,
282.02, , , , , , , , , , , , ,57, , , ,
282.3,25, , , , , , , , , , , , , , , ,
283.876, , , , , , , , , , , ,49, , , , ,
285.28, , , , , , , , , , ,23, , , ,77, ,
287.32, , , , , , , , , , , ,50, , , , ,
290.06, , , , , , , , , , , , , , ,78, ,
291.3, , , , , , , , , , , ,51, , , , ,
291.42, ,22, , , , , , , , , , , , , , ,
292.84, , , , , , , , , , , , ,58, , , ,
293.7, , , , , , ,28, , , , , , , , , ,
294.92, , , , , , , , , , , ,52, , ,79, ,
298.66, , , , , , , , , , , ,53, , , , ,
300.004,26, , ,18, , , , , , , , , , ,80, ,
300.676, , , , , , , , , , ,22, , , , , ,
302.14, ,23, , , , , , , , , , , , , , ,
302.82, , , , , , , , , , , ,54, , , , ,
305.1, , , , , , , , , , , , , , ,81, ,
305.54, , , , , , , , , , , , ,59, , , ,
306.724, , , , , , ,27, , , , ,55, , , ,34,
308.24, , , , ,10,17, , , , , , , , , , ,
310.56, , , , , , , , , , , ,56, , ,82, ,
313.78, , , , , , , , , ,22, , , , , , ,
314.28, , , , , , , , , , , ,57, , , , ,
315.22, ,24, , , , , , , , , , , , , , ,
316.196, , , , , , , , , , , , , , ,83, ,
318.14, , , , , , , , , , , ,58, , , , ,
319.56, , , , , , , , , , ,21, , , , , ,
321.62, , , , , , , , , , , , ,60, , , ,
321.96, , , , , , , , , , , ,59, , ,84, ,
322.46, , , , , , ,26, , , , , , , , , ,
325.92, , , , , , , , , , , ,60, , , , ,
327.636, , , ,17, , , , , , , , , , ,85, ,
330.18, , , , , , , , , , , ,61, , , , ,
331.68, ,25, , , , , , , , , , , , , , ,
333.38, , , , , , , ,45, , , , , , ,86, ,
334.74, , , , , , , , , , , ,62, , , , ,
334.98, , , , , , , , , , ,20, , , , , ,
339.076, , , , , , , , , , , ,63, , , , ,
339.32, , , , , , , , , , , , , , ,87, ,
340.62, , , , , , , , , , , , ,61, , , ,
343.36, , , , ,9,16,25, , , , ,64, , , ,33,
346.14, , , , , , , , , , , , , , ,88, ,
348.02, , , , , , , , , , , ,65, , , , ,
352.98, , , , , , , , , , , ,66, , ,89, ,
353.88, ,26, , , , , , , , , , , , , , ,
354.28, , , , , , , , , , ,19, , , , , ,
358.32, , , ,16, , , , , , , ,67, , , , ,
359.84, , , , , , , , , , , , , , ,90, ,
363.54, , , , , , , , , , , ,68, , , , ,
365.62, , , , , , , , , , , , ,62, , , ,
367,25, , , , , , , , , , , , , ,91, ,
368.9, , , , , , ,24, , , , ,69, , , , ,
369.72, , , , , , , , , , ,18, , , , , ,
371.16, , , , , , , , , , , , , , , ,32,
372.18, , , , , , , ,44, , , , , , , , ,
374.58, , , , , ,15, , , , , ,70, , , , ,
375.14, , , , , , , , , , , , , , ,92, ,
380.6, , , , , , , , , , , ,71, , , , ,
383.5, , , , , , , , , , , , , , ,93, ,
385,24, , , , , , , , , , , , , , , ,
387, , , , , , ,23, , , , ,72, , , , ,
388.96, , , , , , , , , , ,17, , , , , ,
392.1, , , , , , , , , , , , , , ,94, ,
393.416, , , ,15, , , , , , , , , , , , ,
393.86, , , , , , , , , , , ,73, , , , ,
396.36, , , , ,8, , , , , , , , , , , ,
400.58, , , , , , , , , , , , ,63, , , ,
400.86,23,25, , , ,14,22, , , , ,74, , , ,31,
402.14, , , , , , , , , , , , , , ,95, ,
407.82, , , , , , , , , , , ,75, , , , ,
412.54, , , , , , , , , , , , , , ,96, ,
413.58,22, , , , , , , , , , , , , , , ,
414.36, , , , , , , , , , ,16, , , , , ,
415.62, , , , , , ,21,43, , , ,76, ,33, , ,
422.66, , , , , , , , , , , , , , , ,30,
424.08, , , , , , , , , , , ,77, , , , ,
425.2,21, , , , , , , , , , , , , ,97, ,
426.26, ,24, , , , ,20, , , , , , , , , ,
428.2, , , , , , , , , , ,15, , , , , ,
430.76, , , , ,7,13, , , , , , , , , , ,
433.456, , , ,14, , , , , , , ,78, , , , ,
436.88,20, , , , , , , , , , , , , , , ,
438.2, , , , , , , , , , , , , , ,98, ,
443.62, , , , , , , , , , , ,79, , , , ,
446.06, , , , , , , , , , , , , , , ,29,
447.756,19,23, , , , ,19,42, , ,14, , , , , ,
455.1, , , , , , , , , , , ,80, , ,99, ,
457.52,18, , , , , , , , , , , , , , , ,
458.82, , , , , , , , , , , , ,62,32, , ,
462.056, , , , , ,12, , , , , , , , , , ,
464.916, ,22, , , , ,18, , , , , , , , ,28,
467.776,17, , , , , , , , , , , , , , , ,
469.02, , , , , , , , , ,21,13, , , , , ,
473.02, , , , , , , ,41, , , , , , , , ,
477.82,16, , , , , , , , , , , , , , , ,
478.16, ,21, , ,6, ,17, , , , , , , ,100, ,
479.216, , , ,13, , , , , , , , , , , , ,
480.3, , , , , , , , , , , , , , , ,27,
485.84, , , , , , , , , , ,12, , , , , ,
486.7,15, , , , , , , , , , , , , , , ,
487.96, , , , , ,11, , , , , , , , , , ,
490.72, ,20, , , , ,16, , , , , , , , , ,
491.22, , , , , , , , , , , , ,61,31, , ,
492.86, , , , , , , ,40, , , , , , , , ,
496,14, , , , , , , , , , , , , , , ,
496.62, , , , , , , , , , , , , , , ,26,
503.44, ,19, , , , , , , , , , , , , , ,
503.96, , , , , , ,15, , , ,11, , , , , ,
505.34,13, , , , , , , , , , , , , , , ,
508.34, , , , , , , ,39, , , , , , , , ,
510.82, , , , , , , , , , , , , , , ,25,
514.72,12,18, , ,5,10, , , , , , , , , , ,
520.22, , , , , , , , , , , , ,60, , , ,
523.76, , , , , , ,14, , , ,10, , ,30, , ,
524.14,11, , , , , , , , , , , , , , , ,
525.26, ,17, , , , , ,38, , , , , , , , ,
525.66, , , , , , , , , , , , , , , ,24,
531.92, , , ,12, , , , , , , , , , , , ,
533.6,10, , , , , , , , , , , , , , , ,
534.02, , , , , , , , , ,20, ,79, , , , ,
535.04, ,16, , , , ,13, , , , , , , , , ,
538.92, , , , , , , , , , ,9, , , , ,23,
539.276, , , , , , , ,37, , , , , , , , ,
543.12,9, , , , , , , , , , , ,59, , , ,
545.36, ,15, , , , , , , , , , , ,29, , ,
545.82, , , , , ,9, , , , , , , , , , ,
546.6, , , , , , ,12, , , , , , , , , ,
552.42, , , , ,4, , , , , , , , , ,99,22,
553.68,8, , , , , , ,36, , , , , , , , ,
555.036, ,14, , , , , , , , , , , , , , ,
557.2, , , , , , , , , , ,8, , , , , ,
560.38, , , , , , , , , , , ,78,58, , , ,
563.88,7, , , , , , , , , , , , , , , ,
565.016, ,13, , , , ,11, , , , , , ,28, ,21,
565.9, , , , , , , ,35, , , , , , , , ,
571.82, , , , , ,8, , , , , , , , , , ,
572.38, , , , , , , , , , , , , , ,98, ,
574.38, , , , , , , , , , , , ,57, , , ,
575.36,6,12, , , , ,10, , ,19,7,77, , , , ,
577.28, , , , , , , , , , , , , , , ,20,
579.316, , , , , , , ,34,99, , , , , , , ,
584.28, , , , , , , , , , , , , ,27, , ,
586.34,5,11,1, ,3, ,9, , , , , ,56, , , ,
586.72, , , , , , , , , , , ,76, , , , ,
588.8, , , , , , , , , , ,6, , , ,97,19,
590.02, , , , , , , ,33, , , , , , , , ,
591.116, , ,2, , , , , , , , , , , , , ,
594.02, , , , , ,7, , , , , , , , , , ,
595.456, , ,3, , , , , , , , , , , , , ,
596.84,4,10, , , , , , ,98, , , , , , , ,
598.396, , ,4, , , , , , , , , , , , , ,
599.62, , , , , , , , , , , ,75, , , , ,
600.5, , , , , , , , , , , , ,55, , , ,
601.256, , ,5, , , , , , , , , , , , , ,
602.9, , , , , , , , , , , , , , ,96,18,
603.856, , ,6, , , , , , , , , , , , , ,
604.68, , , , , , , ,32, , , , , ,26, , ,
606.236, , ,7, , , , , , , , , , , , , ,
607.96, ,9, , , , ,8, , , ,5, , , , , ,
608.74,3, ,8, , , , , , , , , , , , , ,
609.36, , , , , , , , , ,18, ,74, , , , ,
610.476, , ,9, , , , , , , , , , , , , ,
611.416, , , , , , , , ,97, , , , , , , ,
612.52, , ,10, , , , , , , , , ,54, , , ,
614.18, , ,11, , , , , , , , , , , , , ,
615.58, , , , , , , , , , , , , , ,95,17,
615.976, , ,12,13, , , , , , , , , , , , ,
616.72, , , , , , , ,31, , , , , , , , ,
617.66, , ,13, , , , , , , , , , , , , ,
618.256, , , , , , , , , , , ,73, , , , ,
619.254, ,8,14, ,2,6,7, , , , , , , , , ,
620.86,2, ,15, , , , , , , , , , , , , ,
622.54, , ,16, , , , , , , , , , , , , ,
622.816, , , , , , , , , , , , ,53,25, , ,
623.74, , ,17, , , , , ,96, , , , , , , ,
625.096, , ,18, , , , , , , , , , , , , ,
626.54, , ,19, , , , , , , , , , , ,94, ,
626.92, , , , , , , , , , , ,72, , , , ,
627.766, , ,20, , , , , , , , , , , , , ,
628.36, , , , , , , , , , ,4, , , , , ,
629.07, , ,21, , , , , , , , , , , , ,16,
629.78, ,7, , , , , ,30, , , , , , , , ,
630.316, , ,22, , , , , , , , , , , , , ,
631.2, , , , , , ,6, , , , , , , , , ,
631.562, , ,23, , , , , , , , , , , , , ,
632.758, , ,24, , , , , , , , , , , , , ,
633.2,1, , , , , , , , , , , , , , , ,
634.3, , ,25, , , , , , , , , , , , , ,
634.48, , , , , , , , ,95, , , ,52, , , ,
635.102, , ,26, , , , , , , , , , , , , ,
635.6, , , , , , , , , , , ,71, , , , ,
636.56, , ,27, , , , , , , , , , , ,93, ,
637.352, , ,28,14, , , , , , , , , , , , ,
638.454, , , , , , , , , , , , , ,24, , ,
638.776, , ,29, , , , , , , , , , , , , ,
639.516, , ,30, , , , , , , , , , , , , ,
640.64, ,6,31, , , , ,29, , , , , , , ,15,
641.96, , ,32, , , , , , ,17, , , , , , ,
642.92, , ,33, , , , , , , , ,70, , , , ,
643.94, , ,34, , , , , , , , , , , , , ,
644.12, , , , , , , , ,94, , , ,51, , , ,
644.94,0, ,35, , ,5, , , , ,3, , , , , ,
645.68, , ,36, , , , , , , , , , , ,92, ,
646.546, , ,37, , , , , , , , , , , , , ,
647.516, , ,38, , , , , , , , , , , , , ,
648.426, , ,39, , , , , , , , , , , , , ,
649.35, , ,40, , , , , , , , , , , , , ,
650.432, , ,41,15, , , , , , , ,69, , , , ,
651.142, ,5,42, , , ,5, , , , , , , , , ,
652.3, , ,43, , , , , , , , , , , , , ,
652.456, , , , , , , ,28, , , , , , , , ,
652.72, , , , , , , , ,93, , , , , , , ,
652.906, , ,44, , , , , , , , , , , , ,14,
654.04, , ,45, , , , , , , , , , , ,91, ,
654.736, , ,46, , , , , , , , , ,50,23, , ,
655.486, , ,47, , , , , , , , , , , , , ,
656.33, , ,48, , , , , , , , , , , , , ,
657.15, , ,49, , , , , , , , , , , , , ,
657.52, , , , , , , , , , , ,68, , , , ,
657.97, , ,50, , , , , , , , , , , , , ,
658.988, , ,51, , , , , , , , , , , , , ,
659.586, , ,52, , , , , , , , , , , , , ,
660.706, , ,53,16, , , , , , , , , , , , ,
661.4, , ,54, , , , , , , , , , , , , ,
661.576, , , , ,1, , , ,92, , , , , , , ,
661.952, , ,55, , , , , , , , , , , , , ,
662.726, , ,56, , , , , , , , , , , ,90, ,
663.856, ,4,57, , , ,4,27, , ,2, ,49, , ,13,
664.254, , ,58, , , , , , , , , , , , , ,
665.008, , , , , , , , , , , ,67, , , , ,
665.268, , ,59, , , , , , , , , , , , , ,
665.762, , ,60, , , , , , , , , , , , , ,
666.626, , ,61, , , , , , , , , , , , , ,
667.23, , ,62, , ,4, , , , , , , , , , ,
667.964, , ,63, , , , , , , , , , , , , ,
668.68, , ,64,17, , , , , , , , , , , , ,
669.48, , ,65, , , , , , , , , , , , , ,
669.76, , , , , , , , ,91, , , , , , , ,
670.112, , , , , , , , , ,16, , , , , , ,
670.412, , ,66, , , , , , , , , , , , , ,
670.812, , ,67, , , , , , , , , , , ,89, ,
671.512, , , , , , , , , , , ,66, , , , ,
671.56, , ,68, , , , , , , , , , ,22, , ,
672.212, , ,69, , , , , , , , , ,48, , , ,
672.976, , ,70, , , , , , , , , , , , , ,
673.762, , ,71, , , , , , , , , , , , , ,
674.276, , ,72, , , , , , , , , , , , , ,
675.256, , ,73, , , , , , , , , , , , , ,
