Time (min),clk,CLK,cry,CRY,cwo,CWO,CYC/CLK,PDP1,pdp1,PER,per,PER/TIM-p,TIM,tim,VRI,vri,
400.752, , , ,99, , , , , , , , , , , , ,
401.592, , , ,100, , , , , , , , , , , , ,
402.776, , , ,99, , , , , , , , , , , , ,
403.616, , , ,100, , , , , , , , , , , , ,
404.8, , , ,99, , , , ,24, , , , , , , ,
405.64, , , ,100, , , , , , , , , , , , ,
406.824, , , ,99, , , , , , , , , ,12, , ,
407.664, , , ,100, , , , , , , , , , , , ,
408.848, , , ,99, , , , , , , , , , , , ,
409.688, , , ,100, , , , , , , , , , , , ,
410.872, , , ,99, , , , , , , , , , , , ,
411.712, , , ,100, , , , , , , , , , , , ,
412.896, , , ,99, , , , , , , , , , , , ,
413.736, , , ,100, , , , , , , , , , , , ,
414.92, , ,99,99, , , ,99, , , , , , , , ,
415.774, , , ,100, , , , , , , , , , ,54,7,
416.958, , , ,99, , , , , , , , , , , , ,
417.812, , , ,100, , , , , , , , , , , , ,
418.996, , , ,99, , , , , , , , , , , , ,
420.204, , , ,100, , , , , , , , , , , , ,
421.034, , ,98,99, , , , ,23, , , , , , , ,
421.902, , , ,100, , , , , , , , , , , , ,
423.086,86, , ,99, , , , , , , , , , , , ,
424.26, , , ,100, , , , , , , , , , , , ,
425.138, , , ,99, , , , , , , , , , , , ,
425.612, , ,97, , , , , , , , , , , , , ,
426.022, , , ,100, , , , , , , , , , , , ,
427.206, , , ,99, , , , , , , , , , , , ,
428.316, , , ,100, , , , , , , , , , , , ,
428.46, ,61, , , , , , , , , , , , , , ,
429.436, , , ,99, , , , , , , , , , , , ,
429.668, , ,96, , , , , , , , , , , , , ,
430.174, , , ,100, , , , , , , , , , , , ,
431.358, , , ,99, , , , , , , , , , , , ,
432.372, , , ,100, , , , , , , , , , , , ,
432.776, , ,95, , , , , , , , , , , , , ,
433.724, , , ,99, , , , , , , , , , , , ,
434.36, , , ,100, , , , , , , , , , , , ,
435.816, , ,94,99, , , , , , , , , , , , ,
436.836, , , ,100, , , , , , , , , ,11,53, ,
437.662, , , , , , , ,98,22, , , , , , , ,
437.78, , , ,99, , , , , , , , , , , ,6,
438.616, , ,93,100, , , , , , , , , , , , ,
439.78, , , ,99, , , , , , , , , , , , ,
440.734, , , ,100, , , , , , , , , , , , ,
441.416, , ,92, , , , , , , , , , , , , ,
441.918, , , ,99, , , , , , , , , , , , ,
442.89, , , ,100, , , , , , , , , , , , ,
444.216, , ,91,99, , , , , , , , , , , , ,
445.066, , , ,100, , , , , , , , , , , , ,
446.25, , , ,99, , , , , , , , , , , , ,
447.262, , ,90,100, ,2, , , , , , , , , , ,
448.446, , , ,99, , , , , , , , , , , , ,
449.816, , ,89,100, , , , , , , , , , , , ,
450.642, , , ,99, , , , , , , , , , , , ,
451.676, , , ,100, , , , , , , , , , , , ,
452.86, , ,88,99, , , , , , , , , , , , ,
453.914,85, , ,100, , , , , ,12, ,39, , , , ,
455.416, , ,87,99, , , , , , , , , , , , ,
456.176, , , ,100, , , , , , , , , , ,52, ,
457.36, , , ,99, , , , , , , , , , , , ,
457.744, , , , , , , ,97,21, , , , , , , ,
458.462, , ,86,100, , , , , , , , , , , , ,
459.646, , , ,99, , , , , , , , , , , , ,
461.016, , ,85,100, , , , , , , , , , , , ,
461.932, , , ,99, , , , , , , , , , , , ,
463.06, , , ,100, , , , , , , , , , , , ,
463.816, , ,84, , , , , , , , , , , , , ,
464.244, , , ,99, , , , , , , , , , , , ,
465.398, , , ,100, , , , , , , , , , , , ,
466.236, ,60, , , , , , , , , , , , , , ,
466.582, , , , , , , , , , , , , , , ,5,
466.616, , ,83,99, , , , , , , , , , , , ,
467.764, , , ,100, , , , , , , , , , , , ,
468.948, , , ,99, , , , , , , , , , , , ,
469.416, , ,82, , , , , , , , , , , , , ,
470.158, , , ,100, , , , , , , , , , , , ,
471.342, , , ,99, , , , , , , , , , , , ,
472.216, , ,81, , , , , , , , , , , , , ,
472.584, , , ,100, , , , , , , , , , , , ,
473.216, , , , , , , , , , , , , , ,51, ,
473.768, , , ,99, , , , , , , , , , , , ,
474.48, , , , , , , , , , , , , ,10, , ,
475.016, , ,80,100, , , , , , , , , , , , ,
476.194, , , ,99, , , , , , , , , , , , ,
477.466, , , , , , , ,96, , , , , , , , ,
477.816, , ,79,100, , , , , , , , , , , , ,
478.744, , , ,99, , , , ,20, , , , , , , ,
479.958, , , ,100, , , , , , , , , , , , ,
480.616, , ,78, , , , , , , , , , , , , ,
481.142, , , ,99, , , , , , , , , , , , ,
482.484, , , ,100, , , , , , , , , , , , ,
483.668, , ,77,99, , , , , , , , , , , , ,
485.048, , , ,100, , , , , , , , , , , , ,
486.232, , ,76,99, , , , , , , , , , , , ,
487.652, , , ,100, , , , , , , , , , , , ,
489.016, , ,75,99, , , , , , , , , , , , ,
490.298, , , ,100, , , , , , , , , , , , ,
491.056,84, , , , , , , , , , , , , ,50, ,
491.816, , ,74,99, , , , , , , , , , , , ,
492.988, , , ,100, , , , , , , , , , , , ,
494.172, , , ,99, , , ,95, , , , , , , , ,
494.616, , ,73, , , , , , , , , , , , , ,
495.726, , , ,100, , , , , , , , , , , , ,
496.91, , , ,99, , , , , , , , , , , , ,
497.416, , ,72, , , , , , , , , , , , , ,
498.036, , , , , , , , , , , , , , , ,4,
498.514, , , ,100, , , , , , , , , , , , ,
499.698, , , ,99, , , , , , , , , , , , ,
500.344, , ,71, , , , , ,19, , , , , , , ,
501.356, , , ,100, , , , , , , , , , , , ,
502.54, , , ,99, , , , , , , , , , , , ,
503.016, , ,70, , , , , , , , , , , , , ,
504.256, , , ,100, , , , , , , , , , , , ,
505.44, , , ,99, , , , , , , , , , , , ,
505.816, , ,69, , , , , , , , , , , , , ,
507.316, , , ,100, , , , , , , , , , ,49, ,
508.616, , ,68,99, , , ,94, , , , , , , , ,
509.46, ,59, , , , , , , , , , , , , , ,
510.246, , , ,100, , , , , , , , , , , , ,
511.43, , ,67,99, , , , , , , , , , , , ,
513.7, , , ,100, , , , , ,11, ,38, , , , ,
514.53, , ,66,99, , , , , , , , , ,9, , ,
516.524, , , ,100, , , , , , , , , , , , ,
517.016, , ,65, , , , , , , , , , , , , ,
517.708, , , ,99, , , , , , , , , , , , ,
519.156, , , , , ,1, , , , , , , , , , ,
519.816, , ,64,100, , , , , , , , , , , , ,
520.952, , , ,99, , , , , , , , , , , , ,
522.616, , ,63, , , , , , , , , , , , , ,
523.212, , , ,100, , , , , , , , , , , , ,
524.076, , , , , , , ,93, , , , , , , , ,
524.396, , , ,99, , , , , , , , , , ,48, ,
525.416, , ,62, , , , , , , , , , , , , ,
526.756, , , ,100, , , , , , , , , , , , ,
528.216, , ,61,99, , , , , , , , , , , , ,
529.344, , , , , , , , ,18, , , , , , , ,
530.44, , , ,100, , , , , , , , , , , , ,
531.016, , ,60, , , , , , , , , , , , , ,
531.624, , , ,99, , , , , , , , , , , , ,
533.816, , ,59, , , , , , , , , , , , , ,
534.404, , , ,100, , , , , , , , , , , , ,
535.588, , , ,99, , , , , , , , , , , , ,
536.616, , ,58, , , , , , , , , , , , , ,
537.404,83, , , , , , ,92, , , , , , , , ,
538.528, , , ,100, , , , , , , , , , , , ,
539.712, , ,57,99, , , , , , , , , , , , ,
541.376, , , , , , , , , , , , , , ,47, ,
542.216, , ,56, , , , , , , , , , , , , ,
543.052, , , ,100, , , , , , , , , , , , ,
544.236, , , ,99, , , , , , , , , , , , ,
545.016, , ,55, , , , , , , , , , , , , ,
545.436, , , , , , , , , , , , , , , ,3,
547.816, , ,54,100, , , , , , , , , , , , ,
549, , , ,99, , , , , , , , , , , , ,
550.616, , ,53, , , , , , , , , , , , , ,
551.504, , , , , , , ,91, , , , , , , , ,
553.416, , ,52,100, , , , , , , , , , , , ,
554.384, , , ,99, , , , , , , , , , , , ,
556.216, , ,51, , , , , , , , , , , , , ,
557.196, , , , , , , , , , , , , , ,46, ,
558.06, ,58, , , , , , , , , , , , , , ,
559.344, , ,50, , , , , ,17, , , , , , , ,
560.004, , , ,100, , , , , , , , , , , , ,
560.7, , , , , , , , , , , ,37, , , , ,
561.188, , , ,99, , , , , , , , , , , , ,
561.816, , ,49, , , , , , , , , , , , , ,
564.064, , , , , , , ,90, , , , , , , , ,
564.616, , ,48, , , , , , , , , , , , , ,
567.416, , ,47, , , , , , , , , , , , , ,
569.88, , , ,100, , , , , , , , , , , , ,
570.216, , ,46, , , , , , , , , , ,8, , ,
570.952, , , ,99, , , , , , , , , , , , ,
573.016, , ,45, , , , , , , , , , , , , ,
573.476, , , , , , , , , , , , , , ,45, ,
575.816, , ,44, , , , , , , , , , , , , ,
577.144, , , , , , , ,89, , , , , , , , ,
578.616, , ,43, , , , , , , , , , , , , ,
579.1, , , , , , , , , ,10, , , , , , ,
581.416, , ,42, , , , , , , , , , , , , ,
584.216, , ,41, , , , , , , , , , , , , ,
587.016, , ,40, , , , , , , , , , , , , ,
589.816, , ,39, , , , , , , , , , , , , ,
590.544, , , , , , , , , , , , , , ,44, ,
590.876, , , , , , , ,88,16, , , , , , , ,
592.616, , ,38,98, , , , , , , , , , , , ,
593.5, , , , , , , , , , , ,36, , , , ,
594.018, , , ,99, , , , , , , , , , , , ,
595.416, , ,37, , , , , , , , , , , , , ,
598.216, , ,36, , , , , , , , , , , , , ,
601.256, , ,35, , , , , , , , , , , , , ,
601.918, , , ,98, , , , , , , , , , , , ,
602.724, , , , , , , ,87, , , , , , , ,2,
603.816, , ,34,99, , , , , , , , , , , , ,
605.736, , , , , , , , , , , , , , ,43, ,
606.616, , ,33, , , , , , , , , , , , , ,
609.696, , ,32,98, , , , , , , , , , , , ,
611.536, , , ,99, , , , , , , , , , , , ,
612.216, , ,31, , , , , , , , , , , , , ,
615.016, , ,30, , , , , , , , , , , , , ,
615.384, , , , , , , ,86, , , , , , , , ,
615.916, , , ,98, , , , , , , , , , , , ,
617.816, , ,29, , , , , , , , , , , , , ,
618.776, , , ,99, , , , , , , , , , , , ,
620.356,82,57, , , , , , , , , , , , , , ,
620.616, , ,28, , , , , , , , , , , , , ,
621.436, , , , , , , , , , , , , , ,42, ,
622.496, , , ,98, , , , , , , , , , , , ,
623.436, , ,27, , , , , ,15, , , , , , , ,
626.376, , ,26, , , , , , , , , , , , , ,
626.896, , , ,99, , , ,85, , , , , , , , ,
629.196, , ,25, , , , , , , , , , , , , ,
629.916, , , ,98, , , , , , , , , ,7, , ,
631.896, , ,24, , , , , , , , , , , , , ,
633.7, , , , , , , , , , , ,35, , , , ,
634.616, , ,23, , , , , , , , , , , , , ,
637.716, , ,22, , , , , , , , , , , ,41, ,
638.624, , , , , , , ,84, , , , , , , , ,
640.216, , ,21, , , , , , , , , , , , , ,
643.016, , ,20, , , , , , , , , , , , , ,
645.816, , ,19, , , , , , , , , , , , , ,
647.456, , , ,97, , , , , , , , , , , , ,
648.896, , ,18, , , , , , , , , , , , , ,
651.1, , , , , , , ,83, , , , , , , , ,
651.416, , ,17,98, , , , , ,9, , , , , , ,
654.476, , ,16, , , , , , , , , , , ,40, ,
657.016, , , ,97, , , , , , , , , , , , ,
657.256, , ,15, , , , , ,14, , , , , , , ,
659.816, , ,14, , , , , , , , , , , , , ,
661.984, , , , , , , ,82, , , , , , , , ,
662.9, , ,13, , , , , , , , , , , , , ,
663.156, , , , , ,0, , , , , ,34, , , , ,
665.416, , ,12, , , , , , , , , , , , , ,
668.216, , ,11,96, , , , , , , , , , , , ,
671.016, , ,10, , , , , , , , , , , , , ,
671.776, , , , , , , , , , , , , , ,39, ,
673.816, , , , , , , ,81, , , , , , , , ,
673.854, , ,9, , , , , , , , , , , , , ,
676.616, , ,8,95, , , , , , , , , , , , ,
679.416, , ,7, , , , , , , , , , , , , ,
682.216, , ,6,94, , , , , , , , , , , , ,
685.364, , ,5, , , , ,80, , , , , , , , ,
687.816, , ,4,93, , , , , , , , , , , , ,
689.832, , , , , , , , , , , , , , ,38, ,
690.616, , ,3,92, , , , , , , , , , , , ,
693.416, , ,2,91, , , , , , , , , , , , ,
696.216, , ,1,90, , , , , , , , , , , , ,
697.9, , , ,89, , , ,79, , , ,33, , , , ,
699.024, , ,0,88, , , , , , , , , , , , ,
700.456, , , ,87, , , , , , , , , , , , ,
701.732, , , ,86, , , , , , , , , , , , ,
703.11, , , ,85, , , , , , , , , , , , ,
704.504, , , ,84, , , , , , , , , , , , ,
705.914, , , ,83, , , , , , , , , , , , ,
707.342, , , ,82, , , , , , , , , , , , ,
708.28, , , , , , , , , , , , , , ,37, ,
708.788, , , ,81, , , , , , , , , , , , ,
710.564, , , ,80, , , ,78, , , , , , , , ,
711.734, , , ,79, , , , , , , , , , , , ,
713.354, , , ,78, , , , , , , , , , , , ,
714.344, , , , , , , , ,13, , , , , , , ,
714.754, , , ,77, , , , , , , , , , , , ,
716.632, , , ,76, , , , , , , , , , , , ,
718.024, , , ,75, , , , , , , , , , , , ,
719.432, , , ,74, , , , , , , , , , , , ,
721.034, , , ,73, , , , , , , , , , , , ,
722.2, , , , , , , ,77, , , , , , , , ,
722.658, , , ,72, , , , , , , , , , , , ,
724.304, , , ,71, , , , , , , , , , , , ,
725.974, , , ,70, , , , , , , , , , , , ,
727.196, , , , , , , , , , , , , , ,36, ,
727.768, , , ,69, , , , , , , , , , , , ,
729.63, , , ,68, , , , , , , , , , , , ,
731.128, , , ,67, , , , , ,8, ,32, , , , ,
732.896, , , ,66, , , , , , , , , ,6, , ,
734.104, , , , , , , ,76, , , , , , , , ,
734.728, , , ,65, , , , , , , , , , , , ,
736.516, , , ,64, , , , , , , , , , , , ,
738.368, , , ,63, , , , , , , , , , , , ,
740.296, , , ,62, , , , , , , , , , , , ,
741.45, , , , , , , , , , , , , , , ,1,
742.162, , , ,61, , , , , , , , , , , , ,
744.104, , , ,60, , , , , , , , , , , , ,
744.496, , , , , , , , , , , , , , ,35, ,
746.178, , , ,59, , , , , , , , , , , , ,
746.544, , , , , , , ,75, , , , , , , , ,
748.08, , , ,58, , , , , , , , , , , , ,
750.12, , , ,57, , , , , , , , , , , , ,
752.18, , , ,56, , , , , , , , , , , , ,
753.404, ,56, , , , , , , , , , , , , , ,
754.28, , , ,55, , , , , , , , , , , , ,
756.42, , , ,54, , , , , , , , , , , , ,
758.6, , , ,53, , , , , , , , , , , , ,
759.784, , , , , , , ,74, , , , , , , , ,
761.176, , , ,52, , , , , , , , , , , , ,
762.356, , , , , , , , , , , ,31, , , , ,
762.568, , , , , , , , , , , , , , ,34, ,
763.08, , , ,51, , , , , , , , , , , , ,
765.73, , , ,50, , , , , , , , , , , , ,
767.76, , , ,49, , , , , , , , , , , , ,
770.306, , , ,48, , , , , , , , , , , , ,
772.924, , , ,47, , , , , , , , , , , , ,
773.03, , , , , , , ,73, , , , , , , , ,
775.14, , , ,46, , , , , , , , , , , , ,
775.944, , , , , , , , ,12, , , , , , , ,
777.7, , , ,45, , , , , , , , , , , , ,
780.32, , , ,44, , , , , , , , , , , , ,
780.816, , , , , , , , , , , , , , ,33, ,
783.018, , , ,43, , , , , , , , , , , , ,
784.984, , , , , , , ,72, , , , , , , , ,
785.742, , , ,42, , , , , , , , , , , , ,
788.56, , , ,41, , , , , , , , , , , , ,
791.44, , , ,40, , , , , , , , , , , , ,
794.4, , , ,39, , , , , , , , , , , , ,
797.546, , , ,38, , , ,71, , , , , , , , ,
799.916, , , , , , , , , , , ,30, , , , ,
800.27, , , , , , , , , , , , , , ,32, ,
800.52, , , ,37, , , , , , , , , , , , ,
803.902, , , ,36, , , , , , , , , , , , ,
807, , , ,35, , , , , , , , , , , , ,
810.524, , , ,34, , , ,70, , , , , , , , ,
814.196, , , ,33, , , , , , , , , , , , ,
817.44, , , ,32, , , , , , , , , , , , ,
819.696, , , , , , , , , , , , , , ,31, ,
821.14, , , ,31, , , , , ,7, , , , , , ,
824.084, , , , , , , ,69, , , , , , , , ,
825.012, , , ,30, , , , , , , , , , , , ,
827.716, , , , , , , , , , , ,29, , , , ,
829.068, , , ,29, , , , , , , , , , , , ,
833.124, , , ,28, , , , , , , , , , , , ,
837.2, , , ,27, , , , , , , , , , , , ,
838.532, , , , , , , ,68, , , , , , , , ,
840.096, , , , , , , , , , , , , , ,30, ,
841.58, , , ,26, , , , , , , , , , , , ,
842.588, , , , , , , , ,11, , , , , , , ,
846.12, , , ,25, , , , , , , , , , , , ,
850.86, , , ,24, , , ,67, , , , , , , , ,
853.404, , , , , , , , , , , , , ,5, , ,
856.108, , , ,23, , , , , , , , , , , , ,
860.92, , , ,22, , , , , , , ,28, , , , ,
861.516, , , , , , , , , , , , , , ,29, ,
864.22, , , , , , , ,66, , , , , , , , ,
866.3, , , ,21, , , , , , , , , , , , ,
871.94, , , ,20, , , , , , , , , , , , ,
877.86, , , ,19, , , ,65, , , , , , , , ,
883.296, , , , , , , , , , , , , , ,28, ,
884.1, , , ,18, , , , , , , , , , , , ,
890.68, , , ,17, , , , , , , , , , , , ,
891.864,83,57, , , , , ,64, , , , , , , , ,
897.64, , , ,16, , , , , , , , , , , , ,
901.3, , , , , , , , , , , ,27, , , , ,
905.04, , , ,15, , , , , , , , , , , , ,
906.296, , , , , , , , , , , , , , ,27, ,
906.764, , , , , , , ,63, , , , , , , , ,
912.94, , , ,14, , , , , , , , , , , , ,
915.596, , , , , , , , ,10, , , , , , , ,
919.964, , , , , , , ,62, , , , , , , , ,
921.4, , , ,13, , , , , , , , , , , , ,
924.1, , , , , , , , , ,6, , , , , , ,
930.5, , , ,12, , , , , , , , , , ,26, ,
930.9, , , , , , , , , , , ,26, , , , ,
933.724, , , , , , , ,61, , , , , , , , ,
940.38, , , ,11, , , , , , , , , , , , ,
948.084, , , , , , , ,60, , , , , , , , ,
951.14, , , ,10, , , , , , , , , , , , ,
955.632, , , , , , , , , , , , , , ,25, ,
963.104, , , ,9, , , ,59, , , , , , , , ,
966.3, , , , , , , , , , , ,25, , , , ,
976.14, , , ,8, , , , , , , , , , , , ,
978.864, , , , , , , ,58, , , , , , , , ,
981.496, , , , , , , , , , , , ,1, ,24, ,
988.416,84, , , , , , , , , , , , , , , ,
990.96, , , ,7, , , , , , , , , , , , ,
995.344, , , , , , , ,57,9, , , , , , , ,
997.632, , , , , , , , , , , , , ,4, , ,
1007.9, , , ,6, , , , , , , , , , , , ,
1009.096, , , , , , , , , , , , , , ,23, ,
1009.824, , , , , , , ,56, , , , , , , , ,
1017.236, , , , , , , , , , , , , , , ,0,
1024.984, , , , , , , ,55, , , , , , , , ,
1027.66, , , ,5, , , , , , , , , , , , ,
1028.432, , , , , , , , , , , , ,2, , , ,
1030.3, , , , , , , , , , , ,26, , , , ,
1033.096, , , , , , , , , , , , , , ,22, ,
1040.864, , , , , , , ,54, , , , , , , , ,
1044.3, , , , , , , , , ,5, , , , , , ,
1051.26, , , ,4, , , , , , , , , , , , ,
1057.564, , , , , , , ,53, , , , , , , , ,
1058.416, ,58, , , , , , , , , , , , ,21, ,
1071.616,85, , , , , , , , , , , , , , , ,
1075.164, , , , , , , ,52, , , , , , , , ,
1078.38, , , , , , , , , , , , ,3, , , ,
1080.86, , , ,3, , , , , , , , , , , , ,
1084.432, , , , , , , , ,8, , , , , ,20, ,
1090.444, , , , , , , ,51, , , , , , , , ,
1098.9, , , , , , , , , , , ,27, , , , ,
1106.464, , , , , , , ,50, , , , , , , , ,
1111.896, , , , , , , , , , , , , , ,19, ,
1120.26, , , ,2, , , , , , , , ,4, , , ,
1123.632, , , , , , , ,49, , , , , , , , ,
1134.3, , , , , , , , , , , ,28, , , , ,
1141.084,86, , , , , , ,48, , , , , , ,18, ,
1146.43, , ,1,3, , , , , , , , , , , , ,
1146.944, , , ,4, , , , , , , , , , , , ,
1147.466, , , ,5, , , , , , , , , , , , ,
1148.222, , , ,6, , , , , , , , , , , , ,
1148.534, , , ,7, , , , , , , , , , , , ,
1149.082, , , ,8, , , , , , , , , , , , ,
1149.968, , , ,9, , , , , , , , , , , , ,
1150.202, , , ,10, , , , , , , , ,3, , , ,
1150.776, , , ,11, , , , , , , , , , , , ,
1151.67, , , ,12, , , , , , , , , , , , ,
1151.954, , , ,13, , , , , , , , , , , , ,
1152.558, , , ,14, , , , , , , , , , , , ,
1153.472, , ,2,16, , , , , , , , , , , , ,
1153.778, , , ,17, , , , , , , , , , , , ,
1154.088, , , ,18, , , , , , , , , , , , ,
1154.432, , , ,19, , , , , , , , , , , , ,
1154.722, , , ,20, , , , , , , , , , , , ,
1155.046, , , ,21, , , , , , , , , , , , ,
1155.376, , , ,22, , , , , , , , , , , , ,
1155.712, , , ,23, , , , , , , , , , , , ,
1156.052, , , ,24, , , , , , , , , , , , ,
1156.398, , , ,25, , , , , , , , , , , , ,
1156.75, , , ,26, , , , , , , , , , , , ,
1157.108, , , ,27, , , , , , , , , , , , ,
1157.474, , , ,28, , , , , , , , ,2, , , ,
1157.846, , , ,29, , , , , , , , , , , , ,
1158.476, , , ,31, , , , , , , , , , , , ,
1158.73, , ,3,32, , , , , , , , , , , , ,
1158.988, , , ,33, , , , , , , , , , , , ,
1159.25, , , ,34, , , , , , , , , , , , ,
1159.518, , , ,35, , , , , , , , , , , , ,
1159.864, , , ,36, , , , , , , , , , , , ,
1160.068, , , ,37, , , ,47, , , , , , , , ,
1160.352, , , ,38, , , , , , , , , , , , ,
1160.642, , , ,39, , , , , , , , , , , , ,
1160.938, , , ,40, , , , , , , , , , , , ,
1161.24, , , ,41, , , , , , , , , , , , ,
1161.562, , , ,42, , , , , , , , , , , , ,
1161.862, , , ,43, , , , , , , , ,1, , , ,
1162.184, , , ,44, , , , , , , , , , , , ,
1162.512, , , ,45, , , , , , , , , , , , ,
1162.832, , , ,46, , , , , , , , , , , , ,
1163.082, , ,4,47, , , , , , , ,27, , , , ,
1163.338, , , ,48, , , , , , , , , , , , ,
1163.616, , , ,49, , , , , , , , , , , , ,
1163.868, ,59, ,50, , , , , , , , , , , , ,
1164.142, , , ,51, , , , , , , , , , , , ,
1164.424, , , ,52, , , , , , , , , , , , ,
1164.712, , , ,53, , , , , , , , , , , , ,
1165.008, , , ,54, , , , , , , , ,0, , , ,
1165.312, , , ,55, , , , , , , , , , , , ,
1165.632, , , ,56, , , , , , , , , , , , ,
1165.948, , , ,57, , , , , , , , , , , , ,
1166.28, , , ,58, , , , , , , , , , , , ,
1166.544, , , ,59, , , , , , , , , , , , ,
1166.816, , ,5,60, , , , , , , , , , , , ,
1167.098, , , ,61, , , , , , , , , , , , ,
1167.388, , , ,62, , , , , , , , , , , , ,
1167.688, , , ,63, , , , , , , , , , , , ,
1167.998, , , ,64, , , , , , , , , , , , ,
1168.32, , , ,65, , , , , , , , , , , , ,
1168.652, , , ,66, , , , , , , , , , , , ,
1168.998, , , ,67, , , , , , , , , , , , ,
1169.358, , , ,68, , , , , , , , , , , , ,
1170.046, , ,6,70, , , , , , , , , , , , ,
1170.372, , , ,71, , , , , , , , , , , , ,
1170.712, , , ,72, , , , , , , , , , , , ,
1171.068, , , ,73, , , , , , , , , , , , ,
1171.496, , , ,74, , , , , , , , , , , , ,
1171.836, , , ,75, , , , , , , , , , ,17, ,
1172.25, , , ,76, , , , , , , , , , , , ,
1172.912, , , ,77, , , , , , , , , , , , ,
1173.07, , ,7,78, , , , , , , , , , , , ,
1173.512, , , ,79, , , , , , , , , , , , ,
1174.032, , , ,80, , , , , , , , , , , , ,
1174.37, , , ,81, , , , , , , , , , , , ,
1174.932, , , ,82, , , , , , , , , , , , ,
1175.692, , , ,83, , , , , , , , , , , , ,
1175.888, , ,8,84, , , , , , , , , , , , ,
1176.418, , , ,85, , , , , , , , , , , , ,
1177, , , ,86, , , , , , , , , , , , ,
1177.744, , , ,87, , , , , , , , , ,3, , ,
1178.272, , ,9,88, , , , , , , , , , , , ,
1179.136, , , ,89, , , , , , , , , , , , ,
1179.804, , , ,90, , , ,46, , , , , , , , ,
1180.672, , ,10,91, , , , , , , , , , , , ,
1181.92, , , ,92, , , , , , , , , , , , ,
1182.992, , , ,93, , , , , , , , , , , , ,
1183.312, , ,11, , , , , , , , , , , , , ,
1183.5, , , , , , , , , , , ,26, , , , ,
1184.092, , , ,94, , , , , , , , , , , , ,
1184.704, , , , , , , , ,7, , , , , , , ,
1185.152, , ,12, , , , , , , , , , , , , ,
1185.594, , , ,95, , , , , , , , , , , , ,
1187.534, , ,13,96, , , , , , , , , , , , ,
1188.5, , , , , , , , , ,4, , , , , , ,
1189.24, , ,14, , , , , , , , , , , , , ,
1190.614, , , ,97, , , , , , , , , , , , ,
1191.17, , ,15, , , , , , , , , , , , , ,
1193.056, , ,16, , , , , , , , , , , , , ,
1194.826, , ,17, , , , , , , , , , , , , ,
1195.274, , , ,98, , , , , , , , , , , , ,
1196.824, , ,18, , , , ,45, , , , , , , , ,
1198.254, , ,19, , , , , , , , , , , , , ,
1200.016, , ,20, , , , , , , , , , , , , ,
1200.86, , , , , , , , , , , ,25, , , , ,
1201.482, , ,21, , , , , , , , , , , , , ,
1203.022, , ,22, , , , , , , , , , , , , ,
1204.192, , , , , , , , , , , , , , ,16, ,
1204.794, , ,23, , , , , , , , , , , , , ,
1204.896,87, , ,99, , , , , , , , , , , , ,
1206.002, , ,24, , , , , , , , , , , , , ,
1207.446, , ,25, , , , , , , , , , , , , ,
1207.814, , , ,98, , , , , , , , , , , , ,
1208.858, , ,26, , , , , , , , , , , , , ,
1210.242, , ,27, , , , , , , , , , , , , ,
1211.598, , ,28,99, , , , , , , , , , , , ,
1212.928, , ,29, , , , , , , , , , , , , ,
1214.234, , ,30, , , , , , , , , , , , , ,
1214.764, , , , , , , ,44, , , , , , , , ,
1215.516, , ,31, , , , , , , , , , , , , ,
1216.354, , , ,98, , , , , , , , , , , , ,
1216.774, , ,32, , , , , , , , , , , , , ,
1218.314, , ,33,99, , , , , , , , , , , , ,
1219.504, , ,34, , , , , , , , , , , , , ,
1220.04, , , , , , , , , , , ,24, , , , ,
1220.478, , ,35, , , , , , , , , , , , , ,
1221.67, , ,36, , , , , , , , , , , , , ,
1222.842, , ,37, , , , , , , , , , , , , ,
1223.994, , ,38, , , , , , , , , , , , , ,
1225.126, , ,39, , , , , , , , , , , , , ,
1226.464, , ,40, , , , , , , , , , , , , ,
1227.372, , ,41, , , , , , , , , , , , , ,
1228.468, , ,42, , , , , , , , , , , , , ,
1229.546, , ,43, , , , , , , , , , , , , ,
1230.64, , ,44, , , , , , , , , , , , , ,
1232.032, , ,45,100, , , , , , , , , , , , ,
1232.87, , ,46,99, , , , , , , , , , , , ,
1233.762, , ,47, , , , ,43, , , , , , , , ,
1234.816, , ,48, , , , , , , , , , , , , ,
1235.808, , ,49, , , , , , , , , , , , , ,
1236.808, , ,50, , , , , , , , , , , , , ,
1237.93, , ,51,100, , , , , , , , , , , , ,
1238.78, , , , , , , , , , , , , , ,15, ,
1239.114, , ,52,99, , , , , , , , , , , , ,
1239.752, , ,53, , , , , , , , , , , , , ,
1240.71, , ,54, , , , , , , , , , , , , ,
1241.776, , ,55, , , , , , , , ,23, , , , ,
1242.614, , ,56,100, , , , , , , , , , , , ,
1243.798, , ,57,99, , , , , , , , , , , , ,
1244.668, , ,58, , , , , , , , , , , , , ,
1245.398, , ,59, , , , , , , , , , , , , ,
1246.418, , ,60,100, , , , , , , , , , , , ,
1247.214, , ,61, , , , , , , , , , , , , ,
1247.602, , , ,99, , , , , , , , , , , , ,
1248.122, , ,62, , , , , , , , , , , , , ,
1249.03, , ,63, , , , , , , , , , , , , ,
1249.938, , ,64,100, , , , , , , , , , , , ,
1251.046, , ,65,99, , , , , , , , , , , , ,
1251.754, , ,66, , , , , , , , , , , , , ,
1252.962, , ,67,100, , , , , , , , , , , , ,
1253.744, , ,68, , , , ,42, , , , , , , , ,
