Time (min),clk,CLK,cry,CRY,cwo,CWO,CYC/CLK,PDP1,pdp1,PER,per,PER/TIM-p,TIM,tim,VRI,vri
401.302,,,23,,,,,,,,,,,,,
402.46,,,,,,,,,,,,50,,,,
402.654,,,24,,,,,51.0638297872,,,,,,,51.2195121951,
404.3,,,25,,,,,,,,,,,,,
405.304,,,26,,,,,,,,,,,,,
406.88,,,27,,,,,,,,,,,,,
407.85,,,28,,,,,,,,,,,,,
409.098,,,29,7.4074074074,,,,,,,,,,,,
410.3,,,30,,,,,,,,,,,,,
411.502,,,31,,,,,,,,,,,,,
412.662,,,32,,,,,,,,,,,,,
413.822,,,33,,,,,,,,,,,,,
414.94,,,34,,,,,,,,,,,,,
416.058,,,35,,,,,,,,,,,,,
417.2,,,36,,,,,,,,,,,,,
418.258,,,37,,,,,,,,,,,,,
419.34,,,38,,,,,,,,,,,,,
419.86,,,,,,,,48.9361702128,,,,,,,,
420.386,,,39,,,,,,,,,,,,,
421.432,,,40,,,,,,,,,,,,,
422.8,,,41,,,,,,,,,,,,,
422.86,,,,,,,,,,40,,,,,48.7804878049,
423.46,,,42,11.1111111111,,,,,,,,,,,,
424.474,,,43,,,,,,,,,,,,,
425.458,,,44,,,,,,,,,,,,,
426.442,,,45,,,,,,,,,,,,,
427.52,,,46,,,,,,,,,,,,,
428.38,,,47,,,,,,,,,,,,,
429.334,,,48,,,,,,,,,,,,,
430.26,,,49,,,,,,,,,,,,,
431.186,,,50,,,,,,,,,,,,,
432.3,,,51,,,,,,,,,45.8333333333,43.4782608696,,,
433.014,,,52,,,,,,,,,,,,,
434.236,,,53,,,,,,,,,,,,,
434.818,,,54,14.8148148148,,,,,,,,,,,,
436.054,,,55,,,,,,,,,,,,,
436.57,,,56,,,,,,,,,,,,,
437.766,,,57,,,,,,,,,,,,,
438.64,,,58,,,,,46.8085106383,,,,,,,,
439.384,,,59,,,,,,,,,,,,,
440.008,,,60,,,,,,,,,,,,,
440.916,,,61,,,,,,,,,,,,,
441.672,,,62,,,,,,,,,,,,,
442.504,,,63,,,,,,,,,,,,,
443.314,,,64,,,,,,,,,,,,,
444.124,,,65,18.5185185185,,,,,,,,,,,46.3414634146,
445.188,,,66,,,,,,,,,,,,,
445.8,,,67,,,,,,,,,,,18.75,,
446.518,,,68,,,,,,,,,,,,,
447.31,,,69,,,,,,,,,,,,,
448.16,,,70,,,,,,,,,,,,,
448.998,,,71,,,,,,,,,,,,,
449.8,,,72,,,,,,20,,,,,,,
450.74,,,73,,,,,,,,,,,,,
451.332,,,74,,,,,,,,,,,,,
452,,,75,22.2222222222,,,,,,,,,,,,
452.68,,,76,,,,,,,,,,,,,
453.536,,,77,,,,,,,,,,,,,
454.156,,,78,,,,,,,,,,,,,
454.894,,,79,,,,,,,,,,,,,
455.632,,,,,,,,44.6808510638,,,,,,,,
455.9,,,80,,,,,,,,,,,,,
456.64,,,81,,,,,,,,,,,,,
457.072,,,82,,,,,,,,,,,,,
457.792,,,83,,,,,,,,,,,,,
458.588,,,84,,,,,,,,,,,,,
459.53,,,85,25.9259259259,,,,,,,,,,,,
460,,,86,,,,,,,,,,39.1304347826,,,
460.608,,,87,,,,,,,,,,,,,
461.358,,,88,,,,,,,,,,,,,
462.244,,,89,,,,,,,,,,,,,
462.678,,,90,,,,,,,,,41.6666666667,,,,
463.64,,,91,,,,,,,,,,,,,
464.044,,,92,,,,,,,,,,,,,
464.812,,,93,,,,,,,,,,,,,
465.636,,,94,,,,,,,,,,,,,
466.072,,,,29.6296296296,,,,,,,,,,,,
466.22,,,95,,,,,,,,,,,,43.9024390244,
466.734,,,96,,,,,,,,,,,,,
467.396,,,97,,,,,,,,,,,,,
468.058,,,98,,,,,,,,,,,,,
468.808,,,99,,,,,,,,,,,,,
469.568,,,100,,,,,,,,,,,,,
471.848,,,,,,,,,,,,,,,,4.5454545455
472.08,,,,33.3333333333,,,,,,,,,,,,
473.368,,,,,,,,42.5531914894,,,,,,,,
478.688,,,,37.037037037,,,,,,,,,,,,
485.84,,,,40.7407407407,,,,,,,,,,,41.4634146341,
492.368,,,,,,,,40.4255319149,,,,,34.7826086957,,,
493.128,,,,44.4444444444,,,,,,,,,,,,
496.168,,,,,,,,,,,,37.5,,,,
500.728,,,,48.1481481481,,,,,,,,,,,,
506.24,,,,,,,,,,,,,,,39.0243902439,
508.56,,,,51.8518518519,,,,,,,,,,,,
512.888,,,,,,,,38.2978723404,,30,,,,,,
517.18,,,,55.5555555556,,,,,,,,,,,,
518.668,,,,,,,,,16,,,,,,,
526.42,,,,59.2592592593,,,,,,,,,,,,
527.44,,,,,,,,,,,,,,,36.5853658537,
529.6,,,,,,,,,,,,33.3333333333,30.4347826087,,,
530.94,,,,,,,,36.170212766,,,,,,,,
535.88,,,,,,,,,,,,,,12.5,,
536.38,,,,62.962962963,,,,,,,,,,,,
547.22,,,,66.6666666667,,,,,,,,,,,,
549.44,,,,,,,,,,,,,,,34.1463414634,
550.4,,,,,,,,34.0425531915,,,,,,,,
558.4,,,,,,,,,,,,,26.0869565217,,,
559.12,,,,70.3703703704,,,,,,,,,,,,
564.4,,,,,,,,,,,,29.1666666667,,,,
571.4,,,,,,,,31.914893617,,,,,,,,
572.44,,,,74.0740740741,,,,,,,,,,,31.7073170732,
587.3,,,,77.7777777778,,,,,,,,,,,,
594.2,,,,,,,,29.7872340426,12,,,,,,,
594.8,,,,,,,,,,,,,21.7391304348,,,
596.44,,,,,,,,,,,,,,,29.2682926829,
603.6,,,,,,,,,,,,25,,,,
604.54,,,,81.4814814815,,,,,,,,,,,,
614.02,,,,,,,,27.6595744681,,,,,,,,
615.868,,,,,,,,,,20,,,,,,
621.44,,,,,,,,,,,,,,,26.8292682927,
624.94,,,,85.1851851852,,,,,,,,,,,,
635.42,,,,,,,,25.5319148936,,,,,,,,
638.8,,,,,,,,,,,,,17.3913043478,6.25,,
641.8,,,,,,,,,,,,20.8333333333,,,,
647.64,,,,,,,,,,,,,,,24.3902439024,
650.14,,,,88.8888888889,,,,,,,,,,,,
658.62,,,,,,,,23.4042553191,,,,,,,,
675.24,,,,,,,,,,,,,,,21.9512195122,
677.6,,,,,,,,,,,,,13.0434782609,,,
678.2,,,,,,,,,8,,,,,,,
678.62,,,,,,,,21.2765957447,,,,,,,,
683.14,,,,92.5925925926,,,,,,,,,,,,
686,,,,,,,,,,,,16.6666666667,,,,
700.42,,,,,,,,19.1489361702,,,,,,,,
704.24,,,,,,,,,,,,,,,19.512195122,
724.22,,,,,,,,17.0212765957,,,,,,,,
731.74,,,,96.2962962963,,,,,,,,,,,,
734.84,,,,,,,,,,,,,,,17.0731707317,
736,,,,,,,,,,10,,12.5,8.6956521739,,,
747.6,,,,,,,,,,,,,,,,0
750.42,,,,,,,,14.8936170213,,,,,,,,
759,,,,,,,,,,,,,,0,,
761.04,,,,,,,,,,,,,,,14.6341463415,
768.44,14.2857142857,,,,,,,,,,,,,,,
772.8,,,,,,,,12.7659574468,4,,,,,,,
780.2,,,,,,,,,,,,,4.347826087,,,
788.64,,,,,,,,,,,,,,,12.1951219512,
790.268,,,,,,,,,,,,8.3333333333,,,,
797.308,,,,,,,,10.6382978723,,,,,,,,
817.64,,,,,,,,,,,,,,,9.756097561,
824,,,,,,,,8.5106382979,,,,,,,,
825.14,,,,100,,,,,,,,,,,,
848.24,,,,,,,,,,,,,,,7.3170731707,
854.308,,,,,,,,6.3829787234,,,,,,,,
856.888,,,,,,,,,,,,,0,,,
859,,,,,,,,,,,,4.1666666667,,,,
880.2,,,,,,,,,,0,,,,,,
881,28.5714285714,20,,,,,,4.2553191489,0,,,,,,4.8780487805,
899.56,,,,,,,5.5555555556,,,,,,,,,
908.888,,,,,,,,2.1276595745,,,,,,,,
915.24,,,,,,,,,,,,,,,2.4390243902,
921.96,,,,,,,11.1111111111,,,,,,,,,
939.556,,,,,,,,0,,,,,,,,
944.608,,,,,,,,,,,5,,,,,
945.2,,,,,,,,,,,,0,,,,
948.56,,,,,,,16.6666666667,,4,,,,4.347826087,6.25,,4.5454545455
959.656,,,,,12.5,,,,,,,,,,,
965.736,,,,,,,,,,,,,,,0,
974.44,42.8571428571,,,,,,,,,,,,,,,
978.148,,40,,,,,22.2222222222,,,,10,,,,,
980.96,,,,,,,,,,,,,,,,9.0909090909
986.256,,,,,,,,,8,,,,,,,
991.576,,,,,,,27.7777777778,,,,,,,,,
993.156,,,99,,,,,,,,,,,,,
996.396,,,98,,,,,,,,,,,,,
999.24,,,,,,,,,,,15,,,,,
999.96,,,97,,,,,,,,,,,12.5,,
1002.876,,,96,,,,,,,,,,,,,
1004.16,,,,,,,,,,,,,8.6956521739,,,
1006.14,,,95,96.2962962963,25,,33.3333333333,,,,,,,,,13.6363636364
1009.108,,,,,,,,,12,,,,,,,
1009.356,,,94,,,,,,,,,,,,,
1012.596,,,93,,,,,,,,,,,,,
1015.836,,,92,,,,,,,,,,,,,
1017.72,,,,,,,,,,,20,,,,,
1019.428,,,91,,,,,,,,,,,,,
1019.56,,,,,,12.5,,,,,,,,,,
1022.316,,,90,,,,,,,,,,,,,
1022.84,,,,,,,38.8888888889,,,,,,,,,
1025.556,,,89,,,,,,,,,,,,,
1028.796,,,88,,,,,,,,,,,,,
1029.748,,,,,,,,,,,,,,,,18.1818181818
1032.328,,,87,,,,,,,,,,,,,
1033.56,,,,,,,,2.1276595745,16,,,,,,,
1035.276,,,86,,,,,,,,,,,,,
1038.516,,,85,,,,,,,,,,,,,
1038.92,,,,,,,,,,,25,,,,,
1041.96,,,84,,,,44.4444444444,,,,,,,18.75,,
1045.228,,,83,,,,,,,,,,,,,
1045.76,,,,,,,,,,,,,13.0434782609,,,
1046.74,,,,,37.5,,,,,,,,,,,
1048.236,,,82,,,,,,,,,,,,,
1050.64,57.1428571429,,,,,,,,,,,,,,,22.7272727273
1051.476,,,81,,,,,,,,,,,,,
1054.716,,,80,,,,,,20,,,,,,,
1057.4,,,,,,,,,,10,30,,,,,
1058.04,,,79,,,,,,,,,,,,2.4390243902,
1061.196,,,78,92.5925925926,,,,,,,,,,,,
1064.436,,,77,,,,50,,,,,,,,,
1067.676,,,76,,,,,,,,,,,,,
1069.54,,,,,,,,,,,,,,,,27.2727272727
1070.916,,,75,,,,,,,,,,,,,
1072.32,,,,,,,,4.2553191489,24,,,,,25,,
1073.78,,,,,,,,,,,35,,,,,
1074.156,,,74,,,,,,,,,,,,,
1074.96,,,,,,25,,,,,,,,,,
1077.396,,,73,,,,,,,,,,,,,
1078.76,,,,,,,,,,,,,17.3913043478,,,
1080.636,,,72,,,,,,,,,,,,,
1083.876,,,71,,,,,,,,,,,,,
1087.116,,,70,,,,,,,,,,,,,
1090.356,,,69,,,,,,,,,,,,,
1091.36,,,,,50,,55.5555555556,,28,,,,,,,31.8181818182
1092.26,,,,,,,,,,,40,,,,,
1093.596,,,68,,,,,,,,,,,,,
1095.396,,,,88.8888888889,,,,,,,,,,,,
1096.836,,,67,,,,,,,,,,,,,
1098.72,,,,,,,,6.3829787234,,,,,,,,
1100.076,,,66,,,,,,,,,,,,,
1100.64,,,,,,,,,,,,,,,4.8780487805,
1103.316,,,65,,,,,,,,,,,31.25,,
1106.16,,,,,,,,,,,,,21.7391304348,,,
1106.556,,,64,,,,,,,,,,,,,
1109.796,,,63,,,,,,,,,,,,,
1110.82,,,,,,,,,32,,,,,,,
1112.36,,,,,,,,,,,45,,,,,36.3636363636
1113.036,,,62,,,,,,,,,,,,,
1116.276,,,61,,,,,,,,,,,,,
1116.64,,60,,,,,61.1111111111,,,,,,,,,
1119.516,,,60,,,,,,,,,,,,,
1121.12,,,,,,,,8.5106382979,,,,,,,,
1122.756,,,59,,,,,,,,,,,,,
1124.196,,,,85.1851851852,,,,,,,,,,,,
1126.24,,,58,,,,,,,,,,,,,
1126.36,71.4285714286,,,,,37.5,,,,,,,,,,
1129.236,,,57,,,,,,,,,,,,,
1130.04,,,,,,,66.6666666667,,36,,,,,,,
1130.8,,,,,,,,,,20,50,4.1666666667,26.0869565217,37.5,7.3170731707,40.9090909091
1132.476,,,56,,,,,,,,,,,,,
1135.716,,,55,,,,,,,,,,,,,
1138.36,,,,,62.5,,,,,,,,,,,
1138.956,,,54,,,,,,,,,,,,,
1140.6,,,,,,,,10.6382978723,,,,,,,,
1142.196,,,53,,,,,,,,,,,,,
1145.436,,,52,,,,,,,,,,,,,
1147.8,,,,,,,72.2222222222,,40,,55,,,,,45.4545454545
1148.676,,,51,,,,,,,,,,,,,
1149.796,,,,81.4814814815,,,,,,,,,,,,
1151.916,,,50,,,,,,,,,,,,,
1155.156,,,49,,,,,,,,,,,,9.756097561,
1155.56,,,,,,,,,,,,,30.4347826087,43.75,,
1157.84,,,,,,,,12.7659574468,,,,,,,,
1158.396,,,48,,,,,,,,,,,,,
1161.636,,,47,,,,,,,,,,,,,
1163.48,,,,,,,,,44,,,,,,,
1164.876,,,46,,,,,,,,,,,,,
1165.36,,,,,,,,,,,60,,,,,
1165.78,,,,,,,,,,,,,,,,50
1168.116,,,45,,,,,,,,,,,,,
1168.6,,,,,,,77.7777777778,,,,,,,,,
1171.356,,,44,,,,,,,,,,,,,
1173.396,,,,77.7777777778,,,,14.8936170213,,,,,,,,
1174.596,,,43,,,50,,,,,,,,,,
1176,,,,,,,,,,,,,,,12.1951219512,
1177.836,,,42,,,,,,,,,,,,,
1180.16,,,,,,,,,48,,,,34.7826086957,,,
1181.16,,,41,,,,,,,,,,,50,,
1184.316,,,40,,,,,,,,,,,,,54.5454545455
1185.36,,,,,,,,,,30,65,,,,,
1187.556,,,39,,,,,17.0212765957,,,,,,,,
1189.56,,,,,75,,,,,,,,,,,
1190.796,,,38,,,,,,,,,,,,,
1194.036,,,37,,,,83.3333333333,,,,,,,,,
1194.58,,,,,,,,,52,,,,,,,
1195.12,,,,74.0740740741,,,,,,,,,,,14.6341463415,
1197.276,,,36,,,,,,,,,,,,,
1198.12,,,,,,,,,,,,8.3333333333,,,,
1200.04,,,,,,,,19.1489361702,,,,,,,,
1200.516,,,35,,,,,,,,,,,,,
1201.26,,,,,,,,,,,,,39.1304347826,,,59.0909090909
1202.9,,,,,,,,,,,70,,,,,
1203.756,,,34,,,,,,,,,,,,,
1204.36,,,,,,,,,,,,,,56.25,,
1206.996,,,33,,,,,,,,,,,,,
1209.48,,,,,,,,,56,,,,,,,
1210.236,,,32,,,,,,,,,,,,,
1211.8,85.7142857143,80,,,,,88.8888888889,21.2765957447,,,,,,,,
1212.46,,,,,,,,,,,,,,,17.0731707317,
1213.476,,,31,,,,,,,,,,,,,
1215.396,,,,70.3703703704,,,,,,,,,,,,
1216.9,,,30,,,,,,,,,,,,,63.6363636364
1218.56,,,,,,,,,,,75,,,,,
1219.64,,,,,,62.5,,,,,,,,,,
1219.956,,,29,,,,,,,,,,43.4782608696,,,
1223.196,,,28,,,,,,,,,,,,,
1224.12,,,,,,,,23.4042553191,,,,,,,,
1225.08,,,,,,,,,60,,,,,,,
1226.436,,,27,,,,,,,,,,,,,
1228.32,,,,,,,94.4444444444,,,,,,,62.5,19.512195122,
1229.676,,,26,,,,,,,,,,,,,
1231.76,,,,,,,,,,40,,,,,,
1232.916,,,,,87.5,,,,,,,,,,,
1232.96,,,25,,,,,,,,,,,,,68.1818181818
1234.596,,,,66.6666666667,,,,,,,,,,,,
1235.5,,,,,,,,25.5319148936,,,,,,,,
1236.156,,,24,,,,,,,,80,,47.8260869565,,,
1239.02,,,,,,,,,64,,,,,,,
1239.396,,,23,,,,,,,,,,,,,
1242.636,,,,,,,,,,,,12.5,,,,
1242.92,,,22,,,,,,,,,,,,21.9512195122,
1246.06,,,21,,,,,27.6595744681,,,,,,,,
1249.116,,,20,,,,,,,,,,,,,
1250.04,,,,,,,,,,,,,,68.75,,72.7272727273
1250.9,,,,,,,,,,,,,52.1739130435,,,
1252.516,,,19,62.962962963,,,,,,,,,,,,
1253.22,,,,,,,,,68,,,,,,,
1255.06,,,,,,,,,,,85,,,,,
1255.92,,,18,,,,100,29.7872340426,,,,,,,,
1256.46,,,,,,,,,,,,,,,24.3902439024,
1258.836,,,17,,,,,,,,,,,,,
1262.076,,,16,,,75,,,,,,,,,,
1265.316,,,15,,,,,,,,,,,,,
1266.16,,,,,,,,31.914893617,,,,,,,,
1267.54,,,,,,,,,,,,,,,,77.2727272727
1268.04,,,,,,,,,72,,,,56.5217391304,,,
1268.556,,,14,,,,,,,,,,,,,
1269.06,,,,,,,,,,,,,,,26.8292682927,
1269.676,,,,59.2592592593,,,,,,,,,,,,
1271.796,,,13,,,,,,,,,,,,,
1272.44,,,,,,,,,,,,,,75,,
1272.96,,,,,,,,,,50,,,,,,
1275.036,,,12,,,,,,,,,,,,,
1275.74,,,,,,,,34.0425531915,,,,,,,,
1276.86,,,,,,,,,,,90,16.6666666667,,,,
1278.276,,,11,,,,,,,,,,,,,
1281.516,,,10,,,,,,,,,,,,,
1281.96,,,,,,,,,,,,,,,29.2682926829,
1283.16,,,,,,,,,76,,,,60.8695652174,,,
1284.756,,,9,,,,,36.170212766,,,,,,,,
1286.26,,,,55.5555555556,,,,,,,,,,,,81.8181818182
1287.996,,,8,,,,,,,,,,,,,
1291.236,,,7,,,,,,,,,,,,,
1294.06,,,,,,,,38.2978723404,,,,,,,31.7073170732,
1294.476,,,6,,,,,,,,,,,,,
1294.96,,,,,100,,,,,,,,,,,
1295.64,,,,,,,,,,,,,,81.25,,
1296.68,,,,,,,,,,,,,65.2173913043,,,
1297.716,,,5,,,,,,,,,,,,,
1298.6,,,,,,,,,80,,,,,,,
1300.956,,,4,,,,,,,,95,,,,,
1301.76,,,,51.8518518519,,87.5,,,,,,,,,,
1302.84,,,,,,,,40.4255319149,,,,,,,,
1304.196,,,3,,,,,,,,,,,,,
1305.2,100,,,,,,,,,,,,,,,
1306.516,,,,,,,,,,,,,,,34.1463414634,
1307.436,,,2,,,,,,,,,,,,,
1309.356,,,,,,,,,,,,,,,,86.3636363636
1309.76,,,,,,,,,,60,,20.8333333333,,,,
1310.676,,,1,,,,,,,,,,,,,
1312.056,,,,,,,,42.5531914894,,,,,69.5652173913,,,
1313.916,,,0,,,,,,,,,,,,,
1316.516,,,,48.1481481481,,,,,,,,,,,,
1317.52,,,,,,,,,84,,,,,,,
1317.9,,,,,,,,,,,,,,,36.5853658537,
1320.48,,,,,,,,44.6808510638,,,,,,,,
1323.24,,,,,,,,,,,,,,87.5,,
1325.696,,,,,,,,,,,,,73.9130434783,,,
1329.32,,,,,,,,46.8085106383,,,,,,,,
1329.7,,,,,,,,,,,,,,,39.0243902439,
1332.776,,,,44.4444444444,,,,,,,,,,,,
1334.576,,,,,,,,,,,,,,,,90.9090909091
1335.96,,,,,,,94.4444444444,,,,,25,,,,
1338.48,,,,,,,,48.9361702128,,,,,,,,
1340.436,,100,,,,,,,,,,,,,,
1340.96,,,,,,,,,88,,,,78.2608695652,,41.4634146341,
1347.1,,,,,,,,51.0638297872,,,,,,,,
1348.56,,,,,,,,,,70,,,,,,
1350.756,,,,40.7407407407,,,,,,,,,,,,
1352.12,,,,,,,,,,,,,,,43.9024390244,
1356.02,,,,,,,,53.1914893617,,,,,,,,
1357.462,,,,,,100,,,,,,,,,,
1358.496,,,,,,,,,,,,29.1666666667,82.6086956522,,,
1363.68,,,,,,,,,,,,,,,46.3414634146,
1365.26,,,,,,,,55.3191489362,,,,,,,,
1365.942,,,,,,,,,,,,,,93.75,,
1369.786,,,,37.037037037,,,,,,,,,,,,
1370.56,,,,,,,100,,92,,,,,,,95.4545454545
1373.54,,,,,,,,,,,,,86.9565217391,,,
1373.976,,,,,,,,57.4468085106,,,,,,,,
1374.598,,,,,,,,,,,,,,,48.7804878049,
1380.194,,,,,,,,,,,,33.3333333333,,,,
1382.96,,,,,,,,59.5744680851,,,,,,,,
1385.66,,,,,,,,,,,,,,,51.2195121951,
1389.856,,,,,,,,,,80,,,,,,
1390.7,,,,33.3333333333,,,,,,,,,91.3043478261,,,
1392.28,,,,,,,,61.7021276596,,,,,,,,
1396.754,,,,,,,,,96,,,,,,,
1397.196,,,,,,,,,,,,,,,53.6585365854,
1398.506,,,,,,,,,,,,37.5,,,,
1401.32,,,,,,,,63.829787234,,,,,,,,
1401.944,,,,,,,,,,,,,,100,,
1402.852,,,,,,,,,,,100,,,,,
1406.14,,,,,,,,,,,,,95.652173913,,,
1408.54,,,,,,,,,,,,,,,56.0975609756,
1409.718,,,,,,,,,,,,,,,,100
1410.1,,,,,,,,65.9574468085,,,,,,,,
1413.416,,,,29.6296296296,,,,,,,,,,,,
1417.836,,,,,87.5,,94.4444444444,,,,,41.6666666667,,,,
1419.728,,,,,,,,68.085106383,,,,,,,58.5365853659,
1423.5,,,,,,,,,,,,,100,,,
1429.332,,,,,,,,70.2127659574,,,,,,,,
1429.994,,,,,,,,,,90,,,,,,
1430.744,,,,,,,,,,,,,,,60.9756097561,
1432.36,,,,,,,,,100,,,,,,,
1434.02,,,,,,,,,,,,45.8333333333,,,,
1438.476,,,,,,,,72.3404255319,,,,,,,,
1439.104,,,,25.9259259259,,,,,,,,,,,,
1440,100,100,0,25.9259259259,87.5,100,94.4444444444,72.3404255319,100,90,100,45.8333333333,100,100,60.9756097561,100
