Time (min),CLK/CYC_ODE,CLK_ODE,clk_ODE,CRY_ODE,CWO_ODE,cwo_ODE,PDP1_ODE,pdp1_ODE,PER/TIM_ODE,PER_ODE,per_ODE,TIM_ODE,tim_ODE,VRI_ODE,vri_ODE,
1090.5458,0.4713,99.8631,91.5811,49.0546,74.1895,12.9331,47.456,26.2978,57.466,34.1101,6.258,25.3664,15.3488,61.0751,14.883,
1092.1779,0.3828,99.8272,91.3294,49.5571,73.8278,12.6988,47.0245,25.8927,57.0529,33.7442,6.051,24.9832,15.0344,60.6614,14.5772,
1093.245,0.3031,99.7873,91.0745,50.059,73.4654,12.4669,46.5933,25.4897,56.639,33.3794,5.8469,24.6025,14.7226,60.2471,14.2738,
1096.4464,0.2322,99.7432,90.8164,50.5604,73.1021,12.2375,46.1625,25.0887,56.2244,33.0159,5.6457,24.2242,14.4134,59.8324,13.973,
1099.0828,0.1705,99.695,90.5552,51.0613,72.7381,12.0105,45.732,24.6897,55.8091,32.6535,5.4474,23.8485,14.1067,59.4174,13.6746,
1102.7864,0.1178,99.6424,90.2894,51.5642,72.3715,11.7848,45.2999,24.2909,55.3913,32.2905,5.2512,23.4734,13.8012,58.9998,13.3774,
1104.9207,0.0747,99.5857,90.0206,52.0666,72.0042,11.5616,44.8682,23.8944,54.9729,31.9288,5.058,23.1008,13.4985,58.5818,13.0828,
1108.1221,0.0413,99.5249,89.7486,52.5684,71.6362,11.3409,44.4371,23.5002,54.5542,31.5684,4.868,22.7308,13.1986,58.1636,12.791,
1110.8213,0.0176,99.46,89.4735,53.0696,71.2676,11.1227,44.0065,23.1084,54.1351,31.2093,4.6812,22.3635,12.9015,57.745,12.502,
1115.592,0.003,99.3853,89.1732,53.6099,70.8692,10.89,43.5424,22.6882,53.6826,30.8232,4.4832,21.9699,12.5842,57.293,12.1932,
1118.7934,0,99.3058,88.8694,54.1495,70.47,10.6602,43.0791,22.2711,53.2298,30.4386,4.2892,21.5796,12.2704,56.8408,11.8879,
1120.9276,0.0084,99.2216,88.5621,54.6885,70.0703,10.4334,42.6166,21.857,52.777,30.0557,4.099,21.1923,11.9601,56.3883,11.586,
1121.9948,0.0282,99.1327,88.2514,55.2267,69.67,10.2095,42.155,21.446,52.3241,29.6743,3.9129,20.8082,11.6534,55.9357,11.2876,
1124.129,0.0595,99.0386,87.9357,55.7669,69.2671,9.9875,41.692,21.0362,51.869,29.2928,3.73,20.4254,11.349,55.4808,10.9914,
1125.1962,0.1019,98.9397,87.6165,56.3064,68.8638,9.7685,41.2299,20.6297,51.4141,28.9129,3.5512,20.046,11.0483,55.0257,10.6988,
1126.2633,0.1554,98.8361,87.294,56.8451,68.46,9.5524,40.7688,20.2266,50.9594,28.5347,3.3766,19.6698,10.7514,54.5707,10.41,
1134.8003,0.2197,98.7278,86.9682,57.3831,68.0557,9.3394,40.3088,19.8269,50.505,28.1583,3.2064,19.2969,10.4584,54.1156,10.125,
1140.136,0.2961,98.6124,86.6323,57.9315,67.6428,9.125,39.8404,19.4227,50.0416,27.776,3.037,18.9198,10.1635,53.6512,9.8381,
1142.7724,0.3832,98.4921,86.2929,58.479,67.2295,8.9138,39.3732,19.0222,49.5786,27.3955,2.8723,18.5462,9.8727,53.187,9.5552,
1145.4089,0.4805,98.3669,85.9502,59.0257,66.8158,8.7057,38.9073,18.6255,49.1162,27.0169,2.7121,18.1762,9.5861,52.7229,9.2764,
1149.1752,0.5877,98.237,85.6043,59.5716,66.4019,8.5007,38.4427,18.2327,48.6544,26.6402,2.5565,17.8098,9.3038,52.259,9.0018,
1151.8117,0.7091,98.097,85.2418,60.1372,65.9722,8.2912,37.9621,17.8293,48.176,26.2514,2.3999,17.4335,9.0153,51.7779,8.7213,
1152.3766,0.8404,97.9519,84.8759,60.7019,65.5423,8.085,37.483,17.4302,47.6984,25.8648,2.2484,17.061,8.7315,51.2972,8.4453,
1156.0802,0.9812,97.8016,84.5066,61.2657,65.1122,7.8822,37.0056,17.0354,47.2216,25.4804,2.1019,16.6926,8.4524,50.8168,8.1739,
1159.2816,1.1311,97.6462,84.134,61.8286,64.682,7.6826,36.5298,16.6451,46.7459,25.0981,1.9605,16.3281,8.178,50.3369,7.9071,
1161.4159,1.2985,97.4768,83.7374,62.4212,64.2282,7.4757,36.0298,16.2382,46.2453,24.6974,1.8168,15.948,7.8937,49.8313,7.6307,
1163.5501,1.4751,97.3018,83.3372,63.0127,63.7744,7.2724,35.5319,15.8364,45.746,24.2993,1.6788,15.5725,7.6147,49.3264,7.3595,
1166.7515,1.6605,97.1212,82.9334,63.6032,63.3206,7.0727,35.036,15.4395,45.248,23.9037,1.5463,15.2015,7.341,48.8221,7.0935,
1172.0872,1.8543,96.9351,82.5261,64.1926,62.8669,6.8766,34.5422,15.0478,44.7514,23.5106,1.4195,14.835,7.0726,48.3185,6.8326,
1172.5894,2.0702,96.73,82.087,64.8214,62.382,6.6708,34.0169,14.6347,44.2223,23.0934,1.2902,14.4483,6.7916,47.7811,6.5595,
1175.7908,2.2947,96.5186,81.6441,65.4489,61.8974,6.469,33.4941,14.2275,43.6949,22.6793,1.1672,14.0668,6.5166,47.2447,6.2924,
1180.0593,2.5275,96.301,81.1973,66.0752,61.4129,6.2712,32.974,13.8262,43.1694,22.2682,1.0506,13.6906,6.2477,46.7094,6.0312,
1181.6914,2.7681,96.0771,80.7469,66.7002,60.9288,6.0773,32.4566,13.4309,42.6459,21.8602,0.9403,13.3196,5.9849,46.1752,5.7759,
1183.7629,3.0356,95.8292,80.2577,67.372,60.4077,5.8728,31.9024,13.0116,42.0842,21.4243,0.8286,12.9259,5.7086,45.601,5.5075,
1184.83,3.3113,95.5741,79.7643,68.0423,59.887,5.6727,31.3515,12.5993,41.5249,20.992,0.7241,12.5383,5.4392,45.0283,5.246,
1185.8971,3.5949,95.3121,79.2669,68.7111,59.3669,5.477,30.8041,12.1938,40.9682,20.5634,0.6269,12.1568,5.1769,44.4571,4.9912,
1186.9643,3.886,95.0431,78.7656,69.3783,58.8473,5.2856,30.2601,11.7953,40.4141,20.1386,0.5369,11.7815,4.9214,43.8876,4.7433,
1188.0314,4.207,94.746,78.2222,70.0942,58.2892,5.0846,29.6791,11.3745,39.8211,19.686,0.448,11.3846,4.6544,43.2769,4.4842,
1190.7306,4.5359,94.441,77.6745,70.8083,57.732,4.8884,29.1023,10.9616,39.2314,19.2377,0.3673,10.9948,4.3954,42.6683,4.2328,
1193.367,4.8724,94.1282,77.1226,71.5205,57.1756,4.697,28.5299,10.5568,38.645,18.794,0.2948,10.6121,4.1443,42.0618,3.9893,
1193.932,5.216,93.8077,76.5667,72.2309,56.6201,4.5104,27.9619,10.16,38.0619,18.3548,0.2304,10.2365,3.9011,41.4575,3.7534,
1197.1334,5.5885,93.4589,75.9721,72.9831,56.0316,4.3173,27.3638,9.7475,37.4468,17.8934,0.1708,9.8453,3.6515,40.8186,3.5113,
1198.7027,5.9685,93.1017,75.3733,73.7331,55.4442,4.1295,26.7709,9.344,36.8356,17.4373,0.1202,9.4621,3.4107,40.1823,3.2778,
1199.5815,6.3557,92.7359,74.7703,74.4809,54.8581,3.9467,26.1833,8.9494,36.2285,16.9864,0.0785,9.0868,3.1785,39.5489,3.0529,
1200.3348,6.7498,92.3618,74.1633,75.2266,54.2734,3.769,25.6011,8.5639,35.6255,16.5407,0.0457,8.7193,2.9551,38.9184,2.8364,
1202.469,7.1672,91.9637,73.5275,76.0005,53.6663,3.5892,25.0009,8.1721,35.0025,16.0824,0.021,8.3451,2.7316,38.2653,2.62,
1205.6077,7.5916,91.5567,72.8876,76.7719,53.0609,3.4148,24.4067,7.7899,34.3841,15.6299,0.0058,7.9793,2.5174,37.6157,2.4126,
1208.3069,8.0228,91.1411,72.2439,77.5409,52.4571,3.2455,23.8186,7.4174,33.7705,15.1832,0,7.6218,2.3124,36.9695,2.2142,
1210.4412,8.4606,90.7169,71.5965,78.3075,51.8551,3.0813,23.2367,7.0544,33.1617,14.7423,0.0036,7.2727,2.1166,36.3268,2.0247,
1212.0105,8.6494,90.5332,71.3191,78.6343,51.5987,3.0127,22.9903,6.9024,32.9033,14.556,0.0081,7.1262,2.0357,36.0536,1.9466,
1215.2119,8.8394,90.348,71.041,78.9598,51.3427,2.9451,22.745,6.7522,32.6458,14.3707,0.0142,6.9812,1.9565,35.7811,1.87,
1216.279,9.0305,90.1613,70.7624,79.2826,51.087,2.8784,22.5008,6.6036,32.3892,14.1864,0.022,6.8377,1.879,35.5093,1.795,
1220.0453,9.2227,89.9731,70.4831,79.6021,50.8316,2.8125,22.2578,6.4568,32.1335,14.0033,0.0315,6.6957,1.8031,35.2382,1.7217,
1222.1796,9.416,89.7834,70.2032,79.9183,50.5766,2.7476,22.016,6.3118,31.8788,13.8212,0.0427,6.5553,1.7288,34.9678,1.6499,
1225.8832,9.6105,89.5922,69.9228,80.231,50.322,2.6835,21.7753,6.1684,31.6249,13.6402,0.0556,6.4163,1.6561,34.698,1.5797,
1228.5196,9.806,89.3995,69.6418,80.5404,50.0677,2.6203,21.5359,6.0268,31.3719,13.4603,0.0702,6.2789,1.5851,34.429,1.5111,
1232.286,10.0026,89.2053,69.3602,80.8464,49.8138,2.558,21.2976,5.887,31.1199,13.2815,0.0865,6.143,1.5157,34.1607,1.4441,
1237.0567,10.3695,88.8418,68.8373,81.4045,49.3445,2.4449,20.8593,5.6324,30.6555,12.9532,0.1211,5.8953,1.3913,33.6657,1.3241,
1237.0567,10.74,88.4734,68.3126,81.9514,48.8765,2.3347,20.4252,5.3837,30.1942,12.6286,0.1615,5.6529,1.2725,33.1732,1.2095,
1240.823,11.114,88.1001,67.7862,82.4873,48.4098,2.2274,19.9952,5.1409,29.7362,12.3078,0.2077,5.4158,1.1592,32.6832,1.1003,
1242.3923,11.4914,87.7219,67.2581,83.0122,47.9445,2.1229,19.5694,4.9039,29.2814,11.9908,0.2596,5.1839,1.0513,32.1959,0.9963,
1246.0959,11.8858,87.3253,66.7097,83.5445,47.4641,2.0178,19.1329,4.6647,28.8139,11.6665,0.3195,4.9494,0.9452,31.694,0.8943,
1251.9965,12.2837,86.9237,66.1597,84.0655,46.9852,1.9156,18.7009,4.4317,28.3498,11.3462,0.3855,4.7205,0.845,31.195,0.7979,
1253.0636,12.6851,86.5172,65.6082,84.5752,46.5079,1.8165,18.2735,4.2048,27.8893,11.0301,0.4577,4.4974,0.7505,30.6989,0.7071,
1254.1308,13.09,86.1057,65.0553,85.0739,46.0321,1.7203,17.8507,3.9842,27.4323,10.7181,0.5361,4.2799,0.6617,30.2058,0.6219,
1256.265,13.528,85.6591,64.4607,85.5968,45.5235,1.6203,17.4022,3.7544,26.9461,10.388,0.627,4.0528,0.5728,29.6802,0.5368,
1257.3322,13.9698,85.207,63.8647,86.1074,45.0168,1.5236,16.9591,3.5316,26.464,10.0626,0.725,3.8323,0.4904,29.1581,0.458,
1261.0357,14.4153,84.7496,63.2674,86.6059,44.512,1.4301,16.5214,3.3159,25.986,9.7421,0.8302,3.6182,0.4145,28.6395,0.3855,
1264.8021,14.8645,84.2869,62.6689,87.0924,44.0092,1.3399,16.0891,3.1073,25.5121,9.4263,0.9425,3.4106,0.3451,28.1246,0.3194,
1265.8065,15.3499,83.7853,62.0262,87.6009,43.4723,1.2468,15.6317,2.8914,25.0089,9.0932,1.0707,3.1951,0.2778,27.5766,0.2555,
1267.9407,15.8393,83.2779,61.3823,88.0962,42.9378,1.1573,15.1806,2.6835,24.5104,8.7656,1.2072,2.9871,0.2179,27.0329,0.1988,
1271.7071,16.3328,82.7649,60.7374,88.5784,42.4055,1.0714,14.7358,2.4836,24.0167,8.4435,1.352,2.7864,0.1653,26.4935,0.1492,
1272.7742,16.83,82.2463,60.0915,89.0478,41.8756,0.989,14.2973,2.2916,23.5279,8.1271,1.505,2.5929,0.12,25.9584,0.1068,
1273.2764,17.3662,81.6855,59.3998,89.536,41.3115,0.9048,13.8353,2.095,23.0104,7.7948,1.6779,2.394,0.0796,25.3909,0.0694,
1275.4106,17.9066,81.1188,58.7074,90.01,40.75,0.8246,13.3805,1.9075,22.4985,7.469,1.8602,2.2034,0.0474,24.8285,0.04,
1277.5449,18.4511,80.5461,58.0143,90.4701,40.1914,0.7482,12.9331,1.729,21.9921,7.1496,2.0522,2.021,0.0235,24.2712,0.0186,
1278.612,18.9997,79.9676,57.3208,90.9166,39.6356,0.6758,12.4931,1.5594,21.4913,6.8367,2.2537,1.8467,0.0077,23.7191,0.0053,
1281.3112,19.5857,79.3482,56.5852,91.3753,39.0495,0.6032,12.0346,1.3894,20.9664,6.5121,2.4779,1.6709,0,23.1395,0,
1284.2616,20.176,78.7228,55.8495,91.8192,38.4666,0.535,11.5845,1.2294,20.4479,6.1949,2.713,1.5041,0.0014,22.5659,0.0036,
1286.5841,20.7705,78.0913,55.1136,92.2486,37.887,0.4709,11.1427,1.0793,19.9357,5.8851,2.959,1.3463,0.0119,21.9983,0.0162,
1291.4176,21.3692,77.4541,54.3779,92.6638,37.3107,0.4111,10.7092,0.9392,19.4297,5.5826,3.216,1.1975,0.0316,21.4367,0.0377,
1295.1212,21.9972,76.7843,53.6119,93.0814,36.7139,0.3532,10.2666,0.8037,18.9093,5.2755,3.4955,1.052,0.0617,20.8583,0.0695,
1297.8204,22.6294,76.1087,52.8462,93.4842,36.1208,0.2998,9.8331,0.6789,18.3958,4.9765,3.787,0.9162,0.1016,20.2866,0.1109,
1301.0218,23.2657,75.4274,52.0813,93.8724,35.5314,0.2509,9.4088,0.5648,17.8891,4.6857,4.0907,0.7899,0.1513,19.7217,0.1619,
1302.0889,23.906,74.7406,51.3171,94.2464,34.9457,0.2064,8.9936,0.4612,17.3892,4.4031,4.4066,0.6731,0.2107,19.1636,0.2225,
1304.2232,24.562,74.0359,50.5401,94.6127,34.3532,0.1656,8.5803,0.3667,16.8872,4.1238,4.7408,0.5639,0.2812,18.6024,0.2941,
1308.9939,25.2219,73.326,49.7643,94.9647,33.7646,0.1293,8.1766,0.283,16.3923,3.8531,5.0878,0.4645,0.3618,18.0485,0.3755,
1312.6975,25.8856,72.611,48.9899,95.3028,33.18,0.0976,7.7824,0.2103,15.9045,3.591,5.4477,0.3749,0.4525,17.5018,0.4667,
1314.3296,26.5528,71.8912,48.217,95.6271,32.5994,0.0703,7.3978,0.1483,15.4238,3.3377,5.8205,0.2949,0.5532,16.9625,0.5678,
1316.2755,27.2223,71.1682,47.4473,95.9373,32.0239,0.0476,7.0235,0.0973,14.951,3.0935,6.2055,0.2247,0.6637,16.4316,0.6786,
1321.6739,27.8952,70.4407,46.6795,96.2343,31.4524,0.0292,6.6588,0.057,14.4852,2.8582,6.6035,0.1641,0.7842,15.9081,0.7991,
1323.3688,28.5712,69.7091,45.9137,96.5184,30.885,0.0153,6.3036,0.0273,14.0266,2.6316,7.0145,0.1131,0.9146,15.3921,0.9294,
1324.4359,29.2503,68.9735,45.1502,96.7898,30.3216,0.0058,5.9581,0.0083,13.5749,2.4139,7.4386,0.0715,1.055,14.8836,1.0695,
1326.5702,29.9233,68.2439,44.3991,97.0454,29.7698,0.0008,5.6265,0,13.1361,2.2079,7.87,0.0398,1.2033,14.3894,1.2172,
1329.2066,30.5989,67.511,43.6505,97.2889,29.222,0,5.3044,0.002,12.7042,2.0106,8.3141,0.0174,1.3612,13.9025,1.3745,
1331.9058,31.2772,66.7747,42.9045,97.5208,28.6783,0.0035,4.9916,0.0142,12.2792,1.8222,8.7711,0.0041,1.5288,13.4232,1.5413,
1333.4752,31.9579,66.0353,42.1612,97.741,28.1386,0.0113,4.6882,0.0367,11.861,1.6426,9.241,0,1.7061,12.9514,1.7175,
1337.2415,32.6293,65.3058,41.4335,97.9465,27.6122,0.0231,4.3992,0.0687,11.4567,1.4747,9.7154,0.0049,1.8897,12.4951,1.9,
1339.3758,33.3027,64.5736,40.7087,98.1411,27.0897,0.039,4.1193,0.1105,11.0589,1.3156,10.2023,0.0187,2.0827,12.0462,2.0917,
1340.4429,33.9782,63.839,39.9869,98.3252,26.5712,0.0591,3.8485,0.1622,10.6679,1.1652,10.7016,0.0413,2.2849,11.6047,2.2925,
1343.0793,34.6554,63.1022,39.2683,98.4987,26.0568,0.0833,3.5868,0.2236,10.2834,1.0236,11.2134,0.0728,2.4965,11.1706,2.5024,
1346.2807,35.3233,62.3754,38.5648,98.6594,25.5546,0.1112,3.3382,0.2935,9.9118,0.893,11.7289,0.1123,2.7138,10.751,2.7179,
1347.9128,35.9928,61.6467,37.8645,98.8103,25.0564,0.1432,3.0985,0.3728,9.5466,0.771,12.2564,0.1604,2.94,10.3387,2.9422,
1349.4821,36.6636,60.9165,37.1677,98.9515,24.5622,0.1792,2.8677,0.4614,9.1879,0.6578,12.7959,0.2171,3.1753,9.9338,3.1755,
1352.1186,37.3357,60.1847,36.4745,99.0832,24.0719,0.2192,2.6457,0.5594,8.8356,0.5532,13.3472,0.2823,3.4196,9.5363,3.4175,
1353.1857,37.9996,59.4617,35.7945,99.2039,23.5923,0.2628,2.4355,0.6652,8.4946,0.4588,13.9025,0.3551,3.6693,9.1516,3.6649,
1353.7507,38.6645,58.7377,35.1181,99.3156,23.1166,0.3103,2.2339,0.7799,8.1599,0.373,14.4693,0.4361,3.9278,8.7742,3.9209,
1355.32,39.3303,58.0127,34.4456,99.4184,22.6448,0.3618,2.041,0.9037,7.8316,0.2959,15.0474,0.5255,4.195,8.4042,4.1856,
1359.5885,39.9969,57.2869,33.777,99.5124,22.177,0.4174,1.8567,1.0364,7.5097,0.2276,15.6368,0.6233,4.471,8.0415,4.4588,
1362.2877,40.6566,56.5684,33.1198,99.5969,21.7182,0.4764,1.683,1.1765,7.1976,0.1687,16.2306,0.7282,4.7525,7.6901,4.7375,
1363.3548,41.3169,55.8495,32.4666,99.6731,21.2633,0.5393,1.5177,1.3252,6.8919,0.1185,16.8353,0.8413,5.0426,7.346,5.0247,
1364.9241,41.9775,55.1302,31.8175,99.741,20.8123,0.6063,1.3609,1.4827,6.5924,0.0771,17.4506,0.9627,5.3413,7.0092,5.3203,
1365.4891,42.6384,54.4108,31.1726,99.8008,20.3652,0.6774,1.2126,1.6488,6.2993,0.0444,18.0765,1.0923,5.6485,6.6798,5.6243,
1368.1255,43.2941,53.6971,30.5372,99.8522,19.9256,0.752,1.0739,1.8221,6.0148,0.0208,18.7076,1.229,5.9616,6.3603,5.9341,
1375.0305,43.9498,52.9835,29.9062,99.8958,19.4899,0.8306,0.9436,2.0039,5.7367,0.006,19.3489,1.3738,6.2832,6.0482,6.2523,
1376.0976,44.6054,52.2702,29.2796,99.9317,19.0581,0.9133,0.8217,2.1941,5.4649,0,20,1.5268,6.6131,5.7435,6.5787,
1378.7969,45.2607,51.5572,28.6575,99.96,18.6302,1.0002,0.7082,2.3928,5.1994,0.0029,20.6609,1.688,6.9515,5.4461,6.9134,
1379.864,45.9125,50.8483,28.0431,99.9807,18.2084,1.0907,0.6035,2.5987,4.9417,0.0147,21.328,1.8565,7.2964,5.1577,7.2547,
1380.9311,46.5638,50.14,27.4334,99.994,17.7905,1.1855,0.5072,2.813,4.6904,0.0354,22.0044,2.0332,7.6497,4.8766,7.6041,
1384.1325,47.2146,49.4325,26.8284,100,17.3765,1.2845,0.4192,3.0355,4.4455,0.0651,22.6898,2.218,8.0112,4.603,7.9617,
1387.3339,47.8646,48.726,26.2282,99.9988,16.9665,1.3877,0.3396,3.2662,4.2071,0.1038,23.3841,2.411,8.3809,4.3368,8.3275,
1391.0375,48.5129,48.0216,25.634,99.9905,16.5612,1.4951,0.2685,3.5046,3.9756,0.1516,24.0858,2.6119,8.7583,4.0786,8.7008,
1394.7411,49.1602,47.3185,25.0447,99.9752,16.1599,1.6068,0.2056,3.7512,3.7507,0.2084,24.7959,2.821,9.1438,3.828,9.0822,
1395.8082,49.8065,46.6166,24.4605,99.9529,15.7626,1.7228,0.1512,4.0059,3.5325,0.2744,25.514,3.0383,9.5376,3.5849,9.4717,
1396.8753,50.4516,45.9162,23.8815,99.9237,15.3693,1.8434,0.105,4.2687,3.3209,0.3496,26.24,3.2639,9.9395,3.3494,9.8693,
1398.5074,51.0969,45.2159,23.3066,99.8876,14.9794,1.9686,0.0672,4.54,3.1156,0.4343,26.9751,3.4982,10.3503,3.1212,10.2758,
1401.7088,51.7408,44.5174,22.7369,99.8448,14.5935,2.0984,0.0378,4.8194,2.9172,0.5282,27.7174,3.7408,10.7693,2.9006,10.6903,
1404.9102,52.3832,43.8206,22.1727,99.7952,14.2117,2.2329,0.0167,5.1067,2.7257,0.6316,28.4668,3.9918,11.1963,2.6878,11.1129,
1407.5466,53.0241,43.1258,21.614,99.739,13.8341,2.372,0.0042,5.4021,2.5412,0.7445,29.2229,4.2511,11.6315,2.4828,11.5436,
1409.6809,53.6673,42.4287,21.0574,99.6759,13.4584,2.5168,0,5.7073,2.3626,0.8676,29.9903,4.5206,12.0775,2.2845,11.985,
1411.8152,54.3088,41.7338,20.5065,99.6061,13.0869,2.6664,0.0044,6.0204,2.1912,1.0003,30.7639,4.7985,12.5317,2.094,12.4345,
1415.5187,54.5877, , , , ,2.6835, , , , ,30.8436,4.7205, , , ,
1420.8544, , ,20.1326, ,12.875, , ,6.1684,2.1771, ,31.2931, ,12.9015,1.941,12.791,
1422.4865,55.0614, , ,99.5969, ,2.7476, , , ,1.0236,31.7547,4.9494,13.1986, ,13.0828,
1424.9974, ,40.8441,19.7591, , , ,0.0167,6.3118,2.0193, , , , , , ,
1426.1901,55.5342, , , , ,2.8125, , , , ,32.2182,5.1839,13.4985,1.7622,13.3774,
1428.3243, , ,19.3885,99.5124,12.4434, , ,6.4568, ,1.1652,32.6835, , , , ,
1429.9564,56.0061,39.9546, , , ,2.8784,0.0378, ,1.8681, , ,5.4158,13.8012, ,13.6746,
1433.66, , ,19.0211, , , , ,6.6036, , ,33.1508, , ,1.5921, ,
1437.3636,56.4406, , ,99.4184,12.0198,2.9451, , , ,1.3156, ,5.6529,14.1067, ,13.973,
1438.9956, ,39.0691,18.6567, , , ,0.0672,6.7522,1.7187, ,33.633, , , , ,
1440.565,56.8742, , , , ,3.0127, , , , , ,5.8953,14.4134,1.4308,14.2738,
1445.3984, , ,18.2982,99.3156,11.6044, , ,6.9024, ,1.4747,34.1171, , , , ,
1449.102,57.3069,38.188, , , ,3.0813,0.105, ,1.5761, , ,6.143,14.7226, ,14.5772,
1452.8056, , ,17.9427, , , , ,7.0544, ,1.6426,34.603, , ,1.2666, ,
1454.9398,57.7387, , ,99.2039,11.165,3.2455,0.1512,7.4174,1.4404, , ,6.2789,15.0344, ,14.883,
1456.007, , ,17.5904, , ,3.4148, , , , ,35.0908, , , , ,
1457.0741,57.7693,37.9902,17.6073,99.1121,11.1377,3.5704,0.179,7.8663,1.3872,1.8952,35.0753,6.4637,15.1483,1.198,15.0256,
1460.8405,58.4086,37.2997,17.0853,98.999,10.7878,3.7565,0.24,8.237,1.262,2.0949,35.8963,6.8033,15.6635,1.0574,15.5361,
1462.9747,59.0453,36.6123,16.5699,98.8794,10.4425,3.9482,0.3099,8.6158,1.145,2.3049,36.721,7.1518,16.1868,0.9254,16.0546,
1465.6112,59.6793,35.9283,16.061,98.7535,10.1019,4.1455,0.3888,9.0025,1.0362,2.5252,37.5492,7.5092,16.7182,0.802,16.5813,
1468.8126,59.8227,35.7735,15.9465,98.724,10.0253,4.1911,0.4079,9.0913,1.0127,2.5766,37.7376,7.5915,16.8398,0.7752,16.7019,
1470.4446,59.966,35.619,15.8323,98.6942,9.9489,4.237,0.4275,9.1805,0.9896,2.6285,37.9261,7.6743,16.9619,0.7488,16.8229,
1471.5118,60.1092,35.4646,15.7184,98.6641,9.8727,4.2831,0.4476,9.2702,0.9669,2.681,38.1147,7.7576,17.0843,0.7229,16.9443,
1478.9189,60.2522,35.3105,15.605,98.6337,9.7969,4.3296,0.4681,9.3602,0.9447,2.734,38.3035,7.8413,17.2072,0.6975,17.0661,
1480.551,60.395,35.1565,15.4918,98.603,9.7212,4.3764,0.4891,9.4506,0.9229,2.7876,38.4924,7.9255,17.3305,0.6725,17.1884,
1483.7524,60.5377,35.0027,15.379,98.5719,9.6458,4.4234,0.5106,9.5415,0.9012,2.8416,38.6815,8.0101,17.4542,0.6479,17.311,
1489.9041,60.6803,34.849,15.2665,98.5405,9.5706,4.4708,0.5325,9.6328,0.8798,2.8962,38.8707,8.0952,17.5783,0.6238,17.4341,
1491.7245,60.8227,34.6956,15.1544,98.5088,9.4957,4.5185,0.5549,9.7244,0.8586,2.9514,39.06,8.1807,17.7028,0.6001,17.5575,
1499.6966,60.9909,34.5144,15.0223,98.4709,9.4074,4.5753,0.5819,9.8333,0.8338,3.0173,39.2841,8.2825,17.8506,0.5727,17.7041,
1501.8309,61.1589,34.3334,14.8906,98.4325,9.3194,4.6325,0.6096,9.9428,0.8094,3.084,39.5083,8.3849,17.9989,0.546,17.8512,
1502.3958,61.3266,34.1527,14.7595,98.3937,9.2318,4.6901,0.638,10.0529,0.7852,3.1514,39.7327,8.488,18.1478,0.5198,17.9989,
1503.9651,61.4942,33.9722,14.6288,98.3544,9.1446,4.7482,0.667,10.1635,0.7614,3.2195,39.9573,8.5917,18.2973,0.4943,18.1472,
1507.7315,62.1073,33.3123,14.1533,98.2065,8.8272,4.965,0.779,10.5743,0.6767,3.4761,40.7828,8.9779,18.8507,0.4061,18.6962,
1511.435,62.7174,32.656,13.6846,98.0526,8.5145,5.1878,0.8997,10.9925,0.5964,3.7428,41.6098,9.3728,19.4116,0.3264,19.2528,
1515.1386,63.3243,32.0037,13.2226,97.8929,8.2066,5.4166,1.0292,11.4182,0.5207,4.0195,42.4381,9.7763,19.9799,0.2553,19.8168,
1521.0392,63.928,31.3554,12.7675,97.7272,7.9034,5.6515,1.1674,11.8513,0.4496,4.3064,43.2673,10.1885,20.5555,0.1928,20.3883,
1521.5414,64.5189,30.7212,12.3264,97.5586,7.6097,5.8887,1.312,12.2846,0.3842,4.5987,44.0839,10.6025,21.1291,0.1398,20.9579,
1523.1735,65.1066,30.0911,11.892,97.3843,7.3206,6.132,1.465,12.725,0.3236,4.9007,44.9007,11.0249,21.7096,0.0952,21.5346,
1524.7428,65.6909,29.4652,11.4644,97.2044,7.0363,6.3815,1.6266,13.1724,0.2679,5.2125,45.7174,11.4555,22.2969,0.0591,22.1182,
1527.9442,66.2718,28.8436,11.0437,97.0191,6.7568,6.6372,1.7966,13.6268,0.217,5.5341,46.5336,11.8945,22.891,0.0315,22.7088,
1533.2799,66.8526,28.2227,10.6275,96.8271,6.4805,6.9009,1.9762,14.0907,0.1709,5.8675,47.3539,12.3443,23.4952,0.0123,23.3096,
1535.4141,67.4297,27.6063,10.2185,96.6297,6.2092,7.171,2.1644,14.5615,0.1301,6.2107,48.173,12.8024,24.1061,0.0018,23.9172,
1536.9834,68.0033,26.9945,9.8166,96.4267,5.9427,7.4478,2.3612,15.0392,0.0946,6.5638,48.9908,13.2688,24.7235,0,24.5316,
1540.1848,68.5731,26.3874,9.4218,96.2184,5.6813,7.7314,2.5666,15.5237,0.0645,6.9268,49.8069,13.7434,25.3474,0.0069,25.1525,
1545.5205,69.1461,25.7777,9.0297,96.002,5.4218,8.0253,2.7833,16.021,0.0397,7.3042,50.631,14.2321,25.9854,0.0229,25.7878,
1546.3365,69.7152,25.173,8.645,95.7801,5.1676,8.3264,3.0088,16.5251,0.0208,7.6918,51.4528,14.7292,26.6297,0.0479,26.4296,
1547.6548,70.2803,24.5734,8.2679,95.5527,4.9186,8.6347,3.2431,17.036,0.0077,8.0893,52.272,15.2346,27.2803,0.082,27.078,
1550.354,70.8415,23.979,7.8985,95.3199,4.6749,8.9503,3.4863,17.5536,0.0007,8.4968,53.0883,15.7482,27.9371,0.1251,27.7327,
