Time (min),clk,CLK,cry,CRY,cwo,CWO,CYC/CLK,pdp1,PDP1,PER,per,PER/TIM-p,TIM,tim,VRI,vri,
80.08, , ,70, , , , , , , , , , , , , ,
82.98, , ,69, , , , , , , ,1, , , , , ,
83.52, , , , , , ,3, , , , , , ,7, ,1,
84.64,3,2, , , , , , , , , , , , , , ,
86.16, , ,68, , , , , ,26, , , , , , , ,
88.18, , , , ,1, , , , , , , , , , , ,
88.66, , ,67, , , , , , , , , , , , , ,
89.92, , , , , , ,4,8, , , , , , , , ,
90.4, , , , , , , , , , , , ,12, , , ,
91.52, , ,66, , , , , , , , , , , , , ,
94.38, , ,65, , , , , , , , , , , , , ,
96.24, , , , , , , , , , , , , , ,19, ,
96.58, , , ,36, , ,5, , , ,2, , , , , ,
97.32, , ,64, , , , , , , , , , , , ,2,
100.1, , ,63, , , , , , , , , , , , , ,
102.96, , ,62, , , , , , , , , , , , , ,
104.42, , , , , , ,6,9, , , , , , , , ,
105.82, , ,61, , , , , , , ,3, , , , , ,
106.52, , , , ,2, , , , , , , , ,8, , ,
108.68, , ,60, , , , , , , , , , , , , ,
109.8, , , , , , , , , , , ,9, , , ,3,
111.54, , ,59, , , , , , , , , , , , , ,
112.74, , , , , , ,7, , , , , , , , , ,
114.4, , ,58, , ,1, , , , ,4, , , , , ,
117.26, , ,57, , , , , , , , , , , , , ,
117.86, , , , , , , ,10, , , , , , , , ,
119.64,4,3, ,35, , ,8, , , , , , , , , ,
120.18, , ,56, , , , , , , , , , , , ,4,
122.2, , , , , , , , , , , , ,13, , , ,
122.98, , ,55, , , , , , , , , , , , , ,
123.5, , , , , , , , , , ,5, , , , , ,
124.54, , , , ,3, ,9, , , , , , ,9, , ,
125.84, , ,54, , , , , , , , , , , , , ,
127.36, , , , , , , ,11,27, , , , , , , ,
128.7, , ,53, , , , , , , , , , , , , ,
130.08, , , , , , ,10, , , , , , , , ,5,
130.62, , , , , , , , , , ,6, , , , , ,
131.56, , ,52, , , , , , , , , , , , , ,
134.42, , ,51, , , , , , , , , , , , , ,
135.74, , , , , , , ,12, , , , , , , , ,
136.38, , , , , ,2,11, , , , , , , , , ,
137.28, , ,50, , , , , , , , , , , , , ,
138.46, , , , , , , , , ,5,7, , , , ,6,
139.04, , , , , , , , , , , , ,14,10, , ,
140.22, , ,49, ,4, , , , , , , , , , , ,
140.64, , , ,34, , , , , , , , , , , , ,
143, , ,48, , , ,12, , , , , , , , , ,
143.4,5, , , , , , ,13,28, , , , , , , ,
145.86, , ,47, , , , , , , ,8, , , , , ,
146.4, ,4, , , , , , , , , , , , ,20,7,
147.04, , , , , , ,13, , , , , , , , , ,
148.72, , ,46, , , , , , , , , , , , , ,
150.56, , , , , , , ,14, , , , , , , , ,
150.78, , , , , , , , , , , , ,15,11, , ,
151.58, , ,45, , , ,14, , , ,9, , , , , ,
152.04, , , , ,5,3, , , , , , , , , , ,
153.64, , , , , , , , , , , , , , , ,8,
154.44, , ,44, , , , , , , , , , , , , ,
156.28, , , , , , ,15, , , , , , , , , ,
156.74, , , , , , , ,15,29, , , , , , , ,
157.3, , ,43, , , , , , , , , , , , , ,
157.72, , , , , , , , , , ,10, , , , , ,
160.42, , ,42,33, , , , , , , , , , , ,9,
161.46, , , , , , ,16, , , , , ,16,12, , ,
162.62, , , , , , , ,16, , , , , , , , ,
163.02, , ,41, , , , , , , , , , , , , ,
163.48, , , , , , , , , , ,11, , , , , ,
164, , , , ,6, , , , , , , , , , , ,
165.24, , , , , ,4, , , , , , , , ,21, ,
166.1, , ,40, , , , , ,30, , , , , , , ,
167.1, , , , , , ,17, , , , , , , , ,10,
168.74,6, ,39, , , , ,17, , , , , , , , ,
169.7, , , , , , , , , ,6,12,10, , , , ,
170.92, , , , , , , , , , , , ,17,13, , ,
171.6, , ,38, , , , , , , , , , , , , ,
172.24, ,5, , , , ,18, , , , , , , , , ,
173, , , , , , , , , , , , , , , ,11,
174.46, , ,37, , , , ,18,31, , , , , , , ,
175.46, , , , , , , , , , ,13, , , , , ,
176.12, , , , ,7, , , , , , , , , , , ,
176.7, , , , , , ,19, , , , , , , , , ,
177.32, , ,36, , ,5, , , , , , , , , , ,
178.66, , , , , , , , , , , , , , ,22, ,
179.02, , , ,32, , , , , , , , , , , ,12,
180.18, , ,35, , , , ,19, , , , ,18,14, , ,
180.92, , , , , , , , ,32, , , , , , , ,
181.54, , , , , , ,20, , , ,14, , , , , ,
183.04, , ,34, , , , , , , , , , , , , ,
184.72, , , , , , , , , , , , , , , ,13,
185.42, , , , , , , ,20, , , , , , , , ,
185.9, , ,33, , , , , , , , , , , , , ,
187.02, , , , ,8, ,21, ,33, ,15, , , , , ,
187.84,7, , , , , , , , , , , ,19,15, , ,
188.36, , , , , ,6, , , , , , , , ,23, ,
188.76, , ,32, , , , , , , , , , , , , ,
190.52, , , , , , , , , , , , , , , ,14,
190.92, , , , , , , ,21, , , , , , , , ,
191.62, , ,31, , , , , , , , , , , , , ,
192.7, , , , , , ,22, ,34,7,16, , , , , ,
194.48, , ,30, , , , , , , , , , , , , ,
196.16, , , , , , , ,22, , , , ,20,16, ,15,
196.5, , , ,31, , , , , , , , , , ,24, ,
197.64, , ,29, , , , , , , , , , , , , ,
198, ,6, , ,9, ,23, ,35, ,17, , , , , ,
198.9, , , , , ,7, , , , , ,11, , , , ,
200.2, , ,28, , , , , , , , , , , , , ,
201.62, , , , , , , ,23, , , , , , , ,16,
202.48, , , , , , ,24, , , , , , , , , ,
203.34, , ,27, , , , , ,36, ,18, ,21,17, , ,
204.02, , , , , , , , , , , , , , ,25, ,
206.16, , ,26, , , , ,24, , , , , , , , ,
206.94, , , , , , , , , , , , , , , ,17,
207.8,8, , , , , ,25, ,37, , , , , , , ,
208.78, , , , , , , , , , ,19, , , , , ,
208.92, , ,25, ,10,8, , , , , , , , , , ,
210.14, , , , , , , , , , , , ,22, , , ,
211.18, , , , , , , ,25, ,8, , , ,18,26, ,
211.64, , ,24, , , , , , , , , , , , , ,
212.36, , , , , , , , ,38, , , , , , , ,
212.6, , , ,30, , , , , , , , , , , ,18,
214.02, , , , , , ,26, , , ,20, , , , , ,
214.5, , ,23, , , , , , , , , , , , , ,
215.88, , , , , , , ,26, , , , , , , , ,
216.4, , , , , , , , ,39, , , ,23, , , ,
217.52, , ,22, , , , , , , , , , , ,27,19,
218.26, , , , , , , , , , , , , ,19, , ,
218.66, , , , , , , , , , , ,12, , , , ,
220.1, , , , , , , , , , ,21, , , , , ,
220.22, , ,21, , ,9, , , , , , , , , , ,
220.6, , , , , , , , ,40, , , , , , , ,
221.12, , , , , , , ,27, , , , , , , , ,
222.24, ,7, , ,11, ,27, , , , , ,24, , , ,
223.08, , , , , , , , , , , , , , , ,20,
223.2, , ,20, , , , , , , , , , , ,28, ,
224.7,9, , , , , , , ,41, , , , , , , ,
226, , , , , , , , , , , , , ,20, , ,
226.04, , ,19, , , , ,28, , ,22, , , , , ,
226.5, , , , , , , , , ,9, , , , , , ,
227.76, , , , , , ,28, , , , , ,25, , ,21,
228.8, , ,18,29, , , , ,42, , , , , ,29, ,
230.52, , , , , ,10, , , , , , , , , , ,
231, , , , , , , ,29, , , , , , , , ,
231.66, , ,17, , , , , , , , , , , , , ,
232.32, , , , , , , , ,43, , , , , , , ,
233.16, , , , , , , , , , ,23, , , , , ,
233.28, , , , , , , , , , , ,13,26,21, ,22,
233.68, , , , , , , , , , , , , , ,30, ,
234.52, , ,16, , , , , , , , , , , , , ,
235.26, , , , ,12, ,29, , , , , , , , , ,
235.88, , , , , , , ,30,44, , , , , , , ,
237.38, , ,15, , , , , , , , , , , , , ,
238.62, , , , , , , , , , , , ,27, ,31,23,
239.08, , , , , , , , , , ,24, , , , , ,
239.52, , , , , , , , ,45, , , , , , , ,
240.58,10,8,14, , ,11,30,31, , , , , ,22, , ,
241, , , , , , , , , ,10, , , , , , ,
243.16, , , , , , , , ,46, , , , , , , ,
243.46, , ,13,28, , , , , , , , , , , , ,
243.68, , , , , , , , , , , , , , ,32, ,
243.88, , , , , , , , , , , , ,28, , ,24,
244.44, , , , , , , , , , , ,14, , , , ,
245.44, , , , , , , ,32, , , , , , , , ,
245.96, , ,12, , , , , , , ,25, , , , , ,
246.36, , , , , , , , ,47, , , , , , , ,
247.68, , , , , , ,31, , , , , , ,23, , ,
248.44, , , , ,13, , , , , , , ,29, ,33, ,
248.98, , ,11, , , , , , , , , , , , ,25,
249.78, , , , , ,12, , ,48, , , , , , , ,
250.42, , , , , , , ,33, , , , , , , , ,
251.68, , ,10, , , , , , , , , , , , , ,
252.64, , , , , , , , , , , , , , ,34, ,
253.32, , , , , , , , ,49, , , , , , , ,
253.62, , , , , , , , , , ,26, ,30, , , ,
254.62, , , , , , , , , ,11, ,15, , , , ,
254.9, , ,9, , , , , , , , , , ,24, ,26,
255.62,11, , , , , , ,34, , , , , , , , ,
256.22, , , , , , , , ,50, , , , , , , ,
256.94, , , , , , , , , , , , , , ,35, ,
257.4, ,9,8,27, , ,32, , , , , , , , , ,
258.42, , , , , , , , , , , , ,31, , , ,
259.46, , , , , , , , ,51, , , , , , , ,
260.26, , , , , ,13, , , , , , , , , , ,
260.36, , ,7, , , , , , , , , , , , , ,
260.66, , , , , , , ,35, , , , , , , ,27,
261.06, , , , , , , , , , , , , , ,36, ,
261.56, , , , , , , , , , ,27, , , , , ,
262.56, , , , , , , , ,52, , , , ,25, , ,
263.12, , , , , , , , , , , , ,32, , , ,
263.42, , ,6, , , , , , , , ,16, , , , ,
265.46, , , , , , , , , , , , , , ,37, ,
265.98, , , , , , , ,36,53, , , , , , , ,
266.34, , ,5, , , , , , , , , , , , ,28,
267.32, , , , ,14, , , , , , , , , , , ,
267.88, , , , , , ,33, , ,12, , ,33, , , ,
269,12, ,4, , , , , ,54, , , , , , , ,
269.24, , , , , , , , , , ,28, , , , , ,
269.54, , , , , , , , , , , , , , ,38, ,
269.72, , , , , ,14, , , , , , , ,26, , ,
271.32, , , ,26, , , ,37, , , ,17, , , , ,
271.74, , ,3, , , , , ,55, , , , , , , ,
272.42, , , , , , , , , , , , ,34, , ,29,
273.1, , , , , , , , , , , , , , ,39, ,
273.82, ,10, , , , , , , , , , , , , , ,
274.74, , ,2, , , , , ,56, , , , , , , ,
276.34, , , , , , ,34,38, , , , , , , , ,
277, , , , , , , , , , , , ,35,27, , ,
277.24, , , , , , , , , , , , , , ,40, ,
277.42, , , , , , , , , , ,29, , , , , ,
277.64, , ,1, , , , , ,57, , , , , , , ,
278.2, , , , , , , , , , , , , , , ,30,
278.72, , , , , , , , , , , ,18, , , , ,
280.28, , , , , , , , , ,13, , , , , , ,
280.6, , ,0, , , , , , , , , , , , , ,
280.9, , , , , , , , ,58, , , , , , , ,
281, , , , , ,15, , , , , , , , ,41, ,
281.4, , , , , , , , , , , , ,36, , , ,
282, , , , , , , ,39, , , , , , , , ,
282.58,13, , , , , , , , , , , , , , , ,
283.5, , , , , , , , ,59, , , , , , , ,
284.68, , , ,25, , , , , , , , , , , , ,
284.76, , , , , , , , , , , , , ,28,42,31,
285.56, , , , , , , , , , , ,19, , , , ,
285.72, , , , , , , , , , , , ,37, , , ,
286.34, , , , , , , , ,60, , , , , , , ,
287.84, , , , , , , ,40, , , , , , , , ,
288.56, , , , , , , , , , ,30, , , ,43, ,
289.14, , , , , , , , ,61, , , , , , , ,
290.36, ,11, , ,15, ,35, , , , , ,38, , , ,
290.78, , , , , , , , , , , , , , , ,32,
291.64, , , , , ,16, , , , , , , , , , ,
292, , , , , , , , ,62, , ,20, , ,44, ,
292.42, , , , , , , , , ,14, , , , , , ,
292.92, , , , , , , , , , , , , ,29, , ,
293.66, , , , , , , ,41, , , , , , , , ,
294.76,14, , , , , , , ,63, , , ,39, , , ,
295.34, , , , , , , , , , , , , , ,45, ,
297.58, , , , , , , , , , , ,21, , , , ,
297.7, , , , , , , , ,64, , , , , , ,33,
298.8, , , ,24, , , , , , , , , , ,46, ,
299.68, , , , , , , ,42, , , , ,40, , , ,
300.3, , , , , , , , ,65, , , , , , , ,
301.52, , , , , , , , , , , , , ,30, , ,
301.76, , , , , , , , , , ,31, , , , , ,
302.3, , , , , , , , , , , , , , ,47, ,
303.08, , , , , , ,34, , , , ,22, , , , ,
303.38, , , , , ,17, , ,66, , , , , , , ,
303.8, , , , , , , , , , , , ,41, , , ,
304.772, , , , , , , , , ,15, , , , , , ,
306.08, ,12, , , , , , ,67, , , , , ,48, ,
306.8, , , , , , , , , , , , , , , ,34,
307.84,15, , , , , , ,43, , , ,23, , , , ,
308.66, , , , , , , , ,68, , , ,42, , , ,
309.26, , , , , , , , , , , , , , ,49, ,
311.638, , , , , , , , ,69, , , , ,31, , ,
312.94, , , , , , , , , , , , , , ,50, ,
313.148, , , , , , , , , , , ,24,43, , , ,
314.658, , , ,23, , , , ,70, , , , , , , ,
315.2, , , , , , ,33, , , , , , , , , ,
316.22, , , , , , , , , , , , , , ,51, ,
317.06, , , , , , , ,44, ,16, , , , , , ,
317.28, , , , , , , , ,71, , , , , , , ,
317.6, , , , , , , , , , , ,25, , , , ,
317.66, , , , , ,18, , , , , , ,44, , , ,
319.86,16,13, , , , , , , , , , , , , , ,
320.06, , , , , , , , , , , , , , ,52, ,
320.15, , , , , , , , ,72, , , , , , ,35,
322.04, , , , , , , , , , , ,26, , , , ,
322.78, , , , , , , , ,73, , , ,45, , , ,
323.18, , , , , , , , , , , , , , ,53, ,
325.142, , , , , , , , , , , , , ,32, , ,
325.64, , , , , , , , ,74, , , , , , , ,
326.338, , , , , , ,32, , , ,30,27, , , , ,
326.64, , , , , , , , , , , , , , ,54, ,
327.486, , , , ,14, , , , , , , , , , , ,
327.58, , , , , , , , , , , , ,46, , , ,
328.88, , , , , , , , ,75, , , , , , , ,
330.38, , , , , , , , , ,17, ,28, , ,55, ,
331.16, , , , , , , ,45, , , , , , , , ,
331.5, , , ,22, , , , , , , , , , , , ,
331.84,17, , , , , , , ,76, , , , , , , ,
331.9, ,14, , , , , , , , , , , , , , ,
332.962, , , , , , , , , , , , ,47, , , ,
333.986, , , , , , , , , , , , , , ,56, ,
334.44, , , , , , , , ,77, , ,29, , , , ,
337.44, , , , , , , , ,78, , , , , ,57, ,
338.34, , , , , , ,31, , , , ,30,48, , , ,
340.81, , , , , , , , ,79, , , , , , , ,
340.88, , , , , , , , , , , , , , ,58, ,
342.74, , , , , , , , , , , ,31, , , , ,
343.86,18,15, , , ,19, , ,80, ,29, , , , , ,
344.54, , , , , , , , , , , , ,49, , , ,
344.84, , , , , , , , , , , , , , ,59, ,
345.29, , , , , , , , , ,18, , , , , , ,
346.16, , , , , , , , , , , ,32, , , , ,
347.12, , , , , , , , ,81, , , , , , , ,
348.26, , , , , , , , , , , , , , ,60, ,
349.534, , , , , , , , , , , , , ,33, , ,
350.1, , , ,21,13, ,30, , , , ,33,50, , , ,
350.354, , , , , , , , ,82, , , , , , , ,
352.02, , , , , , , , , , , , , , ,61, ,
353.72, , , , , , , , ,83, , , , , , , ,
354.06, , , , , , , , , , , ,34, , , , ,
354.336, , , , , , , , , , ,28, , , , , ,
355.72,19, , , , , , , , , , , , , , , ,
355.98, ,16, , , , , , , , , , , , ,62, ,
356.24, , , , , , , , , , , , ,51, , , ,
356.9, , , , , , , , ,84, , , , , , , ,
357.652, , , , , , , , , , , ,35, , , , ,
359.68, , , , , , , , , , , , , , ,63, ,
360.42, , , , , , , , ,85, , , , , , , ,
361.78, , , , , , , , , ,19, ,36, , , , ,
361.94, , , , , , ,29, , , , , , , , , ,
362.796, , , , , , , , , , , , ,52, , , ,
363.58, , , , , , , , , , ,27, , , , , ,
363.896, , , , , , , , , , , , , , ,64, ,
364.04, , , , , , , , ,86, , , , , , , ,
365.36, , , , , , , , , , , ,37, , , , ,
367.86, , , , , , , , , , , , , , ,65, ,
368.008, , , , , , , , ,87, , , , , , , ,
368.216,20,17, , , , , , , , , , , , , , ,
368.674, , , , , , , , , , , ,38, , , , ,
370.168, , , ,20, , , , , , , , ,53, , , ,
371.7, , , , , , , , ,88, , , , , ,66, ,
372.016, , , , ,12, , , , , , , , , , , ,
372.584, , , , , , , , , , , ,39, , , , ,
373.22, , , , , , , , , , ,26, , , , , ,
375.724, , , , , , , , ,89, , , , , ,67, ,
376.346, , , , , , ,28, , , , ,40, , , ,34,
378.642, , , , , , , , , , , , ,54, , , ,
379.76, , , , , , , , ,90, , , , , , , ,
379.978,21,18, , , , , , , , , ,41, , , , ,
380.132, , , , , , , , , , , , , , ,68, ,
381.32, , , , , , , , , ,20, , , , , , ,
382.338, , , , , , , , , , ,25, , , , , ,
383.506, , , , , , , , , , , ,42, , , , ,
383.664, , , , , , , , ,91, , , , , , , ,
384.38, , , , , , , , , , , , , , ,69, ,
385.68, , , , , , , ,44, , , , , , , , ,
387.024, , , , , , , , , , , ,43, , , , ,
388.16, , , , , , , , , , , , ,55, , , ,
388.368, , , , , , , , ,92, , , , , , , ,
389.04, , , , , , , , , , , , , , ,70, ,
390.44, , , , ,11,18,27, , , ,24,44, , , , ,
392.72, , , ,19, , , , , , , , , , , , ,
393.1,22,19, , , , , , , , , , , , , , ,
393.42, , , , , , , , ,93, , , , , , , ,
393.744, , , , , , , , , , , , , , ,71, ,
394.02, , , , , , , , , , , ,45, , , , ,
398.1, , , , , , , , , , , ,46, , ,72, ,
398.448, , , , , , , , ,94, , , , , , , ,
398.58, , , , , , , , , , , , ,56, , , ,
401.136, , , , , , , , , , ,23, , , , , ,
401.84, , , , , , , , , , , ,47, , , , ,
402.74, , , , , , , , , , , , , , ,73, ,
403.28, , , , , , , , ,95, , , , , , , ,
405.168, , , , , , ,26, , , , , , , , ,33,
405.84, , , , , , , , , , , ,48, , , , ,
407.184,23,20, , , , , , , , , , , , , , ,
408.06, , , , , , , , , ,21, , , , ,74, ,
408.68, , , , , , , , ,96, , , , , , , ,
409.22, , , , , , , , , , , ,49, , , , ,
410.544, , , , , , , , , , ,22, , , , , ,
411.48, , , , , , , , , , , , ,57, , , ,
413.02, , , , , , , , , , , ,50, , , , ,
413.34, , , , ,10, , , , , , , , , ,75, ,
414.576, , , , , , , , ,97, , , , , , , ,
416.592, , , , , ,17, , , , , ,51, , , , ,
417.3, , , ,18, , , , , , , , , , , , ,
418.608, , , , , , , , , , , , , , ,76, ,
420.38, , , , , , , , ,98, , , , , , , ,
420.624, ,21, , , , ,25, , , , ,52, , , , ,
421.3, , , , , , , , , , ,21, , , , , ,
422.016,24, , , , , , , , , , , , , , , ,
423.312, , , , , , , ,43, , , , , , , , ,
423.984, , , , , , , , , , , , , , ,77, ,
424.64, , , , , , , , , , , ,53, , , , ,
426.92, , , , , , , , ,99, , , ,58, , , ,
428.38, , , , , , , , , , , ,54, , , , ,
429.2, , , , , , , , , , , , , , ,78, ,
432.52, , , , , , , , , , , ,55, , , , ,
433.08, , , , , , , , , , ,20, , , , , ,
434.1, ,22, , , , ,26, ,100, , , , , , , ,
434.72, , , , , , , , , , , , , , ,79, ,
436.86, , , , , , , , , , , ,56, , , , ,
439.46,25, , , , , , , , , , , , , , , ,
440.6, , , , , , , , , , , , , , ,80, ,
441.4, , , , , , , , , , , ,57, , , , ,
444.9, , , , , , ,25, , , , , , , , ,32,
445.24, , , ,17, , , , , , , , ,59, , , ,
445.88, , , , ,9,16, , , , , ,58, , , , ,
446.68, , , , , , , , , , , , , , ,81, ,
447.44, ,23, , , , , , , , , , , , , , ,
450.616, , , , , , , , , , , ,59, , , , ,
451.46, , , , , , , , , ,22, , , , , , ,
452.38, , , , , , , , , , ,19, , , , , ,
453.08, , , , , , , , , , , , , , ,82, ,
454.78, , , , , , , , , , , ,60, , , , ,
459.196, , , , , , , , , , , ,61, , , , ,
459.62, , , , , , , , , , , , , , ,83, ,
463.74, , , , , , ,24, , , , ,62, , , , ,
464.16, ,24, , , , , , , , , , , , , , ,
466.32, , , , , , , , , , , , , , ,84, ,
467.96, , , , , , , , , , ,18, , , , , ,
468.56, , , , , , , , , , , ,63, , , , ,
471.04, , , , , , , ,42, , , , ,60, , , ,
473.496, , , , , , , , , , , ,64, , ,85, ,
475.9, , , ,16, , , , , , , , , , , , ,
476.94, , , , , ,15, , , , , , , , , , ,
478.28, , , , , , , , , , , ,65, , , , ,
480.16, , , , , , , , , , , , , , ,86, ,
480.86, , , , , , , , , , , , , ,34, , ,
483.54, , , , , , , , , , , ,66, , , , ,
485.76, , , , , , ,23, , , , , , , , ,31,
487.06, ,25, , , , , , , , ,17, , , , , ,
488.08, , , , , , , , , , , , , , ,87, ,
489.08, , , , , , , , , , , ,67,61, , , ,
493.516, , , , , , ,24, , , , , , , , , ,
494.54, , , , , , , , , , , ,68, , , , ,
496.376, , , , , , , , , , , , , , ,88, ,
500.32, , , , , , , , , , , ,69, , , , ,
503.86,24, , , , , , , , , , , , , , , ,
504.58, , , , , , , , , , , , , , ,89, ,
506.46, , , , ,8,14,23, , , , ,70, , , , ,
510.9, , , ,15, , , , , , , , , , , , ,
511.88, , , , , , , , , , , , ,62, , , ,
512.48, , , , , , , , , , , ,71, , , , ,
513.536, , , , , , , , , , , , , , ,90, ,
518.88, , , , , , , , , , , ,72, , , , ,
522.116, , , , , , , , , , , , , , ,91, ,
524.976, , , , , , ,22, , , ,16, , , , ,30,
525.74, , , , , , , , , , , ,73, , , , ,
529.46,23, , , , , , , , , , , , , , , ,
532.44, , , , , , , , , , , , , , ,92, ,
533.12, , , , , , , , , , , ,74, , , , ,
541.12, , , , , , , , , , , ,75, , , , ,
543.2, , , , , , , , , , , , , , ,93, ,
545.66, , , , , ,13, , , , , , , , , , ,
546.48, , , , , , , , , , , , ,63, , , ,
547.4, , , , , , ,21, , , , , , , , , ,
547.856,22,24, , , , , , , , , , , , , , ,
548.92, , , , , , , , , , , ,76, , , , ,
550.716, , , ,14, , , , , , , , , , , , ,
554.36, , , , , , , , , , , , , , ,94, ,
557.38, , , , , , , , , , , ,77, , , , ,
557.8, , , , , , ,20,41, , ,15, , ,33, ,29,
561.46, , , , ,7, , , , , , , , , , , ,
563.92,21, , , , , , , , , , , , , , , ,
566.68, , , , , , , , , , , ,78, , , , ,
568.06, , , , , , , , , , , , , , ,95, ,
576.92, , , , , ,12, , , , , ,79, , , , ,
578.3,20,23, , , , ,19, , , , , , , , , ,
582.42, , , , , , , , , , , , , , ,96, ,
583.2, , , , , , , , , , , , , , , ,28,
587.2, , , , , , , , , , ,14, , , , , ,
588.4, , , , , , , , , , , ,80, , , , ,
591.28,19, , , , , , , , , , , , , , , ,
596.5, , , ,13, , , , , , , , , , , , ,
601.38, , , , , , ,18,40, , , ,81,62,32,97, ,
602.3, ,22, , , , , , , , , , , , , , ,
603.1,18, , , , , , , , , , , , , , , ,
603.8, , , , , , , , , , , , , , , ,27,
608.6, , , , , , , , , ,21,13, , , , , ,
615,17, , , , , , , , , , , , , , , ,
619.356, ,21, , ,6,11,17, , , , , , , , , ,
625.8, , , , , , , , , , , , , , , ,26,
626.96,16, , , , , , , , , , , , , , , ,
632.98, , , , , , , ,39, , , , , , , , ,
635.58, ,20, , , , ,16, , , ,12, ,61,31, , ,
638.92,15, , , , , , , , , , , , , , , ,
644.12, , , , , , , , , , , , , , , ,25,
649.5, , , ,12, , , , , , , , , , , , ,
650.96,14,19, , , , ,15,38, , ,11, , , , , ,
655.9, , , , ,5,10, , , , , , , , , , ,
663.08,13, , , , , , , , , , , , , , , ,
663.54, ,18, , , , , , , , , , , , , ,24,
664.28, , , , , , ,14, , , , , ,60,30, , ,
668.62, , , , , , , ,37, , , , , , , , ,
669.42, , , , , , , , , , ,10, , , , , ,
673.696, , , , , , , , , ,20, ,80, , , , ,
675.26,12, , , , , , , , , , , , , , , ,
675.84, ,17, , , , , , , , , , , , , , ,
680.356, , , , , , , , , , , , , , ,96,23,
687.216, , , , , ,9, ,36, , , , ,59, , , ,
688.86,11,16, , , , ,13, , , , , , , , , ,
692.08, , , , , , , , , , , , , ,29, , ,
693.716, , , , , , , , , , ,9, , , , , ,
694.4, , , , , , , , , , , ,79, , , , ,
697.4, , , , , , , , , , , , , , , ,22,
702.54,10,15, , ,4, ,12,35, , , , , , , , ,
703.596, , ,1, , , , , , , , , , , , , ,
704.44, , , , , , , , , , , , ,58, , , ,
708.376, , ,2, , , , , , , , , , , , , ,
711.92, , , , , , , , , , ,8, , , , , ,
712.716, , ,3, , , , , , , , , , , ,95,21,
713.1, , , , , ,8, , , , , , , , , , ,
714.4, , , , , , , , , , , ,78, , , , ,
715.656, , ,4, , , , , , , , , , , , , ,
717.36, ,14, , , , , , , , , , , , , , ,
718.04,9, , , , , , , , , , , , , , , ,
718.516, , ,5, , , , , , , , , , , , , ,
721.116, , ,6, , , , , , , , , , , , , ,
722.2, , , , , , , , , ,19, , ,57,28, , ,
723.496, , ,7, , , , , , , , , , , , , ,
725.696, , , , , , ,11,34,99, , , , , , , ,
725.96, , ,8, , , , , , , , ,77, , , , ,
727.736, , ,9, , , , , , , , , , , , , ,
728.1, , , , , , , , , , , , , , , ,20,
729.648, , ,10, , , , , , , , , , , , , ,
731.44, , ,11, , , , , , , , , , , , , ,
732.12, ,13, , , , , , , , , , , , , , ,
732.38,8, , , , , , , , , , , , , ,94, ,
733.236, , ,12,13, , , , , , , , , , , , ,
734.92, , ,13, , , , , , , , , , , , , ,
736.12, , , , , , , , , , ,7, , , , , ,
736.514, , ,14, , , , , , , , , , , , , ,
738.024, , ,15, , , , , , , , , , , , , ,
738.84, , , , , , , , , , , ,76,56, , , ,
739.534, , ,16, , , , , , , , , , , , , ,
740.968, , ,17, , , , , , , , , , , , , ,
742.356, , ,18, , , , , , , , , , , , , ,
742.76, , , , , , , ,33, , , , , , , , ,
